,Ref,Score,Team
0,Andy McElman,2,Colorado Avalanche
1,Andy McElman,4,St. Louis Blues
2,Mark Faucette,2,Colorado Avalanche
3,Mark Faucette,4,St. Louis Blues
4,Rob Shick,3,Buffalo Sabres
5,Rob Shick,4,Edmonton Oilers
6,Swede Knox,3,Buffalo Sabres
7,Swede Knox,4,Edmonton Oilers
8,Don Koharski,1,Los Angeles Kings
9,Don Koharski,0,New York Islanders
10,Shane Heyer,1,Los Angeles Kings
11,Shane Heyer,0,New York Islanders
12,Dave Jackson,4,Boston Bruins
13,Dave Jackson,4,New York Rangers
14,Kevin Collins,4,Boston Bruins
15,Kevin Collins,4,New York Rangers
16,Brian Murphy,1,Hartford Whalers
17,Brian Murphy,0,Phoenix Coyotes
18,Lance Roberts,1,Hartford Whalers
19,Lance Roberts,0,Phoenix Coyotes
20,Dennis Larue,3,Pittsburgh Penguins
21,Dennis Larue,4,Tampa Bay Lightning
22,Mark Pare,3,Pittsburgh Penguins
23,Mark Pare,4,Tampa Bay Lightning
24,Champoux,3,Montréal Canadiens
25,Champoux,3,Ottawa Senators
26,Gregson,3,Montréal Canadiens
27,Gregson,3,Ottawa Senators
28,Blaine Angus,1,Detroit Red Wings
29,Blaine Angus,3,New Jersey Devils
30,Ron Asselstine,1,Detroit Red Wings
31,Ron Asselstine,3,New Jersey Devils
32,Bill McCreary,3,Florida Panthers
33,Bill McCreary,1,Philadelphia Flyers
34,Dan McCourt,3,Florida Panthers
35,Dan McCourt,1,Philadelphia Flyers
36,Don Van Massenhoven,5,Chicago Blackhawks
37,Don Van Massenhoven,2,Washington Capitals
38,Gordon Broseker,5,Chicago Blackhawks
39,Gordon Broseker,2,Washington Capitals
40,Dan Marouelli,1,Anaheim Ducks
41,Dan Marouelli,4,Toronto Maple Leafs
42,Greg Devorski,1,Anaheim Ducks
43,Greg Devorski,4,Toronto Maple Leafs
44,Faucette,1,Colorado Avalanche
45,Faucette,4,Dallas Stars
46,Schachte,1,Colorado Avalanche
47,Schachte,4,Dallas Stars
48,Brad Lazarowich,1,Calgary Flames
49,Brad Lazarowich,3,Vancouver Canucks
50,Paul Stewart,1,Calgary Flames
51,Paul Stewart,3,Vancouver Canucks
52,Don Koharski,2,New York Islanders
53,Don Koharski,2,San Jose Sharks
54,Shane Heyer,2,New York Islanders
55,Shane Heyer,2,San Jose Sharks
56,Don Van Massenhoven,5,Florida Panthers
57,Don Van Massenhoven,2,New York Rangers
58,Ron Asselstine,5,Florida Panthers
59,Ron Asselstine,2,New York Rangers
60,Andy McElman,4,Chicago Blackhawks
61,Andy McElman,1,St. Louis Blues
62,Kerry Fraser,4,Chicago Blackhawks
63,Kerry Fraser,1,St. Louis Blues
64,Mike Cvik,0,Buffalo Sabres
65,Mike Cvik,3,Calgary Flames
66,Rob Shick,0,Buffalo Sabres
67,Rob Shick,3,Calgary Flames
68,Paul Stewart,2,Edmonton Oilers
69,Paul Stewart,0,Vancouver Canucks
70,Swede Knox,2,Edmonton Oilers
71,Swede Knox,0,Vancouver Canucks
72,Don Koharski,6,Los Angeles Kings
73,Don Koharski,7,San Jose Sharks
74,Shane Heyer,6,Los Angeles Kings
75,Shane Heyer,7,San Jose Sharks
76,Brian Murphy,2,Boston Bruins
77,Brian Murphy,5,Phoenix Coyotes
78,Dennis Larue,2,Boston Bruins
79,Dennis Larue,5,Phoenix Coyotes
80,Devorski,6,Anaheim Ducks
81,Devorski,6,Montréal Canadiens
82,Walkom,6,Anaheim Ducks
83,Walkom,6,Montréal Canadiens
84,Dan McCourt,1,New Jersey Devils
85,Dan McCourt,3,Philadelphia Flyers
86,Paul Devorski,1,New Jersey Devils
87,Paul Devorski,3,Philadelphia Flyers
88,Kevin Collins,7,Hartford Whalers
89,Kevin Collins,3,Pittsburgh Penguins
90,Paul Devorski,7,Hartford Whalers
91,Paul Devorski,3,Pittsburgh Penguins
92,Gordon Broseker,1,Florida Panthers
93,Gordon Broseker,1,New York Rangers
94,Mark Faucette,1,Florida Panthers
95,Mark Faucette,1,New York Rangers
96,Lonnie Cameron,4,Edmonton Oilers
97,Lonnie Cameron,2,Toronto Maple Leafs
98,Mick McGeough,4,Edmonton Oilers
99,Mick McGeough,2,Toronto Maple Leafs
100,Driscoll,5,Dallas Stars
101,Driscoll,3,Washington Capitals
102,Fraser,5,Dallas Stars
103,Fraser,3,Washington Capitals
104,Paul Stewart,6,Colorado Avalanche
105,Paul Stewart,0,San Jose Sharks
106,Wayne Bonney,6,Colorado Avalanche
107,Wayne Bonney,0,San Jose Sharks
108,Mick McGeough,3,New York Islanders
109,Mick McGeough,3,Ottawa Senators
110,Pierre Champoux,3,New York Islanders
111,Pierre Champoux,3,Ottawa Senators
112,Devorski,3,Los Angeles Kings
113,Devorski,6,Montréal Canadiens
114,Roberts,3,Los Angeles Kings
115,Roberts,6,Montréal Canadiens
116,Cameron,2,Detroit Red Wings
117,Cameron,0,Edmonton Oilers
118,Trottier,2,Detroit Red Wings
119,Trottier,0,Edmonton Oilers
120,Kerry Fraser,2,Anaheim Ducks
121,Kerry Fraser,0,Chicago Blackhawks
122,Scott Driscoll,2,Anaheim Ducks
123,Scott Driscoll,0,Chicago Blackhawks
124,Rob Shick,1,Calgary Flames
125,Rob Shick,3,St. Louis Blues
126,Swede Knox,1,Calgary Flames
127,Swede Knox,3,St. Louis Blues
128,Bill McCreary,2,Buffalo Sabres
129,Bill McCreary,1,Vancouver Canucks
130,Mike Cvik,2,Buffalo Sabres
131,Mike Cvik,1,Vancouver Canucks
132,Mark Pare,2,Dallas Stars
133,Mark Pare,1,New York Rangers
134,Terry Gregson,2,Dallas Stars
135,Terry Gregson,1,New York Rangers
136,Ron Asselstine,4,Los Angeles Kings
137,Ron Asselstine,5,Philadelphia Flyers
138,Stephen Walkom,4,Los Angeles Kings
139,Stephen Walkom,5,Philadelphia Flyers
140,Paul Stewart,6,Anaheim Ducks
141,Paul Stewart,6,Colorado Avalanche
142,Wayne Bonney,6,Anaheim Ducks
143,Wayne Bonney,6,Colorado Avalanche
144,Dave Jackson,4,Phoenix Coyotes
