,Ref,Score,Team
123,Dan O'Rourke,0,Winnipeg Jets
124,Chris Lee,3,New York Rangers
125,Chris Lee,6,Toronto Maple Leafs
126,Gord Dwyer,3,New York Rangers
127,Gord Dwyer,6,Toronto Maple Leafs
128,Francois St-Laurent,4,Los Angeles Kings
129,Francois St-Laurent,1,Winnipeg Jets
130,Wes McCauley,4,Los Angeles Kings
131,Wes McCauley,1,Winnipeg Jets
132,Rob Martell,1,Boston Bruins
133,Rob Martell,2,Colorado Avalanche
134,Steve Kozari,1,Boston Bruins
135,Steve Kozari,2,Colorado Avalanche
136,Dave Jackson,5,Anaheim Ducks
137,Dave Jackson,1,Buffalo Sabres
138,Jean Hebert,5,Anaheim Ducks
139,Jean Hebert,1,Buffalo Sabres
140,Chris Rooney,0,Florida Panthers
141,Chris Rooney,1,Ottawa Senators
142,Ian Walsh,0,Florida Panthers
143,Ian Walsh,1,Ottawa Senators
144,Dave Jackson,6,New York Islanders
145,Dave Jackson,3,New York Rangers
146,Greg Kimmerly,6,New York Islanders
147,Greg Kimmerly,3,New York Rangers
148,Gord Dwyer,3,Anaheim Ducks
149,Gord Dwyer,3,Philadelphia Flyers
150,Paul Devorski,3,Anaheim Ducks
151,Paul Devorski,3,Philadelphia Flyers
152,Francis Charron,5,San Jose Sharks
153,Francis Charron,5,Washington Capitals
154,Marc Joannette,5,San Jose Sharks
155,Marc Joannette,5,Washington Capitals
156,Jean Hebert,3,Buffalo Sabres
157,Jean Hebert,3,Carolina Hurricanes
158,Rob Martell,3,Buffalo Sabres
159,Rob Martell,3,Carolina Hurricanes
160,Chris Lee,2,Columbus Blue Jackets
161,Chris Lee,4,Dallas Stars
162,Darcy Burchell,2,Columbus Blue Jackets
163,Darcy Burchell,4,Dallas Stars
164,Justin St. Pierre ,2,Colorado Avalanche
165,Justin St. Pierre ,3,Toronto Maple Leafs
166,Kelly Sutherland,2,Colorado Avalanche
167,Kelly Sutherland,3,Toronto Maple Leafs
168,Chris Rooney,2,New Jersey Devils
169,Chris Rooney,1,Tampa Bay Lightning
170,Ian Walsh,2,New Jersey Devils
171,Ian Walsh,1,Tampa Bay Lightning
172,Frederick L'Ecuyer,2,Calgary Flames
173,Frederick L'Ecuyer,2,Nashville Predators
174,Wes McCauley,2,Calgary Flames
175,Wes McCauley,2,Nashville Predators
176,Brad Watson,1,Edmonton Oilers
177,Brad Watson,6,Los Angeles Kings
178,Mike Leggo,1,Edmonton Oilers
179,Mike Leggo,6,Los Angeles Kings
180,Kevin Pollock,2,Boston Bruins
181,Kevin Pollock,2,Detroit Red Wings
182,Thomas John Luxmore,2,Boston Bruins
183,Thomas John Luxmore,2,Detroit Red Wings
184,Dan O'Halloran,2,Calgary Flames
185,Dan O'Halloran,1,Chicago Blackhawks
186,Frederick L'Ecuyer,2,Calgary Flames
187,Frederick L'Ecuyer,1,Chicago Blackhawks
188,Eric Furlatt,7,Arizona Coyotes
189,Eric Furlatt,4,Edmonton Oilers
190,Tom Chmielewski,7,Arizona Coyotes
191,Tom Chmielewski,4,Edmonton Oilers
192,Paul Devorski,3,New York Islanders
193,Paul Devorski,3,San Jose Sharks
194,Rob Martell,3,New York Islanders
195,Rob Martell,3,San Jose Sharks
196,Ghislain Hebert,3,Dallas Stars
197,Ghislain Hebert,2,Pittsburgh Penguins
198,Greg Kimmerly,3,Dallas Stars
199,Greg Kimmerly,2,Pittsburgh Penguins
200,Darcy Burchell,2,New Jersey Devils
201,Darcy Burchell,6,Washington Capitals
202,Kelly Sutherland,2,New Jersey Devils
203,Kelly Sutherland,6,Washington Capitals
204,Graham Skilliter,4,Boston Bruins
205,Graham Skilliter,6,Montréal Canadiens
206,Tim Peel,4,Boston Bruins
207,Tim Peel,6,Montréal Canadiens
208,Dan O'Rourke,3,Colorado Avalanche
209,Dan O'Rourke,5,Ottawa Senators
210,Jon McIsaac,3,Colorado Avalanche
211,Jon McIsaac,5,Ottawa Senators
212,Eric Furlatt,0,Los Angeles Kings
213,Eric Furlatt,0,St. Louis Blues
214,Tom Chmielewski,0,Los Angeles Kings
215,Tom Chmielewski,0,St. Louis Blues
216,Dan O'Halloran,0,Buffalo Sabres
217,Dan O'Halloran,1,Florida Panthers
218,Ghislain Hebert,0,Buffalo Sabres
219,Ghislain Hebert,1,Florida Panthers
220,Furman Furman,1,Carolina Hurricanes
221,Furman Furman,1,New York Rangers
222,Mike Leggo,1,Carolina Hurricanes
223,Mike Leggo,1,New York Rangers
224,Brian Pochmara,2,Calgary Flames
225,Brian Pochmara,3,Columbus Blue Jackets
226,Francois St-Laurent,2,Calgary Flames
227,Francois St-Laurent,3,Columbus Blue Jackets
228,Graham Skilliter,4,Detroit Red Wings
229,Graham Skilliter,1,Toronto Maple Leafs
230,Tim Peel,4,Detroit Red Wings
231,Tim Peel,1,Toronto Maple Leafs
232,Brad Watson,2,Nashville Predators
233,Brad Watson,0,Winnipeg Jets
234,Chris Lee,2,Nashville Predators
235,Chris Lee,0,Winnipeg Jets
236,Kyle Rehman,0,Edmonton Oilers
237,Kyle Rehman,2,Vancouver Canucks
238,Steve Kozari,0,Edmonton Oilers
239,Steve Kozari,2,Vancouver Canucks
240,Dennis LaRue,2,Anaheim Ducks
241,Dennis LaRue,1,Minnesota Wild
242,Eric Furlatt,2,Anaheim Ducks
243,Eric Furlatt,1,Minnesota Wild
244,Dan O'Rourke,4,Boston Bruins
245,Dan O'Rourke,0,Buffalo Sabres
246,Greg Kimmerly,4,Boston Bruins
247,Greg Kimmerly,0,Buffalo Sabres
248,Francis Charron,2,Colorado Avalanche
249,Francis Charron,3,Montréal Canadiens
250,Kevin Pollock,2,Colorado Avalanche
251,Kevin Pollock,3,Montréal Canadiens
252,Graham Skilliter,2,Columbus Blue Jackets
253,Graham Skilliter,3,Ottawa Senators
254,Marc Joannette,2,Columbus Blue Jackets
255,Marc Joannette,3,Ottawa Senators
256,Chris Rooney,1,Detroit Red Wings
257,Chris Rooney,0,Toronto Maple Leafs
258,Frederick L'Ecuyer,1,Detroit Red Wings
259,Frederick L'Ecuyer,0,Toronto Maple Leafs
260,Justin St. Pierre ,2,New Jersey Devils
261,Justin St. Pierre ,4,San Jose Sharks
262,Kelly Sutherland,2,New Jersey Devils
263,Kelly Sutherland,4,San Jose Sharks
264,Brian Pochmara,1,New York Islanders
265,Brian Pochmara,3,Pittsburgh Penguins
266,Dan O'Halloran,1,New York Islanders
267,Dan O'Halloran,3,Pittsburgh Penguins
268,Francois St-Laurent,1,Florida Panthers
269,Francois St-Laurent,1,Washington Capitals
270,Mike Leggo,1,Florida Panthers
271,Mike Leggo,1,Washington Capitals
272,Gord Dwyer,5,Dallas Stars
273,Gord Dwyer,6,Philadelphia Flyers
274,Paul Devorski,5,Dallas Stars
275,Paul Devorski,6,Philadelphia Flyers
276,Brad Watson,2,Chicago Blackhawks
277,Brad Watson,1,Nashville Predators
278,Jean Hebert,2,Chicago Blackhawks
279,Jean Hebert,1,Nashville Predators
280,Dennis LaRue,1,Arizona Coyotes
281,Dennis LaRue,6,St. Louis Blues
282,Tom Kowal,1,Arizona Coyotes
283,Tom Kowal,6,St. Louis Blues
284,Kyle Rehman,4,Tampa Bay Lightning
285,Kyle Rehman,2,Vancouver Canucks
286,Steve Kozari,4,Tampa Bay Lightning
287,Steve Kozari,2,Vancouver Canucks
288,Brad Meier,2,Los Angeles Kings
289,Brad Meier,1,Minnesota Wild
290,Eric Furlatt,2,Los Angeles Kings
291,Eric Furlatt,1,Minnesota Wild
292,Ghislain Hebert,4,New York Rangers
293,Ghislain Hebert,0,San Jose Sharks
294,Mike Leggo,4,New York Rangers
295,Mike Leggo,0,San Jose Sharks
296,Darcy Burchell,4,Calgary Flames
297,Darcy Burchell,1,Winnipeg Jets
298,Dave Jackson,4,Calgary Flames
299,Dave Jackson,1,Winnipeg Jets
300,Ian Walsh,3,Anaheim Ducks
301,Ian Walsh,0,St. Louis Blues
302,Tom Kowal,3,Anaheim Ducks
303,Tom Kowal,0,St. Louis Blues
304,Dave Jackson,3,Edmonton Oilers
305,Dave Jackson,2,Tampa Bay Lightning
306,Steve Kozari,3,Edmonton Oilers
307,Steve Kozari,2,Tampa Bay Lightning
308,Chris Rooney,5,Boston Bruins
309,Chris Rooney,3,San Jose Sharks
310,Paul Devorski,5,Boston Bruins
311,Paul Devorski,3,San Jose Sharks
312,Brian Pochmara,3,New Jersey Devils
313,Brian Pochmara,4,New York Rangers
314,Francois St-Laurent,3,New Jersey Devils
315,Francois St-Laurent,4,New York Rangers
316,Jon McIsaac,2,New York Islanders
317,Jon McIsaac,5,Toronto Maple Leafs
318,Wes McCauley,2,New York Islanders
319,Wes McCauley,5,Toronto Maple Leafs
320,Greg Kimmerly,1,Detroit Red Wings
321,Greg Kimmerly,2,Montréal Canadiens
322,Marc Joannette,1,Detroit Red Wings
323,Marc Joannette,2,Montréal Canadiens
324,Dan O'Rourke,3,Arizona Coyotes
325,Dan O'Rourke,3,Nashville Predators
326,Francis Charron,3,Arizona Coyotes
327,Francis Charron,3,Nashville Predators
328,Gord Dwyer,1,Carolina Hurricanes
329,Gord Dwyer,3,Winnipeg Jets
330,Kyle Rehman,1,Carolina Hurricanes
331,Kyle Rehman,3,Winnipeg Jets
332,Kelly Sutherland,4,Chicago Blackhawks
333,Kelly Sutherland,0,Philadelphia Flyers
334,Kevin Pollock,4,Chicago Blackhawks
335,Kevin Pollock,0,Philadelphia Flyers
336,Rob Martell,6,Dallas Stars
337,Rob Martell,3,Vancouver Canucks
338,Tim Peel,6,Dallas Stars
339,Tim Peel,3,Vancouver Canucks
340,Brad Meier,3,Colorado Avalanche
341,Brad Meier,4,Florida Panthers
342,Ian Walsh,3,Colorado Avalanche
343,Ian Walsh,4,Florida Panthers
344,Chris Lee,1,Calgary Flames
345,Chris Lee,2,Tampa Bay Lightning
346,Graham Skilliter,1,Calgary Flames
347,Graham Skilliter,2,Tampa Bay Lightning
348,Francois St-Laurent,3,Ottawa Senators
349,Francois St-Laurent,5,Toronto Maple Leafs
350,Jean Hebert,3,Ottawa Senators
351,Jean Hebert,5,Toronto Maple Leafs
352,Mark Lemelin,5,Philadelphia Flyers
353,Mark Lemelin,3,Pittsburgh Penguins
354,Wes McCauley,5,Philadelphia Flyers
355,Wes McCauley,3,Pittsburgh Penguins
356,Chris Lee,3,Edmonton Oilers
357,Chris Lee,2,Washington Capitals
358,Dave Jackson,3,Edmonton Oilers
359,Dave Jackson,2,Washington Capitals
360,Brad Meier,4,Anaheim Ducks
361,Brad Meier,1,Buffalo Sabres
362,Justin St. Pierre ,4,Anaheim Ducks
363,Justin St. Pierre ,1,Buffalo Sabres
364,Dan O'Halloran,2,Boston Bruins
365,Dan O'Halloran,3,New York Islanders
366,Francois St-Laurent,2,Boston Bruins
367,Francois St-Laurent,3,New York Islanders
368,Brian Pochmara,4,Detroit Red Wings
369,Brian Pochmara,3,Pittsburgh Penguins
370,Jean Hebert,4,Detroit Red Wings
371,Jean Hebert,3,Pittsburgh Penguins
372,Dan O'Rourke,1,St. Louis Blues
373,Dan O'Rourke,4,Vancouver Canucks
374,Rob Martell,1,St. Louis Blues
375,Rob Martell,4,Vancouver Canucks
376,Jon McIsaac,2,Chicago Blackhawks
377,Jon McIsaac,3,Nashville Predators
378,Marc Joannette,2,Chicago Blackhawks
379,Marc Joannette,3,Nashville Predators
380,Francis Charron,0,Arizona Coyotes
381,Francis Charron,2,Minnesota Wild
382,Kevin Pollock,0,Arizona Coyotes
383,Kevin Pollock,2,Minnesota Wild
384,Gord Dwyer,5,Calgary Flames
385,Gord Dwyer,0,Carolina Hurricanes
386,Kelly Sutherland,5,Calgary Flames
387,Kelly Sutherland,0,Carolina Hurricanes
388,Dennis LaRue,0,Buffalo Sabres
389,Dennis LaRue,2,Los Angeles Kings
390,Justin St. Pierre ,0,Buffalo Sabres
391,Justin St. Pierre ,2,Los Angeles Kings
392,Brad Watson,5,Columbus Blue Jackets
393,Brad Watson,4,San Jose Sharks
394,Ian Walsh,5,Columbus Blue Jackets
395,Ian Walsh,4,San Jose Sharks
396,Frederick L'Ecuyer,2,Dallas Stars
397,Frederick L'Ecuyer,2,New Jersey Devils
398,Wes McCauley,2,Dallas Stars
399,Wes McCauley,2,New Jersey Devils
400,Dave Jackson,4,Tampa Bay Lightning
401,Dave Jackson,2,Winnipeg Jets
402,Paul Devorski,4,Tampa Bay Lightning
403,Paul Devorski,2,Winnipeg Jets
404,Kevin Pollock,7,Colorado Avalanche
405,Kevin Pollock,3,Vancouver Canucks
406,Tom Chmielewski,7,Colorado Avalanche
407,Tom Chmielewski,3,Vancouver Canucks
408,Brad Meier,3,Carolina Hurricanes
409,Brad Meier,6,Edmonton Oilers
410,Tom Kowal,3,Carolina Hurricanes
411,Tom Kowal,6,Edmonton Oilers
412,Brad Watson,4,Anaheim Ducks
413,Brad Watson,1,Columbus Blue Jackets
414,Kyle Rehman,4,Anaheim Ducks
415,Kyle Rehman,1,Columbus Blue Jackets
416,Dennis LaRue,2,Buffalo Sabres
417,Dennis LaRue,1,San Jose Sharks
418,Tim Peel,2,Buffalo Sabres
419,Tim Peel,1,San Jose Sharks
420,Brian Pochmara,4,Boston Bruins
421,Brian Pochmara,1,Toronto Maple Leafs
422,Chris Rooney,4,Boston Bruins
423,Chris Rooney,1,Toronto Maple Leafs
424,Dan O'Halloran,3,Montréal Canadiens
425,Dan O'Halloran,1,New York Rangers
426,Ghislain Hebert,3,Montréal Canadiens
427,Ghislain Hebert,1,New York Rangers
428,Gord Dwyer,3,New Jersey Devils
429,Gord Dwyer,2,Ottawa Senators
430,Wes McCauley,3,New Jersey Devils
431,Wes McCauley,2,Ottawa Senators
432,Frederick L'Ecuyer,5,Dallas Stars
433,Frederick L'Ecuyer,7,New York Islanders
434,Greg Kimmerly,5,Dallas Stars
435,Greg Kimmerly,7,New York Islanders
436,Dan O'Rourke,2,Detroit Red Wings
437,Dan O'Rourke,4,Philadelphia Flyers
438,Francis Charron,2,Detroit Red Wings
439,Francis Charron,4,Philadelphia Flyers
440,Jean Hebert,2,Chicago Blackhawks
441,Jean Hebert,3,St. Louis Blues
442,Marc Joannette,2,Chicago Blackhawks
443,Marc Joannette,3,St. Louis Blues
444,Francois St-Laurent,0,Nashville Predators
445,Francois St-Laurent,3,Pittsburgh Penguins
446,Rob Martell,0,Nashville Predators
447,Rob Martell,3,Pittsburgh Penguins
448,Chris Lee,7,Minnesota Wild
449,Chris Lee,2,Tampa Bay Lightning
450,Tom Chmielewski,7,Minnesota Wild
451,Tom Chmielewski,2,Tampa Bay Lightning
452,Justin St. Pierre ,2,Arizona Coyotes
453,Justin St. Pierre ,1,Florida Panthers
454,Mike Leggo,2,Arizona Coyotes
455,Mike Leggo,1,Florida Panthers
456,Kelly Sutherland,1,Calgary Flames
457,Kelly Sutherland,3,Washington Capitals
458,Paul Devorski,1,Calgary Flames
459,Paul Devorski,3,Washington Capitals
460,Graham Skilliter,1,Colorado Avalanche
461,Graham Skilliter,2,Winnipeg Jets
462,Tom Kowal,1,Colorado Avalanche
463,Tom Kowal,2,Winnipeg Jets
464,Dennis LaRue,2,Columbus Blue Jackets
465,Dennis LaRue,5,Los Angeles Kings
466,Kevin Pollock,2,Columbus Blue Jackets
467,Kevin Pollock,5,Los Angeles Kings
468,Eric Furlatt,2,Chicago Blackhawks
469,Eric Furlatt,1,Ottawa Senators
470,Steve Kozari,2,Chicago Blackhawks
471,Steve Kozari,1,Ottawa Senators
472,Tim Peel,1,Anaheim Ducks
473,Tim Peel,4,San Jose Sharks
474,Trevor Hanson,1,Anaheim Ducks
475,Trevor Hanson,4,San Jose Sharks
476,Brad Watson,4,Vancouver Canucks
477,Brad Watson,2,Washington Capitals
478,Ian Walsh,4,Vancouver Canucks
479,Ian Walsh,2,Washington Capitals
480,Frederick L'Ecuyer,4,Minnesota Wild
481,Frederick L'Ecuyer,5,New York Rangers
482,Gord Dwyer,4,Minnesota Wild
483,Gord Dwyer,5,New York Rangers
484,Brad Watson,3,Edmonton Oilers
485,Brad Watson,0,Montréal Canadiens
486,Graham Skilliter,3,Edmonton Oilers
487,Graham Skilliter,0,Montréal Canadiens
488,Furman Furman,3,Boston Bruins
489,Furman Furman,4,Minnesota Wild
490,Wes McCauley,3,Boston Bruins
491,Wes McCauley,4,Minnesota Wild
492,Kelly Sutherland,3,New York Islanders
493,Kelly Sutherland,4,Winnipeg Jets
494,Steve Kozari,3,New York Islanders
495,Steve Kozari,4,Winnipeg Jets
496,Dan O'Halloran,2,Los Angeles Kings
497,Dan O'Halloran,3,Philadelphia Flyers
498,Thomas John Luxmore,2,Los Angeles Kings
499,Thomas John Luxmore,3,Philadelphia Flyers
500,Dan O'Rourke,3,New Jersey Devils
501,Dan O'Rourke,8,Pittsburgh Penguins
502,Mike Leggo,3,New Jersey Devils
503,Mike Leggo,8,Pittsburgh Penguins
504,Justin St. Pierre ,2,Columbus Blue Jackets
505,Justin St. Pierre ,5,Ottawa Senators
506,Paul Devorski,2,Columbus Blue Jackets
507,Paul Devorski,5,Ottawa Senators
508,Gord Dwyer,0,Buffalo Sabres
509,Gord Dwyer,4,Toronto Maple Leafs
510,Marc Joannette,0,Buffalo Sabres
511,Marc Joannette,4,Toronto Maple Leafs
512,Jean Hebert,3,Arizona Coyotes
513,Jean Hebert,7,Tampa Bay Lightning
514,Rob Martell,3,Arizona Coyotes
515,Rob Martell,7,Tampa Bay Lightning
516,Chris Lee,1,Anaheim Ducks
517,Chris Lee,0,Chicago Blackhawks
518,Greg Kimmerly,1,Anaheim Ducks
519,Greg Kimmerly,0,Chicago Blackhawks
520,Francois St-Laurent,3,Dallas Stars
521,Francois St-Laurent,4,St. Louis Blues
522,Trevor Hanson,3,Dallas Stars
523,Trevor Hanson,4,St. Louis Blues
524,Dave Jackson,2,Colorado Avalanche
525,Dave Jackson,2,San Jose Sharks
526,Kyle Rehman,2,Colorado Avalanche
527,Kyle Rehman,2,San Jose Sharks
528,Brad Meier,1,Calgary Flames
529,Brad Meier,1,Montréal Canadiens
530,Tom Kowal,1,Calgary Flames
531,Tom Kowal,1,Montréal Canadiens
532,Brian Pochmara,1,Carolina Hurricanes
533,Brian Pochmara,4,Vancouver Canucks
534,Dennis LaRue,1,Carolina Hurricanes
535,Dennis LaRue,4,Vancouver Canucks
536,Ghislain Hebert,4,Detroit Red Wings
537,Ghislain Hebert,2,Washington Capitals
538,Mike Leggo,4,Detroit Red Wings
539,Mike Leggo,2,Washington Capitals
540,Brian Pochmara,1,Edmonton Oilers
541,Brian Pochmara,4,Nashville Predators
542,Ian Walsh,1,Edmonton Oilers
543,Ian Walsh,4,Nashville Predators
544,Frederick L'Ecuyer,3,Boston Bruins
545,Frederick L'Ecuyer,2,Buffalo Sabres
546,Kevin Pollock,3,Boston Bruins
547,Kevin Pollock,2,Buffalo Sabres
548,Francis Charron,1,New Jersey Devils
549,Francis Charron,1,Winnipeg Jets
550,Marc Joannette,1,New Jersey Devils
551,Marc Joannette,1,Winnipeg Jets
552,Greg Kimmerly,0,Los Angeles Kings
553,Greg Kimmerly,3,Pittsburgh Penguins
554,Steve Kozari,0,Los Angeles Kings
555,Steve Kozari,3,Pittsburgh Penguins
556,Dan O'Rourke,4,Chicago Blackhawks
557,Dan O'Rourke,4,Ottawa Senators
558,Graham Skilliter,4,Chicago Blackhawks
559,Graham Skilliter,4,Ottawa Senators
560,Dan O'Halloran,3,Philadelphia Flyers
561,Dan O'Halloran,4,Tampa Bay Lightning
562,Tim Peel,3,Philadelphia Flyers
563,Tim Peel,4,Tampa Bay Lightning
564,Mark Lemelin,1,Arizona Coyotes
565,Mark Lemelin,2,Florida Panthers
566,Wes McCauley,1,Arizona Coyotes
567,Wes McCauley,2,Florida Panthers
568,Justin St. Pierre ,0,Anaheim Ducks
569,Justin St. Pierre ,2,St. Louis Blues
570,Paul Devorski,0,Anaheim Ducks
571,Paul Devorski,2,St. Louis Blues
572,Brad Meier,3,Minnesota Wild
573,Brad Meier,3,San Jose Sharks
574,Kyle Rehman,3,Minnesota Wild
575,Kyle Rehman,3,San Jose Sharks
576,Rob Martell,5,Colorado Avalanche
577,Rob Martell,0,New York Islanders
578,Tom Kowal,5,Colorado Avalanche
579,Tom Kowal,0,New York Islanders
580,Brian Pochmara,2,Montréal Canadiens
581,Brian Pochmara,3,Vancouver Canucks
582,Ian Walsh,2,Montréal Canadiens
583,Ian Walsh,3,Vancouver Canucks
584,Chris Lee,1,Columbus Blue Jackets
585,Chris Lee,4,Toronto Maple Leafs
586,Ghislain Hebert,1,Columbus Blue Jackets
587,Ghislain Hebert,4,Toronto Maple Leafs
588,Kyle Rehman,5,Detroit Red Wings
589,Kyle Rehman,2,Los Angeles Kings
590,Paul Devorski,5,Detroit Red Wings
591,Paul Devorski,2,Los Angeles Kings
592,Kelly Sutherland,2,Anaheim Ducks
593,Kelly Sutherland,1,Dallas Stars
594,Mike Leggo,2,Anaheim Ducks
595,Mike Leggo,1,Dallas Stars
596,Dennis LaRue,4,Calgary Flames
597,Dennis LaRue,3,Nashville Predators
598,Ian Walsh,4,Calgary Flames
599,Ian Walsh,3,Nashville Predators
600,Gord Dwyer,1,New York Islanders
601,Gord Dwyer,3,San Jose Sharks
602,Tom Kowal,1,New York Islanders
603,Tom Kowal,3,San Jose Sharks
604,Justin St. Pierre ,4,Boston Bruins
605,Justin St. Pierre ,2,Ottawa Senators
606,Steve Kozari,4,Boston Bruins
607,Steve Kozari,2,Ottawa Senators
608,Dave Jackson,2,Chicago Blackhawks
609,Dave Jackson,3,Toronto Maple Leafs
610,Greg Kimmerly,2,Chicago Blackhawks
611,Greg Kimmerly,3,Toronto Maple Leafs
612,Mark Lemelin,4,Tampa Bay Lightning
613,Mark Lemelin,3,Washington Capitals
614,Wes McCauley,4,Tampa Bay Lightning
615,Wes McCauley,3,Washington Capitals
616,Francis Charron,2,Florida Panthers
617,Francis Charron,1,Philadelphia Flyers
618,Tim Peel,2,Florida Panthers
619,Tim Peel,1,Philadelphia Flyers
620,Dan O'Rourke,2,Columbus Blue Jackets
621,Dan O'Rourke,3,New Jersey Devils
622,Graham Skilliter,2,Columbus Blue Jackets
623,Graham Skilliter,3,New Jersey Devils
624,Kevin Pollock,0,New York Rangers
625,Kevin Pollock,0,Winnipeg Jets
