code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1995030111,Philadelphia Flyers,7,Tampa Bay Lightning,3,Don Koharski,Brad Lazarowich,Philadelphia Flyers,Tampa Bay Lightning
1995030112,Philadelphia Flyers,1,Tampa Bay Lightning,2,Paul Devorski,Brad Lazarowich,Tampa Bay Lightning,Philadelphia Flyers
1995030113,Tampa Bay Lightning,5,Philadelphia Flyers,4,Rob Shick,Wayne Bonney,Tampa Bay Lightning,Philadelphia Flyers
1995030114,Tampa Bay Lightning,1,Philadelphia Flyers,4,Mick McGeough,Wayne Bonney,Philadelphia Flyers,Tampa Bay Lightning
1995030115,Philadelphia Flyers,4,Tampa Bay Lightning,1,Bill McCreary,Kevin Collins,Philadelphia Flyers,Tampa Bay Lightning
1995030116,Tampa Bay Lightning,1,Philadelphia Flyers,6,Andy van Hellemond,Kevin Collins,Philadelphia Flyers,Tampa Bay Lightning
1995030121,Pittsburgh Penguins,4,Washington Capitals,6,Don Koharski,Shane Heyer,Washington Capitals,Pittsburgh Penguins
1995030122,Pittsburgh Penguins,3,Washington Capitals,5,Mark Faucette,Shane Heyer,Washington Capitals,Pittsburgh Penguins
1995030123,Washington Capitals,1,Pittsburgh Penguins,4,Bill McCreary,Bob Hodges,Pittsburgh Penguins,Washington Capitals
1995030124,Washington Capitals,2,Pittsburgh Penguins,3,Marouelli,Gauthier,Pittsburgh Penguins,Washington Capitals
1995030125,Pittsburgh Penguins,4,Washington Capitals,1,Kerry Fraser,Gerard Gauthier,Pittsburgh Penguins,Washington Capitals
1995030126,Washington Capitals,2,Pittsburgh Penguins,3,Terry Gregson,Gordon Broseker,Pittsburgh Penguins,Washington Capitals
1995030131,New York Rangers,2,Montréal Canadiens,3,Mark Faucette,Bob Hodges,Montréal Canadiens,New York Rangers
1995030132,New York Rangers,3,Montréal Canadiens,5,Mike McGeough,Bob Hodges,Montréal Canadiens,New York Rangers
1995030133,Montréal Canadiens,1,New York Rangers,2,Gregson,Mitton,New York Rangers,Montréal Canadiens
1995030134,Montréal Canadiens,3,New York Rangers,4,Stewart,Mitton,New York Rangers,Montréal Canadiens
1995030135,New York Rangers,3,Montréal Canadiens,2,Rob Shick,Gordon Broseker,New York Rangers,Montréal Canadiens
1995030136,Montréal Canadiens,3,New York Rangers,5,Koharski,Wheler,New York Rangers,Montréal Canadiens
1995030141,Florida Panthers,6,Boston Bruins,3,Terry Gregson,Wayne Bonney,Florida Panthers,Boston Bruins
1995030142,Florida Panthers,6,Boston Bruins,2,Rob Shick,Wayne Bonney,Florida Panthers,Boston Bruins
1995030143,Boston Bruins,2,Florida Panthers,4,Kerry Fraser,Bob Hodges,Florida Panthers,Boston Bruins
1995030144,Boston Bruins,6,Florida Panthers,2,Andy van Hellemond,Pierre Champoux,Boston Bruins,Florida Panthers
1995030145,Florida Panthers,4,Boston Bruins,3,Paul Devorski,Greg Devorski,Florida Panthers,Boston Bruins
1995030151,Detroit Red Wings,4,Winnipeg Jets (1979),1,Vanhellemond,Scapinello,Detroit Red Wings,Winnipeg Jets (1979)
1995030152,Detroit Red Wings,4,Winnipeg Jets (1979),0,McCreary,Scapinello,Detroit Red Wings,Winnipeg Jets (1979)
1995030153,Winnipeg Jets (1979),4,Detroit Red Wings,1,Mark Faucette,Kevin Collins,Winnipeg Jets (1979),Detroit Red Wings
1995030154,Winnipeg Jets (1979),1,Detroit Red Wings,6,Terry Gregson,Leon Stickle,Detroit Red Wings,Winnipeg Jets (1979)
1995030155,Detroit Red Wings,1,Winnipeg Jets (1979),3,Dan Marouelli,Jay Sharrers,Winnipeg Jets (1979),Detroit Red Wings
1995030156,Winnipeg Jets (1979),1,Detroit Red Wings,4,Rob Schick,Randy Mitton,Detroit Red Wings,Winnipeg Jets (1979)
1995030161,Colorado Avalanche,5,Vancouver Canucks,2,Kerry Fraser,Gerald Gauthier,Colorado Avalanche,Vancouver Canucks
1995030162,Colorado Avalanche,4,Vancouver Canucks,5,Dan Marouelli,Gerard Gauthier,Vancouver Canucks,Colorado Avalanche
1995030163,Vancouver Canucks,0,Colorado Avalanche,4,Van Hellemond,Devorski,Colorado Avalanche,Vancouver Canucks
1995030164,Vancouver Canucks,4,Colorado Avalanche,3,Koharski,Devorski,Vancouver Canucks,Colorado Avalanche
1995030165,Colorado Avalanche,5,Vancouver Canucks,4,Paul Stewart,Ray Scapinello,Colorado Avalanche,Vancouver Canucks
1995030166,Vancouver Canucks,2,Colorado Avalanche,3,Faucette,Ron Asselstine,Colorado Avalanche,Vancouver Canucks
1995030171,Chicago Blackhawks,4,Calgary Flames,1,Bill McCreary,Gordon Broseker,Chicago Blackhawks,Calgary Flames
1995030172,Chicago Blackhawks,3,Calgary Flames,0,Kerry Fraser,Gordon Broseker,Chicago Blackhawks,Calgary Flames
1995030173,Calgary Flames,5,Chicago Blackhawks,7,Don Koharski,Ron Asselstine,Chicago Blackhawks,Calgary Flames
1995030174,Calgary Flames,1,Chicago Blackhawks,2,Faucette,Ron Asselstine,Chicago Blackhawks,Calgary Flames
1995030181,Toronto Maple Leafs,1,St. Louis Blues,3,Rob Shick,Pat Dapuzzo,St. Louis Blues,Toronto Maple Leafs
1995030182,Toronto Maple Leafs,5,St. Louis Blues,4,Paul Stewart,Greg Devorski,Toronto Maple Leafs,St. Louis Blues
1995030183,St. Louis Blues,3,Toronto Maple Leafs,2,Dan Marouelli,Gordon Broseker,St. Louis Blues,Toronto Maple Leafs
1995030184,St. Louis Blues,5,Toronto Maple Leafs,1,Andy van Hellemond,Gordon Broseker,St. Louis Blues,Toronto Maple Leafs
1995030185,Toronto Maple Leafs,5,St. Louis Blues,4,Paul Devorski,Jay Sharrers,Toronto Maple Leafs,St. Louis Blues
1995030186,St. Louis Blues,2,Toronto Maple Leafs,1,Bill McCreary,Bob Hodges,St. Louis Blues,Toronto Maple Leafs
