,Ref,Score,Team
0,Chris Rooney,1,Boston Bruins
1,Chris Rooney,2,Montréal Canadiens
2,Dave Jackson,1,Boston Bruins
3,Dave Jackson,2,Montréal Canadiens
4,Blaine Angus,5,New York Rangers
5,Blaine Angus,3,Philadelphia Flyers
6,Kerry Fraser,5,New York Rangers
7,Kerry Fraser,3,Philadelphia Flyers
8,Ian Walsh,2,Columbus Blue Jackets
9,Ian Walsh,3,Washington Capitals
10,Paul Devorski,2,Columbus Blue Jackets
11,Paul Devorski,3,Washington Capitals
12,Brad Watson,0,Atlanta Thrashers
13,Brad Watson,2,Florida Panthers
14,Rob Martell,0,Atlanta Thrashers
15,Rob Martell,2,Florida Panthers
16,Don VanMassenhoven,2,Ottawa Senators
17,Don VanMassenhoven,2,Toronto Maple Leafs
18,Stephane Auger,2,Ottawa Senators
19,Stephane Auger,2,Toronto Maple Leafs
20,Bill McCreary,5,New Jersey Devils
21,Bill McCreary,1,Pittsburgh Penguins
22,Craig Spada,5,New Jersey Devils
23,Craig Spada,1,Pittsburgh Penguins
24,Don Koharski,2,Carolina Hurricanes
25,Don Koharski,5,Tampa Bay Lightning
26,Wes McCauley,2,Carolina Hurricanes
27,Wes McCauley,5,Tampa Bay Lightning
28,Dan O'Halloran,5,Detroit Red Wings
29,Dan O'Halloran,1,St. Louis Blues
30,Dan O'Rourke,5,Detroit Red Wings
31,Dan O'Rourke,1,St. Louis Blues
32,Mike Hasenfratz,3,Nashville Predators
33,Mike Hasenfratz,2,San Jose Sharks
34,Shane Heyer,3,Nashville Predators
35,Shane Heyer,2,San Jose Sharks
36,Dean Warren,5,Anaheim Ducks
37,Dean Warren,3,Chicago Blackhawks
38,Tim Peel,5,Anaheim Ducks
39,Tim Peel,3,Chicago Blackhawks
40,Dan Marouelli,3,Calgary Flames
41,Dan Marouelli,6,Minnesota Wild
42,Greg Kimmerly,3,Calgary Flames
43,Greg Kimmerly,6,Minnesota Wild
44,Brad Meier,3,Colorado Avalanche
45,Brad Meier,4,Edmonton Oilers
46,Michael McGeough,3,Colorado Avalanche
47,Michael McGeough,4,Edmonton Oilers
48,Kelly Sutherland,2,Phoenix Coyotes
49,Kelly Sutherland,3,Vancouver Canucks
50,Rob Shick,2,Phoenix Coyotes
51,Rob Shick,3,Vancouver Canucks
52,Bill McCreary,4,Montréal Canadiens
53,Bill McCreary,3,New York Rangers
54,Craig Spada,4,Montréal Canadiens
55,Craig Spada,3,New York Rangers
56,Chris Lee,4,Detroit Red Wings
57,Chris Lee,3,St. Louis Blues
58,Marc Joannette,4,Detroit Red Wings
59,Marc Joannette,3,St. Louis Blues
60,Dennis LaRue,3,Los Angeles Kings
61,Dennis LaRue,2,Phoenix Coyotes
62,Rob Shick,3,Los Angeles Kings
63,Rob Shick,2,Phoenix Coyotes
64,Blaine Angus,2,New Jersey Devils
65,Blaine Angus,5,Philadelphia Flyers
66,Eric Furlatt,2,New Jersey Devils
67,Eric Furlatt,5,Philadelphia Flyers
68,Chris Rooney,7,Atlanta Thrashers
69,Chris Rooney,3,Washington Capitals
70,Dave Jackson,7,Atlanta Thrashers
71,Dave Jackson,3,Washington Capitals
72,Ian Walsh,2,Carolina Hurricanes
73,Ian Walsh,2,Pittsburgh Penguins
74,Paul Devorski,2,Carolina Hurricanes
75,Paul Devorski,2,Pittsburgh Penguins
76,Dan Marouelli,3,Calgary Flames
77,Dan Marouelli,1,Columbus Blue Jackets
78,Greg Kimmerly,3,Calgary Flames
79,Greg Kimmerly,1,Columbus Blue Jackets
80,Don Koharski,2,Florida Panthers
81,Don Koharski,0,Tampa Bay Lightning
82,Wes McCauley,2,Florida Panthers
83,Wes McCauley,0,Tampa Bay Lightning
84,Dean Warren,1,Boston Bruins
85,Dean Warren,4,Buffalo Sabres
86,Tim Peel,1,Boston Bruins
87,Tim Peel,4,Buffalo Sabres
88,Dan O'Halloran,6,Chicago Blackhawks
89,Dan O'Halloran,3,San Jose Sharks
90,Dan O'Rourke,6,Chicago Blackhawks
91,Dan O'Rourke,3,San Jose Sharks
92,Kevin Pollock,5,Montréal Canadiens
93,Kevin Pollock,4,Toronto Maple Leafs
94,Tim Peel,5,Montréal Canadiens
95,Tim Peel,4,Toronto Maple Leafs
96,Bill McCreary,0,Buffalo Sabres
97,Bill McCreary,5,Ottawa Senators
98,Craig Spada,0,Buffalo Sabres
99,Craig Spada,5,Ottawa Senators
100,Kerry Fraser,2,Carolina Hurricanes
101,Kerry Fraser,3,New York Islanders
102,Mike Leggo,2,Carolina Hurricanes
103,Mike Leggo,3,New York Islanders
104,Mike Hasenfratz,8,Atlanta Thrashers
105,Mike Hasenfratz,1,Washington Capitals
106,Shane Heyer,8,Atlanta Thrashers
107,Shane Heyer,1,Washington Capitals
108,Don VanMassenhoven,3,New Jersey Devils
109,Don VanMassenhoven,2,New York Rangers
110,Tom Kowal,3,New Jersey Devils
111,Tom Kowal,2,New York Rangers
