code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2005030111,Ottawa Senators,4,Tampa Bay Lightning,1,Dave Jackson,Brad Watson,Ottawa Senators,Tampa Bay Lightning
2005030112,Ottawa Senators,3,Tampa Bay Lightning,4,Tim Peel,Don VanMassenhoven,Tampa Bay Lightning,Ottawa Senators
2005030113,Tampa Bay Lightning,4,Ottawa Senators,8,Kerry Fraser,Eric Furlatt,Ottawa Senators,Tampa Bay Lightning
2005030114,Tampa Bay Lightning,2,Ottawa Senators,5,Bill McCreary,Kelly Sutherland,Ottawa Senators,Tampa Bay Lightning
2005030115,Ottawa Senators,3,Tampa Bay Lightning,2,Dan Marouelli,Dennis LaRue,Ottawa Senators,Tampa Bay Lightning
2005030121,Carolina Hurricanes,1,Montréal Canadiens,6,Don Koharski,Greg Kimmerly,Montréal Canadiens,Carolina Hurricanes
2005030122,Carolina Hurricanes,5,Montréal Canadiens,6,Paul Devorski,Brad Meier,Montréal Canadiens,Carolina Hurricanes
2005030123,Montréal Canadiens,1,Carolina Hurricanes,2,Dan Marouelli,Dennis LaRue,Carolina Hurricanes,Montréal Canadiens
2005030124,Montréal Canadiens,2,Carolina Hurricanes,3,Tim Peel,Don VanMassenhoven,Carolina Hurricanes,Montréal Canadiens
2005030125,Carolina Hurricanes,2,Montréal Canadiens,1,Kerry Fraser,Eric Furlatt,Carolina Hurricanes,Montréal Canadiens
2005030126,Montréal Canadiens,1,Carolina Hurricanes,2,Bill McCreary,Kevin Pollock,Carolina Hurricanes,Montréal Canadiens
2005030131,New Jersey Devils,6,New York Rangers,1,Paul Devorski,Brad Meier,New Jersey Devils,New York Rangers
2005030132,New Jersey Devils,4,New York Rangers,1,Dan Marouelli,Dennis LaRue,New Jersey Devils,New York Rangers
2005030133,New York Rangers,0,New Jersey Devils,3,Tim Peel,Don VanMassenhoven,New Jersey Devils,New York Rangers
2005030134,New York Rangers,2,New Jersey Devils,4,Rob Shick,Kevin Pollock,New Jersey Devils,New York Rangers
2005030141,Buffalo Sabres,3,Philadelphia Flyers,2,Dan Marouelli,Dennis LaRue,Buffalo Sabres,Philadelphia Flyers
2005030142,Buffalo Sabres,8,Philadelphia Flyers,2,Dave Jackson,Brad Watson,Buffalo Sabres,Philadelphia Flyers
2005030143,Philadelphia Flyers,4,Buffalo Sabres,2,Paul Devorski,Brad Meier,Philadelphia Flyers,Buffalo Sabres
2005030144,Philadelphia Flyers,5,Buffalo Sabres,4,Mike Leggo,Michael McGeough,Philadelphia Flyers,Buffalo Sabres
2005030145,Buffalo Sabres,3,Philadelphia Flyers,0,Tim Peel,Don VanMassenhoven,Buffalo Sabres,Philadelphia Flyers
2005030146,Philadelphia Flyers,1,Buffalo Sabres,7,Paul Devorski,Dan O'Halloran,Buffalo Sabres,Philadelphia Flyers
2005030151,Detroit Red Wings,3,Edmonton Oilers,2,Bill McCreary,Kelly Sutherland,Detroit Red Wings,Edmonton Oilers
2005030152,Detroit Red Wings,2,Edmonton Oilers,4,Kerry Fraser,Eric Furlatt,Edmonton Oilers,Detroit Red Wings
2005030153,Edmonton Oilers,4,Detroit Red Wings,3,Rob Shick,Kevin Pollock,Edmonton Oilers,Detroit Red Wings
2005030154,Edmonton Oilers,2,Detroit Red Wings,4,Marc Joannette,Dean Warren,Detroit Red Wings,Edmonton Oilers
2005030155,Detroit Red Wings,2,Edmonton Oilers,3,Don Koharski,Greg Kimmerly,Edmonton Oilers,Detroit Red Wings
2005030156,Edmonton Oilers,4,Detroit Red Wings,3,Mike Leggo,Michael McGeough,Edmonton Oilers,Detroit Red Wings
2005030161,Dallas Stars,2,Colorado Avalanche,5,Mike Leggo,Michael McGeough,Colorado Avalanche,Dallas Stars
2005030162,Dallas Stars,4,Colorado Avalanche,5,Marc Joannette,Dean Warren,Colorado Avalanche,Dallas Stars
2005030163,Colorado Avalanche,4,Dallas Stars,3,Dan O'Halloran,Mike Hasenfratz,Colorado Avalanche,Dallas Stars
