,Ref,Score,Team
0,Kevin Pollock,0,New York Islanders
1,Kevin Pollock,5,Pittsburgh Penguins
2,Wes McCauley,0,New York Islanders
3,Wes McCauley,5,Pittsburgh Penguins
4,Chris Lee,4,New York Islanders
5,Chris Lee,3,Pittsburgh Penguins
6,Kelly Sutherland,4,New York Islanders
7,Kelly Sutherland,3,Pittsburgh Penguins
8,Brad Meier,4,New York Islanders
9,Brad Meier,5,Pittsburgh Penguins
10,Tim Peel,4,New York Islanders
11,Tim Peel,5,Pittsburgh Penguins
12,Dan O'Halloran,6,New York Islanders
13,Dan O'Halloran,4,Pittsburgh Penguins
14,Paul Devorski,6,New York Islanders
15,Paul Devorski,4,Pittsburgh Penguins
16,Dan O'Rourke,0,New York Islanders
17,Dan O'Rourke,4,Pittsburgh Penguins
18,Mike Leggo,0,New York Islanders
19,Mike Leggo,4,Pittsburgh Penguins
20,Chris Rooney,3,New York Islanders
21,Chris Rooney,4,Pittsburgh Penguins
22,Wes McCauley,3,New York Islanders
23,Wes McCauley,4,Pittsburgh Penguins
24,Dan O'Rourke,2,Montréal Canadiens
25,Dan O'Rourke,4,Ottawa Senators
26,Mike Leggo,2,Montréal Canadiens
27,Mike Leggo,4,Ottawa Senators
28,Kevin Pollock,3,Montréal Canadiens
29,Kevin Pollock,1,Ottawa Senators
30,Wes McCauley,3,Montréal Canadiens
31,Wes McCauley,1,Ottawa Senators
32,Dan O'Halloran,1,Montréal Canadiens
33,Dan O'Halloran,6,Ottawa Senators
34,Paul Devorski,1,Montréal Canadiens
35,Paul Devorski,6,Ottawa Senators
36,Brad Meier,2,Montréal Canadiens
37,Brad Meier,3,Ottawa Senators
38,Tim Peel,2,Montréal Canadiens
39,Tim Peel,3,Ottawa Senators
40,Chris Rooney,1,Montréal Canadiens
41,Chris Rooney,6,Ottawa Senators
42,Steve Kozari,1,Montréal Canadiens
43,Steve Kozari,6,Ottawa Senators
44,Chris Rooney,1,New York Rangers
45,Chris Rooney,3,Washington Capitals
46,Steve Kozari,1,New York Rangers
47,Steve Kozari,3,Washington Capitals
48,Eric Furlatt,0,New York Rangers
49,Eric Furlatt,1,Washington Capitals
50,Francois St-Laurent,0,New York Rangers
51,Francois St-Laurent,1,Washington Capitals
52,Dan O'Rourke,4,New York Rangers
53,Dan O'Rourke,3,Washington Capitals
54,Mike Leggo,4,New York Rangers
55,Mike Leggo,3,Washington Capitals
56,Brian Pochmara,4,New York Rangers
57,Brian Pochmara,3,Washington Capitals
58,Marc Joannette,4,New York Rangers
59,Marc Joannette,3,Washington Capitals
60,Brad Meier,1,New York Rangers
61,Brad Meier,2,Washington Capitals
62,Tim Peel,1,New York Rangers
63,Tim Peel,2,Washington Capitals
64,Brad Watson,1,New York Rangers
65,Brad Watson,0,Washington Capitals
66,Marc Joannette,1,New York Rangers
67,Marc Joannette,0,Washington Capitals
68,Chris Rooney,5,New York Rangers
69,Chris Rooney,0,Washington Capitals
70,Dan O'Rourke,5,New York Rangers
71,Dan O'Rourke,0,Washington Capitals
72,Chris Lee,4,Boston Bruins
73,Chris Lee,1,Toronto Maple Leafs
74,Kelly Sutherland,4,Boston Bruins
75,Kelly Sutherland,1,Toronto Maple Leafs
76,Dan O'Rourke,2,Boston Bruins
77,Dan O'Rourke,4,Toronto Maple Leafs
78,Mike Leggo,2,Boston Bruins
79,Mike Leggo,4,Toronto Maple Leafs
80,Chris Rooney,5,Boston Bruins
81,Chris Rooney,2,Toronto Maple Leafs
82,Steve Kozari,5,Boston Bruins
83,Steve Kozari,2,Toronto Maple Leafs
84,Eric Furlatt,4,Boston Bruins
85,Eric Furlatt,3,Toronto Maple Leafs
86,Francois St-Laurent,4,Boston Bruins
87,Francois St-Laurent,3,Toronto Maple Leafs
88,Dan O'Halloran,1,Boston Bruins
89,Dan O'Halloran,2,Toronto Maple Leafs
90,Paul Devorski,1,Boston Bruins
91,Paul Devorski,2,Toronto Maple Leafs
92,Brad Meier,1,Boston Bruins
93,Brad Meier,2,Toronto Maple Leafs
94,Dan O'Rourke,1,Boston Bruins
95,Dan O'Rourke,2,Toronto Maple Leafs
96,Brad Watson,5,Boston Bruins
97,Brad Watson,4,Toronto Maple Leafs
98,Dan O'Halloran,5,Boston Bruins
99,Dan O'Halloran,4,Toronto Maple Leafs
100,Brad Meier,2,Chicago Blackhawks
101,Brad Meier,1,Minnesota Wild
102,Tim Peel,2,Chicago Blackhawks
103,Tim Peel,1,Minnesota Wild
104,Brian Pochmara,5,Chicago Blackhawks
105,Brian Pochmara,2,Minnesota Wild
106,Marc Joannette,5,Chicago Blackhawks
107,Marc Joannette,2,Minnesota Wild
108,Brad Watson,2,Chicago Blackhawks
109,Brad Watson,3,Minnesota Wild
110,Tom Kowal,2,Chicago Blackhawks
111,Tom Kowal,3,Minnesota Wild
112,Greg Kimmerly,3,Chicago Blackhawks
113,Greg Kimmerly,0,Minnesota Wild
114,Stephen Walkom,3,Chicago Blackhawks
115,Stephen Walkom,0,Minnesota Wild
116,Chris Lee,5,Chicago Blackhawks
117,Chris Lee,1,Minnesota Wild
118,Kelly Sutherland,5,Chicago Blackhawks
119,Kelly Sutherland,1,Minnesota Wild
120,Brad Watson,3,Anaheim Ducks
121,Brad Watson,1,Detroit Red Wings
122,Tom Kowal,3,Anaheim Ducks
123,Tom Kowal,1,Detroit Red Wings
124,Greg Kimmerly,4,Anaheim Ducks
125,Greg Kimmerly,5,Detroit Red Wings
126,Stephen Walkom,4,Anaheim Ducks
127,Stephen Walkom,5,Detroit Red Wings
128,Chris Rooney,4,Anaheim Ducks
129,Chris Rooney,0,Detroit Red Wings
130,Steve Kozari,4,Anaheim Ducks
131,Steve Kozari,0,Detroit Red Wings
132,Eric Furlatt,2,Anaheim Ducks
133,Eric Furlatt,3,Detroit Red Wings
134,Francois St-Laurent,2,Anaheim Ducks
135,Francois St-Laurent,3,Detroit Red Wings
136,Kevin Pollock,3,Anaheim Ducks
137,Kevin Pollock,2,Detroit Red Wings
138,Wes McCauley,3,Anaheim Ducks
139,Wes McCauley,2,Detroit Red Wings
140,Brad Watson,3,Anaheim Ducks
141,Brad Watson,4,Detroit Red Wings
142,Marc Joannette,3,Anaheim Ducks
143,Marc Joannette,4,Detroit Red Wings
144,Eric Furlatt,2,Anaheim Ducks
145,Eric Furlatt,3,Detroit Red Wings
146,Stephen Walkom,2,Anaheim Ducks
147,Stephen Walkom,3,Detroit Red Wings
148,Eric Furlatt,3,San Jose Sharks
149,Eric Furlatt,1,Vancouver Canucks
150,Francois St-Laurent,3,San Jose Sharks
151,Francois St-Laurent,1,Vancouver Canucks
152,Brad Watson,3,San Jose Sharks
153,Brad Watson,2,Vancouver Canucks
154,Tom Kowal,3,San Jose Sharks
155,Tom Kowal,2,Vancouver Canucks
156,Brian Pochmara,5,San Jose Sharks
157,Brian Pochmara,2,Vancouver Canucks
158,Marc Joannette,5,San Jose Sharks
159,Marc Joannette,2,Vancouver Canucks
160,Chris Lee,4,San Jose Sharks
161,Chris Lee,3,Vancouver Canucks
162,Kelly Sutherland,4,San Jose Sharks
163,Kelly Sutherland,3,Vancouver Canucks
164,Brian Pochmara,1,Los Angeles Kings
165,Brian Pochmara,2,St. Louis Blues
166,Marc Joannette,1,Los Angeles Kings
167,Marc Joannette,2,St. Louis Blues
168,Dan O'Halloran,1,Los Angeles Kings
169,Dan O'Halloran,2,St. Louis Blues
170,Paul Devorski,1,Los Angeles Kings
171,Paul Devorski,2,St. Louis Blues
172,Greg Kimmerly,1,Los Angeles Kings
173,Greg Kimmerly,0,St. Louis Blues
174,Stephen Walkom,1,Los Angeles Kings
175,Stephen Walkom,0,St. Louis Blues
176,Kevin Pollock,4,Los Angeles Kings
177,Kevin Pollock,3,St. Louis Blues
178,Wes McCauley,4,Los Angeles Kings
179,Wes McCauley,3,St. Louis Blues
180,Brad Watson,3,Los Angeles Kings
181,Brad Watson,2,St. Louis Blues
182,Tom Kowal,3,Los Angeles Kings
183,Tom Kowal,2,St. Louis Blues
184,Eric Furlatt,2,Los Angeles Kings
185,Eric Furlatt,1,St. Louis Blues
186,Stephen Walkom,2,Los Angeles Kings
187,Stephen Walkom,1,St. Louis Blues
188,Marc Joannette,1,Ottawa Senators
189,Marc Joannette,4,Pittsburgh Penguins
190,Wes McCauley,1,Ottawa Senators
191,Wes McCauley,4,Pittsburgh Penguins
192,Chris Lee,3,Ottawa Senators
193,Chris Lee,4,Pittsburgh Penguins
194,Dan O'Halloran,3,Ottawa Senators
195,Dan O'Halloran,4,Pittsburgh Penguins
196,Eric Furlatt,2,Ottawa Senators
197,Eric Furlatt,1,Pittsburgh Penguins
198,Stephen Walkom,2,Ottawa Senators
199,Stephen Walkom,1,Pittsburgh Penguins
200,Brad Watson,3,Ottawa Senators
201,Brad Watson,7,Pittsburgh Penguins
202,Tom Kowal,3,Ottawa Senators
203,Tom Kowal,7,Pittsburgh Penguins
204,Dan O'Rourke,2,Ottawa Senators
205,Dan O'Rourke,6,Pittsburgh Penguins
206,Kevin Pollock,2,Ottawa Senators
207,Kevin Pollock,6,Pittsburgh Penguins
208,Brad Meier,3,Boston Bruins
209,Brad Meier,2,New York Rangers
210,Chris Rooney,3,Boston Bruins
211,Chris Rooney,2,New York Rangers
212,Chris Lee,5,Boston Bruins
213,Chris Lee,2,New York Rangers
214,Dan O'Halloran,5,Boston Bruins
215,Dan O'Halloran,2,New York Rangers
216,Dan O'Rourke,2,Boston Bruins
217,Dan O'Rourke,1,New York Rangers
218,Kevin Pollock,2,Boston Bruins
219,Kevin Pollock,1,New York Rangers
220,Eric Furlatt,3,Boston Bruins
221,Eric Furlatt,4,New York Rangers
222,Stephen Walkom,3,Boston Bruins
223,Stephen Walkom,4,New York Rangers
224,Brad Watson,3,Boston Bruins
225,Brad Watson,1,New York Rangers
226,Tom Kowal,3,Boston Bruins
227,Tom Kowal,1,New York Rangers
228,Dan O'Rourke,4,Chicago Blackhawks
229,Dan O'Rourke,1,Detroit Red Wings
230,Kevin Pollock,4,Chicago Blackhawks
231,Kevin Pollock,1,Detroit Red Wings
232,Brad Meier,1,Chicago Blackhawks
233,Brad Meier,4,Detroit Red Wings
234,Chris Rooney,1,Chicago Blackhawks
235,Chris Rooney,4,Detroit Red Wings
236,Brad Watson,1,Chicago Blackhawks
237,Brad Watson,3,Detroit Red Wings
238,Tom Kowal,1,Chicago Blackhawks
239,Tom Kowal,3,Detroit Red Wings
240,Marc Joannette,0,Chicago Blackhawks
241,Marc Joannette,2,Detroit Red Wings
242,Wes McCauley,0,Chicago Blackhawks
243,Wes McCauley,2,Detroit Red Wings
244,Eric Furlatt,4,Chicago Blackhawks
245,Eric Furlatt,1,Detroit Red Wings
246,Stephen Walkom,4,Chicago Blackhawks
247,Stephen Walkom,1,Detroit Red Wings
248,Chris Rooney,4,Chicago Blackhawks
249,Chris Rooney,3,Detroit Red Wings
250,Dan O'Halloran,4,Chicago Blackhawks
251,Dan O'Halloran,3,Detroit Red Wings
252,Dan O'Rourke,2,Chicago Blackhawks
253,Dan O'Rourke,1,Detroit Red Wings
254,Stephen Walkom,2,Chicago Blackhawks
255,Stephen Walkom,1,Detroit Red Wings
256,Eric Furlatt,2,Los Angeles Kings
257,Eric Furlatt,0,San Jose Sharks
258,Stephen Walkom,2,Los Angeles Kings
259,Stephen Walkom,0,San Jose Sharks
260,Brad Watson,4,Los Angeles Kings
