,Ref,Team,Wins,Losses,Win %
3357,Don Koharski #12,Edmonton Oilers,0,0,
3358,Don Koharski #12,Dallas Stars,0,0,
3359,Don Koharski #12,Vancouver Canucks,0,0,
3360,Don Koharski #12,San Jose Sharks,0,0,
3361,Don Koharski #12,St. Louis Blues,0,0,
3362,Don Koharski #12,Los Angeles Kings,0,0,
3363,Don Koharski #12,Toronto Maple Leafs,0,0,
3364,Don Koharski #12,Hartford Whalers,0,1,0.0
3365,Don Koharski #12,Washington Capitals,0,0,
3366,Don Koharski #12,Florida Panthers,1,1,0.5
3367,Don Koharski #12,New York Islanders,0,0,
3368,Don Koharski #12,Montréal Canadiens,0,0,
3369,Don Koharski #12,Philadelphia Flyers,0,0,
3370,Don Koharski #12,Quebec Nordiques,0,0,
3371,Don Koharski #12,Boston Bruins,1,0,1.0
3372,Don Koharski #12,New Jersey Devils,0,0,
3373,Don Koharski #12,Ottawa Senators,0,0,
3374,Don Koharski #12,Colorado Avalanche,0,0,
3375,Don Koharski #12,Phoenix Coyotes,0,0,
3376,Don Koharski #12,Carolina Hurricanes,0,0,
3377,Don Koharski #12,Nashville Predators,0,0,
3378,Don Koharski #12,Atlanta Thrashers,0,0,
3379,Don Koharski #12,Minnesota Wild,0,0,
3380,Don Koharski #12,Columbus Blue Jackets,0,0,
3381,Don Koharski #12,Winnipeg Jets,0,0,
3382,Don Koharski #12,Arizona Coyotes,0,0,
3383,Don Koharski #12,Vegas Golden Knights,0,0,
3384,Jackson,Buffalo Sabres,1,1,0.5
3385,Jackson,New York Rangers,0,1,0.0
3386,Jackson,Pittsburgh Penguins,0,2,0.0
3387,Jackson,Tampa Bay Lightning,1,0,1.0
3388,Jackson,Chicago Blackhawks,0,1,0.0
3389,Jackson,Detroit Red Wings,2,1,0.6666666666666666
3390,Jackson,Calgary Flames,0,0,
3391,Jackson,Winnipeg Jets (1979),0,1,0.0
3392,Jackson,Anaheim Ducks,0,1,0.0
3393,Jackson,Edmonton Oilers,0,3,0.0
3394,Jackson,Dallas Stars,4,1,0.8
3395,Jackson,Vancouver Canucks,1,1,0.5
3396,Jackson,San Jose Sharks,1,1,0.5
3397,Jackson,St. Louis Blues,0,2,0.0
3398,Jackson,Los Angeles Kings,0,0,
3399,Jackson,Toronto Maple Leafs,0,1,0.0
3400,Jackson,Hartford Whalers,2,0,1.0
3401,Jackson,Washington Capitals,1,1,0.5
3402,Jackson,Florida Panthers,0,0,
3403,Jackson,New York Islanders,0,1,0.0
3404,Jackson,Montréal Canadiens,5,2,0.7142857142857143
3405,Jackson,Philadelphia Flyers,1,0,1.0
3406,Jackson,Quebec Nordiques,0,0,
3407,Jackson,Boston Bruins,0,1,0.0
3408,Jackson,New Jersey Devils,1,0,1.0
3409,Jackson,Ottawa Senators,2,0,1.0
3410,Jackson,Colorado Avalanche,0,0,
3411,Jackson,Phoenix Coyotes,0,0,
3412,Jackson,Carolina Hurricanes,0,0,
3413,Jackson,Nashville Predators,0,0,
3414,Jackson,Atlanta Thrashers,0,0,
3415,Jackson,Minnesota Wild,0,0,
3416,Jackson,Columbus Blue Jackets,0,0,
3417,Jackson,Winnipeg Jets,0,0,
3418,Jackson,Arizona Coyotes,0,0,
3419,Jackson,Vegas Golden Knights,0,0,
3420,Richard Troittier,Buffalo Sabres,0,0,
3421,Richard Troittier,New York Rangers,0,0,
3422,Richard Troittier,Pittsburgh Penguins,0,1,0.0
3423,Richard Troittier,Tampa Bay Lightning,0,0,
3424,Richard Troittier,Chicago Blackhawks,0,0,
3425,Richard Troittier,Detroit Red Wings,0,0,
3426,Richard Troittier,Calgary Flames,0,0,
3427,Richard Troittier,Winnipeg Jets (1979),0,0,
3428,Richard Troittier,Anaheim Ducks,0,0,
3429,Richard Troittier,Edmonton Oilers,0,0,
3430,Richard Troittier,Dallas Stars,0,0,
3431,Richard Troittier,Vancouver Canucks,0,0,
3432,Richard Troittier,San Jose Sharks,0,0,
3433,Richard Troittier,St. Louis Blues,0,0,
3434,Richard Troittier,Los Angeles Kings,0,0,
3435,Richard Troittier,Toronto Maple Leafs,0,0,
3436,Richard Troittier,Hartford Whalers,1,0,1.0
3437,Richard Troittier,Washington Capitals,0,0,
3438,Richard Troittier,Florida Panthers,0,0,
3439,Richard Troittier,New York Islanders,0,0,
3440,Richard Troittier,Montréal Canadiens,0,0,
3441,Richard Troittier,Philadelphia Flyers,0,0,
3442,Richard Troittier,Quebec Nordiques,0,0,
3443,Richard Troittier,Boston Bruins,0,0,
3444,Richard Troittier,New Jersey Devils,0,0,
3445,Richard Troittier,Ottawa Senators,0,0,
3446,Richard Troittier,Colorado Avalanche,0,0,
3447,Richard Troittier,Phoenix Coyotes,0,0,
3448,Richard Troittier,Carolina Hurricanes,0,0,
3449,Richard Troittier,Nashville Predators,0,0,
3450,Richard Troittier,Atlanta Thrashers,0,0,
3451,Richard Troittier,Minnesota Wild,0,0,
3452,Richard Troittier,Columbus Blue Jackets,0,0,
3453,Richard Troittier,Winnipeg Jets,0,0,
3454,Richard Troittier,Arizona Coyotes,0,0,
3455,Richard Troittier,Vegas Golden Knights,0,0,
3456,Hodges,Buffalo Sabres,0,1,0.0
3457,Hodges,New York Rangers,0,1,0.0
3458,Hodges,Pittsburgh Penguins,1,0,1.0
3459,Hodges,Tampa Bay Lightning,2,1,0.6666666666666666
3460,Hodges,Chicago Blackhawks,1,0,1.0
3461,Hodges,Detroit Red Wings,0,1,0.0
3462,Hodges,Calgary Flames,0,1,0.0
3463,Hodges,Winnipeg Jets (1979),0,0,
3464,Hodges,Anaheim Ducks,0,0,
3465,Hodges,Edmonton Oilers,0,0,
3466,Hodges,Dallas Stars,0,1,0.0
3467,Hodges,Vancouver Canucks,0,1,0.0
3468,Hodges,San Jose Sharks,0,0,
3469,Hodges,St. Louis Blues,0,0,
3470,Hodges,Los Angeles Kings,0,0,
3471,Hodges,Toronto Maple Leafs,2,1,0.6666666666666666
3472,Hodges,Hartford Whalers,1,0,1.0
3473,Hodges,Washington Capitals,0,0,
3474,Hodges,Florida Panthers,0,0,
3475,Hodges,New York Islanders,0,0,
3476,Hodges,Montréal Canadiens,2,3,0.4
3477,Hodges,Philadelphia Flyers,1,0,1.0
3478,Hodges,Quebec Nordiques,0,0,
3479,Hodges,Boston Bruins,0,0,
3480,Hodges,New Jersey Devils,1,0,1.0
3481,Hodges,Ottawa Senators,0,0,
3482,Hodges,Colorado Avalanche,0,0,
3483,Hodges,Phoenix Coyotes,0,0,
3484,Hodges,Carolina Hurricanes,0,0,
3485,Hodges,Nashville Predators,0,0,
3486,Hodges,Atlanta Thrashers,0,0,
3487,Hodges,Minnesota Wild,0,0,
3488,Hodges,Columbus Blue Jackets,0,0,
3489,Hodges,Winnipeg Jets,0,0,
3490,Hodges,Arizona Coyotes,0,0,
3491,Hodges,Vegas Golden Knights,0,0,
3492,Gerard Gauthier #30,Buffalo Sabres,0,0,
3493,Gerard Gauthier #30,New York Rangers,0,0,
3494,Gerard Gauthier #30,Pittsburgh Penguins,0,0,
3495,Gerard Gauthier #30,Tampa Bay Lightning,0,0,
3496,Gerard Gauthier #30,Chicago Blackhawks,0,0,
3497,Gerard Gauthier #30,Detroit Red Wings,0,0,
3498,Gerard Gauthier #30,Calgary Flames,0,0,
3499,Gerard Gauthier #30,Winnipeg Jets (1979),0,0,
3500,Gerard Gauthier #30,Anaheim Ducks,0,0,
3501,Gerard Gauthier #30,Edmonton Oilers,0,0,
3502,Gerard Gauthier #30,Dallas Stars,0,0,
3503,Gerard Gauthier #30,Vancouver Canucks,0,0,
3504,Gerard Gauthier #30,San Jose Sharks,0,0,
3505,Gerard Gauthier #30,St. Louis Blues,0,0,
3506,Gerard Gauthier #30,Los Angeles Kings,0,0,
3507,Gerard Gauthier #30,Toronto Maple Leafs,0,0,
3508,Gerard Gauthier #30,Hartford Whalers,0,0,
3509,Gerard Gauthier #30,Washington Capitals,0,0,
3510,Gerard Gauthier #30,Florida Panthers,0,1,0.0
3511,Gerard Gauthier #30,New York Islanders,0,0,
3512,Gerard Gauthier #30,Montréal Canadiens,0,0,
3513,Gerard Gauthier #30,Philadelphia Flyers,0,0,
3514,Gerard Gauthier #30,Quebec Nordiques,1,0,1.0
3515,Gerard Gauthier #30,Boston Bruins,0,0,
3516,Gerard Gauthier #30,New Jersey Devils,0,0,
3517,Gerard Gauthier #30,Ottawa Senators,0,0,
3518,Gerard Gauthier #30,Colorado Avalanche,0,0,
3519,Gerard Gauthier #30,Phoenix Coyotes,0,0,
3520,Gerard Gauthier #30,Carolina Hurricanes,0,0,
3521,Gerard Gauthier #30,Nashville Predators,0,0,
3522,Gerard Gauthier #30,Atlanta Thrashers,0,0,
3523,Gerard Gauthier #30,Minnesota Wild,0,0,
3524,Gerard Gauthier #30,Columbus Blue Jackets,0,0,
3525,Gerard Gauthier #30,Winnipeg Jets,0,0,
3526,Gerard Gauthier #30,Arizona Coyotes,0,0,
3527,Gerard Gauthier #30,Vegas Golden Knights,0,0,
3528,Stephen Walkom #24,Buffalo Sabres,0,0,
3529,Stephen Walkom #24,New York Rangers,0,0,
3530,Stephen Walkom #24,Pittsburgh Penguins,0,0,
3531,Stephen Walkom #24,Tampa Bay Lightning,0,0,
3532,Stephen Walkom #24,Chicago Blackhawks,0,0,
3533,Stephen Walkom #24,Detroit Red Wings,0,0,
3534,Stephen Walkom #24,Calgary Flames,0,0,
3535,Stephen Walkom #24,Winnipeg Jets (1979),0,0,
3536,Stephen Walkom #24,Anaheim Ducks,0,0,
3537,Stephen Walkom #24,Edmonton Oilers,0,0,
3538,Stephen Walkom #24,Dallas Stars,0,0,
3539,Stephen Walkom #24,Vancouver Canucks,0,0,
3540,Stephen Walkom #24,San Jose Sharks,0,0,
3541,Stephen Walkom #24,St. Louis Blues,0,0,
3542,Stephen Walkom #24,Los Angeles Kings,0,0,
3543,Stephen Walkom #24,Toronto Maple Leafs,0,0,
3544,Stephen Walkom #24,Hartford Whalers,0,0,
3545,Stephen Walkom #24,Washington Capitals,0,0,
3546,Stephen Walkom #24,Florida Panthers,1,1,0.5
3547,Stephen Walkom #24,New York Islanders,0,1,0.0
3548,Stephen Walkom #24,Montréal Canadiens,0,0,
3549,Stephen Walkom #24,Philadelphia Flyers,0,0,
3550,Stephen Walkom #24,Quebec Nordiques,1,0,1.0
3551,Stephen Walkom #24,Boston Bruins,0,0,
3552,Stephen Walkom #24,New Jersey Devils,0,0,
3553,Stephen Walkom #24,Ottawa Senators,0,0,
3554,Stephen Walkom #24,Colorado Avalanche,0,0,
3555,Stephen Walkom #24,Phoenix Coyotes,0,0,
3556,Stephen Walkom #24,Carolina Hurricanes,0,0,
3557,Stephen Walkom #24,Nashville Predators,0,0,
3558,Stephen Walkom #24,Atlanta Thrashers,0,0,
3559,Stephen Walkom #24,Minnesota Wild,0,0,
3560,Stephen Walkom #24,Columbus Blue Jackets,0,0,
3561,Stephen Walkom #24,Winnipeg Jets,0,0,
3562,Stephen Walkom #24,Arizona Coyotes,0,0,
3563,Stephen Walkom #24,Vegas Golden Knights,0,0,
3564,Champoux,Buffalo Sabres,0,0,
3565,Champoux,New York Rangers,0,1,0.0
3566,Champoux,Pittsburgh Penguins,0,0,
3567,Champoux,Tampa Bay Lightning,1,1,0.5
3568,Champoux,Chicago Blackhawks,0,1,0.0
3569,Champoux,Detroit Red Wings,1,1,0.5
3570,Champoux,Calgary Flames,0,1,0.0
3571,Champoux,Winnipeg Jets (1979),0,0,
3572,Champoux,Anaheim Ducks,0,0,
3573,Champoux,Edmonton Oilers,0,0,
3574,Champoux,Dallas Stars,2,2,0.5
3575,Champoux,Vancouver Canucks,1,0,1.0
3576,Champoux,San Jose Sharks,0,0,
3577,Champoux,St. Louis Blues,0,0,
3578,Champoux,Los Angeles Kings,0,0,
3579,Champoux,Toronto Maple Leafs,0,1,0.0
3580,Champoux,Hartford Whalers,0,2,0.0
3581,Champoux,Washington Capitals,1,1,0.5
3582,Champoux,Florida Panthers,1,0,1.0
3583,Champoux,New York Islanders,0,4,0.0
3584,Champoux,Montréal Canadiens,11,6,0.6470588235294118
3585,Champoux,Philadelphia Flyers,1,0,1.0
3586,Champoux,Quebec Nordiques,0,1,0.0
3587,Champoux,Boston Bruins,2,2,0.5
3588,Champoux,New Jersey Devils,2,0,1.0
3589,Champoux,Ottawa Senators,1,0,1.0
3590,Champoux,Colorado Avalanche,0,0,
3591,Champoux,Phoenix Coyotes,0,0,
3592,Champoux,Carolina Hurricanes,0,0,
3593,Champoux,Nashville Predators,0,0,
3594,Champoux,Atlanta Thrashers,0,0,
3595,Champoux,Minnesota Wild,0,0,
3596,Champoux,Columbus Blue Jackets,0,0,
3597,Champoux,Winnipeg Jets,0,0,
3598,Champoux,Arizona Coyotes,0,0,
3599,Champoux,Vegas Golden Knights,0,0,
3600,Mark Pare,Buffalo Sabres,8,2,0.8
3601,Mark Pare,New York Rangers,2,4,0.3333333333333333
3602,Mark Pare,Pittsburgh Penguins,12,3,0.8
3603,Mark Pare,Tampa Bay Lightning,7,9,0.4375
3604,Mark Pare,Chicago Blackhawks,3,12,0.2
3605,Mark Pare,Detroit Red Wings,13,7,0.65
3606,Mark Pare,Calgary Flames,2,1,0.6666666666666666
3607,Mark Pare,Winnipeg Jets (1979),0,1,0.0
3608,Mark Pare,Anaheim Ducks,0,3,0.0
3609,Mark Pare,Edmonton Oilers,1,3,0.25
3610,Mark Pare,Dallas Stars,7,3,0.7
3611,Mark Pare,Vancouver Canucks,2,6,0.25
3612,Mark Pare,San Jose Sharks,1,3,0.25
3613,Mark Pare,St. Louis Blues,7,4,0.6363636363636364
3614,Mark Pare,Los Angeles Kings,2,5,0.2857142857142857
3615,Mark Pare,Toronto Maple Leafs,8,2,0.8
3616,Mark Pare,Hartford Whalers,1,2,0.3333333333333333
3617,Mark Pare,Washington Capitals,6,3,0.6666666666666666
3618,Mark Pare,Florida Panthers,8,9,0.47058823529411764
3619,Mark Pare,New York Islanders,4,6,0.4
3620,Mark Pare,Montréal Canadiens,2,3,0.4
3621,Mark Pare,Philadelphia Flyers,7,5,0.5833333333333334
3622,Mark Pare,Quebec Nordiques,0,1,0.0
3623,Mark Pare,Boston Bruins,3,5,0.375
3624,Mark Pare,New Jersey Devils,5,4,0.5555555555555556
3625,Mark Pare,Ottawa Senators,3,3,0.5
3626,Mark Pare,Colorado Avalanche,3,3,0.5
3627,Mark Pare,Phoenix Coyotes,3,2,0.6
3628,Mark Pare,Carolina Hurricanes,5,7,0.4166666666666667
3629,Mark Pare,Nashville Predators,5,6,0.45454545454545453
3630,Mark Pare,Atlanta Thrashers,0,3,0.0
3631,Mark Pare,Minnesota Wild,0,0,
3632,Mark Pare,Columbus Blue Jackets,0,0,
3633,Mark Pare,Winnipeg Jets,0,0,
3634,Mark Pare,Arizona Coyotes,0,0,
3635,Mark Pare,Vegas Golden Knights,0,0,
3636,Dan Schachte #47,Buffalo Sabres,0,0,
3637,Dan Schachte #47,New York Rangers,1,0,1.0
3638,Dan Schachte #47,Pittsburgh Penguins,0,0,
3639,Dan Schachte #47,Tampa Bay Lightning,0,0,
3640,Dan Schachte #47,Chicago Blackhawks,0,0,
3641,Dan Schachte #47,Detroit Red Wings,0,0,
3642,Dan Schachte #47,Calgary Flames,0,0,
3643,Dan Schachte #47,Winnipeg Jets (1979),0,0,
3644,Dan Schachte #47,Anaheim Ducks,0,0,
3645,Dan Schachte #47,Edmonton Oilers,0,0,
3646,Dan Schachte #47,Dallas Stars,0,0,
3647,Dan Schachte #47,Vancouver Canucks,0,0,
3648,Dan Schachte #47,San Jose Sharks,0,0,
3649,Dan Schachte #47,St. Louis Blues,0,0,
3650,Dan Schachte #47,Los Angeles Kings,0,0,
3651,Dan Schachte #47,Toronto Maple Leafs,0,0,
3652,Dan Schachte #47,Hartford Whalers,0,0,
3653,Dan Schachte #47,Washington Capitals,0,0,
3654,Dan Schachte #47,Florida Panthers,0,2,0.0
3655,Dan Schachte #47,New York Islanders,0,0,
3656,Dan Schachte #47,Montréal Canadiens,1,0,1.0
3657,Dan Schachte #47,Philadelphia Flyers,0,0,
3658,Dan Schachte #47,Quebec Nordiques,0,0,
3659,Dan Schachte #47,Boston Bruins,0,0,
3660,Dan Schachte #47,New Jersey Devils,0,0,
3661,Dan Schachte #47,Ottawa Senators,0,0,
3662,Dan Schachte #47,Colorado Avalanche,0,0,
3663,Dan Schachte #47,Phoenix Coyotes,0,0,
3664,Dan Schachte #47,Carolina Hurricanes,0,0,
3665,Dan Schachte #47,Nashville Predators,0,0,
3666,Dan Schachte #47,Atlanta Thrashers,0,0,
3667,Dan Schachte #47,Minnesota Wild,0,0,
3668,Dan Schachte #47,Columbus Blue Jackets,0,0,
3669,Dan Schachte #47,Winnipeg Jets,0,0,
3670,Dan Schachte #47,Arizona Coyotes,0,0,
3671,Dan Schachte #47,Vegas Golden Knights,0,0,
3672,Jay Sharrers,Buffalo Sabres,4,10,0.2857142857142857
3673,Jay Sharrers,New York Rangers,3,2,0.6
3674,Jay Sharrers,Pittsburgh Penguins,3,8,0.2727272727272727
3675,Jay Sharrers,Tampa Bay Lightning,0,4,0.0
3676,Jay Sharrers,Chicago Blackhawks,8,8,0.5
3677,Jay Sharrers,Detroit Red Wings,7,0,1.0
3678,Jay Sharrers,Calgary Flames,9,10,0.47368421052631576
3679,Jay Sharrers,Winnipeg Jets (1979),1,1,0.5
3680,Jay Sharrers,Anaheim Ducks,11,13,0.4583333333333333
3681,Jay Sharrers,Edmonton Oilers,10,5,0.6666666666666666
3682,Jay Sharrers,Dallas Stars,6,2,0.75
3683,Jay Sharrers,Vancouver Canucks,9,6,0.6
3684,Jay Sharrers,San Jose Sharks,3,5,0.375
3685,Jay Sharrers,St. Louis Blues,7,8,0.4666666666666667
3686,Jay Sharrers,Los Angeles Kings,8,11,0.42105263157894735
3687,Jay Sharrers,Toronto Maple Leafs,4,4,0.5
3688,Jay Sharrers,Hartford Whalers,0,1,0.0
3689,Jay Sharrers,Washington Capitals,3,8,0.2727272727272727
3690,Jay Sharrers,Florida Panthers,5,4,0.5555555555555556
3691,Jay Sharrers,New York Islanders,5,2,0.7142857142857143
3692,Jay Sharrers,Montréal Canadiens,5,4,0.5555555555555556
3693,Jay Sharrers,Philadelphia Flyers,5,5,0.5
3694,Jay Sharrers,Quebec Nordiques,0,0,
3695,Jay Sharrers,Boston Bruins,7,1,0.875
3696,Jay Sharrers,New Jersey Devils,3,5,0.375
3697,Jay Sharrers,Ottawa Senators,2,2,0.5
3698,Jay Sharrers,Colorado Avalanche,8,7,0.5333333333333333
3699,Jay Sharrers,Phoenix Coyotes,23,20,0.5348837209302325
3700,Jay Sharrers,Carolina Hurricanes,4,4,0.5
3701,Jay Sharrers,Nashville Predators,7,7,0.5
3702,Jay Sharrers,Atlanta Thrashers,7,3,0.7
3703,Jay Sharrers,Minnesota Wild,4,5,0.4444444444444444
3704,Jay Sharrers,Columbus Blue Jackets,7,13,0.35
3705,Jay Sharrers,Winnipeg Jets,0,0,
3706,Jay Sharrers,Arizona Coyotes,0,0,
3707,Jay Sharrers,Vegas Golden Knights,0,0,
3708,Ray Scapinello,Buffalo Sabres,11,10,0.5238095238095238
3709,Ray Scapinello,New York Rangers,7,6,0.5384615384615384
3710,Ray Scapinello,Pittsburgh Penguins,8,5,0.6153846153846154
3711,Ray Scapinello,Tampa Bay Lightning,2,4,0.3333333333333333
3712,Ray Scapinello,Chicago Blackhawks,3,4,0.42857142857142855
3713,Ray Scapinello,Detroit Red Wings,10,6,0.625
3714,Ray Scapinello,Calgary Flames,2,3,0.4
3715,Ray Scapinello,Winnipeg Jets (1979),0,2,0.0
3716,Ray Scapinello,Anaheim Ducks,4,3,0.5714285714285714
3717,Ray Scapinello,Edmonton Oilers,2,3,0.4
3718,Ray Scapinello,Dallas Stars,3,3,0.5
3719,Ray Scapinello,Vancouver Canucks,2,1,0.6666666666666666
3720,Ray Scapinello,San Jose Sharks,0,1,0.0
3721,Ray Scapinello,St. Louis Blues,5,1,0.8333333333333334
3722,Ray Scapinello,Los Angeles Kings,2,2,0.5
3723,Ray Scapinello,Toronto Maple Leafs,16,15,0.5161290322580645
3724,Ray Scapinello,Hartford Whalers,2,1,0.6666666666666666
3725,Ray Scapinello,Washington Capitals,5,6,0.45454545454545453
3726,Ray Scapinello,Florida Panthers,5,6,0.45454545454545453
3727,Ray Scapinello,New York Islanders,3,5,0.375
3728,Ray Scapinello,Montréal Canadiens,2,8,0.2
3729,Ray Scapinello,Philadelphia Flyers,8,6,0.5714285714285714
3730,Ray Scapinello,Quebec Nordiques,1,0,1.0
3731,Ray Scapinello,Boston Bruins,8,9,0.47058823529411764
3732,Ray Scapinello,New Jersey Devils,4,5,0.4444444444444444
3733,Ray Scapinello,Ottawa Senators,10,7,0.5882352941176471
3734,Ray Scapinello,Colorado Avalanche,2,2,0.5
3735,Ray Scapinello,Phoenix Coyotes,3,1,0.75
3736,Ray Scapinello,Carolina Hurricanes,2,6,0.25
3737,Ray Scapinello,Nashville Predators,0,1,0.0
3738,Ray Scapinello,Atlanta Thrashers,0,0,
3739,Ray Scapinello,Minnesota Wild,0,0,
3740,Ray Scapinello,Columbus Blue Jackets,0,0,
3741,Ray Scapinello,Winnipeg Jets,0,0,
3742,Ray Scapinello,Arizona Coyotes,0,0,
3743,Ray Scapinello,Vegas Golden Knights,0,0,
3744,McElman,Buffalo Sabres,0,1,0.0
3745,McElman,New York Rangers,0,1,0.0
3746,McElman,Pittsburgh Penguins,1,0,1.0
3747,McElman,Tampa Bay Lightning,0,0,
3748,McElman,Chicago Blackhawks,1,1,0.5
3749,McElman,Detroit Red Wings,2,1,0.6666666666666666
3750,McElman,Calgary Flames,2,0,1.0
3751,McElman,Winnipeg Jets (1979),1,1,0.5
3752,McElman,Anaheim Ducks,0,1,0.0
3753,McElman,Edmonton Oilers,1,0,1.0
3754,McElman,Dallas Stars,9,10,0.47368421052631576
3755,McElman,Vancouver Canucks,0,1,0.0
3756,McElman,San Jose Sharks,2,3,0.4
3757,McElman,St. Louis Blues,1,0,1.0
3758,McElman,Los Angeles Kings,0,1,0.0
3759,McElman,Toronto Maple Leafs,0,2,0.0
3760,McElman,Hartford Whalers,0,0,
3761,McElman,Washington Capitals,0,0,
3762,McElman,Florida Panthers,0,0,
3763,McElman,New York Islanders,0,1,0.0
3764,McElman,Montréal Canadiens,0,0,
3765,McElman,Philadelphia Flyers,0,0,
3766,McElman,Quebec Nordiques,0,0,
3767,McElman,Boston Bruins,0,0,
3768,McElman,New Jersey Devils,0,0,
3769,McElman,Ottawa Senators,0,0,
3770,McElman,Colorado Avalanche,3,0,1.0
3771,McElman,Phoenix Coyotes,1,0,1.0
3772,McElman,Carolina Hurricanes,0,0,
3773,McElman,Nashville Predators,0,0,
3774,McElman,Atlanta Thrashers,0,0,
3775,McElman,Minnesota Wild,0,0,
3776,McElman,Columbus Blue Jackets,0,0,
3777,McElman,Winnipeg Jets,0,0,
3778,McElman,Arizona Coyotes,0,0,
3779,McElman,Vegas Golden Knights,0,0,
3780,Mark Wheler,Buffalo Sabres,1,3,0.25
3781,Mark Wheler,New York Rangers,1,1,0.5
3782,Mark Wheler,Pittsburgh Penguins,2,2,0.5
3783,Mark Wheler,Tampa Bay Lightning,0,2,0.0
3784,Mark Wheler,Chicago Blackhawks,1,0,1.0
3785,Mark Wheler,Detroit Red Wings,2,0,1.0
3786,Mark Wheler,Calgary Flames,7,15,0.3181818181818182
3787,Mark Wheler,Winnipeg Jets (1979),3,2,0.6
3788,Mark Wheler,Anaheim Ducks,3,10,0.23076923076923078
3789,Mark Wheler,Edmonton Oilers,17,3,0.85
3790,Mark Wheler,Dallas Stars,7,0,1.0
3791,Mark Wheler,Vancouver Canucks,3,4,0.42857142857142855
3792,Mark Wheler,San Jose Sharks,4,0,1.0
3793,Mark Wheler,St. Louis Blues,3,1,0.75
3794,Mark Wheler,Los Angeles Kings,7,7,0.5
3795,Mark Wheler,Toronto Maple Leafs,2,1,0.6666666666666666
3796,Mark Wheler,Hartford Whalers,0,0,
3797,Mark Wheler,Washington Capitals,0,2,0.0
3798,Mark Wheler,Florida Panthers,1,1,0.5
3799,Mark Wheler,New York Islanders,0,0,
3800,Mark Wheler,Montréal Canadiens,0,2,0.0
3801,Mark Wheler,Philadelphia Flyers,0,0,
3802,Mark Wheler,Quebec Nordiques,0,0,
3803,Mark Wheler,Boston Bruins,0,1,0.0
3804,Mark Wheler,New Jersey Devils,0,0,
3805,Mark Wheler,Ottawa Senators,0,3,0.0
3806,Mark Wheler,Colorado Avalanche,0,6,0.0
3807,Mark Wheler,Phoenix Coyotes,2,0,1.0
3808,Mark Wheler,Carolina Hurricanes,3,1,0.75
3809,Mark Wheler,Nashville Predators,0,2,0.0
3810,Mark Wheler,Atlanta Thrashers,0,0,
3811,Mark Wheler,Minnesota Wild,0,0,
3812,Mark Wheler,Columbus Blue Jackets,0,0,
3813,Mark Wheler,Winnipeg Jets,0,0,
3814,Mark Wheler,Arizona Coyotes,0,0,
3815,Mark Wheler,Vegas Golden Knights,0,0,
3816,Dennis Larue,Buffalo Sabres,7,5,0.5833333333333334
3817,Dennis Larue,New York Rangers,2,2,0.5
3818,Dennis Larue,Pittsburgh Penguins,11,6,0.6470588235294118
3819,Dennis Larue,Tampa Bay Lightning,3,12,0.2
3820,Dennis Larue,Chicago Blackhawks,5,3,0.625
3821,Dennis Larue,Detroit Red Wings,5,5,0.5
3822,Dennis Larue,Calgary Flames,2,5,0.2857142857142857
3823,Dennis Larue,Winnipeg Jets (1979),0,0,
3824,Dennis Larue,Anaheim Ducks,6,9,0.4
3825,Dennis Larue,Edmonton Oilers,1,2,0.3333333333333333
3826,Dennis Larue,Dallas Stars,9,1,0.9
3827,Dennis Larue,Vancouver Canucks,1,8,0.1111111111111111
3828,Dennis Larue,San Jose Sharks,4,9,0.3076923076923077
3829,Dennis Larue,St. Louis Blues,6,6,0.5
3830,Dennis Larue,Los Angeles Kings,9,4,0.6923076923076923
3831,Dennis Larue,Toronto Maple Leafs,8,4,0.6666666666666666
3832,Dennis Larue,Hartford Whalers,1,0,1.0
3833,Dennis Larue,Washington Capitals,6,2,0.75
3834,Dennis Larue,Florida Panthers,2,7,0.2222222222222222
3835,Dennis Larue,New York Islanders,6,5,0.5454545454545454
3836,Dennis Larue,Montréal Canadiens,4,3,0.5714285714285714
3837,Dennis Larue,Philadelphia Flyers,0,2,0.0
3838,Dennis Larue,Quebec Nordiques,0,0,
3839,Dennis Larue,Boston Bruins,5,6,0.45454545454545453
3840,Dennis Larue,New Jersey Devils,8,5,0.6153846153846154
3841,Dennis Larue,Ottawa Senators,2,9,0.18181818181818182
3842,Dennis Larue,Colorado Avalanche,6,5,0.5454545454545454
3843,Dennis Larue,Phoenix Coyotes,6,2,0.75
3844,Dennis Larue,Carolina Hurricanes,4,3,0.5714285714285714
3845,Dennis Larue,Nashville Predators,4,3,0.5714285714285714
3846,Dennis Larue,Atlanta Thrashers,0,0,
3847,Dennis Larue,Minnesota Wild,0,0,
3848,Dennis Larue,Columbus Blue Jackets,0,0,
3849,Dennis Larue,Winnipeg Jets,0,0,
3850,Dennis Larue,Arizona Coyotes,0,0,
3851,Dennis Larue,Vegas Golden Knights,0,0,
3852,David Jackson,Buffalo Sabres,0,0,
3853,David Jackson,New York Rangers,0,0,
3854,David Jackson,Pittsburgh Penguins,0,0,
3855,David Jackson,Tampa Bay Lightning,0,0,
3856,David Jackson,Chicago Blackhawks,0,1,0.0
3857,David Jackson,Detroit Red Wings,0,0,
3858,David Jackson,Calgary Flames,0,0,
3859,David Jackson,Winnipeg Jets (1979),0,0,
3860,David Jackson,Anaheim Ducks,1,0,1.0
3861,David Jackson,Edmonton Oilers,0,0,
