code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2012020001,Philadelphia Flyers,1,Pittsburgh Penguins,3,Dennis LaRue,Kevin Pollock,Pittsburgh Penguins,Philadelphia Flyers
2012020002,Winnipeg Jets,1,Ottawa Senators,4,Gord Dwyer,Stephen Walkom,Ottawa Senators,Winnipeg Jets
2012020003,Los Angeles Kings,2,Chicago Blackhawks,5,Frederick L'Ecuyer,Marc Joannette,Chicago Blackhawks,Los Angeles Kings
2012020004,Boston Bruins,3,New York Rangers,1,Chris Lee,Tom Kowal,Boston Bruins,New York Rangers
2012020005,Montréal Canadiens,1,Toronto Maple Leafs,2,Brad Watson,Brad Meier,Toronto Maple Leafs,Montréal Canadiens
2012020006,New York Islanders,1,New Jersey Devils,2,Mike Hasenfratz,Kelly Sutherland,New Jersey Devils,New York Islanders
2012020007,Tampa Bay Lightning,6,Washington Capitals,3,Ghislain Hebert,Eric Furlatt,Tampa Bay Lightning,Washington Capitals
2012020008,Florida Panthers,5,Carolina Hurricanes,1,Dave Jackson,Dean Morton,Florida Panthers,Carolina Hurricanes
2012020009,St. Louis Blues,6,Detroit Red Wings,0,Chris Rooney,Greg Kimmerly,St. Louis Blues,Detroit Red Wings
2012020010,Nashville Predators,2,Columbus Blue Jackets,2,Paul Devorski,Kyle Rehman,Nashville Predators,Columbus Blue Jackets
2012020011,Dallas Stars,4,Phoenix Coyotes,3,Brian Pochmara,Ian Walsh,Dallas Stars,Phoenix Coyotes
2012020012,Minnesota Wild,4,Colorado Avalanche,2,Wes McCauley,Rob Martell,Minnesota Wild,Colorado Avalanche
2012020013,Vancouver Canucks,3,Anaheim Ducks,7,Mike Leggo,Tim Peel,Anaheim Ducks,Vancouver Canucks
2012020014,Buffalo Sabres,5,Philadelphia Flyers,2,Don VanMassenhoven,Steve Kozari,Buffalo Sabres,Philadelphia Flyers
2012020015,New York Rangers,3,Pittsburgh Penguins,6,Brad Watson,Brad Meier,Pittsburgh Penguins,New York Rangers
2012020016,Calgary Flames,1,San Jose Sharks,4,Mike Leggo,Justin St. Pierre ,San Jose Sharks,Calgary Flames
2012020017,Minnesota Wild,1,Dallas Stars,0,Wes McCauley,Gord Dwyer,Minnesota Wild,Dallas Stars
2012020018,Vancouver Canucks,2,Edmonton Oilers,2,Francis Charron,Tim Peel,Vancouver Canucks,Edmonton Oilers
2012020019,Phoenix Coyotes,4,Chicago Blackhawks,6,Frederick L'Ecuyer,Marc Joannette,Chicago Blackhawks,Phoenix Coyotes
2012020020,Boston Bruins,1,Winnipeg Jets,1,Mike Hasenfratz,Kelly Sutherland,Boston Bruins,Winnipeg Jets
2012020021,New York Islanders,4,Tampa Bay Lightning,3,Dennis LaRue,Mark Lemelin,New York Islanders,Tampa Bay Lightning
2012020022,Nashville Predators,3,St. Louis Blues,3,Ghislain Hebert,Eric Furlatt,Nashville Predators,St. Louis Blues
2012020023,Toronto Maple Leafs,1,Buffalo Sabres,2,Dan O'Halloran,Brian Pochmara,Buffalo Sabres,Toronto Maple Leafs
2012020024,Ottawa Senators,4,Florida Panthers,0,Tom Kowal,Kyle Rehman,Ottawa Senators,Florida Panthers
2012020025,Columbus Blue Jackets,3,Detroit Red Wings,3,Dave Jackson,Dean Morton,Columbus Blue Jackets,Detroit Red Wings
