code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2013020001,Montréal Canadiens,3,Toronto Maple Leafs,4,Kelly Sutherland,Steve Kozari,Toronto Maple Leafs,Montréal Canadiens
2013020002,Chicago Blackhawks,6,Washington Capitals,4,Dan O'Rourke,Marc Joannette,Chicago Blackhawks,Washington Capitals
2013020003,Edmonton Oilers,4,Winnipeg Jets,5,Brad Meier,Kyle Rehman,Winnipeg Jets,Edmonton Oilers
2013020004,Philadelphia Flyers,1,Toronto Maple Leafs,3,Frederick L'Ecuyer,Francois St-Laurent,Toronto Maple Leafs,Philadelphia Flyers
2013020005,Detroit Red Wings,2,Buffalo Sabres,1,Francis Charron,Brad Watson,Detroit Red Wings,Buffalo Sabres
2013020006,Colorado Avalanche,6,Anaheim Ducks,1,Justin St. Pierre ,Eric Furlatt,Colorado Avalanche,Anaheim Ducks
2013020007,Boston Bruins,3,Tampa Bay Lightning,1,Paul Devorski,Steve Kozari,Boston Bruins,Tampa Bay Lightning
2013020008,Pittsburgh Penguins,3,New Jersey Devils,0,Mike Hasenfratz,Marc Joannette,Pittsburgh Penguins,New Jersey Devils
2013020009,Washington Capitals,4,Calgary Flames,4,Don VanMassenhoven,Ghislain Hebert,Washington Capitals,Calgary Flames
2013020010,St. Louis Blues,4,Nashville Predators,2,Dave Jackson,Kevin Pollock,St. Louis Blues,Nashville Predators
2013020011,Minnesota Wild,2,Los Angeles Kings,2,Francis Charron,Brad Watson,Minnesota Wild,Los Angeles Kings
2013020012,Dallas Stars,2,Florida Panthers,4,Justin St. Pierre ,Eric Furlatt,Florida Panthers,Dallas Stars
2013020013,Phoenix Coyotes,4,New York Rangers,1,Ian Walsh,Tom Kowal,Phoenix Coyotes,New York Rangers
2013020014,San Jose Sharks,4,Vancouver Canucks,1,Gord Dwyer,Chris Lee,San Jose Sharks,Vancouver Canucks
2013020015,Buffalo Sabres,0,Ottawa Senators,1,Mike Hasenfratz,Tim Peel,Ottawa Senators,Buffalo Sabres
2013020016,New Jersey Devils,3,New York Islanders,3,Don VanMassenhoven,Ghislain Hebert,New Jersey Devils,New York Islanders
2013020017,Carolina Hurricanes,2,Detroit Red Wings,3,Dave Jackson,Jean Hebert,Detroit Red Wings,Carolina Hurricanes
2013020018,Columbus Blue Jackets,3,Calgary Flames,4,Frederick L'Ecuyer,Kevin Pollock,Calgary Flames,Columbus Blue Jackets
2013020019,Winnipeg Jets,5,Los Angeles Kings,3,Dan O'Halloran,Greg Kimmerly,Winnipeg Jets,Los Angeles Kings
2013020020,Colorado Avalanche,3,Nashville Predators,1,Ian Walsh,Francois St-Laurent,Colorado Avalanche,Nashville Predators
2013020021,Boston Bruins,4,Detroit Red Wings,1,Dan O'Rourke,Marc Joannette,Boston Bruins,Detroit Red Wings
2013020022,Toronto Maple Leafs,4,Ottawa Senators,4,Chris Rooney,Tim Peel,Toronto Maple Leafs,Ottawa Senators
2013020023,Montréal Canadiens,4,Philadelphia Flyers,1,Brian Pochmara,Eric Furlatt,Montréal Canadiens,Philadelphia Flyers
2013020024,New York Islanders,2,Columbus Blue Jackets,2,Paul Devorski,Rob Martell,New York Islanders,Columbus Blue Jackets
