,Ref,Score,Team
0,Dave Jackson,4,Florida Panthers
1,Dave Jackson,5,New York Islanders
2,Kelly Sutherland,4,Florida Panthers
3,Kelly Sutherland,5,New York Islanders
4,Francis Charron,3,Florida Panthers
5,Francis Charron,1,New York Islanders
6,Wes McCauley,3,Florida Panthers
7,Wes McCauley,1,New York Islanders
8,Chris Rooney,3,Florida Panthers
9,Chris Rooney,4,New York Islanders
10,Kelly Sutherland,3,Florida Panthers
11,Kelly Sutherland,4,New York Islanders
12,Brad Watson,2,Florida Panthers
13,Brad Watson,1,New York Islanders
14,Frederick L'Ecuyer,2,Florida Panthers
15,Frederick L'Ecuyer,1,New York Islanders
16,Dan O'Halloran,1,Florida Panthers
17,Dan O'Halloran,2,New York Islanders
18,Ian Walsh,1,Florida Panthers
19,Ian Walsh,2,New York Islanders
20,Dan O'Rourke,1,Florida Panthers
21,Dan O'Rourke,2,New York Islanders
22,Marc Joannette,1,Florida Panthers
23,Marc Joannette,2,New York Islanders
24,Francis Charron,2,Detroit Red Wings
25,Francis Charron,3,Tampa Bay Lightning
26,Wes McCauley,2,Detroit Red Wings
27,Wes McCauley,3,Tampa Bay Lightning
28,Chris Rooney,2,Detroit Red Wings
29,Chris Rooney,5,Tampa Bay Lightning
30,Graham Skilliter,2,Detroit Red Wings
31,Graham Skilliter,5,Tampa Bay Lightning
32,Gord Dwyer,2,Detroit Red Wings
33,Gord Dwyer,0,Tampa Bay Lightning
34,Graham Skilliter,2,Detroit Red Wings
35,Graham Skilliter,0,Tampa Bay Lightning
36,Jean Hebert,2,Detroit Red Wings
37,Jean Hebert,3,Tampa Bay Lightning
38,Tim Peel,2,Detroit Red Wings
39,Tim Peel,3,Tampa Bay Lightning
40,Jean Hebert,0,Detroit Red Wings
41,Jean Hebert,1,Tampa Bay Lightning
42,Kevin Pollock,0,Detroit Red Wings
43,Kevin Pollock,1,Tampa Bay Lightning
44,Dean Morton,0,Philadelphia Flyers
45,Dean Morton,2,Washington Capitals
46,Marc Joannette,0,Philadelphia Flyers
47,Marc Joannette,2,Washington Capitals
48,Dave Jackson,1,Philadelphia Flyers
49,Dave Jackson,4,Washington Capitals
50,Kelly Sutherland,1,Philadelphia Flyers
51,Kelly Sutherland,4,Washington Capitals
52,Graham Skilliter,1,Philadelphia Flyers
53,Graham Skilliter,6,Washington Capitals
54,Kevin Pollock,1,Philadelphia Flyers
55,Kevin Pollock,6,Washington Capitals
56,Francis Charron,2,Philadelphia Flyers
57,Francis Charron,1,Washington Capitals
58,Wes McCauley,2,Philadelphia Flyers
59,Wes McCauley,1,Washington Capitals
60,Frederick L'Ecuyer,2,Philadelphia Flyers
61,Frederick L'Ecuyer,0,Washington Capitals
62,Gord Dwyer,2,Philadelphia Flyers
63,Gord Dwyer,0,Washington Capitals
64,Dan O'Halloran,0,Philadelphia Flyers
65,Dan O'Halloran,1,Washington Capitals
