,Ref,Score,Team
195,Terry Gregson,0,New York Rangers
196,Gordon Broseker,0,New Jersey Devils
197,Gordon Broseker,2,New York Rangers
198,Rob Shick,0,New Jersey Devils
199,Rob Shick,2,New York Rangers
200,Kerry Fraser,2,New Jersey Devils
201,Kerry Fraser,3,New York Rangers
202,Shane Heyer,2,New Jersey Devils
203,Shane Heyer,3,New York Rangers
204,Mark Faucette,0,New Jersey Devils
205,Mark Faucette,3,New York Rangers
206,Wayne Bonney,0,New Jersey Devils
207,Wayne Bonney,3,New York Rangers
208,Don Koharski,1,New Jersey Devils
209,Don Koharski,2,New York Rangers
210,Shane Heyer,1,New Jersey Devils
211,Shane Heyer,2,New York Rangers
212,Don Koharski,3,Buffalo Sabres
213,Don Koharski,5,Philadelphia Flyers
214,Wayne Bonney,3,Buffalo Sabres
215,Wayne Bonney,5,Philadelphia Flyers
216,Paul Devorski,1,Buffalo Sabres
217,Paul Devorski,2,Philadelphia Flyers
218,Wayne Bonney,1,Buffalo Sabres
219,Wayne Bonney,2,Philadelphia Flyers
220,Shane Heyer,1,Buffalo Sabres
221,Shane Heyer,4,Philadelphia Flyers
222,Terry Gregson,1,Buffalo Sabres
223,Terry Gregson,4,Philadelphia Flyers
224,Rob Shick,5,Buffalo Sabres
225,Rob Shick,4,Philadelphia Flyers
226,Shane Heyer,5,Buffalo Sabres
227,Shane Heyer,4,Philadelphia Flyers
228,Bill McCreary,3,Buffalo Sabres
229,Bill McCreary,6,Philadelphia Flyers
230,Gerard Gauthier,3,Buffalo Sabres
231,Gerard Gauthier,6,Philadelphia Flyers
232,Dan Marouelli,5,Colorado Avalanche
233,Dan Marouelli,1,Edmonton Oilers
234,Gerard Gauthier,5,Colorado Avalanche
235,Gerard Gauthier,1,Edmonton Oilers
236,Gerard Gauthier,4,Colorado Avalanche
237,Gerard Gauthier,1,Edmonton Oilers
238,Mark Faucette,4,Colorado Avalanche
239,Mark Faucette,1,Edmonton Oilers
240,Dan Schachte,3,Colorado Avalanche
241,Dan Schachte,4,Edmonton Oilers
242,Don Koharski,3,Colorado Avalanche
243,Don Koharski,4,Edmonton Oilers
244,Dan Schachte,3,Colorado Avalanche
245,Dan Schachte,2,Edmonton Oilers
246,Paul Devorski,3,Colorado Avalanche
247,Paul Devorski,2,Edmonton Oilers
248,Gordon Broseker,4,Colorado Avalanche
249,Gordon Broseker,3,Edmonton Oilers
250,Kerry Fraser,4,Colorado Avalanche
251,Kerry Fraser,3,Edmonton Oilers
252,Faucette,1,Anaheim Ducks
253,Faucette,2,Detroit Red Wings
254,Scapinello,1,Anaheim Ducks
255,Scapinello,2,Detroit Red Wings
256,Dan Marouelli,2,Anaheim Ducks
257,Dan Marouelli,3,Detroit Red Wings
258,Ray Scapinello,2,Anaheim Ducks
259,Ray Scapinello,3,Detroit Red Wings
260,Bill McCreary,3,Anaheim Ducks
261,Bill McCreary,5,Detroit Red Wings
262,Gerard Gauthier,3,Anaheim Ducks
263,Gerard Gauthier,5,Detroit Red Wings
264,Gerard Gauthier,2,Anaheim Ducks
265,Gerard Gauthier,3,Detroit Red Wings
266,Kerry Fraser,2,Anaheim Ducks
267,Kerry Fraser,3,Detroit Red Wings
268,Dan Marouelli,1,New York Rangers
269,Dan Marouelli,3,Philadelphia Flyers
270,Ray Scapinello,1,New York Rangers
271,Ray Scapinello,3,Philadelphia Flyers
272,Paul Devorski,5,New York Rangers
273,Paul Devorski,4,Philadelphia Flyers
274,Ray Scapinello,5,New York Rangers
275,Ray Scapinello,4,Philadelphia Flyers
276,Bill McCreary,3,New York Rangers
277,Bill McCreary,6,Philadelphia Flyers
278,Kevin Collins,3,New York Rangers
279,Kevin Collins,6,Philadelphia Flyers
280,Kerry Fraser,2,New York Rangers
281,Kerry Fraser,3,Philadelphia Flyers
282,Kevin Collins,2,New York Rangers
283,Kevin Collins,3,Philadelphia Flyers
284,Terry Gregson,2,New York Rangers
285,Terry Gregson,4,Philadelphia Flyers
286,Wayne Bonney,2,New York Rangers
287,Wayne Bonney,4,Philadelphia Flyers
288,Gregson,2,Colorado Avalanche
289,Gregson,1,Detroit Red Wings
290,Wayne Bonney,2,Colorado Avalanche
291,Wayne Bonney,1,Detroit Red Wings
292,Koharski,2,Colorado Avalanche
293,Koharski,4,Detroit Red Wings
294,Wayne Bonney,2,Colorado Avalanche
295,Wayne Bonney,4,Detroit Red Wings
296,Fraser,1,Colorado Avalanche
297,Fraser,2,Detroit Red Wings
298,Gordon Broseker,1,Colorado Avalanche
299,Gordon Broseker,2,Detroit Red Wings
300,Gordon Broseker,0,Colorado Avalanche
301,Gordon Broseker,6,Detroit Red Wings
302,Paul Devorski,0,Colorado Avalanche
303,Paul Devorski,6,Detroit Red Wings
304,Dan Marouelli,6,Colorado Avalanche
305,Dan Marouelli,0,Detroit Red Wings
306,Ray Scapinello,6,Colorado Avalanche
307,Ray Scapinello,0,Detroit Red Wings
308,Collins,1,Colorado Avalanche
309,Collins,3,Detroit Red Wings
310,McCreary,1,Colorado Avalanche
311,McCreary,3,Detroit Red Wings
312,Bill McCreary,4,Detroit Red Wings
313,Bill McCreary,2,Philadelphia Flyers
314,Ray Scapinello,4,Detroit Red Wings
315,Ray Scapinello,2,Philadelphia Flyers
316,Terry Gregson,4,Detroit Red Wings
317,Terry Gregson,2,Philadelphia Flyers
318,Wayne Bonney,4,Detroit Red Wings
319,Wayne Bonney,2,Philadelphia Flyers
320,Fraser,6,Detroit Red Wings
321,Fraser,1,Philadelphia Flyers
322,Schachte,6,Detroit Red Wings
323,Schachte,1,Philadelphia Flyers
324,Bill McCreary,2,Detroit Red Wings
325,Bill McCreary,1,Philadelphia Flyers
326,Wayne Bonney,2,Detroit Red Wings
327,Wayne Bonney,1,Philadelphia Flyers
