code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1996030111,New Jersey Devils,5,Montréal Canadiens,2,Don Koharski,Shane Heyer,New Jersey Devils,Montréal Canadiens
1996030112,New Jersey Devils,4,Montréal Canadiens,1,Stephen Walkom,Shane Heyer,New Jersey Devils,Montréal Canadiens
1996030113,Montréal Canadiens,4,New Jersey Devils,6,Fraser,Devorski,New Jersey Devils,Montréal Canadiens
1996030114,Montréal Canadiens,4,New Jersey Devils,3,McGeough,Devorski,Montréal Canadiens,New Jersey Devils
1996030115,New Jersey Devils,4,Montréal Canadiens,0,Bill McCreary,Bob Hodges,New Jersey Devils,Montréal Canadiens
1996030121,Buffalo Sabres,3,Ottawa Senators,1,Rob Shick,Wayne Bonney,Buffalo Sabres,Ottawa Senators
1996030122,Buffalo Sabres,1,Ottawa Senators,3,Richard Trottier,Wayne Bonney,Ottawa Senators,Buffalo Sabres
1996030123,Ottawa Senators,2,Buffalo Sabres,3,Kerry Fraser,Dan Schachte,Buffalo Sabres,Ottawa Senators
1996030124,Ottawa Senators,1,Buffalo Sabres,0,Mick McGeough,Dan Schachte,Ottawa Senators,Buffalo Sabres
1996030125,Buffalo Sabres,1,Ottawa Senators,4,Dan Marouelli,Shane Heyer,Ottawa Senators,Buffalo Sabres
1996030126,Ottawa Senators,0,Buffalo Sabres,3,Terry Gregson,Shane Heyer,Buffalo Sabres,Ottawa Senators
1996030127,Buffalo Sabres,3,Ottawa Senators,2,Bill McCreary,Kevin Colilns,Buffalo Sabres,Ottawa Senators
1996030131,Philadelphia Flyers,5,Pittsburgh Penguins,1,Dan Marouelli,Dan Schachte,Philadelphia Flyers,Pittsburgh Penguins
1996030132,Philadelphia Flyers,3,Pittsburgh Penguins,2,Mick McGeough,Dan Schachte,Philadelphia Flyers,Pittsburgh Penguins
1996030133,Pittsburgh Penguins,3,Philadelphia Flyers,5,Rob Schick,Wayne Bonney,Philadelphia Flyers,Pittsburgh Penguins
1996030134,Pittsburgh Penguins,4,Philadelphia Flyers,1,Don Koharski,Mike Cvik,Pittsburgh Penguins,Philadelphia Flyers
1996030135,Philadelphia Flyers,6,Pittsburgh Penguins,3,Mark Faucette,Ray Scapinello,Philadelphia Flyers,Pittsburgh Penguins
1996030141,Florida Panthers,3,New York Rangers,0,Kerry Fraser,Bob Hodges,Florida Panthers,New York Rangers
1996030142,Florida Panthers,0,New York Rangers,3,Don Koharski,Greg Devorski,New York Rangers,Florida Panthers
1996030143,New York Rangers,4,Florida Panthers,3,Dan Marouelli,Shane Heyer,New York Rangers,Florida Panthers
1996030144,New York Rangers,3,Florida Panthers,2,Richard Trottier,Shane Heyer,New York Rangers,Florida Panthers
1996030145,Florida Panthers,2,New York Rangers,3,Paul Devorski,Gerard Gauthier,New York Rangers,Florida Panthers
1996030151,Colorado Avalanche,6,Chicago Blackhawks,0,Mark Faucette,Gordon Broseker,Colorado Avalanche,Chicago Blackhawks
1996030152,Colorado Avalanche,3,Chicago Blackhawks,1,Paul Devorski,Gordon Broseker,Colorado Avalanche,Chicago Blackhawks
1996030153,Chicago Blackhawks,4,Colorado Avalanche,3,Bil McCreary,Swede Knox,Chicago Blackhawks,Colorado Avalanche
1996030154,Chicago Blackhawks,6,Colorado Avalanche,3,Rob Shick,Swede Knox,Chicago Blackhawks,Colorado Avalanche
1996030155,Colorado Avalanche,7,Chicago Blackhawks,0,Kerry Fraser,Kevin Collins,Colorado Avalanche,Chicago Blackhawks
1996030156,Chicago Blackhawks,3,Colorado Avalanche,6,Dan Marouelli,Kevin Collins,Colorado Avalanche,Chicago Blackhawks
1996030161,Dallas Stars,5,Edmonton Oilers,3,Gregson,Gauthier,Dallas Stars,Edmonton Oilers
1996030162,Dallas Stars,0,Edmonton Oilers,4,McCreary,Gauthier,Edmonton Oilers,Dallas Stars
1996030163,Edmonton Oilers,4,Dallas Stars,3,Mark Faucette,Ray Scapinello,Edmonton Oilers,Dallas Stars
1996030164,Edmonton Oilers,3,Dallas Stars,4,Paul Devorski,Ray Scapinello,Dallas Stars,Edmonton Oilers
1996030165,Dallas Stars,0,Edmonton Oilers,1,Walkom,McCourt,Edmonton Oilers,Dallas Stars
