,Ref,Score,Team
63,Kelly Sutherland,5,Washington Capitals
64,Brian Pochmara,1,Toronto Maple Leafs
65,Brian Pochmara,2,Washington Capitals
66,Wes McCauley,1,Toronto Maple Leafs
67,Wes McCauley,2,Washington Capitals
68,Chris Lee,1,Toronto Maple Leafs
69,Chris Lee,2,Washington Capitals
70,Kevin Pollock,1,Toronto Maple Leafs
71,Kevin Pollock,2,Washington Capitals
72,Chris Rooney,1,Columbus Blue Jackets
73,Chris Rooney,3,Pittsburgh Penguins
74,Kevin Pollock,1,Columbus Blue Jackets
75,Kevin Pollock,3,Pittsburgh Penguins
76,Dan O'Halloran,1,Columbus Blue Jackets
77,Dan O'Halloran,4,Pittsburgh Penguins
78,Dan O'Rourke,1,Columbus Blue Jackets
79,Dan O'Rourke,4,Pittsburgh Penguins
80,Francis Charron,4,Columbus Blue Jackets
81,Francis Charron,5,Pittsburgh Penguins
82,Graham Skilliter,4,Columbus Blue Jackets
83,Graham Skilliter,5,Pittsburgh Penguins
84,Dan O'Rourke,5,Columbus Blue Jackets
85,Dan O'Rourke,4,Pittsburgh Penguins
86,Jean Hebert,5,Columbus Blue Jackets
87,Jean Hebert,4,Pittsburgh Penguins
88,Francis Charron,2,Columbus Blue Jackets
89,Francis Charron,5,Pittsburgh Penguins
90,Tim Peel,2,Columbus Blue Jackets
91,Tim Peel,5,Pittsburgh Penguins
92,Jean Hebert,0,Chicago Blackhawks
93,Jean Hebert,1,Nashville Predators
94,Wes McCauley,0,Chicago Blackhawks
95,Wes McCauley,1,Nashville Predators
96,Chris Rooney,0,Chicago Blackhawks
97,Chris Rooney,5,Nashville Predators
98,Ian Walsh,0,Chicago Blackhawks
99,Ian Walsh,5,Nashville Predators
100,Brad Watson,2,Chicago Blackhawks
101,Brad Watson,3,Nashville Predators
102,Graham Skilliter,2,Chicago Blackhawks
103,Graham Skilliter,3,Nashville Predators
104,Dan O'Rourke,1,Chicago Blackhawks
105,Dan O'Rourke,4,Nashville Predators
106,Jean Hebert,1,Chicago Blackhawks
107,Jean Hebert,4,Nashville Predators
108,Dan O'Rourke,1,Minnesota Wild
109,Dan O'Rourke,2,St. Louis Blues
110,Jean Hebert,1,Minnesota Wild
111,Jean Hebert,2,St. Louis Blues
112,Kevin Pollock,1,Minnesota Wild
113,Kevin Pollock,2,St. Louis Blues
114,Kyle Rehman,1,Minnesota Wild
115,Kyle Rehman,2,St. Louis Blues
116,Chris Rooney,1,Minnesota Wild
117,Chris Rooney,3,St. Louis Blues
118,Kelly Sutherland,1,Minnesota Wild
119,Kelly Sutherland,3,St. Louis Blues
120,Brian Pochmara,2,Minnesota Wild
121,Brian Pochmara,0,St. Louis Blues
122,Wes McCauley,2,Minnesota Wild
123,Wes McCauley,0,St. Louis Blues
124,Brian Pochmara,3,Minnesota Wild
125,Brian Pochmara,4,St. Louis Blues
126,Francis Charron,3,Minnesota Wild
127,Francis Charron,4,St. Louis Blues
128,Francis Charron,3,Anaheim Ducks
129,Francis Charron,2,Calgary Flames
130,Kyle Rehman,3,Anaheim Ducks
131,Kyle Rehman,2,Calgary Flames
132,Kyle Rehman,3,Anaheim Ducks
133,Kyle Rehman,2,Calgary Flames
134,Wes McCauley,3,Anaheim Ducks
135,Wes McCauley,2,Calgary Flames
136,Gord Dwyer,5,Anaheim Ducks
137,Gord Dwyer,4,Calgary Flames
138,Kyle Rehman,5,Anaheim Ducks
139,Kyle Rehman,4,Calgary Flames
140,Brad Watson,3,Anaheim Ducks
141,Brad Watson,1,Calgary Flames
142,Ghislain Hebert,3,Anaheim Ducks
143,Ghislain Hebert,1,Calgary Flames
144,Kelly Sutherland,2,Edmonton Oilers
145,Kelly Sutherland,3,San Jose Sharks
146,Tim Peel,2,Edmonton Oilers
147,Tim Peel,3,San Jose Sharks
148,Graham Skilliter,2,Edmonton Oilers
149,Graham Skilliter,0,San Jose Sharks
150,Kelly Sutherland,2,Edmonton Oilers
151,Kelly Sutherland,0,San Jose Sharks
152,Brian Pochmara,1,Edmonton Oilers
153,Brian Pochmara,0,San Jose Sharks
154,Kevin Pollock,1,Edmonton Oilers
155,Kevin Pollock,0,San Jose Sharks
156,Chris Rooney,0,Edmonton Oilers
157,Chris Rooney,7,San Jose Sharks
158,Kyle Rehman,0,Edmonton Oilers
159,Kyle Rehman,7,San Jose Sharks
160,Dan O'Halloran,4,Edmonton Oilers
161,Dan O'Halloran,3,San Jose Sharks
162,Ian Walsh,4,Edmonton Oilers
163,Ian Walsh,3,San Jose Sharks
164,Brad Watson,3,Edmonton Oilers
165,Brad Watson,1,San Jose Sharks
166,Tim Peel,3,Edmonton Oilers
167,Tim Peel,1,San Jose Sharks
168,Dan O'Rourke,1,New York Rangers
169,Dan O'Rourke,2,Ottawa Senators
170,Jean Hebert,1,New York Rangers
171,Jean Hebert,2,Ottawa Senators
172,Dan O'Halloran,5,New York Rangers
173,Dan O'Halloran,6,Ottawa Senators
174,Marc Joannette,5,New York Rangers
175,Marc Joannette,6,Ottawa Senators
176,Chris Rooney,4,New York Rangers
177,Chris Rooney,1,Ottawa Senators
178,Marc Joannette,4,New York Rangers
179,Marc Joannette,1,Ottawa Senators
180,Francis Charron,4,New York Rangers
181,Francis Charron,1,Ottawa Senators
182,Wes McCauley,4,New York Rangers
183,Wes McCauley,1,Ottawa Senators
184,Kelly Sutherland,4,New York Rangers
185,Kelly Sutherland,5,Ottawa Senators
186,Marc Joannette,4,New York Rangers
187,Marc Joannette,5,Ottawa Senators
188,Brad Watson,2,New York Rangers
189,Brad Watson,4,Ottawa Senators
190,Marc Joannette,2,New York Rangers
191,Marc Joannette,4,Ottawa Senators
192,Dan O'Halloran,3,Pittsburgh Penguins
193,Dan O'Halloran,2,Washington Capitals
194,Kevin Pollock,3,Pittsburgh Penguins
195,Kevin Pollock,2,Washington Capitals
196,Dan O'Rourke,6,Pittsburgh Penguins
197,Dan O'Rourke,2,Washington Capitals
198,Jean Hebert,6,Pittsburgh Penguins
199,Jean Hebert,2,Washington Capitals
200,Brad Watson,2,Pittsburgh Penguins
201,Brad Watson,3,Washington Capitals
202,Marc Joannette,2,Pittsburgh Penguins
203,Marc Joannette,3,Washington Capitals
204,Jean Hebert,3,Pittsburgh Penguins
205,Jean Hebert,2,Washington Capitals
206,Kelly Sutherland,3,Pittsburgh Penguins
207,Kelly Sutherland,2,Washington Capitals
208,Francis Charron,2,Pittsburgh Penguins
209,Francis Charron,4,Washington Capitals
210,Wes McCauley,2,Pittsburgh Penguins
211,Wes McCauley,4,Washington Capitals
212,Chris Lee,2,Pittsburgh Penguins
213,Chris Lee,5,Washington Capitals
214,Chris Rooney,2,Pittsburgh Penguins
215,Chris Rooney,5,Washington Capitals
216,Dan O'Halloran,2,Pittsburgh Penguins
217,Dan O'Halloran,0,Washington Capitals
218,Kevin Pollock,2,Pittsburgh Penguins
219,Kevin Pollock,0,Washington Capitals
220,Chris Rooney,4,Nashville Predators
221,Chris Rooney,3,St. Louis Blues
222,Tim Peel,4,Nashville Predators
223,Tim Peel,3,St. Louis Blues
224,Chris Lee,2,Nashville Predators
225,Chris Lee,3,St. Louis Blues
226,Kelly Sutherland,2,Nashville Predators
227,Kelly Sutherland,3,St. Louis Blues
228,Chris Rooney,3,Nashville Predators
229,Chris Rooney,1,St. Louis Blues
230,Wes McCauley,3,Nashville Predators
231,Wes McCauley,1,St. Louis Blues
232,Dan O'Rourke,2,Nashville Predators
233,Dan O'Rourke,1,St. Louis Blues
234,Francis Charron,2,Nashville Predators
235,Francis Charron,1,St. Louis Blues
236,Brad Watson,1,Nashville Predators
237,Brad Watson,2,St. Louis Blues
238,Kevin Pollock,1,Nashville Predators
239,Kevin Pollock,2,St. Louis Blues
240,Brad Watson,3,Nashville Predators
241,Brad Watson,1,St. Louis Blues
242,Dan O'Halloran,3,Nashville Predators
243,Dan O'Halloran,1,St. Louis Blues
244,Brad Watson,3,Anaheim Ducks
245,Brad Watson,5,Edmonton Oilers
246,Chris Lee,3,Anaheim Ducks
247,Chris Lee,5,Edmonton Oilers
248,Francis Charron,1,Anaheim Ducks
249,Francis Charron,2,Edmonton Oilers
250,Wes McCauley,1,Anaheim Ducks
251,Wes McCauley,2,Edmonton Oilers
252,Chris Lee,6,Anaheim Ducks
253,Chris Lee,3,Edmonton Oilers
254,Kelly Sutherland,6,Anaheim Ducks
255,Kelly Sutherland,3,Edmonton Oilers
256,Chris Lee,4,Anaheim Ducks
257,Chris Lee,3,Edmonton Oilers
258,Dan O'Halloran,4,Anaheim Ducks
259,Dan O'Halloran,3,Edmonton Oilers
260,Chris Rooney,4,Anaheim Ducks
261,Chris Rooney,3,Edmonton Oilers
262,Dan O'Halloran,4,Anaheim Ducks
263,Dan O'Halloran,3,Edmonton Oilers
264,Dan O'Rourke,1,Anaheim Ducks
265,Dan O'Rourke,7,Edmonton Oilers
266,Jean Hebert,1,Anaheim Ducks
267,Jean Hebert,7,Edmonton Oilers
268,Francis Charron,2,Anaheim Ducks
269,Francis Charron,1,Edmonton Oilers
270,Wes McCauley,2,Anaheim Ducks
271,Wes McCauley,1,Edmonton Oilers
272,Kelly Sutherland,2,Ottawa Senators
273,Kelly Sutherland,1,Pittsburgh Penguins
274,Wes McCauley,2,Ottawa Senators
275,Wes McCauley,1,Pittsburgh Penguins
276,Chris Rooney,0,Ottawa Senators
277,Chris Rooney,1,Pittsburgh Penguins
278,Francis Charron,0,Ottawa Senators
279,Francis Charron,1,Pittsburgh Penguins
280,Dan O'Halloran,5,Ottawa Senators
281,Dan O'Halloran,1,Pittsburgh Penguins
282,Dan O'Rourke,5,Ottawa Senators
283,Dan O'Rourke,1,Pittsburgh Penguins
284,Dan O'Halloran,2,Ottawa Senators
285,Dan O'Halloran,3,Pittsburgh Penguins
286,Kevin Pollock,2,Ottawa Senators
287,Kevin Pollock,3,Pittsburgh Penguins
288,Kelly Sutherland,0,Ottawa Senators
289,Kelly Sutherland,7,Pittsburgh Penguins
290,Wes McCauley,0,Ottawa Senators
291,Wes McCauley,7,Pittsburgh Penguins
292,Chris Rooney,2,Ottawa Senators
293,Chris Rooney,1,Pittsburgh Penguins
294,Kelly Sutherland,2,Ottawa Senators
295,Kelly Sutherland,1,Pittsburgh Penguins
296,Dan O'Halloran,2,Ottawa Senators
297,Dan O'Halloran,3,Pittsburgh Penguins
298,Wes McCauley,2,Ottawa Senators
299,Wes McCauley,3,Pittsburgh Penguins
300,Dan O'Rourke,2,Anaheim Ducks
301,Dan O'Rourke,3,Nashville Predators
302,Francis Charron,2,Anaheim Ducks
303,Francis Charron,3,Nashville Predators
304,Dan O'Halloran,5,Anaheim Ducks
305,Dan O'Halloran,3,Nashville Predators
306,Jean Hebert,5,Anaheim Ducks
307,Jean Hebert,3,Nashville Predators
308,Kevin Pollock,1,Anaheim Ducks
309,Kevin Pollock,2,Nashville Predators
310,Wes McCauley,1,Anaheim Ducks
311,Wes McCauley,2,Nashville Predators
312,Chris Rooney,3,Anaheim Ducks
313,Chris Rooney,2,Nashville Predators
314,Wes McCauley,3,Anaheim Ducks
315,Wes McCauley,2,Nashville Predators
316,Chris Rooney,1,Anaheim Ducks
317,Chris Rooney,3,Nashville Predators
318,Dan O'Rourke,1,Anaheim Ducks
319,Dan O'Rourke,3,Nashville Predators
320,Dan O'Halloran,3,Anaheim Ducks
321,Dan O'Halloran,6,Nashville Predators
322,Dan O'Rourke,3,Anaheim Ducks
323,Dan O'Rourke,6,Nashville Predators
324,Kevin Pollock,3,Nashville Predators
325,Kevin Pollock,5,Pittsburgh Penguins
326,Wes McCauley,3,Nashville Predators
327,Wes McCauley,5,Pittsburgh Penguins
328,Dan O'Halloran,1,Nashville Predators
329,Dan O'Halloran,4,Pittsburgh Penguins
330,Kevin Pollock,1,Nashville Predators
331,Kevin Pollock,4,Pittsburgh Penguins
332,Dan O'Halloran,5,Nashville Predators
333,Dan O'Halloran,1,Pittsburgh Penguins
334,Wes McCauley,5,Nashville Predators
335,Wes McCauley,1,Pittsburgh Penguins
336,Dan O'Halloran,4,Nashville Predators
337,Dan O'Halloran,1,Pittsburgh Penguins
338,Wes McCauley,4,Nashville Predators
339,Wes McCauley,1,Pittsburgh Penguins
340,Kevin Pollock,0,Nashville Predators
341,Kevin Pollock,6,Pittsburgh Penguins
342,Wes McCauley,0,Nashville Predators
343,Wes McCauley,6,Pittsburgh Penguins
344,Dan O'Halloran,0,Nashville Predators
345,Dan O'Halloran,2,Pittsburgh Penguins
346,Kevin Pollock,0,Nashville Predators
347,Kevin Pollock,2,Pittsburgh Penguins
