code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2012030111,Pittsburgh Penguins,5,New York Islanders,0,Wes McCauley,Kevin Pollock,Pittsburgh Penguins,New York Islanders
2012030112,Pittsburgh Penguins,3,New York Islanders,4,Kelly Sutherland,Chris Lee,New York Islanders,Pittsburgh Penguins
2012030113,New York Islanders,4,Pittsburgh Penguins,5,Tim Peel,Brad Meier,Pittsburgh Penguins,New York Islanders
2012030114,New York Islanders,6,Pittsburgh Penguins,4,Paul Devorski,Dan O'Halloran,New York Islanders,Pittsburgh Penguins
2012030115,Pittsburgh Penguins,4,New York Islanders,0,Mike Leggo,Dan O'Rourke,Pittsburgh Penguins,New York Islanders
2012030116,New York Islanders,3,Pittsburgh Penguins,4,Wes McCauley,Chris Rooney,Pittsburgh Penguins,New York Islanders
2012030121,Montréal Canadiens,2,Ottawa Senators,4,Mike Leggo,Dan O'Rourke,Ottawa Senators,Montréal Canadiens
2012030122,Montréal Canadiens,3,Ottawa Senators,1,Wes McCauley,Kevin Pollock,Montréal Canadiens,Ottawa Senators
2012030123,Ottawa Senators,6,Montréal Canadiens,1,Paul Devorski,Dan O'Halloran,Ottawa Senators,Montréal Canadiens
2012030124,Ottawa Senators,3,Montréal Canadiens,2,Tim Peel,Brad Meier,Ottawa Senators,Montréal Canadiens
2012030125,Montréal Canadiens,1,Ottawa Senators,6,Chris Rooney,Steve Kozari,Ottawa Senators,Montréal Canadiens
2012030131,Washington Capitals,3,New York Rangers,1,Chris Rooney,Steve Kozari,Washington Capitals,New York Rangers
2012030132,Washington Capitals,1,New York Rangers,0,Eric Furlatt,Francois St-Laurent,Washington Capitals,New York Rangers
2012030133,New York Rangers,4,Washington Capitals,3,Mike Leggo,Dan O'Rourke,New York Rangers,Washington Capitals
2012030134,New York Rangers,4,Washington Capitals,3,Brian Pochmara,Marc Joannette,New York Rangers,Washington Capitals
2012030135,Washington Capitals,2,New York Rangers,1,Tim Peel,Brad Meier,Washington Capitals,New York Rangers
2012030136,New York Rangers,1,Washington Capitals,0,Brad Watson,Marc Joannette,New York Rangers,Washington Capitals
2012030137,Washington Capitals,0,New York Rangers,5,Chris Rooney,Dan O'Rourke,New York Rangers,Washington Capitals
2012030141,Boston Bruins,4,Toronto Maple Leafs,1,Kelly Sutherland,Chris Lee,Boston Bruins,Toronto Maple Leafs
2012030142,Boston Bruins,2,Toronto Maple Leafs,4,Mike Leggo,Dan O'Rourke,Toronto Maple Leafs,Boston Bruins
2012030143,Toronto Maple Leafs,2,Boston Bruins,5,Chris Rooney,Steve Kozari,Boston Bruins,Toronto Maple Leafs
2012030144,Toronto Maple Leafs,3,Boston Bruins,4,Eric Furlatt,Francois St-Laurent,Boston Bruins,Toronto Maple Leafs
2012030145,Boston Bruins,1,Toronto Maple Leafs,2,Paul Devorski,Dan O'Halloran,Toronto Maple Leafs,Boston Bruins
2012030146,Toronto Maple Leafs,2,Boston Bruins,1,Dan O'Rourke,Brad Meier,Toronto Maple Leafs,Boston Bruins
2012030147,Boston Bruins,5,Toronto Maple Leafs,4,Dan O'Halloran,Brad Watson,Boston Bruins,Toronto Maple Leafs
2012030151,Chicago Blackhawks,2,Minnesota Wild,1,Tim Peel,Brad Meier,Chicago Blackhawks,Minnesota Wild
2012030152,Chicago Blackhawks,5,Minnesota Wild,2,Brian Pochmara,Marc Joannette,Chicago Blackhawks,Minnesota Wild
2012030153,Minnesota Wild,3,Chicago Blackhawks,2,Brad Watson,Tom Kowal,Minnesota Wild,Chicago Blackhawks
2012030154,Minnesota Wild,0,Chicago Blackhawks,3,Greg Kimmerly,Stephen Walkom,Chicago Blackhawks,Minnesota Wild
2012030155,Chicago Blackhawks,5,Minnesota Wild,1,Kelly Sutherland,Chris Lee,Chicago Blackhawks,Minnesota Wild
2012030161,Anaheim Ducks,3,Detroit Red Wings,1,Brad Watson,Tom Kowal,Anaheim Ducks,Detroit Red Wings
