code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2014030111,Montréal Canadiens,4,Ottawa Senators,3,Dave Jackson,Steve Kozari,Montréal Canadiens,Ottawa Senators
2014030112,Montréal Canadiens,3,Ottawa Senators,2,Gord Dwyer,Eric Furlatt,Montréal Canadiens,Ottawa Senators
2014030113,Ottawa Senators,1,Montréal Canadiens,2,Dan O'Rourke,Dan O'Halloran,Montréal Canadiens,Ottawa Senators
2014030114,Ottawa Senators,1,Montréal Canadiens,0,Francis Charron,Kelly Sutherland,Ottawa Senators,Montréal Canadiens
2014030115,Montréal Canadiens,1,Ottawa Senators,5,Kevin Pollock,Brad Meier,Ottawa Senators,Montréal Canadiens
2014030116,Ottawa Senators,0,Montréal Canadiens,2,Brian Pochmara,Brad Watson,Montréal Canadiens,Ottawa Senators
2014030121,Tampa Bay Lightning,2,Detroit Red Wings,3,Chris Rooney,Kelly Sutherland,Detroit Red Wings,Tampa Bay Lightning
2014030122,Tampa Bay Lightning,5,Detroit Red Wings,1,Wes McCauley,Justin St. Pierre ,Tampa Bay Lightning,Detroit Red Wings
2014030123,Detroit Red Wings,3,Tampa Bay Lightning,0,Brad Watson,Chris Lee,Detroit Red Wings,Tampa Bay Lightning
2014030124,Detroit Red Wings,2,Tampa Bay Lightning,3,Mike Leggo,Dan O'Halloran,Tampa Bay Lightning,Detroit Red Wings
2014030125,Tampa Bay Lightning,0,Detroit Red Wings,4,Mike Leggo,Francis Charron,Detroit Red Wings,Tampa Bay Lightning
2014030126,Detroit Red Wings,2,Tampa Bay Lightning,5,Dave Jackson,Gord Dwyer,Tampa Bay Lightning,Detroit Red Wings
2014030127,Tampa Bay Lightning,2,Detroit Red Wings,0,Wes McCauley,Jean Hebert,Tampa Bay Lightning,Detroit Red Wings
2014030131,New York Rangers,2,Pittsburgh Penguins,1,Jean Hebert,Marc Joannette,New York Rangers,Pittsburgh Penguins
2014030132,New York Rangers,3,Pittsburgh Penguins,4,Chris Rooney,Frederick L'Ecuyer,Pittsburgh Penguins,New York Rangers
2014030133,Pittsburgh Penguins,1,New York Rangers,2,Francis Charron,Kelly Sutherland,New York Rangers,Pittsburgh Penguins
2014030134,Pittsburgh Penguins,1,New York Rangers,2,Wes McCauley,Kevin Pollock,New York Rangers,Pittsburgh Penguins
2014030135,New York Rangers,2,Pittsburgh Penguins,1,Wes McCauley,Justin St. Pierre ,New York Rangers,Pittsburgh Penguins
2014030141,Washington Capitals,1,New York Islanders,4,Gord Dwyer,Eric Furlatt,New York Islanders,Washington Capitals
2014030142,Washington Capitals,4,New York Islanders,3,Dave Jackson,Steve Kozari,Washington Capitals,New York Islanders
2014030143,New York Islanders,2,Washington Capitals,1,Kevin Pollock,Francois St-Laurent,New York Islanders,Washington Capitals
2014030144,New York Islanders,1,Washington Capitals,2,Dan O'Halloran,Brad Meier,Washington Capitals,New York Islanders
2014030145,Washington Capitals,5,New York Islanders,1,Chris Rooney,Kelly Sutherland,Washington Capitals,New York Islanders
2014030146,New York Islanders,3,Washington Capitals,1,Dan O'Rourke,Brian Pochmara,New York Islanders,Washington Capitals
2014030147,Washington Capitals,2,New York Islanders,1,Francis Charron,Dan O'Rourke,Washington Capitals,New York Islanders
2014030151,St. Louis Blues,2,Minnesota Wild,4,Wes McCauley,Justin St. Pierre ,Minnesota Wild,St. Louis Blues
