code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2017020001,Winnipeg Jets,2,Toronto Maple Leafs,7,Tim Peel,Graham Skilliter,Toronto Maple Leafs,Winnipeg Jets
2017020002,Pittsburgh Penguins,4,St. Louis Blues,5,Trevor Hanson,Marc Joannette,St. Louis Blues,Pittsburgh Penguins
2017020003,Edmonton Oilers,3,Calgary Flames,0,Dave Jackson,Jake Brenk,Edmonton Oilers,Calgary Flames
2017020004,San Jose Sharks,3,Philadelphia Flyers,5,Jon McIsaac,Kevin Pollock,Philadelphia Flyers,San Jose Sharks
2017020005,Boston Bruins,4,Nashville Predators,3,Francis Charron,Kelly Sutherland,Boston Bruins,Nashville Predators
2017020006,Buffalo Sabres,2,Montréal Canadiens,2,Thomas John Luxmore,Steve Kozari,Buffalo Sabres,Montréal Canadiens
2017020007,New York Rangers,2,Colorado Avalanche,4,Trevor Hanson,Dean Morton,Colorado Avalanche,New York Rangers
2017020008,Ottawa Senators,4,Washington Capitals,4,Frederick L'Ecuyer,Chris Lee,Ottawa Senators,Washington Capitals
2017020009,Detroit Red Wings,4,Minnesota Wild,2,Brian Pochmara,Gord Dwyer,Detroit Red Wings,Minnesota Wild
2017020010,Chicago Blackhawks,10,Pittsburgh Penguins,1,Graham Skilliter,Brad Meier,Chicago Blackhawks,Pittsburgh Penguins
2017020011,Anaheim Ducks,5,Arizona Coyotes,4,Jon McIsaac,Kevin Pollock,Anaheim Ducks,Arizona Coyotes
2017020012,Los Angeles Kings,2,Philadelphia Flyers,0,Jean Hebert,Eric Furlatt,Los Angeles Kings,Philadelphia Flyers
2017020013,Columbus Blue Jackets,5,New York Islanders,0,Tom Chmielewski,Brad Watson,Columbus Blue Jackets,New York Islanders
2017020014,Tampa Bay Lightning,5,Florida Panthers,3,Wes McCauley,Marc Joannette,Tampa Bay Lightning,Florida Panthers
2017020015,Dallas Stars,1,Vegas Golden Knights,2,Dan O'Halloran,Kendrick Nicholson,Vegas Golden Knights,Dallas Stars
2017020016,Toronto Maple Leafs,8,New York Rangers,5,Gord Dwyer,Brad Meier,Toronto Maple Leafs,New York Rangers
2017020017,Ottawa Senators,1,Detroit Red Wings,1,Francis Charron,Thomas John Luxmore,Ottawa Senators,Detroit Red Wings
2017020018,Florida Panthers,5,Tampa Bay Lightning,4,Kyle Rehman,Marc Joannette,Florida Panthers,Tampa Bay Lightning
2017020019,New Jersey Devils,4,Colorado Avalanche,1,Francois St-Laurent,Steve Kozari,New Jersey Devils,Colorado Avalanche
2017020020,New York Islanders,6,Buffalo Sabres,3,Kelly Sutherland,Justin St. Pierre ,New York Islanders,Buffalo Sabres
2017020021,Pittsburgh Penguins,4,Nashville Predators,0,Chris Rooney,Brian Pochmara,Pittsburgh Penguins,Nashville Predators
2017020022,Washington Capitals,6,Montréal Canadiens,1,Tom Chmielewski,Brad Watson,Washington Capitals,Montréal Canadiens
2017020023,Carolina Hurricanes,4,Minnesota Wild,4,Ghislain Hebert,Dean Morton,Carolina Hurricanes,Minnesota Wild
2017020024,St. Louis Blues,4,Dallas Stars,2,Tim Peel,Tom Kowal,St. Louis Blues,Dallas Stars
2017020025,Chicago Blackhawks,5,Columbus Blue Jackets,1,Trevor Hanson,Ian Walsh,Chicago Blackhawks,Columbus Blue Jackets
2017020026,Arizona Coyotes,1,Vegas Golden Knights,2,Jon McIsaac,Eric Furlatt,Vegas Golden Knights,Arizona Coyotes
