,Ref,Score,Team
268,Brian Murphy,2,New York Islanders
269,Brian Murphy,3,New York Rangers
270,Dan Marouelli,2,New York Islanders
271,Dan Marouelli,3,New York Rangers
272,Don Koharski,3,New Jersey Devils
273,Don Koharski,2,Philadelphia Flyers
274,Gordon Broseker,3,New Jersey Devils
275,Gordon Broseker,2,Philadelphia Flyers
276,Dave Jackson,2,Chicago Blackhawks
277,Dave Jackson,2,San Jose Sharks
278,Don Henderson,2,Chicago Blackhawks
279,Don Henderson,2,San Jose Sharks
280,Mike Leggo,2,Dallas Stars
281,Mike Leggo,1,Phoenix Coyotes
282,Mike McGeough,2,Dallas Stars
283,Mike McGeough,1,Phoenix Coyotes
284,Baron Parker,0,Buffalo Sabres
285,Baron Parker,1,Washington Capitals
286,Paul Devorski,0,Buffalo Sabres
287,Paul Devorski,1,Washington Capitals
288,Danny McCourt,2,Los Angeles Kings
289,Danny McCourt,3,Tampa Bay Lightning
290,Mark Faucette,2,Los Angeles Kings
291,Mark Faucette,3,Tampa Bay Lightning
292,Pierre Racicot,0,Florida Panthers
293,Pierre Racicot,5,Vancouver Canucks
294,Terry Gregson,0,Florida Panthers
295,Terry Gregson,5,Vancouver Canucks
296,Don Henderson,3,Detroit Red Wings
297,Don Henderson,5,Toronto Maple Leafs
298,Stephen Walkom,3,Detroit Red Wings
299,Stephen Walkom,5,Toronto Maple Leafs
300,Bernard Degrace,4,Calgary Flames
301,Bernard Degrace,3,Nashville Predators
302,Dan Schachte,4,Calgary Flames
303,Dan Schachte,3,Nashville Predators
304,Don Koharski,3,Detroit Red Wings
305,Don Koharski,0,Montréal Canadiens
306,Jean Morin,3,Detroit Red Wings
307,Jean Morin,0,Montréal Canadiens
308,Mark Wheler,3,Carolina Hurricanes
309,Mark Wheler,1,Ottawa Senators
310,Paul Devorski,3,Carolina Hurricanes
311,Paul Devorski,1,Ottawa Senators
312,Kerry Fraser,1,Boston Bruins
313,Kerry Fraser,3,New Jersey Devils
314,Pat Dapuzzo,1,Boston Bruins
315,Pat Dapuzzo,3,New Jersey Devils
316,Dan O'Halloran,4,Buffalo Sabres
317,Dan O'Halloran,5,New York Islanders
318,Trottier,4,Buffalo Sabres
319,Trottier,5,New York Islanders
320,Bill McCreary,2,New York Rangers
321,Bill McCreary,2,Philadelphia Flyers
322,Kevin Collins,2,New York Rangers
323,Kevin Collins,2,Philadelphia Flyers
324,Dennis Larue,4,Pittsburgh Penguins
325,Dennis Larue,6,Toronto Maple Leafs
326,Don Henderson,4,Pittsburgh Penguins
327,Don Henderson,6,Toronto Maple Leafs
328,Blaine Angus,2,Florida Panthers
329,Blaine Angus,2,Washington Capitals
330,Thor Nelson,2,Florida Panthers
331,Thor Nelson,2,Washington Capitals
332,Lance Roberts,5,Chicago Blackhawks
333,Lance Roberts,4,Nashville Predators
334,Rob Martell,5,Chicago Blackhawks
335,Rob Martell,4,Nashville Predators
336,Dan Schachte,3,Calgary Flames
337,Dan Schachte,4,St. Louis Blues
338,Dave Jackson,3,Calgary Flames
339,Dave Jackson,4,St. Louis Blues
340,Don Van Massenhoven,6,Colorado Avalanche
341,Don Van Massenhoven,4,Edmonton Oilers
342,Wayne Bonney,6,Colorado Avalanche
343,Wayne Bonney,4,Edmonton Oilers
344,Michael McGeough,2,Dallas Stars
345,Michael McGeough,1,San Jose Sharks
346,Swede Knox,2,Dallas Stars
347,Swede Knox,1,San Jose Sharks
348,Mark Faucette,2,Carolina Hurricanes
349,Mark Faucette,3,Los Angeles Kings
350,Thor Nelson,2,Carolina Hurricanes
351,Thor Nelson,3,Los Angeles Kings
352,Danny McCourt,3,Tampa Bay Lightning
353,Danny McCourt,2,Vancouver Canucks
354,Richard Trottier,3,Tampa Bay Lightning
355,Richard Trottier,2,Vancouver Canucks
356,Robbie Shick,2,Anaheim Ducks
357,Robbie Shick,2,Phoenix Coyotes
358,Shane Heyer,2,Anaheim Ducks
359,Shane Heyer,2,Phoenix Coyotes
360,Dan Marouelli,2,Pittsburgh Penguins
361,Dan Marouelli,0,Toronto Maple Leafs
362,Don Koharski,2,Pittsburgh Penguins
363,Don Koharski,0,Toronto Maple Leafs
364,Don Van Massenhoven,1,Colorado Avalanche
365,Don Van Massenhoven,5,Phoenix Coyotes
366,Lance Roberts,1,Colorado Avalanche
367,Lance Roberts,5,Phoenix Coyotes
368,Blaine Angus,0,Los Angeles Kings
369,Blaine Angus,1,New York Islanders
370,Kerry Fraser,0,Los Angeles Kings
371,Kerry Fraser,1,New York Islanders
372,Stephen Walkom,0,Buffalo Sabres
373,Stephen Walkom,0,New York Rangers
374,Thor Nelson,0,Buffalo Sabres
375,Thor Nelson,0,New York Rangers
376,Don Henderson,2,Philadelphia Flyers
377,Don Henderson,1,St. Louis Blues
378,Mark Faucette,2,Philadelphia Flyers
379,Mark Faucette,1,St. Louis Blues
380,Dave Jackson,5,Nashville Predators
381,Dave Jackson,4,Vancouver Canucks
382,Lyle Seitz,5,Nashville Predators
383,Lyle Seitz,4,Vancouver Canucks
384,Kerry Fraser,9,Boston Bruins
385,Kerry Fraser,2,Montréal Canadiens
386,Richard Trottier,9,Boston Bruins
387,Richard Trottier,2,Montréal Canadiens
388,Stephen Walkom,4,Los Angeles Kings
389,Stephen Walkom,0,New Jersey Devils
390,Thor Nelson,4,Los Angeles Kings
391,Thor Nelson,0,New Jersey Devils
392,Bill McCreary,2,Carolina Hurricanes
393,Bill McCreary,0,Chicago Blackhawks
394,Mike Leggo,2,Carolina Hurricanes
395,Mike Leggo,0,Chicago Blackhawks
396,Brad Watson,7,Detroit Red Wings
397,Brad Watson,2,Florida Panthers
398,Pierre Racicot,7,Detroit Red Wings
399,Pierre Racicot,2,Florida Panthers
400,Dan Marouelli,2,Calgary Flames
401,Dan Marouelli,5,Pittsburgh Penguins
402,Mark Wheler,2,Calgary Flames
403,Mark Wheler,5,Pittsburgh Penguins
404,Dan O'Halloran,8,Edmonton Oilers
405,Dan O'Halloran,2,Washington Capitals
406,Terry Gregson,8,Edmonton Oilers
407,Terry Gregson,2,Washington Capitals
408,Don Van Massenhoven,5,Anaheim Ducks
409,Don Van Massenhoven,3,Tampa Bay Lightning
410,Lance Roberts,5,Anaheim Ducks
411,Lance Roberts,3,Tampa Bay Lightning
412,Robbie Shick,4,Phoenix Coyotes
413,Robbie Shick,2,San Jose Sharks
414,Shane Heyer,4,Phoenix Coyotes
415,Shane Heyer,2,San Jose Sharks
416,Mark Faucette,1,Boston Bruins
417,Mark Faucette,1,Montréal Canadiens
418,Paul Devorski,1,Boston Bruins
419,Paul Devorski,1,Montréal Canadiens
420,Ray Scapinello,3,Ottawa Senators
421,Ray Scapinello,1,Philadelphia Flyers
422,Richard Trottier,3,Ottawa Senators
423,Richard Trottier,1,Philadelphia Flyers
424,Dave Jackson,2,New Jersey Devils
425,Dave Jackson,1,New York Islanders
426,Gerry Gauthier,2,New Jersey Devils
427,Gerry Gauthier,1,New York Islanders
428,Bill McCreary,1,Detroit Red Wings
429,Bill McCreary,3,St. Louis Blues
430,Don Koharski,1,Detroit Red Wings
431,Don Koharski,3,St. Louis Blues
432,Michael McGeough,4,Colorado Avalanche
433,Michael McGeough,2,San Jose Sharks
434,Shane Heyer,4,Colorado Avalanche
435,Shane Heyer,2,San Jose Sharks
436,Brad Lazarowich,4,Buffalo Sabres
437,Brad Lazarowich,1,Toronto Maple Leafs
438,Kerry Fraser,4,Buffalo Sabres
439,Kerry Fraser,1,Toronto Maple Leafs
440,Mark Faucette,0,Carolina Hurricanes
441,Mark Faucette,1,New York Rangers
442,Pat Dapuzzo,0,Carolina Hurricanes
443,Pat Dapuzzo,1,New York Rangers
444,McCREAY,3,Chicago Blackhawks
445,McCREAY,7,Florida Panthers
446,Morin,3,Chicago Blackhawks
447,Morin,7,Florida Panthers
448,Cameron,0,Calgary Flames
449,Cameron,0,Washington Capitals
450,GREGSON,0,Calgary Flames
451,GREGSON,0,Washington Capitals
452,Knox,2,Pittsburgh Penguins
453,Knox,2,Vancouver Canucks
454,Marouelli,2,Pittsburgh Penguins
455,Marouelli,2,Vancouver Canucks
456,Dan O'Halloran,3,Anaheim Ducks
457,Dan O'Halloran,3,Dallas Stars
458,VAN MASSENHOVEN,3,Anaheim Ducks
459,VAN MASSENHOVEN,3,Dallas Stars
460,ROBERTS,0,Los Angeles Kings
461,ROBERTS,3,Tampa Bay Lightning
462,Wayne Bonney,0,Los Angeles Kings
463,Wayne Bonney,3,Tampa Bay Lightning
464,Kevin Collins,0,Boston Bruins
465,Kevin Collins,2,Carolina Hurricanes
466,Richard Trottier,0,Boston Bruins
467,Richard Trottier,2,Carolina Hurricanes
468,Brad Lazarowich,6,Buffalo Sabres
469,Brad Lazarowich,3,Toronto Maple Leafs
470,Stephen Walkom,6,Buffalo Sabres
471,Stephen Walkom,3,Toronto Maple Leafs
472,Kerry Fraser,1,Montréal Canadiens
473,Kerry Fraser,5,Ottawa Senators
474,Ray Scapinello,1,Montréal Canadiens
475,Ray Scapinello,5,Ottawa Senators
476,Blaine Angus,1,Florida Panthers
477,Blaine Angus,3,New Jersey Devils
478,Pat Dapuzzo,1,Florida Panthers
479,Pat Dapuzzo,3,New Jersey Devils
480,Brad Watson,3,New York Islanders
481,Brad Watson,2,Philadelphia Flyers
482,Paul Devorski,3,New York Islanders
483,Paul Devorski,2,Philadelphia Flyers
484,Jean Morin,2,Anaheim Ducks
485,Jean Morin,2,St. Louis Blues
486,Michael McGeough,2,Anaheim Ducks
487,Michael McGeough,2,St. Louis Blues
488,Pierre Racicot,2,Colorado Avalanche
489,Pierre Racicot,3,Nashville Predators
490,Rob Martell,2,Colorado Avalanche
491,Rob Martell,3,Nashville Predators
492,Don Henderson,4,Edmonton Oilers
493,Don Henderson,1,Pittsburgh Penguins
494,Terry Gregson,4,Edmonton Oilers
495,Terry Gregson,1,Pittsburgh Penguins
496,Don Van Massenhoven,3,Dallas Stars
497,Don Van Massenhoven,2,Detroit Red Wings
498,Mark Pare,3,Dallas Stars
499,Mark Pare,2,Detroit Red Wings
500,Dan Marouelli,6,San Jose Sharks
501,Dan Marouelli,1,Tampa Bay Lightning
502,Lance Roberts,6,San Jose Sharks
503,Lance Roberts,1,Tampa Bay Lightning
504,DEVORSKI,5,Ottawa Senators
505,DEVORSKI,4,Philadelphia Flyers
506,Nowak,5,Ottawa Senators
507,Nowak,4,Philadelphia Flyers
508,Danny McCourt,4,Calgary Flames
509,Danny McCourt,1,Chicago Blackhawks
510,Don Koharski,4,Calgary Flames
511,Don Koharski,1,Chicago Blackhawks
512,Dennis LaRue,4,Vancouver Canucks
513,Dennis LaRue,1,Washington Capitals
514,Terry Gregson,4,Vancouver Canucks
515,Terry Gregson,1,Washington Capitals
516,Dan O'Halloran,0,Los Angeles Kings
517,Dan O'Halloran,3,Phoenix Coyotes
518,Rob Shick,0,Los Angeles Kings
519,Rob Shick,3,Phoenix Coyotes
520,Scott Zelkin,2,Florida Panthers
521,Scott Zelkin,6,New York Islanders
522,Stephen Walkom,2,Florida Panthers
523,Stephen Walkom,6,New York Islanders
524,Blaine Angus,2,Carolina Hurricanes
525,Blaine Angus,3,Colorado Avalanche
526,Richard Trottier,2,Carolina Hurricanes
527,Richard Trottier,3,Colorado Avalanche
528,Dan Marouelli,5,Edmonton Oilers
529,Dan Marouelli,3,Vancouver Canucks
530,Mark Wheler,5,Edmonton Oilers
531,Mark Wheler,3,Vancouver Canucks
532,Michael McGeough,2,Boston Bruins
533,Michael McGeough,4,Buffalo Sabres
534,Scott Driscoll,2,Boston Bruins
535,Scott Driscoll,4,Buffalo Sabres
536,Bill McCreary,3,New Jersey Devils
537,Bill McCreary,1,New York Rangers
538,Brad Watson,3,New Jersey Devils
539,Brad Watson,1,New York Rangers
540,Dave Jackson,4,Philadelphia Flyers
541,Dave Jackson,4,Pittsburgh Penguins
542,Mark Faucette,4,Philadelphia Flyers
543,Mark Faucette,4,Pittsburgh Penguins
544,Don Koharski,5,Calgary Flames
545,Don Koharski,2,Detroit Red Wings
546,Jean Morin,5,Calgary Flames
547,Jean Morin,2,Detroit Red Wings
548,Jean Morin,0,Colorado Avalanche
549,Jean Morin,3,Toronto Maple Leafs
550,Terry Gregson,0,Colorado Avalanche
551,Terry Gregson,3,Toronto Maple Leafs
552,Brian Murphy,4,Montréal Canadiens
553,Brian Murphy,1,New York Rangers
554,Don Van Massenhoven,4,Montréal Canadiens
555,Don Van Massenhoven,1,New York Rangers
556,Pierre Champoux,5,Tampa Bay Lightning
557,Pierre Champoux,2,Washington Capitals
558,Richard Trottier,5,Tampa Bay Lightning
559,Richard Trottier,2,Washington Capitals
560,Mike Leggo,1,Chicago Blackhawks
561,Mike Leggo,2,Florida Panthers
562,Rob Shick,1,Chicago Blackhawks
563,Rob Shick,2,Florida Panthers
564,Paul Devorski,3,Edmonton Oilers
565,Paul Devorski,2,Nashville Predators
566,Swede Knox,3,Edmonton Oilers
567,Swede Knox,2,Nashville Predators
568,Dennis Larue,1,Anaheim Ducks
569,Dennis Larue,3,St. Louis Blues
570,Shane Heyer,1,Anaheim Ducks
571,Shane Heyer,3,St. Louis Blues
572,Dan O'Halloran,0,Dallas Stars
573,Dan O'Halloran,4,San Jose Sharks
574,Kerry Fraser,0,Dallas Stars
575,Kerry Fraser,4,San Jose Sharks
576,Danny McCourt,4,Boston Bruins
577,Danny McCourt,1,Toronto Maple Leafs
578,Don Koharski,4,Boston Bruins
579,Don Koharski,1,Toronto Maple Leafs
580,Kevin Maguire,2,Ottawa Senators
581,Kevin Maguire,4,Pittsburgh Penguins
582,Mick McGeough,2,Ottawa Senators
583,Mick McGeough,4,Pittsburgh Penguins
584,Bill McCreary,6,Carolina Hurricanes
585,Bill McCreary,3,New York Islanders
586,Gerry Gauthier,6,Carolina Hurricanes
587,Gerry Gauthier,3,New York Islanders
588,Baron Parker,2,Los Angeles Kings
589,Baron Parker,2,St. Louis Blues
590,Kerry Fraser,2,Los Angeles Kings
591,Kerry Fraser,2,St. Louis Blues
592,Don Van Massenhoven,3,Carolina Hurricanes
593,Don Van Massenhoven,2,Washington Capitals
594,Greg Kimmerly,3,Carolina Hurricanes
595,Greg Kimmerly,2,Washington Capitals
596,Kevin Collins,2,Chicago Blackhawks
597,Kevin Collins,2,Tampa Bay Lightning
598,Robbie Shick,2,Chicago Blackhawks
599,Robbie Shick,2,Tampa Bay Lightning
600,Dave Jackson,1,Calgary Flames
601,Dave Jackson,2,Nashville Predators
602,Swede Knox,1,Calgary Flames
603,Swede Knox,2,Nashville Predators
604,Paul Devorski,5,Colorado Avalanche
605,Paul Devorski,2,Edmonton Oilers
606,Rob Martell,5,Colorado Avalanche
607,Rob Martell,2,Edmonton Oilers
608,Kerry Fraser,1,Detroit Red Wings
609,Kerry Fraser,3,Phoenix Coyotes
610,Wayne Bonney,1,Detroit Red Wings
611,Wayne Bonney,3,Phoenix Coyotes
612,Mark Faucette,2,Anaheim Ducks
613,Mark Faucette,2,San Jose Sharks
614,Shane Heyer,2,Anaheim Ducks
615,Shane Heyer,2,San Jose Sharks
616,Lance Roberts,6,New York Rangers
617,Lance Roberts,6,Toronto Maple Leafs
618,Ray Scapinello,6,New York Rangers
619,Ray Scapinello,6,Toronto Maple Leafs
620,Bernard Degrace,4,Montréal Canadiens
621,Bernard Degrace,2,New York Islanders
622,Terry Gregson,4,Montréal Canadiens
623,Terry Gregson,2,New York Islanders
624,Michael McGeough,5,Ottawa Senators
625,Michael McGeough,8,Washington Capitals
626,Scott Driscoll,5,Ottawa Senators
627,Scott Driscoll,8,Washington Capitals
628,Dan Marouelli,2,Buffalo Sabres
629,Dan Marouelli,2,Philadelphia Flyers
630,Danny McCourt,2,Buffalo Sabres
631,Danny McCourt,2,Philadelphia Flyers
632,Dan Schachte,0,Boston Bruins
633,Dan Schachte,0,Pittsburgh Penguins
634,Don Koharski,0,Boston Bruins
635,Don Koharski,0,Pittsburgh Penguins
636,Bill McCreary,3,Florida Panthers
637,Bill McCreary,4,New Jersey Devils
638,Pierre Racicot,3,Florida Panthers
639,Pierre Racicot,4,New Jersey Devils
