,Ref,Score,Team
0,Chris Rooney,1,Boston Bruins
1,Chris Rooney,2,Philadelphia Flyers
2,Steve Kozari,1,Boston Bruins
3,Steve Kozari,2,Philadelphia Flyers
4,Dan O'Halloran,0,Montréal Canadiens
5,Dan O'Halloran,2,Toronto Maple Leafs
6,Ian Walsh,0,Montréal Canadiens
7,Ian Walsh,2,Toronto Maple Leafs
8,Brad Watson,3,Pittsburgh Penguins
9,Brad Watson,3,Vancouver Canucks
10,Kyle Rehman,3,Pittsburgh Penguins
11,Kyle Rehman,3,Vancouver Canucks
12,Dave Jackson,1,Carolina Hurricanes
13,Dave Jackson,5,Tampa Bay Lightning
14,Greg Kimmerly,1,Carolina Hurricanes
15,Greg Kimmerly,5,Tampa Bay Lightning
16,Paul Devorski,5,Detroit Red Wings
17,Paul Devorski,3,Ottawa Senators
18,Rob Martell,5,Detroit Red Wings
19,Rob Martell,3,Ottawa Senators
20,Stephane Auger,2,Columbus Blue Jackets
21,Stephane Auger,3,Nashville Predators
22,Stephen Walkom,2,Columbus Blue Jackets
23,Stephen Walkom,3,Nashville Predators
24,Chris Lee,1,Anaheim Ducks
25,Chris Lee,4,Buffalo Sabres
26,Kelly Sutherland,1,Anaheim Ducks
27,Kelly Sutherland,4,Buffalo Sabres
28,Mike Hasenfratz,1,Chicago Blackhawks
29,Mike Hasenfratz,2,Dallas Stars
30,Mike Leggo,1,Chicago Blackhawks
31,Mike Leggo,2,Dallas Stars
32,Kevin Pollock,3,Los Angeles Kings
33,Kevin Pollock,2,New York Rangers
34,Marc Joannette,3,Los Angeles Kings
35,Marc Joannette,2,New York Rangers
36,Eric Furlatt,4,Boston Bruins
37,Eric Furlatt,1,Tampa Bay Lightning
38,Ghislain Hebert,4,Boston Bruins
39,Ghislain Hebert,1,Tampa Bay Lightning
40,Chris Rooney,5,Ottawa Senators
41,Chris Rooney,6,Toronto Maple Leafs
42,Paul Devorski,5,Ottawa Senators
43,Paul Devorski,6,Toronto Maple Leafs
44,Dave Jackson,0,New Jersey Devils
45,Dave Jackson,3,Philadelphia Flyers
46,Ian Walsh,0,New Jersey Devils
47,Ian Walsh,3,Philadelphia Flyers
48,Dan O'Rourke,3,Carolina Hurricanes
49,Dan O'Rourke,4,Washington Capitals
50,Dean Morton,3,Carolina Hurricanes
51,Dean Morton,4,Washington Capitals
52,Don VanMassenhoven,2,Florida Panthers
53,Don VanMassenhoven,0,New York Islanders
54,Wes McCauley,2,Florida Panthers
55,Wes McCauley,0,New York Islanders
56,Justin StPierre,4,Nashville Predators
57,Justin StPierre,2,St. Louis Blues
58,Steve Kozari,4,Nashville Predators
59,Steve Kozari,2,St. Louis Blues
60,Kyle Rehman,2,Columbus Blue Jackets
61,Kyle Rehman,4,Minnesota Wild
62,Tom Kowal,2,Columbus Blue Jackets
63,Tom Kowal,4,Minnesota Wild
64,Dan O'Halloran,5,Chicago Blackhawks
65,Dan O'Halloran,2,Dallas Stars
66,Frederick L'Ecuyer,5,Chicago Blackhawks
67,Frederick L'Ecuyer,2,Dallas Stars
68,Dennis LaRue,0,Colorado Avalanche
69,Dennis LaRue,3,Detroit Red Wings
70,Gord Dwyer,0,Colorado Avalanche
71,Gord Dwyer,3,Detroit Red Wings
72,Brian Pochmara,3,Calgary Flames
73,Brian Pochmara,5,Pittsburgh Penguins
74,Tim Peel,3,Calgary Flames
75,Tim Peel,5,Pittsburgh Penguins
76,Kelly Sutherland,1,Anaheim Ducks
77,Kelly Sutherland,1,New York Rangers
78,Kevin Pollock,1,Anaheim Ducks
79,Kevin Pollock,1,New York Rangers
80,Brad Watson,3,Phoenix Coyotes
81,Brad Watson,6,San Jose Sharks
82,Francois StLaurent,3,Phoenix Coyotes
83,Francois StLaurent,6,San Jose Sharks
84,Chris Lee,4,Buffalo Sabres
85,Chris Lee,2,Los Angeles Kings
86,Marc Joannette,4,Buffalo Sabres
87,Marc Joannette,2,Los Angeles Kings
88,Brad Meier,5,Montréal Canadiens
89,Brad Meier,1,Winnipeg Jets
90,Rob Martell,5,Montréal Canadiens
91,Rob Martell,1,Winnipeg Jets
92,Brian Pochmara,1,Edmonton Oilers
93,Brian Pochmara,1,Pittsburgh Penguins
94,Tim Peel,1,Edmonton Oilers
95,Tim Peel,1,Pittsburgh Penguins
96,Dave Jackson,0,Boston Bruins
97,Dave Jackson,1,Colorado Avalanche
98,Justin StPierre,0,Boston Bruins
99,Justin StPierre,1,Colorado Avalanche
100,Frederick L'Ecuyer,2,Carolina Hurricanes
101,Frederick L'Ecuyer,4,New Jersey Devils
102,Wes McCauley,2,Carolina Hurricanes
103,Wes McCauley,4,New Jersey Devils
104,Dan O'Rourke,1,Minnesota Wild
105,Dan O'Rourke,2,New York Islanders
106,Ian Walsh,1,Minnesota Wild
107,Ian Walsh,2,New York Islanders
108,Gord Dwyer,2,Calgary Flames
109,Gord Dwyer,5,St. Louis Blues
110,Stephen Walkom,2,Calgary Flames
111,Stephen Walkom,5,St. Louis Blues
112,Chris Rooney,5,Tampa Bay Lightning
113,Chris Rooney,5,Washington Capitals
114,Dean Morton,5,Tampa Bay Lightning
115,Dean Morton,5,Washington Capitals
116,Marcus Vinnerborg,2,Columbus Blue Jackets
117,Marcus Vinnerborg,3,Vancouver Canucks
118,Paul Devorski,2,Columbus Blue Jackets
119,Paul Devorski,3,Vancouver Canucks
120,Dennis LaRue,1,Dallas Stars
121,Dennis LaRue,1,Phoenix Coyotes
122,Francois StLaurent,1,Dallas Stars
123,Francois StLaurent,1,Phoenix Coyotes
124,Chris Rooney,2,Florida Panthers
125,Chris Rooney,4,Pittsburgh Penguins
126,Marcus Vinnerborg,2,Florida Panthers
127,Marcus Vinnerborg,4,Pittsburgh Penguins
128,Don VanMassenhoven,3,Minnesota Wild
129,Don VanMassenhoven,3,Ottawa Senators
130,Stephane Auger,3,Minnesota Wild
131,Stephane Auger,3,Ottawa Senators
132,Frederick L'Ecuyer,2,Colorado Avalanche
133,Frederick L'Ecuyer,2,Columbus Blue Jackets
134,Tom Kowal,2,Colorado Avalanche
135,Tom Kowal,2,Columbus Blue Jackets
136,Greg Kimmerly,5,Philadelphia Flyers
137,Greg Kimmerly,4,Vancouver Canucks
138,Mike Hasenfratz,5,Philadelphia Flyers
139,Mike Hasenfratz,4,Vancouver Canucks
140,Francois StLaurent,2,Boston Bruins
141,Francois StLaurent,3,Carolina Hurricanes
142,Mike Leggo,2,Boston Bruins
143,Mike Leggo,3,Carolina Hurricanes
144,David Banfield,1,Los Angeles Kings
145,David Banfield,1,New Jersey Devils
146,Kelly Sutherland,1,Los Angeles Kings
147,Kelly Sutherland,1,New Jersey Devils
148,Stephen Walkom,5,New York Islanders
149,Stephen Walkom,1,Tampa Bay Lightning
150,Tom Kowal,5,New York Islanders
151,Tom Kowal,1,Tampa Bay Lightning
152,Dan O'Rourke,2,Pittsburgh Penguins
153,Dan O'Rourke,3,Washington Capitals
154,Greg Kimmerly,2,Pittsburgh Penguins
155,Greg Kimmerly,3,Washington Capitals
156,Dean Morton,4,Calgary Flames
157,Dean Morton,1,Montréal Canadiens
158,Marc Joannette,4,Calgary Flames
159,Marc Joannette,1,Montréal Canadiens
160,Eric Furlatt,7,Colorado Avalanche
161,Eric Furlatt,1,Ottawa Senators
162,Ghislain Hebert,7,Colorado Avalanche
163,Ghislain Hebert,1,Ottawa Senators
164,Dan O'Halloran,2,Detroit Red Wings
165,Dan O'Halloran,0,Vancouver Canucks
166,Wes McCauley,2,Detroit Red Wings
167,Wes McCauley,0,Vancouver Canucks
168,Mike Leggo,2,Nashville Predators
169,Mike Leggo,5,Phoenix Coyotes
170,Rob Martell,2,Nashville Predators
171,Rob Martell,5,Phoenix Coyotes
172,Chris Lee,1,Edmonton Oilers
173,Chris Lee,1,Minnesota Wild
174,Frederick L'Ecuyer,1,Edmonton Oilers
175,Frederick L'Ecuyer,1,Minnesota Wild
176,Brian Pochmara,4,Chicago Blackhawks
177,Brian Pochmara,3,Winnipeg Jets
178,Steve Kozari,4,Chicago Blackhawks
179,Steve Kozari,3,Winnipeg Jets
180,Brad Meier,3,Dallas Stars
181,Brad Meier,2,St. Louis Blues
182,Kyle Rehman,3,Dallas Stars
183,Kyle Rehman,2,St. Louis Blues
184,Don VanMassenhoven,3,Buffalo Sabres
185,Don VanMassenhoven,4,Carolina Hurricanes
186,Ghislain Hebert,3,Buffalo Sabres
187,Ghislain Hebert,4,Carolina Hurricanes
188,Dennis LaRue,1,Anaheim Ducks
189,Dennis LaRue,0,San Jose Sharks
190,Gord Dwyer,1,Anaheim Ducks
191,Gord Dwyer,0,San Jose Sharks
192,Kevin Pollock,2,Calgary Flames
193,Kevin Pollock,3,Toronto Maple Leafs
194,Stephen Walkom,2,Calgary Flames
195,Stephen Walkom,3,Toronto Maple Leafs
196,Eric Furlatt,5,Colorado Avalanche
197,Eric Furlatt,5,Montréal Canadiens
198,Stephane Auger,5,Colorado Avalanche
199,Stephane Auger,5,Montréal Canadiens
200,David Banfield,4,New York Islanders
201,David Banfield,2,New York Rangers
202,Steve Kozari,4,New York Islanders
203,Steve Kozari,2,New York Rangers
204,Dan O'Halloran,3,Los Angeles Kings
205,Dan O'Halloran,2,Philadelphia Flyers
206,Francois StLaurent,3,Los Angeles Kings
