code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1994030111,Quebec Nordiques,5,New York Rangers,4,Don Koharski,Swede Knox,Quebec Nordiques,New York Rangers
1994030112,Quebec Nordiques,3,New York Rangers,8,Mark Faucette,Swede Knox,New York Rangers,Quebec Nordiques
1994030113,New York Rangers,4,Quebec Nordiques,3,Bill McCreary,Wayne Bonney,New York Rangers,Quebec Nordiques
1994030114,New York Rangers,3,Quebec Nordiques,2,Andy van Hellemond,Wayne Bonney,New York Rangers,Quebec Nordiques
1994030115,Quebec Nordiques,4,New York Rangers,2,Kerry Fraser,Mike Cvik,Quebec Nordiques,New York Rangers
1994030116,New York Rangers,4,Quebec Nordiques,2,Dan Marouelli,Bob Hodges,New York Rangers,Quebec Nordiques
1994030121,Philadelphia Flyers,4,Buffalo Sabres,3,Bill McCreary,Ron Asselstine,Philadelphia Flyers,Buffalo Sabres
1994030122,Philadelphia Flyers,3,Buffalo Sabres,1,Rob Shick,Ron Asselstine,Philadelphia Flyers,Buffalo Sabres
1994030123,Buffalo Sabres,3,Philadelphia Flyers,1,Don Koharski,Shayne Heyer,Buffalo Sabres,Philadelphia Flyers
1994030124,Buffalo Sabres,2,Philadelphia Flyers,4,Paul Stewart,Shayne Heyer,Philadelphia Flyers,Buffalo Sabres
1994030125,Philadelphia Flyers,6,Buffalo Sabres,4,Andy van Hellemond,Swede Knox,Philadelphia Flyers,Buffalo Sabres
1994030131,Pittsburgh Penguins,4,Washington Capitals,5,Andy van Hellemond,Shane Heyer,Washington Capitals,Pittsburgh Penguins
1994030132,Pittsburgh Penguins,5,Washington Capitals,3,Bill McCreary,Shane Heyer,Pittsburgh Penguins,Washington Capitals
1994030133,Washington Capitals,6,Pittsburgh Penguins,2,Terry Gregson,Brian Murphy,Washington Capitals,Pittsburgh Penguins
1994030134,Washington Capitals,6,Pittsburgh Penguins,2,Kerry Fraser,Brian Murphy,Washington Capitals,Pittsburgh Penguins
1994030135,Pittsburgh Penguins,6,Washington Capitals,5,Mike McGeough,Wayne Bonney,Pittsburgh Penguins,Washington Capitals
