,Ref,Score,Team
128,Paul Devorski,7,Buffalo Sabres
129,Paul Devorski,1,New York Islanders
130,Steve Kozari,7,Buffalo Sabres
131,Steve Kozari,1,New York Islanders
132,Chris Lee,1,New Jersey Devils
133,Chris Lee,4,New York Rangers
134,Eric Furlatt,1,New Jersey Devils
135,Eric Furlatt,4,New York Rangers
136,Brian Pochmara,5,Montréal Canadiens
137,Brian Pochmara,3,Philadelphia Flyers
138,Kerry Fraser,5,Montréal Canadiens
139,Kerry Fraser,3,Philadelphia Flyers
140,Dave Jackson,1,Vancouver Canucks
141,Dave Jackson,5,Washington Capitals
142,Wes McCauley,1,Vancouver Canucks
143,Wes McCauley,5,Washington Capitals
144,Dan O'Halloran,1,Carolina Hurricanes
145,Dan O'Halloran,3,Detroit Red Wings
146,Justin StPierre,1,Carolina Hurricanes
147,Justin StPierre,3,Detroit Red Wings
148,Dennis LaRue,2,Chicago Blackhawks
149,Dennis LaRue,2,Nashville Predators
150,Marc Joannette,2,Chicago Blackhawks
151,Marc Joannette,2,Nashville Predators
152,Chris Rooney,2,Philadelphia Flyers
153,Chris Rooney,3,Pittsburgh Penguins
154,Kelly Sutherland,2,Philadelphia Flyers
155,Kelly Sutherland,3,Pittsburgh Penguins
156,Dan O'Halloran,2,Atlanta Thrashers
157,Dan O'Halloran,4,Minnesota Wild
158,Dan O'Rourke,2,Atlanta Thrashers
159,Dan O'Rourke,4,Minnesota Wild
160,Kyle Rehman,5,Calgary Flames
161,Kyle Rehman,4,Colorado Avalanche
162,Tom Kowal,5,Calgary Flames
163,Tom Kowal,4,Colorado Avalanche
164,Brad Watson,3,Anaheim Ducks
165,Brad Watson,6,Los Angeles Kings
166,Gord Dwyer,3,Anaheim Ducks
167,Gord Dwyer,6,Los Angeles Kings
168,Greg Kimmerly,2,Columbus Blue Jackets
169,Greg Kimmerly,5,San Jose Sharks
170,Mike Hasenfratz,2,Columbus Blue Jackets
171,Mike Hasenfratz,5,San Jose Sharks
172,Kerry Fraser,3,Buffalo Sabres
173,Kerry Fraser,1,New York Rangers
174,Steve Kozari,3,Buffalo Sabres
175,Steve Kozari,1,New York Rangers
176,Bill McCreary,3,Boston Bruins
177,Bill McCreary,3,Montréal Canadiens
178,Marc Joannette,3,Boston Bruins
179,Marc Joannette,3,Montréal Canadiens
180,Dean Morton,4,Chicago Blackhawks
181,Dean Morton,1,Phoenix Coyotes
182,Don Koharski,4,Chicago Blackhawks
183,Don Koharski,1,Phoenix Coyotes
184,Brian Pochmara,6,Dallas Stars
185,Brian Pochmara,4,Nashville Predators
186,Rob Shick,6,Dallas Stars
187,Rob Shick,4,Nashville Predators
188,Don VanMassenhoven,2,Anaheim Ducks
189,Don VanMassenhoven,3,Edmonton Oilers
190,Rob Martell,2,Anaheim Ducks
191,Rob Martell,3,Edmonton Oilers
192,Gord Dwyer,0,Atlanta Thrashers
193,Gord Dwyer,1,New Jersey Devils
194,Kelly Sutherland,0,Atlanta Thrashers
195,Kelly Sutherland,1,New Jersey Devils
196,Kevin Pollock,3,Pittsburgh Penguins
197,Kevin Pollock,4,Washington Capitals
198,Steve Kozari,3,Pittsburgh Penguins
199,Steve Kozari,4,Washington Capitals
200,Dan O'Halloran,4,New York Islanders
201,Dan O'Halloran,3,Tampa Bay Lightning
202,Dan O'Rourke,4,New York Islanders
203,Dan O'Rourke,3,Tampa Bay Lightning
204,Ian Walsh,2,Florida Panthers
205,Ian Walsh,6,Minnesota Wild
206,Paul Devorski,2,Florida Panthers
207,Paul Devorski,6,Minnesota Wild
208,Dean Morton,3,Detroit Red Wings
209,Dean Morton,4,Vancouver Canucks
210,Don Koharski,3,Detroit Red Wings
211,Don Koharski,4,Vancouver Canucks
212,Brian Pochmara,1,Dallas Stars
213,Brian Pochmara,6,St. Louis Blues
214,Rob Shick,1,Dallas Stars
215,Rob Shick,6,St. Louis Blues
216,Brad Watson,5,Colorado Avalanche
217,Brad Watson,2,Philadelphia Flyers
218,Justin StPierre,5,Colorado Avalanche
219,Justin StPierre,2,Philadelphia Flyers
220,Brad Meier,6,Ottawa Senators
221,Brad Meier,3,Phoenix Coyotes
222,Wes McCauley,6,Ottawa Senators
223,Wes McCauley,3,Phoenix Coyotes
224,Chris Rooney,0,New York Rangers
225,Chris Rooney,0,Toronto Maple Leafs
226,Marc Joannette,0,New York Rangers
227,Marc Joannette,0,Toronto Maple Leafs
228,Dean Morton,5,Columbus Blue Jackets
229,Dean Morton,3,Nashville Predators
230,Don Koharski,5,Columbus Blue Jackets
231,Don Koharski,3,Nashville Predators
232,Bill McCreary,5,Buffalo Sabres
233,Bill McCreary,2,Vancouver Canucks
234,Kerry Fraser,5,Buffalo Sabres
235,Kerry Fraser,2,Vancouver Canucks
236,Dan Marouelli,3,Calgary Flames
237,Dan Marouelli,4,Edmonton Oilers
238,Dennis LaRue,3,Calgary Flames
239,Dennis LaRue,4,Edmonton Oilers
240,Dave Jackson,4,Anaheim Ducks
241,Dave Jackson,0,San Jose Sharks
242,Justin StPierre,4,Anaheim Ducks
243,Justin StPierre,0,San Jose Sharks
244,Don VanMassenhoven,3,Carolina Hurricanes
245,Don VanMassenhoven,4,Los Angeles Kings
246,Rob Martell,3,Carolina Hurricanes
247,Rob Martell,4,Los Angeles Kings
248,Gord Dwyer,5,Colorado Avalanche
249,Gord Dwyer,4,Dallas Stars
250,Tim Peel,5,Colorado Avalanche
251,Tim Peel,4,Dallas Stars
252,Brad Meier,4,Montréal Canadiens
253,Brad Meier,1,Phoenix Coyotes
254,Wes McCauley,4,Montréal Canadiens
255,Wes McCauley,1,Phoenix Coyotes
256,Kerry Fraser,4,Boston Bruins
257,Kerry Fraser,2,Ottawa Senators
258,Stephane Auger,4,Boston Bruins
259,Stephane Auger,2,Ottawa Senators
260,Brad Watson,4,Pittsburgh Penguins
261,Brad Watson,1,Toronto Maple Leafs
262,Dan O'Rourke,4,Pittsburgh Penguins
263,Dan O'Rourke,1,Toronto Maple Leafs
264,Chris Rooney,3,New Jersey Devils
265,Chris Rooney,3,Washington Capitals
266,Marc Joannette,3,New Jersey Devils
267,Marc Joannette,3,Washington Capitals
268,Brian Pochmara,2,Atlanta Thrashers
269,Brian Pochmara,2,Buffalo Sabres
270,Rob Shick,2,Atlanta Thrashers
271,Rob Shick,2,Buffalo Sabres
272,Chris Lee,2,Florida Panthers
273,Chris Lee,0,New York Islanders
274,Dan O'Halloran,2,Florida Panthers
275,Dan O'Halloran,0,New York Islanders
276,Bill McCreary,5,Detroit Red Wings
277,Bill McCreary,4,New York Rangers
278,Tom Kowal,5,Detroit Red Wings
279,Tom Kowal,4,New York Rangers
280,Ian Walsh,0,Minnesota Wild
281,Ian Walsh,0,Tampa Bay Lightning
282,Paul Devorski,0,Minnesota Wild
283,Paul Devorski,0,Tampa Bay Lightning
284,Kelly Sutherland,3,Columbus Blue Jackets
285,Kelly Sutherland,6,Nashville Predators
286,Mike Leggo,3,Columbus Blue Jackets
287,Mike Leggo,6,Nashville Predators
288,Eric Furlatt,3,Chicago Blackhawks
289,Eric Furlatt,3,St. Louis Blues
290,Kevin Pollock,3,Chicago Blackhawks
291,Kevin Pollock,3,St. Louis Blues
292,Dan Marouelli,2,Calgary Flames
293,Dan Marouelli,3,Edmonton Oilers
294,Dennis LaRue,2,Calgary Flames
295,Dennis LaRue,3,Edmonton Oilers
296,Eric Furlatt,4,Chicago Blackhawks
297,Eric Furlatt,2,Vancouver Canucks
298,Steve Kozari,4,Chicago Blackhawks
299,Steve Kozari,2,Vancouver Canucks
300,Dave Jackson,1,Anaheim Ducks
301,Dave Jackson,3,Carolina Hurricanes
302,Justin StPierre,1,Anaheim Ducks
303,Justin StPierre,3,Carolina Hurricanes
304,Brad Watson,1,Boston Bruins
305,Brad Watson,1,Pittsburgh Penguins
306,Wes McCauley,1,Boston Bruins
307,Wes McCauley,1,Pittsburgh Penguins
308,Ian Walsh,2,Dallas Stars
309,Ian Walsh,1,New York Rangers
310,Mike Leggo,2,Dallas Stars
311,Mike Leggo,1,New York Rangers
312,Brad Meier,1,Florida Panthers
313,Brad Meier,3,Montréal Canadiens
314,Kerry Fraser,1,Florida Panthers
315,Kerry Fraser,3,Montréal Canadiens
316,Dave Jackson,4,Colorado Avalanche
317,Dave Jackson,3,Los Angeles Kings
318,Justin StPierre,4,Colorado Avalanche
319,Justin StPierre,3,Los Angeles Kings
320,Chris Ciamaga,2,Boston Bruins
321,Chris Ciamaga,2,Buffalo Sabres
322,Kevin Pollock,2,Boston Bruins
323,Kevin Pollock,2,Buffalo Sabres
324,Brad Meier,2,Anaheim Ducks
325,Brad Meier,2,Toronto Maple Leafs
326,Dan Marouelli,2,Anaheim Ducks
327,Dan Marouelli,2,Toronto Maple Leafs
328,Eric Furlatt,4,Columbus Blue Jackets
329,Eric Furlatt,2,Vancouver Canucks
330,Tom Kowal,4,Columbus Blue Jackets
331,Tom Kowal,2,Vancouver Canucks
332,Gord Dwyer,2,Atlanta Thrashers
333,Gord Dwyer,3,Tampa Bay Lightning
334,Mike Hasenfratz,2,Atlanta Thrashers
335,Mike Hasenfratz,3,Tampa Bay Lightning
336,Bill McCreary,2,Calgary Flames
337,Bill McCreary,1,Washington Capitals
338,Chris Lee,2,Calgary Flames
339,Chris Lee,1,Washington Capitals
340,Dan Marouelli,3,Florida Panthers
341,Dan Marouelli,1,Ottawa Senators
342,Don VanMassenhoven,3,Florida Panthers
343,Don VanMassenhoven,1,Ottawa Senators
344,Mike Leggo,0,Dallas Stars
345,Mike Leggo,5,New Jersey Devils
346,Stephane Auger,0,Dallas Stars
347,Stephane Auger,5,New Jersey Devils
348,Brad Watson,6,Philadelphia Flyers
349,Brad Watson,6,San Jose Sharks
350,David Banfield,6,Philadelphia Flyers
351,David Banfield,6,San Jose Sharks
352,Chris Rooney,4,Detroit Red Wings
353,Chris Rooney,3,St. Louis Blues
354,Tim Peel,4,Detroit Red Wings
355,Tim Peel,3,St. Louis Blues
356,Greg Kimmerly,3,Chicago Blackhawks
357,Greg Kimmerly,0,Edmonton Oilers
358,Tom Kowal,3,Chicago Blackhawks
359,Tom Kowal,0,Edmonton Oilers
360,Dan O'Rourke,2,Boston Bruins
361,Dan O'Rourke,4,Toronto Maple Leafs
362,Dave Jackson,2,Boston Bruins
363,Dave Jackson,4,Toronto Maple Leafs
364,Brad Watson,5,Dallas Stars
365,Brad Watson,3,New York Islanders
366,Francois StLaurent,5,Dallas Stars
367,Francois StLaurent,3,New York Islanders
368,Mike Leggo,1,Carolina Hurricanes
369,Mike Leggo,4,Pittsburgh Penguins
370,Stephane Auger,1,Carolina Hurricanes
371,Stephane Auger,4,Pittsburgh Penguins
372,Gord Dwyer,5,Calgary Flames
373,Gord Dwyer,3,Nashville Predators
374,Mike Hasenfratz,5,Calgary Flames
375,Mike Hasenfratz,3,Nashville Predators
376,Bill McCreary,4,Buffalo Sabres
377,Bill McCreary,3,Minnesota Wild
378,Rob Martell,4,Buffalo Sabres
379,Rob Martell,3,Minnesota Wild
380,Dean Morton,4,Colorado Avalanche
381,Dean Morton,1,Edmonton Oilers
382,Rob Shick,4,Colorado Avalanche
383,Rob Shick,1,Edmonton Oilers
384,Dennis LaRue,2,Phoenix Coyotes
385,Dennis LaRue,1,Washington Capitals
386,Kelly Sutherland,2,Phoenix Coyotes
387,Kelly Sutherland,1,Washington Capitals
388,Frederick L'Ecuyer,4,Anaheim Ducks
389,Frederick L'Ecuyer,3,Ottawa Senators
390,Kevin Pollock,4,Anaheim Ducks
391,Kevin Pollock,3,Ottawa Senators
392,Brian Pochmara,3,New Jersey Devils
393,Brian Pochmara,6,Philadelphia Flyers
394,Don Koharski,3,New Jersey Devils
395,Don Koharski,6,Philadelphia Flyers
396,Mike Leggo,1,Columbus Blue Jackets
397,Mike Leggo,3,New York Rangers
398,Stephane Auger,1,Columbus Blue Jackets
399,Stephane Auger,3,New York Rangers
400,Chris Rooney,4,Florida Panthers
401,Chris Rooney,3,San Jose Sharks
402,Tim Peel,4,Florida Panthers
403,Tim Peel,3,San Jose Sharks
404,Dan O'Halloran,3,Atlanta Thrashers
405,Dan O'Halloran,5,Detroit Red Wings
406,Don VanMassenhoven,3,Atlanta Thrashers
407,Don VanMassenhoven,5,Detroit Red Wings
408,Chris Lee,4,Los Angeles Kings
409,Chris Lee,0,St. Louis Blues
410,Ian Walsh,4,Los Angeles Kings
411,Ian Walsh,0,St. Louis Blues
412,Justin StPierre,4,Atlanta Thrashers
413,Justin StPierre,5,Boston Bruins
414,Kerry Fraser,4,Atlanta Thrashers
415,Kerry Fraser,5,Boston Bruins
416,Don VanMassenhoven,2,Ottawa Senators
417,Don VanMassenhoven,3,Toronto Maple Leafs
418,Wes McCauley,2,Ottawa Senators
419,Wes McCauley,3,Toronto Maple Leafs
420,Eric Furlatt,6,Anaheim Ducks
421,Eric Furlatt,4,Montréal Canadiens
422,Kevin Pollock,6,Anaheim Ducks
423,Kevin Pollock,4,Montréal Canadiens
424,Dan O'Rourke,4,Carolina Hurricanes
425,Dan O'Rourke,3,New York Islanders
426,Paul Devorski,4,Carolina Hurricanes
427,Paul Devorski,3,New York Islanders
428,Brian Pochmara,2,New York Rangers
429,Brian Pochmara,2,Pittsburgh Penguins
430,Don Koharski,2,New York Rangers
431,Don Koharski,2,Pittsburgh Penguins
432,Dave Jackson,2,New Jersey Devils
433,Dave Jackson,3,Philadelphia Flyers
434,Greg Kimmerly,2,New Jersey Devils
435,Greg Kimmerly,3,Philadelphia Flyers
436,Chris Rooney,3,San Jose Sharks
437,Chris Rooney,0,Tampa Bay Lightning
438,Tim Peel,3,San Jose Sharks
439,Tim Peel,0,Tampa Bay Lightning
440,Chris Lee,4,Los Angeles Kings
441,Chris Lee,5,Nashville Predators
442,Ian Walsh,4,Los Angeles Kings
443,Ian Walsh,5,Nashville Predators
444,Dan Marouelli,1,Columbus Blue Jackets
445,Dan Marouelli,2,Minnesota Wild
446,Steve Kozari,1,Columbus Blue Jackets
447,Steve Kozari,2,Minnesota Wild
448,Marc Joannette,5,Dallas Stars
449,Marc Joannette,6,Washington Capitals
450,Rob Martell,5,Dallas Stars
451,Rob Martell,6,Washington Capitals
452,Gord Dwyer,5,Chicago Blackhawks
453,Gord Dwyer,5,Detroit Red Wings
454,Mike Hasenfratz,5,Chicago Blackhawks
455,Mike Hasenfratz,5,Detroit Red Wings
456,Bill McCreary,0,Florida Panthers
457,Bill McCreary,4,St. Louis Blues
458,Brad Watson,0,Florida Panthers
459,Brad Watson,4,St. Louis Blues
460,Dennis LaRue,1,Buffalo Sabres
461,Dennis LaRue,1,Colorado Avalanche
462,Kelly Sutherland,1,Buffalo Sabres
463,Kelly Sutherland,1,Colorado Avalanche
464,Brad Meier,3,Edmonton Oilers
465,Brad Meier,6,Vancouver Canucks
466,Tom Kowal,3,Edmonton Oilers
467,Tom Kowal,6,Vancouver Canucks
468,Dean Morton,4,Calgary Flames
469,Dean Morton,1,Phoenix Coyotes
470,Rob Shick,4,Calgary Flames
471,Rob Shick,1,Phoenix Coyotes
472,Chris Lee,2,Buffalo Sabres
473,Chris Lee,5,Ottawa Senators
474,Dan O'Rourke,2,Buffalo Sabres
475,Dan O'Rourke,5,Ottawa Senators
476,Brian Pochmara,2,New York Islanders
477,Brian Pochmara,4,New York Rangers
478,Don Koharski,2,New York Islanders
479,Don Koharski,4,New York Rangers
480,Marc Joannette,3,Anaheim Ducks
481,Marc Joannette,2,Columbus Blue Jackets
482,Wes McCauley,3,Anaheim Ducks
483,Wes McCauley,2,Columbus Blue Jackets
484,Dan Marouelli,2,Chicago Blackhawks
485,Dan Marouelli,3,Minnesota Wild
486,Mike Hasenfratz,2,Chicago Blackhawks
487,Mike Hasenfratz,3,Minnesota Wild
488,Dan O'Halloran,1,Boston Bruins
489,Dan O'Halloran,0,Edmonton Oilers
490,Eric Furlatt,1,Boston Bruins
491,Eric Furlatt,0,Edmonton Oilers
492,Dean Morton,3,Detroit Red Wings
493,Dean Morton,3,Los Angeles Kings
494,Rob Shick,3,Detroit Red Wings
495,Rob Shick,3,Los Angeles Kings
496,Paul Devorski,3,Nashville Predators
497,Paul Devorski,3,Washington Capitals
498,Rob Martell,3,Nashville Predators
499,Rob Martell,3,Washington Capitals
500,Marc Joannette,0,Atlanta Thrashers
501,Marc Joannette,7,Philadelphia Flyers
502,Wes McCauley,0,Atlanta Thrashers
503,Wes McCauley,7,Philadelphia Flyers
504,Bill McCreary,3,Tampa Bay Lightning
505,Bill McCreary,2,Toronto Maple Leafs
506,Greg Kimmerly,3,Tampa Bay Lightning
507,Greg Kimmerly,2,Toronto Maple Leafs
508,Don VanMassenhoven,2,Carolina Hurricanes
509,Don VanMassenhoven,2,Montréal Canadiens
510,Stephane Auger,2,Carolina Hurricanes
511,Stephane Auger,2,Montréal Canadiens
512,Dan O'Halloran,3,Calgary Flames
513,Dan O'Halloran,0,Colorado Avalanche
514,Eric Furlatt,3,Calgary Flames
515,Eric Furlatt,0,Colorado Avalanche
516,Dennis LaRue,1,Boston Bruins
517,Dennis LaRue,0,Vancouver Canucks
518,Kelly Sutherland,1,Boston Bruins
519,Kelly Sutherland,0,Vancouver Canucks
520,Dean Morton,1,Pittsburgh Penguins
521,Dean Morton,2,San Jose Sharks
522,Rob Shick,1,Pittsburgh Penguins
523,Rob Shick,2,San Jose Sharks
524,Mike Hasenfratz,5,New Jersey Devils
525,Mike Hasenfratz,5,Toronto Maple Leafs
526,Rob Martell,5,New Jersey Devils
527,Rob Martell,5,Toronto Maple Leafs
528,Brad Watson,4,Dallas Stars
529,Brad Watson,2,Minnesota Wild
530,Kevin Pollock,4,Dallas Stars
531,Kevin Pollock,2,Minnesota Wild
532,Mike Leggo,5,Anaheim Ducks
533,Mike Leggo,4,Detroit Red Wings
534,Steve Kozari,5,Anaheim Ducks
535,Steve Kozari,4,Detroit Red Wings
536,Stephane Auger,2,Buffalo Sabres
537,Stephane Auger,5,Tampa Bay Lightning
538,Tom Kowal,2,Buffalo Sabres
539,Tom Kowal,5,Tampa Bay Lightning
540,Greg Kimmerly,2,Atlanta Thrashers
541,Greg Kimmerly,3,New York Rangers
542,Paul Devorski,2,Atlanta Thrashers
543,Paul Devorski,3,New York Rangers
544,Mike Hasenfratz,2,New York Islanders
545,Mike Hasenfratz,3,Philadelphia Flyers
546,Rob Martell,2,New York Islanders
547,Rob Martell,3,Philadelphia Flyers
548,Dave Jackson,1,Florida Panthers
549,Dave Jackson,2,Ottawa Senators
550,Justin StPierre,1,Florida Panthers
551,Justin StPierre,2,Ottawa Senators
552,Kevin Pollock,1,Edmonton Oilers
553,Kevin Pollock,3,Nashville Predators
554,Wes McCauley,1,Edmonton Oilers
555,Wes McCauley,3,Nashville Predators
556,Chris Lee,1,Minnesota Wild
557,Chris Lee,2,Montréal Canadiens
558,Gord Dwyer,1,Minnesota Wild
559,Gord Dwyer,2,Montréal Canadiens
560,Kerry Fraser,1,Carolina Hurricanes
561,Kerry Fraser,0,St. Louis Blues
562,Marc Joannette,1,Carolina Hurricanes
563,Marc Joannette,0,St. Louis Blues
564,Brad Meier,2,Colorado Avalanche
565,Brad Meier,4,Columbus Blue Jackets
566,Dan Marouelli,2,Colorado Avalanche
567,Dan Marouelli,4,Columbus Blue Jackets
568,Dan O'Halloran,2,Boston Bruins
569,Dan O'Halloran,3,Calgary Flames
570,Eric Furlatt,2,Boston Bruins
571,Eric Furlatt,3,Calgary Flames
572,Bill McCreary,4,Phoenix Coyotes
573,Bill McCreary,1,Pittsburgh Penguins
574,Tim Peel,4,Phoenix Coyotes
575,Tim Peel,1,Pittsburgh Penguins
576,Rob Shick,0,Los Angeles Kings
577,Rob Shick,4,Vancouver Canucks
578,Steve Kozari,0,Los Angeles Kings
579,Steve Kozari,4,Vancouver Canucks
580,Ian Walsh,2,Detroit Red Wings
581,Ian Walsh,4,San Jose Sharks
582,Kelly Sutherland,2,Detroit Red Wings
583,Kelly Sutherland,4,San Jose Sharks
584,Kevin Pollock,5,Chicago Blackhawks
585,Kevin Pollock,2,Dallas Stars
586,Wes McCauley,5,Chicago Blackhawks
587,Wes McCauley,2,Dallas Stars
588,Greg Kimmerly,1,Carolina Hurricanes
589,Greg Kimmerly,3,Edmonton Oilers
590,Marc Joannette,1,Carolina Hurricanes
591,Marc Joannette,3,Edmonton Oilers
592,Chris Rooney,5,Boston Bruins
593,Chris Rooney,1,Dallas Stars
594,Don VanMassenhoven,5,Boston Bruins
595,Don VanMassenhoven,1,Dallas Stars
596,Brian Pochmara,5,Buffalo Sabres
597,Brian Pochmara,0,Washington Capitals
598,Don Koharski,5,Buffalo Sabres
599,Don Koharski,0,Washington Capitals
600,Chris Lee,2,New York Rangers
601,Chris Lee,5,Toronto Maple Leafs
602,Eric Furlatt,2,New York Rangers
603,Eric Furlatt,5,Toronto Maple Leafs
604,Dennis LaRue,1,Atlanta Thrashers
605,Dennis LaRue,6,New Jersey Devils
606,Frederick L'Ecuyer,1,Atlanta Thrashers
607,Frederick L'Ecuyer,6,New Jersey Devils
608,Dean Morton,5,Montréal Canadiens
609,Dean Morton,4,New York Islanders
610,Tom Kowal,5,Montréal Canadiens
611,Tom Kowal,4,New York Islanders
612,Gord Dwyer,3,Chicago Blackhawks
613,Gord Dwyer,3,Columbus Blue Jackets
614,Kerry Fraser,3,Chicago Blackhawks
615,Kerry Fraser,3,Columbus Blue Jackets
616,Dave Jackson,2,Ottawa Senators
617,Dave Jackson,2,Tampa Bay Lightning
618,Justin StPierre,2,Ottawa Senators
619,Justin StPierre,2,Tampa Bay Lightning
620,Brad Meier,2,Florida Panthers
621,Brad Meier,2,Nashville Predators
622,Stephane Auger,2,Florida Panthers
623,Stephane Auger,2,Nashville Predators
624,Dan Marouelli,6,Pittsburgh Penguins
625,Dan Marouelli,3,St. Louis Blues
626,Rob Martell,6,Pittsburgh Penguins
627,Rob Martell,3,St. Louis Blues
628,Brad Watson,3,Minnesota Wild
629,Brad Watson,2,Phoenix Coyotes
630,Tim Peel,3,Minnesota Wild
631,Tim Peel,2,Phoenix Coyotes
632,Paul Devorski,3,Calgary Flames
633,Paul Devorski,2,Los Angeles Kings
