code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2014020001,Toronto Maple Leafs,3,Montréal Canadiens,4,Paul Devorski,Tom Kowal,Montréal Canadiens,Toronto Maple Leafs
2014020002,Boston Bruins,2,Philadelphia Flyers,1,Rob Martell,Eric Furlatt,Boston Bruins,Philadelphia Flyers
2014020003,Calgary Flames,2,Vancouver Canucks,4,Tim Peel,Ghislain Hebert,Vancouver Canucks,Calgary Flames
2014020004,Los Angeles Kings,0,San Jose Sharks,4,Dan O'Rourke,Dan O'Halloran,San Jose Sharks,Los Angeles Kings
2014020005,Buffalo Sabres,1,Columbus Blue Jackets,3,Francis Charron,Tom Kowal,Columbus Blue Jackets,Buffalo Sabres
2014020006,Philadelphia Flyers,4,New Jersey Devils,6,Jean Hebert,Steve Kozari,New Jersey Devils,Philadelphia Flyers
2014020007,Pittsburgh Penguins,6,Anaheim Ducks,4,Gord Dwyer,Marc Joannette,Pittsburgh Penguins,Anaheim Ducks
2014020008,Washington Capitals,1,Montréal Canadiens,1,Rob Martell,Chris Lee,Washington Capitals,Montréal Canadiens
2014020009,Detroit Red Wings,2,Boston Bruins,1,Dennis LaRue,Brad Meier,Detroit Red Wings,Boston Bruins
2014020010,Tampa Bay Lightning,3,Florida Panthers,2,Brian Pochmara,Kevin Pollock,Tampa Bay Lightning,Florida Panthers
2014020011,St. Louis Blues,2,New York Rangers,3,Chris Rooney,Kyle Rehman,New York Rangers,St. Louis Blues
2014020012,Nashville Predators,3,Ottawa Senators,2,Kelly Sutherland,Furman Furman,Nashville Predators,Ottawa Senators
2014020013,Dallas Stars,2,Chicago Blackhawks,2,Graham Skilliter,Francois St-Laurent,Dallas Stars,Chicago Blackhawks
2014020014,Minnesota Wild,5,Colorado Avalanche,0,Frederick L'Ecuyer,Greg Kimmerly,Minnesota Wild,Colorado Avalanche
2014020015,Edmonton Oilers,2,Calgary Flames,5,Tim Peel,Ghislain Hebert,Calgary Flames,Edmonton Oilers
2014020016,Arizona Coyotes,2,Winnipeg Jets,6,Dan O'Rourke,Dan O'Halloran,Winnipeg Jets,Arizona Coyotes
2014020017,Carolina Hurricanes,3,New York Islanders,5,Justin St. Pierre ,Ian Walsh,New York Islanders,Carolina Hurricanes
2014020018,Boston Bruins,0,Washington Capitals,4,Dave Jackson,Gord Dwyer,Washington Capitals,Boston Bruins
2014020020,Detroit Red Wings,2,Anaheim Ducks,3,Kelly Sutherland,Tom Kowal,Anaheim Ducks,Detroit Red Wings
2014020021,Tampa Bay Lightning,2,Ottawa Senators,2,Chris Rooney,Kyle Rehman,Tampa Bay Lightning,Ottawa Senators
2014020022,Florida Panthers,1,New Jersey Devils,5,Brian Pochmara,Kevin Pollock,New Jersey Devils,Florida Panthers
2014020023,New York Islanders,4,Carolina Hurricanes,3,Jean Hebert,Steve Kozari,New York Islanders,Carolina Hurricanes
2014020024,Philadelphia Flyers,3,Montréal Canadiens,3,Rob Martell,Chris Lee,Philadelphia Flyers,Montréal Canadiens
2014020025,Columbus Blue Jackets,5,New York Rangers,2,Frederick L'Ecuyer,Marc Joannette,Columbus Blue Jackets,New York Rangers
2014020026,St. Louis Blues,4,Calgary Flames,1,Greg Kimmerly,Brad Watson,St. Louis Blues,Calgary Flames
2014020027,Nashville Predators,4,Dallas Stars,1,Justin St. Pierre ,Brad Meier,Nashville Predators,Dallas Stars
2014020028,Chicago Blackhawks,6,Buffalo Sabres,2,Ian Walsh,Trevor Hanson,Chicago Blackhawks,Buffalo Sabres
