Year,Ref,Score,Team
1999,Scott Zelkin,2,Colorado Avalanche
1999,Scott Zelkin,5,Los Angeles Kings
1999,Dan Marouelli,1,Atlanta Thrashers
1999,Dan Marouelli,5,New Jersey Devils
1999,Lyle Seitz,1,Atlanta Thrashers
1999,Lyle Seitz,5,New Jersey Devils
1999,Richard Trottier,2,Buffalo Sabres
1999,Richard Trottier,4,Tampa Bay Lightning
1999,Shane Heyer,2,Buffalo Sabres
1999,Shane Heyer,4,Tampa Bay Lightning
1999,Mark Pare,3,Detroit Red Wings
1999,Mark Pare,2,Pittsburgh Penguins
1999,Paul Devorski,3,Detroit Red Wings
1999,Paul Devorski,2,Pittsburgh Penguins
1999,Kevin Maguire,5,Chicago Blackhawks
1999,Kevin Maguire,0,New York Islanders
1999,Swede Knox,5,Chicago Blackhawks
1999,Swede Knox,0,New York Islanders
1999,Mark Faucette,2,Edmonton Oilers
1999,Mark Faucette,2,St. Louis Blues
1999,Rob Martell,2,Edmonton Oilers
1999,Rob Martell,2,St. Louis Blues
1999,Don Van Massenhoven,2,Phoenix Coyotes
1999,Don Van Massenhoven,3,Vancouver Canucks
1999,Scott Zelkin,2,Phoenix Coyotes
1999,Scott Zelkin,3,Vancouver Canucks
1999,Mark Faucette,1,Detroit Red Wings
1999,Mark Faucette,1,Toronto Maple Leafs
1999,Paul Stewart,1,Detroit Red Wings
1999,Paul Stewart,1,Toronto Maple Leafs
1999,Bernard Degrace,2,Atlanta Thrashers
1999,Bernard Degrace,4,Montréal Canadiens
1999,Stephen Walkom,2,Atlanta Thrashers
1999,Stephen Walkom,4,Montréal Canadiens
1999,Blaine Angus,2,Anaheim Ducks
1999,Blaine Angus,4,Ottawa Senators
1999,Dan Marouelli,2,Anaheim Ducks
1999,Dan Marouelli,4,Ottawa Senators
1999,Lyle Seitz,3,New York Islanders
1999,Lyle Seitz,5,St. Louis Blues
1999,Mike Leggo,3,New York Islanders
1999,Mike Leggo,5,St. Louis Blues
1999,Dennis LaRue,5,Boston Bruins
1999,Dennis LaRue,2,New York Rangers
1999,Terry Gregson,5,Boston Bruins
1999,Terry Gregson,2,New York Rangers
1999,Dave Jackson,3,Philadelphia Flyers
1999,Dave Jackson,2,San Jose Sharks
1999,Michael McGeough,3,Philadelphia Flyers
1999,Michael McGeough,2,San Jose Sharks
1999,Mark Pare,2,Nashville Predators
1999,Mark Pare,6,Pittsburgh Penguins
1999,Robbie Shick,2,Nashville Predators
1999,Robbie Shick,6,Pittsburgh Penguins
1999,Greg Kimmerly,2,New Jersey Devils
1999,Greg Kimmerly,4,Washington Capitals
1999,Paul Devorski,2,New Jersey Devils
1999,Paul Devorski,4,Washington Capitals
1999,Dan O'Halloran,4,Carolina Hurricanes
1999,Dan O'Halloran,2,Tampa Bay Lightning
1999,Lance Roberts,4,Carolina Hurricanes
1999,Lance Roberts,2,Tampa Bay Lightning
1999,Richard Trottier,1,Buffalo Sabres
1999,Richard Trottier,3,Florida Panthers
1999,Shane Heyer,1,Buffalo Sabres
1999,Shane Heyer,3,Florida Panthers
1999,Brad Watson,2,Calgary Flames
1999,Brad Watson,5,Colorado Avalanche
1999,Kerry Fraser,2,Calgary Flames
1999,Kerry Fraser,5,Colorado Avalanche
1999,Dave Jackson,3,Chicago Blackhawks
1999,Dave Jackson,6,Edmonton Oilers
1999,Don Koharski,3,Chicago Blackhawks
1999,Don Koharski,6,Edmonton Oilers
1999,Don Van Massenhoven,3,Los Angeles Kings
1999,Don Van Massenhoven,2,Phoenix Coyotes
1999,Randy Mitton,3,Los Angeles Kings
1999,Randy Mitton,2,Phoenix Coyotes
1999,Dennis LaRue,2,San Jose Sharks
1999,Dennis LaRue,4,Toronto Maple Leafs
1999,Mark Faucette,2,San Jose Sharks
1999,Mark Faucette,4,Toronto Maple Leafs
1999,Brad Watson,2,Colorado Avalanche
1999,Brad Watson,2,Vancouver Canucks
1999,Kerry Fraser,2,Colorado Avalanche
1999,Kerry Fraser,2,Vancouver Canucks
1999,Greg Kimmerly,1,Montréal Canadiens
1999,Greg Kimmerly,4,San Jose Sharks
1999,Mark Faucette,1,Montréal Canadiens
1999,Mark Faucette,4,San Jose Sharks
1999,Mike Leggo,2,Buffalo Sabres
1999,Mike Leggo,3,Pittsburgh Penguins
1999,Paul Stewart,2,Buffalo Sabres
1999,Paul Stewart,3,Pittsburgh Penguins
1999,Michael McGeough,1,Calgary Flames
1999,Michael McGeough,2,Phoenix Coyotes
1999,Wayne Bonney,1,Calgary Flames
1999,Wayne Bonney,2,Phoenix Coyotes
1999,Brad Lazarowich,2,Chicago Blackhawks
1999,Brad Lazarowich,3,Los Angeles Kings
1999,Kerry Fraser,2,Chicago Blackhawks
1999,Kerry Fraser,3,Los Angeles Kings
1999,Bill McCreary,3,St. Louis Blues
1999,Bill McCreary,2,Toronto Maple Leafs
1999,Gerry Gauthier,3,St. Louis Blues
1999,Gerry Gauthier,2,Toronto Maple Leafs
1999,Dennis LaRue,2,Boston Bruins
1999,Dennis LaRue,2,New Jersey Devils
1999,Lance Roberts,2,Boston Bruins
1999,Lance Roberts,2,New Jersey Devils
1999,Bernard Degrace,2,Dallas Stars
1999,Bernard Degrace,2,Washington Capitals
1999,Terry Gregson,2,Dallas Stars
1999,Terry Gregson,2,Washington Capitals
1999,Dan Schachte,2,Carolina Hurricanes
1999,Dan Schachte,1,Ottawa Senators
1999,Scott Zelkin,2,Carolina Hurricanes
1999,Scott Zelkin,1,Ottawa Senators
1999,Dan Marouelli,5,Atlanta Thrashers
1999,Dan Marouelli,4,Tampa Bay Lightning
1999,Dean Warren,5,Atlanta Thrashers
1999,Dean Warren,4,Tampa Bay Lightning
1999,Baron Parker,1,Colorado Avalanche
1999,Baron Parker,2,Florida Panthers
1999,Brad Watson,1,Colorado Avalanche
1999,Brad Watson,2,Florida Panthers
1999,Paul Devorski,7,Detroit Red Wings
1999,Paul Devorski,2,Vancouver Canucks
1999,Richard Trottier,7,Detroit Red Wings
1999,Richard Trottier,2,Vancouver Canucks
1999,Robbie Shick,2,Anaheim Ducks
1999,Robbie Shick,1,Calgary Flames
1999,Shane Heyer,2,Anaheim Ducks
1999,Shane Heyer,1,Calgary Flames
1999,Don Koharski,5,Boston Bruins
1999,Don Koharski,3,New York Rangers
1999,Kevin Collins,5,Boston Bruins
1999,Kevin Collins,3,New York Rangers
1999,Dan O'Halloran,1,Ottawa Senators
1999,Dan O'Halloran,4,San Jose Sharks
1999,Pierre Champoux,1,Ottawa Senators
1999,Pierre Champoux,4,San Jose Sharks
1999,None,1,Dallas Stars
1999,None,1,Philadelphia Flyers
1999,Terry Gregson,1,Dallas Stars
1999,Terry Gregson,1,Philadelphia Flyers
1999,Blaine Angus,1,Pittsburgh Penguins
1999,Blaine Angus,2,Tampa Bay Lightning
1999,Dan Marouelli,1,Pittsburgh Penguins
1999,Dan Marouelli,2,Tampa Bay Lightning
1999,Don Van Massenhoven,0,Florida Panthers
1999,Don Van Massenhoven,3,St. Louis Blues
1999,Kevin Maguire,0,Florida Panthers
1999,Kevin Maguire,3,St. Louis Blues
1999,Mike Leggo,1,Montréal Canadiens
1999,Mike Leggo,6,Nashville Predators
1999,Stephane Provost,1,Montréal Canadiens
1999,Stephane Provost,6,Nashville Predators
1999,Brad Watson,3,Carolina Hurricanes
1999,Brad Watson,3,Washington Capitals
1999,Dennis LaRue,3,Carolina Hurricanes
1999,Dennis LaRue,3,Washington Capitals
1999,Bill McCreary,0,Atlanta Thrashers
1999,Bill McCreary,4,Buffalo Sabres
1999,Brian Murphy,0,Atlanta Thrashers
1999,Brian Murphy,4,Buffalo Sabres
1999,Dave Jackson,2,Colorado Avalanche
1999,Dave Jackson,3,New York Islanders
1999,Michael McGeough,2,Colorado Avalanche
1999,Michael McGeough,3,New York Islanders
1999,Lyle Seitz,3,Calgary Flames
1999,Lyle Seitz,1,Detroit Red Wings
1999,Paul Devorski,3,Calgary Flames
1999,Paul Devorski,1,Detroit Red Wings
1999,Greg Kimmerly,4,Anaheim Ducks
1999,Greg Kimmerly,2,Chicago Blackhawks
1999,Richard Trottier,4,Anaheim Ducks
1999,Richard Trottier,2,Chicago Blackhawks
1999,Kerry Fraser,0,Boston Bruins
1999,Kerry Fraser,3,Washington Capitals
1999,Pat Dapuzzo,0,Boston Bruins
1999,Pat Dapuzzo,3,Washington Capitals
1999,Scott Zelkin,3,Atlanta Thrashers
1999,Scott Zelkin,4,Buffalo Sabres
1999,Stephen Walkom,3,Atlanta Thrashers
1999,Stephen Walkom,4,Buffalo Sabres
1999,Dan O'Halloran,3,New York Rangers
1999,Dan O'Halloran,4,Toronto Maple Leafs
1999,Terry Gregson,3,New York Rangers
1999,Terry Gregson,4,Toronto Maple Leafs
1999,Bernard Degrace,3,New Jersey Devils
1999,Bernard Degrace,1,Ottawa Senators
1999,Paul Stewart,3,New Jersey Devils
1999,Paul Stewart,1,Ottawa Senators
1999,Don Koharski,4,Philadelphia Flyers
1999,Don Koharski,1,Tampa Bay Lightning
1999,Kevin Maguire,4,Philadelphia Flyers
1999,Kevin Maguire,1,Tampa Bay Lightning
1999,Don Van Massenhoven,1,Carolina Hurricanes
1999,Don Van Massenhoven,0,Dallas Stars
1999,Gordon Broseker,1,Carolina Hurricanes
1999,Gordon Broseker,0,Dallas Stars
1999,Blaine Angus,2,Florida Panthers
1999,Blaine Angus,1,Pittsburgh Penguins
1999,Dan Marouelli,2,Florida Panthers
1999,Dan Marouelli,1,Pittsburgh Penguins
1999,Bill McCreary,1,San Jose Sharks
1999,Bill McCreary,1,St. Louis Blues
1999,Brian Murphy,1,San Jose Sharks
1999,Brian Murphy,1,St. Louis Blues
1999,Lance Roberts,1,Nashville Predators
1999,Lance Roberts,3,Vancouver Canucks
1999,Stephane Provost,1,Nashville Predators
1999,Stephane Provost,3,Vancouver Canucks
1999,Paul Devorski,1,Detroit Red Wings
1999,Paul Devorski,2,Edmonton Oilers
1999,Swede Knox,1,Detroit Red Wings
1999,Swede Knox,2,Edmonton Oilers
1999,Robbie Shick,1,Chicago Blackhawks
1999,Robbie Shick,3,Phoenix Coyotes
1999,Wayne Bonney,1,Chicago Blackhawks
1999,Wayne Bonney,3,Phoenix Coyotes
1999,Brad Lazarowich,3,Los Angeles Kings
1999,Brad Lazarowich,5,Montréal Canadiens
1999,Mark Faucette,3,Los Angeles Kings
1999,Mark Faucette,5,Montréal Canadiens
1999,Michael McGeough,4,Edmonton Oilers
1999,Michael McGeough,4,New York Islanders
1999,Randy Mitton,4,Edmonton Oilers
1999,Randy Mitton,4,New York Islanders
1999,Don Van Massenhoven,2,Boston Bruins
1999,Don Van Massenhoven,1,Carolina Hurricanes
1999,Rob Martell,2,Boston Bruins
1999,Rob Martell,1,Carolina Hurricanes
1999,Brad Kovachik,6,Atlanta Thrashers
1999,Brad Kovachik,3,Vancouver Canucks
1999,Kevin Maguire,6,Atlanta Thrashers
1999,Kevin Maguire,3,Vancouver Canucks
1999,Blaine Angus,1,Philadelphia Flyers
1999,Blaine Angus,4,Tampa Bay Lightning
1999,Dan Marouelli,1,Philadelphia Flyers
1999,Dan Marouelli,4,Tampa Bay Lightning
1999,Scott Zelkin,2,Nashville Predators
1999,Scott Zelkin,3,St. Louis Blues
1999,Stephen Walkom,2,Nashville Predators
1999,Stephen Walkom,3,St. Louis Blues
1999,Paul Devorski,3,Colorado Avalanche
1999,Paul Devorski,2,Dallas Stars
1999,Robbie Shick,3,Colorado Avalanche
1999,Robbie Shick,2,Dallas Stars
1999,Dave Jackson,1,Anaheim Ducks
1999,Dave Jackson,2,Montréal Canadiens
1999,Greg Kimmerly,1,Anaheim Ducks
1999,Greg Kimmerly,2,Montréal Canadiens
1999,Bernard Degrace,3,Pittsburgh Penguins
1999,Bernard Degrace,1,Toronto Maple Leafs
1999,Kerry Fraser,3,Pittsburgh Penguins
1999,Kerry Fraser,1,Toronto Maple Leafs
1999,Dave Jackson,2,Colorado Avalanche
1999,Dave Jackson,6,Los Angeles Kings
1999,Mark Wheler,2,Colorado Avalanche
1999,Mark Wheler,6,Los Angeles Kings
1999,Don Koharski,3,Calgary Flames
1999,Don Koharski,2,New York Islanders
1999,Michael McGeough,3,Calgary Flames
1999,Michael McGeough,2,New York Islanders
1999,Mark Faucette,3,Montréal Canadiens
1999,Mark Faucette,2,San Jose Sharks
1999,Mike Leggo,3,Montréal Canadiens
1999,Mike Leggo,2,San Jose Sharks
1999,Brad Watson,5,Buffalo Sabres
1999,Brad Watson,2,Washington Capitals
1999,Paul Devorski,5,Buffalo Sabres
1999,Paul Devorski,2,Washington Capitals
1999,Pat Dapuzzo,1,Carolina Hurricanes
1999,Pat Dapuzzo,1,Vancouver Canucks
1999,Richard Trottier,1,Carolina Hurricanes
1999,Richard Trottier,1,Vancouver Canucks
1999,Conrad Hache,6,New York Rangers
1999,Conrad Hache,3,Tampa Bay Lightning
1999,Terry Gregson,6,New York Rangers
1999,Terry Gregson,3,Tampa Bay Lightning
1999,Blaine Angus,1,Florida Panthers
1999,Blaine Angus,6,Philadelphia Flyers
1999,Dan Marouelli,1,Florida Panthers
1999,Dan Marouelli,6,Philadelphia Flyers
1999,Pierre Champoux,4,Detroit Red Wings
1999,Pierre Champoux,2,St. Louis Blues
1999,Robbie Shick,4,Detroit Red Wings
1999,Robbie Shick,2,St. Louis Blues
1999,Kerry Fraser,5,Boston Bruins
1999,Kerry Fraser,2,Nashville Predators
1999,Marc Joannette,5,Boston Bruins
1999,Marc Joannette,2,Nashville Predators
1999,Bill McCreary,3,Dallas Stars
1999,Bill McCreary,2,Los Angeles Kings
1999,Don Henderson,3,Dallas Stars
1999,Don Henderson,2,Los Angeles Kings
1999,Don Koharski,3,Chicago Blackhawks
1999,Don Koharski,2,Edmonton Oilers
1999,Greg Kimmerly,3,Chicago Blackhawks
1999,Greg Kimmerly,2,Edmonton Oilers
1999,Mark Faucette,1,Anaheim Ducks
1999,Mark Faucette,2,New Jersey Devils
1999,Wayne Bonney,1,Anaheim Ducks
1999,Wayne Bonney,2,New Jersey Devils
1999,Lance Roberts,3,Atlanta Thrashers
1999,Lance Roberts,6,Ottawa Senators
1999,Pat Dapuzzo,3,Atlanta Thrashers
1999,Pat Dapuzzo,6,Ottawa Senators
1999,Don Koharski,2,Calgary Flames
1999,Don Koharski,1,Chicago Blackhawks
1999,Greg Kimmerly,2,Calgary Flames
1999,Greg Kimmerly,1,Chicago Blackhawks
1999,Dave Jackson,2,New Jersey Devils
1999,Dave Jackson,4,Phoenix Coyotes
1999,Jay Sharrers,2,New Jersey Devils
1999,Jay Sharrers,4,Phoenix Coyotes
1999,Paul Stewart,2,Boston Bruins
1999,Paul Stewart,2,Vancouver Canucks
1999,Rob Martell,2,Boston Bruins
1999,Rob Martell,2,Vancouver Canucks
1999,Don Van Massenhoven,0,Buffalo Sabres
1999,Don Van Massenhoven,2,St. Louis Blues
1999,Scott Driscoll,0,Buffalo Sabres
1999,Scott Driscoll,2,St. Louis Blues
1999,Brad Watson,3,Philadelphia Flyers
1999,Brad Watson,2,Toronto Maple Leafs
1999,Kerry Fraser,3,Philadelphia Flyers
1999,Kerry Fraser,2,Toronto Maple Leafs
1999,Kevin Maguire,0,Ottawa Senators
1999,Kevin Maguire,5,Pittsburgh Penguins
1999,Stephen Walkom,0,Ottawa Senators
1999,Stephen Walkom,5,Pittsburgh Penguins
1999,Andy McElman,0,Nashville Predators
1999,Andy McElman,1,Washington Capitals
1999,Bernard Degrace,0,Nashville Predators
1999,Bernard Degrace,1,Washington Capitals
1999,Conrad Hache,3,Carolina Hurricanes
1999,Conrad Hache,3,Tampa Bay Lightning
1999,Terry Gregson,3,Carolina Hurricanes
1999,Terry Gregson,3,Tampa Bay Lightning
1999,Gordon Broseker,6,Florida Panthers
1999,Gordon Broseker,2,New York Rangers
1999,Richard Trottier,6,Florida Panthers
1999,Richard Trottier,2,New York Rangers
1999,Blaine Angus,4,Detroit Red Wings
1999,Blaine Angus,2,Edmonton Oilers
1999,Dan Marouelli,4,Detroit Red Wings
1999,Dan Marouelli,2,Edmonton Oilers
1999,Bill McCreary,4,Anaheim Ducks
1999,Bill McCreary,2,Dallas Stars
1999,Dan O'Halloran,4,Anaheim Ducks
1999,Dan O'Halloran,2,Dallas Stars
1999,Dave Jackson,0,Colorado Avalanche
1999,Dave Jackson,7,Phoenix Coyotes
1999,Dennis LaRue,0,Colorado Avalanche
1999,Dennis LaRue,7,Phoenix Coyotes
1999,Don Van Massenhoven,2,Edmonton Oilers
1999,Don Van Massenhoven,5,Toronto Maple Leafs
1999,Scott Driscoll,2,Edmonton Oilers
1999,Scott Driscoll,5,Toronto Maple Leafs
1999,Kevin Maguire,2,Montréal Canadiens
1999,Kevin Maguire,1,Vancouver Canucks
1999,Stephen Walkom,2,Montréal Canadiens
1999,Stephen Walkom,1,Vancouver Canucks
1999,Brian Murphy,3,New York Islanders
1999,Brian Murphy,4,Washington Capitals
1999,Paul Stewart,3,New York Islanders
1999,Paul Stewart,4,Washington Capitals
1999,Richard Trottier,5,Carolina Hurricanes
1999,Richard Trottier,3,Pittsburgh Penguins
1999,Shane Heyer,5,Carolina Hurricanes
1999,Shane Heyer,3,Pittsburgh Penguins
1999,Gordon Broseker,0,Atlanta Thrashers
1999,Gordon Broseker,3,Florida Panthers
1999,Terry Gregson,0,Atlanta Thrashers
1999,Terry Gregson,3,Florida Panthers
1999,Lance Roberts,3,Chicago Blackhawks
1999,Lance Roberts,8,St. Louis Blues
1999,Michael McGeough,3,Chicago Blackhawks
1999,Michael McGeough,8,St. Louis Blues
1999,Andy McElman,4,Anaheim Ducks
1999,Andy McElman,3,Nashville Predators
1999,Scott Zelkin,4,Anaheim Ducks
1999,Scott Zelkin,3,Nashville Predators
1999,Bill McCreary,1,Calgary Flames
1999,Bill McCreary,7,Colorado Avalanche
1999,Jay Sharrers,1,Calgary Flames
1999,Jay Sharrers,7,Colorado Avalanche
1999,Mike Leggo,4,Los Angeles Kings
1999,Mike Leggo,1,San Jose Sharks
1999,Robbie Shick,4,Los Angeles Kings
1999,Robbie Shick,1,San Jose Sharks
1999,Brad Meier,1,Boston Bruins
1999,Brad Meier,2,New York Islanders
1999,Stephen Walkom,1,Boston Bruins
1999,Stephen Walkom,2,New York Islanders
1999,Dan Marouelli,3,Ottawa Senators
1999,Dan Marouelli,3,Philadelphia Flyers
1999,Pierre Champoux,3,Ottawa Senators
1999,Pierre Champoux,3,Philadelphia Flyers
1999,Dan O'Halloran,2,Atlanta Thrashers
1999,Dan O'Halloran,4,Dallas Stars
1999,Michael McGeough,2,Atlanta Thrashers
1999,Michael McGeough,4,Dallas Stars
1999,Dan Schachte,3,Buffalo Sabres
1999,Dan Schachte,2,Tampa Bay Lightning
1999,Mark Faucette,3,Buffalo Sabres
1999,Mark Faucette,2,Tampa Bay Lightning
1999,Dave Brisebois,3,Detroit Red Wings
1999,Dave Brisebois,4,Phoenix Coyotes
1999,Paul Devorski,3,Detroit Red Wings
1999,Paul Devorski,4,Phoenix Coyotes
1999,Dennis LaRue,3,New Jersey Devils
1999,Dennis LaRue,4,San Jose Sharks
1999,Robbie Shick,3,New Jersey Devils
1999,Robbie Shick,4,San Jose Sharks
1999,Paul Devorski,3,Toronto Maple Leafs
1999,Paul Devorski,1,Washington Capitals
1999,Scott Driscoll,3,Toronto Maple Leafs
1999,Scott Driscoll,1,Washington Capitals
1999,Dan Marouelli,1,Buffalo Sabres
1999,Dan Marouelli,4,Pittsburgh Penguins
1999,Ray Scapinello,1,Buffalo Sabres
1999,Ray Scapinello,4,Pittsburgh Penguins
1999,Don Van Massenhoven,1,Chicago Blackhawks
1999,Don Van Massenhoven,2,Ottawa Senators
1999,Greg Kimmerly,1,Chicago Blackhawks
1999,Greg Kimmerly,2,Ottawa Senators
1999,Kerry Fraser,2,Dallas Stars
1999,Kerry Fraser,1,New York Islanders
1999,Kevin Collins,2,Dallas Stars
1999,Kevin Collins,1,New York Islanders
1999,Dan Schachte,3,Calgary Flames
1999,Dan Schachte,4,Carolina Hurricanes
1999,Michael McGeough,3,Calgary Flames
1999,Michael McGeough,4,Carolina Hurricanes
1999,Dan O'Halloran,3,Nashville Predators
1999,Dan O'Halloran,6,Phoenix Coyotes
1999,Shane Heyer,3,Nashville Predators
1999,Shane Heyer,6,Phoenix Coyotes
1999,Don Henderson,4,Colorado Avalanche
1999,Don Henderson,2,Vancouver Canucks
1999,Lance Roberts,4,Colorado Avalanche
1999,Lance Roberts,2,Vancouver Canucks
1999,Don Van Massenhoven,3,Dallas Stars
1999,Don Van Massenhoven,2,Montréal Canadiens
1999,Jean Morin,3,Dallas Stars
1999,Jean Morin,2,Montréal Canadiens
1999,Don Koharski,3,New Jersey Devils
1999,Don Koharski,2,New York Rangers
1999,Pat Dapuzzo,3,New Jersey Devils
1999,Pat Dapuzzo,2,New York Rangers
1999,Brian Murphy,4,Detroit Red Wings
1999,Brian Murphy,2,San Jose Sharks
1999,Mark Faucette,4,Detroit Red Wings
1999,Mark Faucette,2,San Jose Sharks
1999,Mark Wheler,1,Colorado Avalanche
1999,Mark Wheler,3,Edmonton Oilers
1999,Paul Stewart,1,Colorado Avalanche
1999,Paul Stewart,3,Edmonton Oilers
1999,Baron Parker,2,Anaheim Ducks
1999,Baron Parker,4,Tampa Bay Lightning
1999,Dennis LaRue,2,Anaheim Ducks
1999,Dennis LaRue,4,Tampa Bay Lightning
1999,Dave Jackson,2,Buffalo Sabres
1999,Dave Jackson,4,Philadelphia Flyers
1999,Richard Trottier,2,Buffalo Sabres
1999,Richard Trottier,4,Philadelphia Flyers
1999,Don Koharski,5,Calgary Flames
1999,Don Koharski,0,New York Islanders
1999,Rob Martell,5,Calgary Flames
1999,Rob Martell,0,New York Islanders
1999,Scott Driscoll,2,Pittsburgh Penguins
1999,Scott Driscoll,5,San Jose Sharks
1999,Scott Zelkin,2,Pittsburgh Penguins
1999,Scott Zelkin,5,San Jose Sharks
1999,Brad Watson,2,Boston Bruins
1999,Brad Watson,2,Washington Capitals
1999,Michael McGeough,2,Boston Bruins
1999,Michael McGeough,2,Washington Capitals
1999,Mike Leggo,2,Carolina Hurricanes
1999,Mike Leggo,2,Toronto Maple Leafs
1999,Robbie Shick,2,Carolina Hurricanes
1999,Robbie Shick,2,Toronto Maple Leafs
1999,Andy McElman,1,Nashville Predators
1999,Andy McElman,3,St. Louis Blues
1999,Mark Faucette,1,Nashville Predators
1999,Mark Faucette,3,St. Louis Blues
1999,Lance Roberts,2,Edmonton Oilers
1999,Lance Roberts,3,Vancouver Canucks
1999,Paul Stewart,2,Edmonton Oilers
1999,Paul Stewart,3,Vancouver Canucks
1999,Jay Sharrers,3,Phoenix Coyotes
1999,Jay Sharrers,1,Tampa Bay Lightning
1999,Kevin Maguire,3,Phoenix Coyotes
1999,Kevin Maguire,1,Tampa Bay Lightning
1999,Brad Watson,7,New Jersey Devils
1999,Brad Watson,4,Ottawa Senators
1999,Paul Devorski,7,New Jersey Devils
1999,Paul Devorski,4,Ottawa Senators
1999,Don Van Massenhoven,2,Montréal Canadiens
1999,Don Van Massenhoven,3,New York Rangers
1999,Pat Dapuzzo,2,Montréal Canadiens
1999,Pat Dapuzzo,3,New York Rangers
1999,Dan Marouelli,4,Chicago Blackhawks
1999,Dan Marouelli,7,Detroit Red Wings
1999,Stephen Walkom,4,Chicago Blackhawks
1999,Stephen Walkom,7,Detroit Red Wings
1999,Lance Roberts,1,Anaheim Ducks
1999,Lance Roberts,1,Los Angeles Kings
1999,Terry Gregson,1,Anaheim Ducks
1999,Terry Gregson,1,Los Angeles Kings
1999,Don Van Massenhoven,3,Boston Bruins
1999,Don Van Massenhoven,9,Chicago Blackhawks
1999,Lyle Seitz,3,Boston Bruins
1999,Lyle Seitz,9,Chicago Blackhawks
1999,Kerry Fraser,1,Buffalo Sabres
1999,Kerry Fraser,1,New York Rangers
1999,Tim Nowak,1,Buffalo Sabres
1999,Tim Nowak,1,New York Rangers
1999,Ray Scapinello,2,Pittsburgh Penguins
1999,Ray Scapinello,3,Toronto Maple Leafs
1999,Richard Trottier,2,Pittsburgh Penguins
1999,Richard Trottier,3,Toronto Maple Leafs
1999,Don Koharski,2,Montréal Canadiens
1999,Don Koharski,3,Philadelphia Flyers
1999,Scott Zelkin,2,Montréal Canadiens
1999,Scott Zelkin,3,Philadelphia Flyers
1999,Dave Jackson,3,Dallas Stars
1999,Dave Jackson,1,Ottawa Senators
1999,Jean Morin,3,Dallas Stars
1999,Jean Morin,1,Ottawa Senators
1999,Blaine Angus,4,Calgary Flames
1999,Blaine Angus,2,New Jersey Devils
1999,Scott Driscoll,4,Calgary Flames
1999,Scott Driscoll,2,New Jersey Devils
1999,Paul Devorski,4,Atlanta Thrashers
1999,Paul Devorski,3,New York Islanders
1999,none,4,Atlanta Thrashers
1999,none,3,New York Islanders
1999,Greg Kimmerly,2,Florida Panthers
1999,Greg Kimmerly,1,Washington Capitals
1999,Mark Faucette,2,Florida Panthers
1999,Mark Faucette,1,Washington Capitals
1999,Mark Pare,2,San Jose Sharks
1999,Mark Pare,4,St. Louis Blues
1999,Stephen Walkom,2,San Jose Sharks
1999,Stephen Walkom,4,St. Louis Blues
1999,Dan Marouelli,1,Detroit Red Wings
1999,Dan Marouelli,4,Nashville Predators
1999,Danny McCourt,1,Detroit Red Wings
1999,Danny McCourt,4,Nashville Predators
1999,Jay Sharrers,1,Carolina Hurricanes
1999,Jay Sharrers,3,Colorado Avalanche
1999,Kevin Maguire,1,Carolina Hurricanes
1999,Kevin Maguire,3,Colorado Avalanche
1999,Bill McCreary,3,Edmonton Oilers
1999,Bill McCreary,2,Vancouver Canucks
1999,Brian Murphy,3,Edmonton Oilers
1999,Brian Murphy,2,Vancouver Canucks
1999,Bernard Degrace,2,Anaheim Ducks
1999,Bernard Degrace,1,Phoenix Coyotes
1999,Terry Gregson,2,Anaheim Ducks
