code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1998030111,New Jersey Devils,3,Pittsburgh Penguins,1,Robbie Shick,Stephen Walkom,New Jersey Devils,Pittsburgh Penguins
1998030112,New Jersey Devils,1,Pittsburgh Penguins,4,Richard Trottier,Terry Gregson,Pittsburgh Penguins,New Jersey Devils
1998030113,Pittsburgh Penguins,4,New Jersey Devils,2,Lance Roberts,Bill McCreary,Pittsburgh Penguins,New Jersey Devils
1998030114,Pittsburgh Penguins,2,New Jersey Devils,4,Paul Stewart,Paul Devorski,New Jersey Devils,Pittsburgh Penguins
1998030115,New Jersey Devils,4,Pittsburgh Penguins,3,Don Van Massenhoven,Mark Faucette,New Jersey Devils,Pittsburgh Penguins
1998030116,Pittsburgh Penguins,3,New Jersey Devils,2,Dan Marouelli,Stephen Walkom,Pittsburgh Penguins,New Jersey Devils
1998030117,New Jersey Devils,2,Pittsburgh Penguins,4,Don Koharski,Kerry Fraser,Pittsburgh Penguins,New Jersey Devils
1998030121,Ottawa Senators,1,Buffalo Sabres,2,Kerry Fraser,Dennis Larue,Buffalo Sabres,Ottawa Senators
1998030122,Ottawa Senators,2,Buffalo Sabres,3,Don Van Massenhoven,Mark Faucette,Buffalo Sabres,Ottawa Senators
1998030123,Buffalo Sabres,3,Ottawa Senators,0,Robbie Shick,Stephen Walkom,Buffalo Sabres,Ottawa Senators
1998030124,Buffalo Sabres,4,Ottawa Senators,3,Don Koharski,Michael McGeough,Buffalo Sabres,Ottawa Senators
1998030131,Carolina Hurricanes,0,Boston Bruins,2,Dan Marouelli,Dave Jackson,Boston Bruins,Carolina Hurricanes
1998030132,Carolina Hurricanes,3,Boston Bruins,2,Kerry Fraser,Dennis Larue,Carolina Hurricanes,Boston Bruins
1998030133,Boston Bruins,2,Carolina Hurricanes,3,Don Van Massenhoven,Mark Faucette,Carolina Hurricanes,Boston Bruins
1998030134,Boston Bruins,4,Carolina Hurricanes,1,Robbie Shick,Stephen Walkom,Boston Bruins,Carolina Hurricanes
1998030135,Carolina Hurricanes,3,Boston Bruins,4,Richard Trottier,Terry Gregson,Boston Bruins,Carolina Hurricanes
1998030136,Boston Bruins,2,Carolina Hurricanes,0,Lance Roberts,Bill McCreary,Boston Bruins,Carolina Hurricanes
1998030141,Toronto Maple Leafs,0,Philadelphia Flyers,3,Richard Trottier,Terry Gregson,Philadelphia Flyers,Toronto Maple Leafs
1998030142,Toronto Maple Leafs,2,Philadelphia Flyers,1,Robbie Shick,Stephen Walkom,Toronto Maple Leafs,Philadelphia Flyers
1998030143,Philadelphia Flyers,1,Toronto Maple Leafs,2,Paul Stewart,Paul Devorski,Toronto Maple Leafs,Philadelphia Flyers
1998030144,Philadelphia Flyers,5,Toronto Maple Leafs,2,Don Van Massenhoven,Mark Faucette,Philadelphia Flyers,Toronto Maple Leafs
1998030145,Toronto Maple Leafs,2,Philadelphia Flyers,1,Bill McCreary,Dan Marouelli,Toronto Maple Leafs,Philadelphia Flyers
1998030146,Philadelphia Flyers,0,Toronto Maple Leafs,1,Terry Gregson,Robbie Shick,Toronto Maple Leafs,Philadelphia Flyers
1998030151,Dallas Stars,2,Edmonton Oilers,1,Don Koharski,Michael McGeough,Dallas Stars,Edmonton Oilers
1998030152,Dallas Stars,3,Edmonton Oilers,2,Lance Roberts,Bill McCreary,Dallas Stars,Edmonton Oilers
1998030153,Edmonton Oilers,2,Dallas Stars,3,Dan Marouelli,Dave Jackson,Dallas Stars,Edmonton Oilers
1998030154,Edmonton Oilers,2,Dallas Stars,3,Richard Trottier,Terry Gregson,Dallas Stars,Edmonton Oilers
1998030161,San Jose Sharks,1,Colorado Avalanche,3,Paul Stewart,Paul Devorski,Colorado Avalanche,San Jose Sharks
1998030162,San Jose Sharks,1,Colorado Avalanche,2,Kerry Fraser,Dennis Larue,Colorado Avalanche,San Jose Sharks
1998030163,Colorado Avalanche,2,San Jose Sharks,4,Lance Roberts,Bill McCreary,San Jose Sharks,Colorado Avalanche
1998030164,Colorado Avalanche,3,San Jose Sharks,7,Don Koharski,Michael McGeough,San Jose Sharks,Colorado Avalanche
1998030165,Colorado Avalanche,6,San Jose Sharks,2,Don Koharski,Kerry Fraser,Colorado Avalanche,San Jose Sharks
1998030166,San Jose Sharks,2,Colorado Avalanche,3,Paul Stewart,Paul Devorski,Colorado Avalanche,San Jose Sharks
