code,home_team,home_score,away_team,away_score,official_1,official_2,home_outcome,away_outcome
1994020287,Toronto Maple Leafs,3,Dallas Stars,2,Lance Roberts,Scott Driscoll,1,0
1994020288,San Jose Sharks,2,Edmonton Oilers,5,McCreary,Heyer,0,1
1994020289,Hartford Whalers,2,Quebec Nordiques,1,Andy van Hellemond,Jean Morin,1,0
1994020290,Pittsburgh Penguins,4,New York Islanders,2,Mark Faucette,Gordon Broseker,1,0
1994020291,Philadelphia Flyers,3,Boston Bruins,2,Dave Jackson,Ron Asselstine,1,0
1994020292,Chicago Blackhawks,3,Los Angeles Kings,4,Paul Stewart,Dan Schachte,0,1
1994020293,St. Louis Blues,5,Calgary Flames,1,Kerry Fraser,Leon Stickle,1,0
1994020294,Anaheim Ducks,4,Detroit Red Wings,4,Bill McCreary,Shane Heyer,0,0
1994020295,Washington Capitals,2,Ottawa Senators,2,Lance Roberts,Mark Pare,0,0
1994020296,Tampa Bay Lightning,2,New Jersey Devils,3,Paul Devorski,Kevin Collins,0,1
1994020297,Winnipeg Jets (1979),4,Dallas Stars,3,Don Koharski,Dan Schachte,1,0
1994020298,San Jose Sharks,3,Detroit Red Wings,5,Shick,Knox,0,1
1994020299,Boston Bruins,0,Florida Panthers,2,Don Van Massenhoven,Brian Murphy,0,1
1994020300,Pittsburgh Penguins,6,Buffalo Sabres,2,Rob Shick,Gordon Broseker,1,0
1994020301,Montréal Canadiens,3,New York Rangers,1,Jackson,Morin,1,0
1994020302,Quebec Nordiques,2,New York Islanders,1,Richard Trottier,Gerard Gauthier,1,0
1994020303,Toronto Maple Leafs,2,Chicago Blackhawks,2,Dan Marouelli,Greg Devorski,0,0
1994020304,Winnipeg Jets (1979),2,Los Angeles Kings,4,Don Koharski,Dan Schachte,0,1
1994020305,Vancouver Canucks,5,Anaheim Ducks,3,Terry Gregson,Brad Lazarowich,1,0
1994020306,Hartford Whalers,1,Florida Panthers,4,Lance Roberts,Brian Murphy,0,1
1994020307,Philadelphia Flyers,4,New Jersey Devils,3,Don Van Massenhoven,Pat Dapuzzo,1,0
1994020308,Washington Capitals,3,Tampa Bay Lightning,1,Andy van Hellemond,Ron Asselstine,1,0
1994020309,St. Louis Blues,1,Detroit Red Wings,2,Mike McGeough,Ray Scapinello,0,1
1994020310,Dallas Stars,4,Calgary Flames,4,Stewart,McElman,0,0
1994020311,Edmonton Oilers,2,Vancouver Canucks,5,Terry Gregson,Swede Knox,0,1
1994020312,Pittsburgh Penguins,4,Montréal Canadiens,2,Andy van Hellemond,Gordon Broseker,1,0
1994020313,Tampa Bay Lightning,0,Washington Capitals,3,Paul Devorski,Scott Driscoll,0,1
1994020314,Toronto Maple Leafs,1,Los Angeles Kings,4,Don Koharski,Leon Stickle,0,1
1994020315,Dallas Stars,4,Chicago Blackhawks,2,Shick,McCourt,1,0
1994020316,Hartford Whalers,6,New York Islanders,4,Stephen Walkom,Kevin Collins,1,0
1994020317,New Jersey Devils,4,Ottawa Senators,2,Don Van Massenhoven,Ron Finn,1,0
1994020318,Florida Panthers,1,Buffalo Sabres,2,Paul Devorski #10,Scott Driscoll #68,0,1
1994020319,Detroit Red Wings,5,Los Angeles Kings,2,McGeough,Pare,1,0
1994020320,Winnipeg Jets (1979),3,Vancouver Canucks,3,Dan Marouelli,Dan Schachte_,0,0
1994020321,Edmonton Oilers,6,St. Louis Blues,5,Dave Jackson,Mike Cvik,1,0
1994020322,Montréal Canadiens,8,Pittsburgh Penguins,5,McCreary,Gauthier,1,0
1994020323,New York Rangers,3,Philadelphia Flyers,4,Don Koharski,Kevin Collins,0,1
1994020324,Calgary Flames,0,Anaheim Ducks,5,Terry Gregson,Mike Cvik,0,1
1994020325,San Jose Sharks,1,Toronto Maple Leafs,2,Stewart,Knox,0,1
1994020326,Boston Bruins,6,Montréal Canadiens,0,Don Koharski,Ron Asselstine,1,0
1994020327,Buffalo Sabres,6,New York Islanders,3,Lance Roberts,Tim Nowak,1,0
1994020328,Ottawa Senators,1,Philadelphia Flyers,3,Mike McGeough,Gerard Gauthier,0,1
1994020329,Quebec Nordiques,3,Pittsburgh Penguins,2,Kerry Fraser,Pierre Champoux,1,0
1994020330,New Jersey Devils,2,Hartford Whalers,2,Stephen Walkom,Ron Finn,0,0
1994020331,Florida Panthers,5,Washington Capitals,1,Richard Trottier #17,Scott Driscoll #68,1,0
1994020332,Detroit Red Wings,5,Dallas Stars,4,D. Van Massenhoven,G. Devorski,1,0
1994020333,Chicago Blackhawks,9,Vancouver Canucks,2,Dan Marouelli,Andy McElman,1,0
1994020334,Los Angeles Kings,2,St. Louis Blues,2,Paul Stewart,Swede Knox,0,0
1994020335,Detroit Red Wings,3,Vancouver Canucks,1,P. Devorski,M.Pare,1,0
1994020336,Calgary Flames,8,Winnipeg Jets (1979),4,Dave Jackson,Shane Heyer,1,0
1994020337,Edmonton Oilers,5,San Jose Sharks,3,Terry Gregson,Mike Cvik,1,0
1994020338,Anaheim Ducks,3,Toronto Maple Leafs,3,Rob Shick,Sweke Knox,0,0
1994020339,Boston Bruins,4,New York Islanders,3,Bill McCreary,Ron Finn,1,0
1994020340,Ottawa Senators,4,Buffalo Sabres,3,Kerry Fraser,Greg Devorski,1,0
1994020341,Montréal Canadiens,5,Quebec Nordiques,4,Marouelli,Gauthier,1,0
1994020342,New Jersey Devils,1,Tampa Bay Lightning,2,Mike McGeough,Gordon Broseker,0,1
1994020343,Washington Capitals,4,New York Rangers,1,Van Massenhoven,Ron Asselstine,1,0
1994020344,Florida Panthers,3,Philadelphia Flyers,4,Lance Roberts #20,Scott Driscoll #68,0,1
1994020345,Los Angeles Kings,3,Toronto Maple Leafs,5,Andy van Hellemond,Brad Lazarowich,0,1
1994020346,Buffalo Sabres,1,Tampa Bay Lightning,6,Stephen Walkom,Tim Nowak,0,1
1994020347,Ottawa Senators,3,Pittsburgh Penguins,4,Bill McCreary,Greg Devorski,0,1
1994020348,New Jersey Devils,4,Boston Bruins,3,Richard Trottier,Gordon Broseker,1,0
1994020349,Winnipeg Jets (1979),2,Chicago Blackhawks,3,Terry Gregson,Dan McCourt,0,1
1994020350,Calgary Flames,3,San Jose Sharks,5,Dave Jackson,Shane Heyer,0,1
1994020351,Anaheim Ducks,2,St. Louis Blues,4,Rob Shick,Brad Lazarowich,0,1
1994020352,Hartford Whalers,0,Washington Capitals,5,Dan Marouelli,Brian Murphy,0,1
1994020353,Quebec Nordiques,5,Florida Panthers,4,Don Van Massenhoven,Gerard Gauthier,1,0
1994020354,Philadelphia Flyers,8,Montréal Canadiens,4,Kerry Fraser,Gordon Broseker,1,0
1994020355,Edmonton Oilers,5,Calgary Flames,2,Paul Devorski,Dan McCourt,1,0
1994020356,Los Angeles Kings,5,St. Louis Blues,3,Andy van Hellemond,Brad Lazarowich,1,0
1994020357,Buffalo Sabres,2,Pittsburgh Penguins,3,Bill McCreary,Ron Asselstine,0,1
1994020358,Washington Capitals,1,Ottawa Senators,0,Lance Roberts,Jean Morin,1,0
1994020359,Vancouver Canucks,3,Toronto Maple Leafs,1,Dave Jackson,Randy Mitton,1,0
1994020360,San Jose Sharks,3,Chicago Blackhawks,7,Shick,Mike Cvik,0,1
1994020361,Anaheim Ducks,3,Los Angeles Kings,3,Dennis Larue,Brad Lazarowich,0,0
1994020362,Hartford Whalers,4,Philadelphia Flyers,3,Richard Trottier,Brian Murphy,1,0
1994020363,Montréal Canadiens,2,Florida Panthers,3,Stewart,Gauthier,0,1
1994020364,Quebec Nordiques,6,Boston Bruins,2,Terry Gregson,Pierre Champoux,1,0
1994020365,New York Rangers,2,New Jersey Devils,5,Dan Marouelli,Tim Nowak,0,1
1994020366,Detroit Red Wings,6,Winnipeg Jets (1979),3,Walkom,R. Scapinello,1,0
1994020367,Dallas Stars,4,Edmonton Oilers,4,Van Hellemond,Pare,0,0
1994020368,Calgary Flames,4,St. Louis Blues,3,Paul Devorski,Swede Knox,1,0
1994020369,New York Islanders,1,New York Rangers,0,Bill McCreary,Jean Morin,1,0
1994020370,Dallas Stars,2,Edmonton Oilers,1,Van Hellemond,Pare,1,0
1994020371,Vancouver Canucks,1,Chicago Blackhawks,3,Paul Devorski,Randy Mitton,0,1
1994020372,San Jose Sharks,3,Anaheim Ducks,6,Koharski,Mike Cvik,0,1
1994020373,Pittsburgh Penguins,5,New Jersey Devils,2,Bill McCreary,Leon Stickle,1,0
1994020374,Buffalo Sabres,3,Florida Panthers,0,Paul Stewart,Greg Devorski,1,0
1994020375,Tampa Bay Lightning,3,Boston Bruins,4,Mark Faucette,Gordon Broseker,0,1
1994020376,Toronto Maple Leafs,3,Winnipeg Jets (1979),2,Van Massenhoven,Parker,1,0
1994020377,Calgary Flames,3,Detroit Red Wings,2,Rob Shick,Swede Knox,1,0
1994020378,Hartford Whalers,5,New York Islanders,1,Jackson,Murphy,1,0
1994020379,Montréal Canadiens,3,Ottawa Senators,1,Trottier,Morin,1,0
1994020380,Quebec Nordiques,2,New York Rangers,1,Lance Roberts,Gerad Gauthier,1,0
1994020381,Washington Capitals,2,Philadelphia Flyers,2,Terry Gregs0n,Dan McCourt,0,0
1994020382,Winnipeg Jets (1979),3,Toronto Maple Leafs,3,Don Koharski,Swede Knox,0,0
1994020383,Vancouver Canucks,1,Detroit Red Wings,2,Mick McGeough,Brad Lazarowich,0,1
1994020384,Los Angeles Kings,1,San Jose Sharks,3,Paul Devorski,Mike Cvik,0,1
1994020385,Ottawa Senators,4,Quebec Nordiques,11,Stephen Walkom,Pierre Racicot,0,1
1994020386,New York Islanders,5,New Jersey Devils,5,Dan Marouelli,Kevin Collins,0,0
1994020387,Philadelphia Flyers,3,Buffalo Sabres,1,Dave Jackson,Leon Stickle,1,0
1994020388,Washington Capitals,3,Hartford Whalers,4,Bill McCreary,Dan McCourt,0,1
1994020389,Florida Panthers,2,Pittsburgh Penguins,0,Mark Faucette #11,Ron Asselstine,1,0
1994020390,Chicago Blackhawks,5,Anaheim Ducks,2,Paul Stewart,Ron Finn,1,0
1994020391,St. Louis Blues,5,Edmonton Oilers,1,Don Van Massenhoven,Dan Schachte,1,0
1994020392,Calgary Flames,2,Vancouver Canucks,0,Don Koharski,Randy Mitton,1,0
1994020393,San Jose Sharks,3,Los Angeles Kings,7,Shick,Mike Cvik,0,1
1994020394,Tampa Bay Lightning,3,Montréal Canadiens,2,Terry Gregson,Ron Asselstine,1,0
1994020395,Toronto Maple Leafs,4,Edmonton Oilers,3,Stewart,Driscoll,1,0
1994020396,Dallas Stars,2,St. Louis Blues,3,Van Massenhoven,McElman,0,1
1994020397,Boston Bruins,5,Philadelphia Flyers,1,Dan Marouelli,Jean Morin,1,0
1994020398,Pittsburgh Penguins,6,New York Islanders,3,Paul Devorski,Tim Nowak,1,0
1994020399,Buffalo Sabres,5,Quebec Nordiques,3,Rob Shick,Stephane Provost,1,0
1994020400,Detroit Red Wings,6,Anaheim Ducks,4,D. Jackson,D. mc Court,1,0
1994020401,Calgary Flames,3,Los Angeles Kings,5,Don Koharski,Swede Knox,0,1
1994020402,San Jose Sharks,6,Winnipeg Jets (1979),5,McGeough,Wayne Bonney,1,0
1994020403,Ottawa Senators,2,New Jersey Devils,4,Dan Marouelli,Pierre Racicot,0,1
1994020404,Tampa Bay Lightning,2,Washington Capitals,4,Don Van Massenhoven,Ron Asselstine,0,1
1994020405,Florida Panthers,4,Hartford Whalers,4,Terry Gregson #4,Greg Devorski #44,0,0
1994020406,Chicago Blackhawks,1,St. Louis Blues,3,Andy van Hellemond,Ron Finn,0,1
1994020407,Vancouver Canucks,5,Los Angeles Kings,2,Don Koharski,Baron Parker,1,0
1994020408,Buffalo Sabres,7,Ottawa Senators,0,Dave Jackson,Conrad Hache,1,0
1994020409,New York Islanders,2,Boston Bruins,3,Stephen Walkom,Jean Morin,0,1
1994020410,New York Rangers,4,Quebec Nordiques,5,Mark Faucette,Ray Scapinello,0,1
1994020411,Philadelphia Flyers,3,New Jersey Devils,4,R. Trottier,Kevin Collins,0,1
1994020412,Detroit Red Wings,3,Dallas Stars,2,Shick,Gauthier,1,0
1994020413,Anaheim Ducks,3,Winnipeg Jets (1979),1,Mick McGeough,Shane Heyer,1,0
1994020414,Washington Capitals,6,Quebec Nordiques,4,Walkom,McCourt,1,0
1994020415,Tampa Bay Lightning,2,Hartford Whalers,0,Terry Gregson,Greg Devorski,1,0
1994020416,Chicago Blackhawks,3,Toronto Maple Leafs,3,Paul Devorski,Ron Finn,0,0
1994020417,St. Louis Blues,4,San Jose Sharks,1,Richard Trottier,Gerard Gauthier,1,0
1994020418,Edmonton Oilers,2,Calgary Flames,6,Bill McCreary,Mike Cvik,0,1
1994020419,Vancouver Canucks,6,Anaheim Ducks,1,Lance Roberts,Brad Lazarowich,1,0
1994020420,Boston Bruins,2,New York Rangers,3,Rob Shick,Kevin Collins,0,1
1994020421,Pittsburgh Penguins,3,Philadelphia Flyers,2,Andy van Hellemond,Dan Schachte,1,0
1994020422,New York Islanders,1,Buffalo Sabres,5,Mark Faucette,Scott Driscoll,0,1
1994020423,New Jersey Devils,4,Montréal Canadiens,1,Van Massenhoven,McCourt,1,0
1994020424,Dallas Stars,2,Detroit Red Wings,3,Stewart,Pare,0,1
1994020425,Edmonton Oilers,1,Vancouver Canucks,5,McCreary,Knox,0,1
1994020426,Los Angeles Kings,7,Winnipeg Jets (1979),7,Roberts,Wayne Bonney,0,0
1994020427,Quebec Nordiques,7,Ottawa Senators,5,Richard Trottier,Pierre Racicot,1,0
1994020428,Philadelphia Flyers,4,New York Rangers,2,D. Marouelli,Pat Dapuzzo,1,0
1994020429,Washington Capitals,2,Boston Bruins,1,Mark Faucette,Gordon Broseker,1,0
1994020430,Tampa Bay Lightning,1,Florida Panthers,4,Paul Stewart,Greg Devorski,0,1
1994020431,Detroit Red Wings,3,St. Louis Blues,3,P. Devorski,L. Stickle,0,0
1994020432,Chicago Blackhawks,1,Dallas Stars,2,Don Koharski,Gerard Gauthier,0,1
1994020433,Anaheim Ducks,5,San Jose Sharks,4,Mick McGeough,Brad Lazarowich,1,0
1994020434,Ottawa Senators,4,Montréal Canadiens,5,Don Van Massenhoven,Kevin Collins,0,1
1994020435,St. Louis Blues,5,Toronto Maple Leafs,2,Andy van Hellemond,Ray Scapinello,1,0
1994020436,Los Angeles Kings,7,Edmonton Oilers,2,Rob Shick,Brad Lazarowich,1,0
1994020437,Buffalo Sabres,6,Hartford Whalers,3,Mark Faucette,Ron Asselstine,1,0
1994020438,New York Islanders,4,Washington Capitals,5,Paul Devorski,Gordon Broseker,0,1
1994020439,New Jersey Devils,1,Tampa Bay Lightning,1,Richard Trottier,Scott Driscoll,0,0
1994020440,Calgary Flames,3,Chicago Blackhawks,2,Bill McCreary,Randy Mitton,1,0
1994020441,Vancouver Canucks,2,Dallas Stars,2,Dave Jackson,Wayne Bonney,0,0
1994020442,Pittsburgh Penguins,4,Hartford Whalers,8,Lance Roberts,Stephane Provost,0,1
1994020443,Ottawa Senators,0,New Jersey Devils,2,Terry Gregson,Kevin Collins,0,1
1994020444,Montréal Canadiens,6,Quebec Nordiques,5,Marouelli,Champoux,1,0
1994020445,Florida Panthers,0,New York Rangers,5,Paul Stewart #22,Greg Devorski #44,0,1
1994020446,Toronto Maple Leafs,2,Detroit Red Wings,4,Bill McCreary,Mike Cvik,0,1
1994020447,Winnipeg Jets (1979),4,Chicago Blackhawks,1,Bill McCreary,Dan McCourt,1,0
1994020448,Anaheim Ducks,4,Edmonton Oilers,3,Stephen Walkom,Brad Lazarowich,1,0
1994020449,Boston Bruins,1,Buffalo Sabres,1,Richard Trottier,Andy McElman,0,0
1994020450,Quebec Nordiques,3,Montréal Canadiens,2,Terry Gregson,Kevin Collins,1,0
1994020451,Philadelphia Flyers,5,Tampa Bay Lightning,4,Lance Roberts,S. Provost,1,0
1994020452,Los Angeles Kings,3,Dallas Stars,2,Dave Jackson,Brad Lazarowich,1,0
1994020453,New York Rangers,3,New York Islanders,4,Don Koharski,Ron Asselstine,0,1
1994020454,Toronto Maple Leafs,4,St. Louis Blues,6,Mark Faucette,Ron Finn,0,1
1994020455,Winnipeg Jets (1979),7,Vancouver Canucks,4,Andy van Hellemond,Dan McCourt,1,0
1994020456,Calgary Flames,7,Los Angeles Kings,4,Mick McGeough,Shane Heyer,1,0
1994020457,San Jose Sharks,5,Edmonton Oilers,0,Walkom,Knox,1,0
1994020458,Anaheim Ducks,0,Dallas Stars,2,Rob Shick,Brad Lazarowich,0,1
1994020459,Boston Bruins,5,Tampa Bay Lightning,1,Terry Gregson,Tim Nowak,1,0
1994020460,Hartford Whalers,4,Buffalo Sabres,2,Don Van Massenhoven,Pat Dapuzzo,1,0
1994020461,Ottawa Senators,2,Quebec Nordiques,2,Blaine Angus,Devorski,0,0
1994020462,Montréal Canadiens,2,Pittsburgh Penguins,1,Devorski,Morin,1,0
1994020463,New York Islanders,2,Florida Panthers,2,Lance Roberts,Ron Asselstine,0,0
1994020464,Washington Capitals,1,Philadelphia Flyers,3,Paul Stewart,Gordon Broseker,0,1
1994020465,Toronto Maple Leafs,4,Winnipeg Jets (1979),3,Richard Trottier,Mike Cvik,1,0
1994020466,Calgary Flames,2,Vancouver Canucks,4,Dan Marouelli,Shane Heyer,0,1
1994020467,Hartford Whalers,0,Tampa Bay Lightning,3,Paul Devorski,Pat Dapuzzo,0,1
1994020468,Buffalo Sabres,5,Boston Bruins,6,Bill McCreary,Ron Finn,0,1
1994020469,New Jersey Devils,2,New York Rangers,0,Mark Faucette,Andy McElman,1,0
1994020470,Chicago Blackhawks,1,Detroit Red Wings,4,Andy van Hellemond,Dan McCourt,0,1
1994020471,St. Louis Blues,2,Dallas Stars,3,Don Koharski,Mark Wheler,0,1
1994020472,Edmonton Oilers,2,San Jose Sharks,5,Dan Marouelli,Shane Heyer,0,1
1994020473,Anaheim Ducks,5,Los Angeles Kings,1,Dave Jackson,Swede Knox,1,0
1994020474,Ottawa Senators,3,Pittsburgh Penguins,4,Richard Trottier,Greg Devorski,0,1
1994020475,Montréal Canadiens,2,New Jersey Devils,1,Van Massenhove,Gauthier,1,0
1994020476,Calgary Flames,8,San Jose Sharks,3,Stephen Walkom,Shane Heyer,1,0
1994020477,Pittsburgh Penguins,3,Washington Capitals,1,Mark Faucette,Brian Murphy,1,0
1994020478,Tampa Bay Lightning,5,New York Islanders,2,Michael McGeough,Pat Dapuzzo,1,0
1994020479,St. Louis Blues,7,Winnipeg Jets (1979),5,Bill McCreary,Mark Wheler,1,0
1994020480,Dallas Stars,1,Detroit Red Wings,4,Van Hellemond,McCourt,0,1
1994020481,Vancouver Canucks,5,Anaheim Ducks,0,Dan Marouelli,Jay Sharrers,1,0
1994020482,Boston Bruins,0,Quebec Nordiques,4,Paul Stewart,Kevin Collins,0,1
1994020483,Hartford Whalers,4,Ottawa Senators,2,Dave Jackson,Stephane Provost,1,0
1994020484,New York Rangers,3,Buffalo Sabres,1,Richard Trottier,Greg Devorski,1,0
1994020485,Philadelphia Flyers,3,Montréal Canadiens,2,Paul Devorski,Ron Asselstine,1,0
1994020486,Washington Capitals,1,New Jersey Devils,2,Terry Gregson,Gordon Broseker,0,1
1994020487,Florida Panthers,1,New York Islanders,3,Mick McGeough #19,Pat Dapuzzo #98,0,1
1994020488,Chicago Blackhawks,2,San Jose Sharks,3,Lance Roberts,Dan Schachte,0,1
1994020489,Los Angeles Kings,1,Calgary Flames,4,Don Koharski,Wayne Bonney,0,1
1994020490,Detroit Red Wings,3,San Jose Sharks,0,Faucette,McCourt,1,0
1994020491,Winnipeg Jets (1979),5,St. Louis Blues,2,Stephen Walkom,Dan Schachte,1,0
1994020492,Vancouver Canucks,4,Edmonton Oilers,6,Rob Shick,Brad Lazarowich,0,1
1994020493,Anaheim Ducks,4,Calgary Flames,2,Don Koharski,Wayne Bonney,1,0
1994020494,Hartford Whalers,4,Montréal Canadiens,3,Mike McGeough,Stephane Provost,1,0
1994020495,Quebec Nordiques,5,Buffalo Sabres,2,Dave Jackson,Pierre Champoux,1,0
1994020496,New York Rangers,5,Boston Bruins,3,Terry Gregson,Gordon Broseker,1,0
1994020497,New Jersey Devils,6,New York Islanders,3,Paul Stewart,Greg Devorski,1,0
1994020498,Philadelphia Flyers,3,Tampa Bay Lightning,2,R. Trottier,Ron Asselstine,1,0
1994020499,Washington Capitals,3,Florida Panthers,0,Andy van Hellemond,Jean Morin,1,0
1994020500,Toronto Maple Leafs,2,Dallas Stars,1,Paul Devorski,Ray Scapinello,1,0
1994020501,Chicago Blackhawks,1,Detroit Red Wings,3,Bill McCreary,Andy McElman,0,1
1994020502,Pittsburgh Penguins,5,Ottawa Senators,2,Don Van Massenhoven,Tim Nowak,1,0
1994020503,Montréal Canadiens,2,Boston Bruins,3,Gregson,Champoux,0,1
1994020504,Winnipeg Jets (1979),5,Toronto Maple Leafs,1,Bill McCreary,Dan Schachte,1,0
1994020505,Edmonton Oilers,2,Calgary Flames,4,Dan Marouelli,Randy Mitton,0,1
1994020506,Anaheim Ducks,1,Vancouver Canucks,3,Don Koharski,Wayne Bonney,0,1
1994020507,Buffalo Sabres,2,Ottawa Senators,1,Paul Devorski,Tim Nowak,1,0
1994020508,Quebec Nordiques,4,Washington Capitals,2,Mike McGeough,Gerard Gauthier,1,0
1994020509,New York Islanders,2,New York Rangers,3,Andy van Hellemond,Ron Asselstine,0,1
1994020510,New Jersey Devils,3,Hartford Whalers,2,Richard Trottier,Pat Dapuzzo,1,0
1994020511,Philadelphia Flyers,4,Pittsburgh Penguins,3,Paul Stewart,Jean Morin,1,0
1994020512,Florida Panthers,4,Tampa Bay Lightning,1,Mark Faucette #11,Gord Broseker #33,1,0
1994020513,St. Louis Blues,6,Detroit Red Wings,5,Rob Shick,Dan McCourt,1,0
1994020514,Dallas Stars,2,Chicago Blackhawks,0,Kerry Fraser,Andy McElman,1,0
1994020515,San Jose Sharks,2,Los Angeles Kings,0,Roberts,Heyer,1,0
1994020516,Montréal Canadiens,5,Washington Capitals,2,Jackson,Morin,1,0
1994020517,Chicago Blackhawks,1,Toronto Maple Leafs,3,Rob Shick,Randy Mitton,0,1
1994020518,Dallas Stars,2,Vancouver Canucks,2,McCreary,McElman,0,0
1994020519,Winnipeg Jets (1979),5,Edmonton Oilers,6,Don Van Massenhoven,Dan McCourt,0,1
1994020520,Calgary Flames,5,Los Angeles Kings,2,Dan Marouelli,Mike Cvik,1,0
1994020521,Anaheim Ducks,3,San Jose Sharks,0,Lance Roberts,Shane Heyer,1,0
1994020522,Pittsburgh Penguins,6,New York Rangers,5,Paul Stewart,Gerard Gauthier,1,0
1994020523,Buffalo Sabres,1,Hartford Whalers,2,Mick McGeough,Ron Asselstine,0,1
1994020524,New York Islanders,5,Quebec Nordiques,2,Stephen Walkom,Pat Dapuzzo,1,0
1994020525,Tampa Bay Lightning,3,New Jersey Devils,2,Mark Faucette,Greg Devorski,1,0
1994020526,Florida Panthers,1,Philadelphia Flyers,3,Kerry Fraser #2,Gord Broseker #33,0,1
1994020527,St. Louis Blues,4,Vancouver Canucks,1,Paul Devorski,Randy Mitton,1,0
1994020528,Boston Bruins,4,Buffalo Sabres,1,Andy van Hellemond,Stephane Provost,1,0
1994020529,Montréal Canadiens,4,Ottawa Senators,1,Richard Trottier,Pierre Champoux,1,0
1994020530,Toronto Maple Leafs,3,Anaheim Ducks,2,Mick McGeough,Leon Stickle,1,0
1994020531,Detroit Red Wings,5,Winnipeg Jets (1979),5,Shick,McCourt,0,0
1994020532,Chicago Blackhawks,2,St. Louis Blues,2,Paul Stewart,Shane Heyer,0,0
1994020533,Dallas Stars,5,San Jose Sharks,5,Koharski,McElman,0,0
1994020534,Edmonton Oilers,2,Los Angeles Kings,0,Lance Roberts,Mike Cvik,1,0
1994020535,Ottawa Senators,5,Boston Bruins,6,Stephen Walkom,Pierre Racicot,0,1
1994020536,New York Rangers,3,Hartford Whalers,2,Mark Faucette,Gerard Gauthier,1,0
1994020537,Philadelphia Flyers,2,New York Islanders,1,Andy van Hellemond,Pat Dapuzzo,1,0
1994020538,Tampa Bay Lightning,5,Quebec Nordiques,2,Kerry Fraser,Greg Devorski,1,0
1994020539,Florida Panthers,1,New Jersey Devils,0,Dave Jackson #8,Gord Broseker #33,1,0
1994020540,Vancouver Canucks,2,Calgary Flames,2,Terry Gregson,Wayne Bonney,0,0
1994020541,Washington Capitals,6,Hartford Whalers,3,Paul Devorski,Dan McCourt,1,0
1994020542,Detroit Red Wings,6,Anaheim Ducks,5,Trottier,Finn,1,0
1994020543,Chicago Blackhawks,1,Winnipeg Jets (1979),2,Dan Marouelli,Shayne Heyer,0,1
1994020544,St. Louis Blues,3,Toronto Maple Leafs,1,Don Koharski,Randy Mitton,1,0
1994020545,Los Angeles Kings,3,Edmonton Oilers,3,Rob Shick,Swede Knox,0,0
1994020546,Pittsburgh Penguins,1,Washington Capitals,2,Andy van Hellemond,Dan McCourt,0,1
1994020547,Montréal Canadiens,3,Tampa Bay Lightning,1,Walkom,Champoux,1,0
1994020548,New York Islanders,2,Ottawa Senators,3,Dave Jackson,Gerard Gauthier,0,1
1994020549,New Jersey Devils,3,Philadelphia Flyers,4,Mark Faucette,Pat Dapuzzo,0,1
1994020550,Florida Panthers,4,Quebec Nordiques,2,Kerry Fraser #8,Greg Devorski #44,1,0
1994020551,Dallas Stars,6,Toronto Maple Leafs,4,Marouelli,Pare,1,0
1994020552,Vancouver Canucks,6,Edmonton Oilers,1,Gregson,Wayne Bonney,1,0
1994020553,Boston Bruins,5,New York Rangers,4,Mark Faucette,Jean Morin,1,0
1994020554,Hartford Whalers,2,Pittsburgh Penguins,4,Lance Roberts,Kevin Collins,0,1
1994020555,Buffalo Sabres,4,Philadelphia Flyers,2,Bill McCreary,Ron Asselstine,1,0
1994020556,St. Louis Blues,2,Chicago Blackhawks,2,Don Van Massenhoven,Randy Mitton,0,0
1994020557,Dallas Stars,5,Winnipeg Jets (1979),2,Trottier,Pare,1,0
1994020558,San Jose Sharks,1,Detroit Red Wings,5,"Devorski, Paul",McElman,0,1
1994020559,Los Angeles Kings,2,Anaheim Ducks,2,Mike McGeough,Swede Knox,0,0
1994020560,Ottawa Senators,1,Florida Panthers,5,Lance Roberts,Pierre Racicot,0,1
1994020561,Montréal Canadiens,3,Hartford Whalers,4,Koharsky,Ron Asselstine,0,1
