,Ref,Score,Team
85,Don Koharski,6,Los Angeles Kings
86,Shane Heyer,5,Chicago Blackhawks
87,Shane Heyer,6,Los Angeles Kings
88,Kevin Collins,2,Anaheim Ducks
89,Kevin Collins,3,Hartford Whalers
90,Richard Trottier,2,Anaheim Ducks
91,Richard Trottier,3,Hartford Whalers
92,Mark Faucette,6,New York Rangers
93,Mark Faucette,4,Winnipeg Jets (1979)
94,Ray Scapinello,6,New York Rangers
95,Ray Scapinello,4,Winnipeg Jets (1979)
96,Marouelli,2,Philadelphia Flyers
97,Marouelli,1,Washington Capitals
98,Racicot,2,Philadelphia Flyers
99,Racicot,1,Washington Capitals
100,Jean Morin #41,6,Florida Panthers
101,Jean Morin #41,1,Montréal Canadiens
102,Paul Devorski #10,6,Florida Panthers
103,Paul Devorski #10,1,Montréal Canadiens
104,Stephan Walkom,1,Boston Bruins
105,Stephan Walkom,3,Colorado Avalanche
106,Swede Knox,1,Boston Bruins
107,Swede Knox,3,Colorado Avalanche
108,Richard Trottier,4,New Jersey Devils
109,Richard Trottier,1,Winnipeg Jets (1979)
110,Ron Asselstine,4,New Jersey Devils
111,Ron Asselstine,1,Winnipeg Jets (1979)
112,Devorski,1,Montréal Canadiens
113,Devorski,3,Tampa Bay Lightning
114,Morin,1,Montréal Canadiens
115,Morin,3,Tampa Bay Lightning
116,Lance Roberts,5,Chicago Blackhawks
117,Lance Roberts,1,Pittsburgh Penguins
118,Ron Finn,5,Chicago Blackhawks
119,Ron Finn,1,Pittsburgh Penguins
120,Lazarowich,1,Dallas Stars
121,Lazarowich,3,St. Louis Blues
122,Shick,1,Dallas Stars
123,Shick,3,St. Louis Blues
124,Heyer,6,Boston Bruins
125,Heyer,6,San Jose Sharks
126,Koharski,6,Boston Bruins
127,Koharski,6,San Jose Sharks
128,Mike Cvik,7,Los Angeles Kings
129,Mike Cvik,7,Vancouver Canucks
130,Mike McGeough,7,Los Angeles Kings
131,Mike McGeough,7,Vancouver Canucks
132,Blaine Angus,4,Anaheim Ducks
133,Blaine Angus,1,Buffalo Sabres
134,Pierre Champoux,4,Anaheim Ducks
135,Pierre Champoux,1,Buffalo Sabres
136,Dave Jackson,1,Colorado Avalanche
137,Dave Jackson,3,Washington Capitals
138,Scott Driscoll,1,Colorado Avalanche
139,Scott Driscoll,3,Washington Capitals
140,Jean Morin #41,6,Florida Panthers
141,Jean Morin #41,2,Ottawa Senators
142,Mark Faucette #11,6,Florida Panthers
143,Mark Faucette #11,2,Ottawa Senators
144,G. Devorski,9,Detroit Red Wings
145,G. Devorski,0,Edmonton Oilers
146,Van Hellemond,9,Detroit Red Wings
147,Van Hellemond,0,Edmonton Oilers
148,Kevin Collins,2,Chicago Blackhawks
149,Kevin Collins,3,Hartford Whalers
150,Rob Shick,2,Chicago Blackhawks
151,Rob Shick,3,Hartford Whalers
152,Bob Hodges,2,Anaheim Ducks
153,Bob Hodges,5,Pittsburgh Penguins
154,Dan O'Halloran,2,Anaheim Ducks
155,Dan O'Halloran,5,Pittsburgh Penguins
156,Marouelli,1,Montréal Canadiens
157,Marouelli,4,New Jersey Devils
158,Racicot,1,Montréal Canadiens
159,Racicot,4,New Jersey Devils
160,Gordon Broseker,0,New York Islanders
161,Gordon Broseker,3,Philadelphia Flyers
162,Kerry Fraser,0,New York Islanders
163,Kerry Fraser,3,Philadelphia Flyers
164,Richard Trottier,0,Tampa Bay Lightning
165,Richard Trottier,2,Washington Capitals
166,Scott Driscoll,0,Tampa Bay Lightning
167,Scott Driscoll,2,Washington Capitals
168,Pierre Champoux,2,New York Rangers
169,Pierre Champoux,0,Toronto Maple Leafs
170,Terry Gregson,2,New York Rangers
171,Terry Gregson,0,Toronto Maple Leafs
172,Andy McElman,1,Colorado Avalanche
173,Andy McElman,4,St. Louis Blues
174,Paul Devorski,1,Colorado Avalanche
175,Paul Devorski,4,St. Louis Blues
176,Lazarowich,5,Boston Bruins
177,Lazarowich,6,Dallas Stars
178,Van Massenhoven,5,Boston Bruins
179,Van Massenhoven,6,Dallas Stars
180,Koharski,6,San Jose Sharks
181,Koharski,7,Vancouver Canucks
182,Mike Cvik,6,San Jose Sharks
183,Mike Cvik,7,Vancouver Canucks
184,Pierre Champoux,3,Buffalo Sabres
185,Pierre Champoux,4,New Jersey Devils
186,Rob Shick,3,Buffalo Sabres
187,Rob Shick,4,New Jersey Devils
188,Gordon Broseker,1,Edmonton Oilers
189,Gordon Broseker,7,Philadelphia Flyers
190,Jackson,1,Edmonton Oilers
191,Jackson,7,Philadelphia Flyers
192,Larue,7,Ottawa Senators
193,Larue,4,Tampa Bay Lightning
194,Morin,7,Ottawa Senators
195,Morin,4,Tampa Bay Lightning
196,Scott Driscoll #68,5,Florida Panthers
197,Scott Driscoll #68,3,New York Islanders
198,Stephen Walkom #24,5,Florida Panthers
199,Stephen Walkom #24,3,New York Islanders
200,Brad Lazarowich,1,Calgary Flames
201,Brad Lazarowich,1,Chicago Blackhawks
202,Paul Devorski,1,Calgary Flames
203,Paul Devorski,1,Chicago Blackhawks
204,Lance Roberts,5,Detroit Red Wings
205,Lance Roberts,5,Winnipeg Jets (1979)
206,Leon Stickle,5,Detroit Red Wings
207,Leon Stickle,5,Winnipeg Jets (1979)
208,Bill Mcreary,3,Los Angeles Kings
209,Bill Mcreary,3,Vancouver Canucks
210,Randy Mitton,3,Los Angeles Kings
211,Randy Mitton,3,Vancouver Canucks
212,Dan Marouelli,7,Hartford Whalers
213,Dan Marouelli,5,New York Rangers
214,Greg Devorski,7,Hartford Whalers
215,Greg Devorski,5,New York Rangers
216,Kevin Collins,1,New York Islanders
217,Kevin Collins,5,New York Rangers
218,Paul Stewart,1,New York Islanders
219,Paul Stewart,5,New York Rangers
220,Greg Devorski,3,Edmonton Oilers
221,Greg Devorski,1,New Jersey Devils
222,Stephen Walkom,3,Edmonton Oilers
223,Stephen Walkom,1,New Jersey Devils
224,Dennis Larue #14,6,Chicago Blackhawks
225,Dennis Larue #14,3,Florida Panthers
226,Scott Driscoll #68,6,Chicago Blackhawks
227,Scott Driscoll #68,3,Florida Panthers
228,Rob Shick,2,San Jose Sharks
229,Rob Shick,7,Toronto Maple Leafs
230,Ron Asselstine,2,San Jose Sharks
231,Ron Asselstine,7,Toronto Maple Leafs
232,Fraser,3,Calgary Flames
233,Fraser,3,Detroit Red Wings
234,Scapinello,3,Calgary Flames
235,Scapinello,3,Detroit Red Wings
236,Mike Cvik,7,Boston Bruins
237,Mike Cvik,4,St. Louis Blues
238,Terry Gregson,7,Boston Bruins
239,Terry Gregson,4,St. Louis Blues
240,Heyer,3,Dallas Stars
241,Heyer,4,Washington Capitals
242,Jackson,3,Dallas Stars
243,Jackson,4,Washington Capitals
244,Andy van Hellemond,2,Tampa Bay Lightning
245,Andy van Hellemond,5,Winnipeg Jets (1979)
246,Leon Stickle,2,Tampa Bay Lightning
247,Leon Stickle,5,Winnipeg Jets (1979)
248,Don Van Massenhoven,4,Buffalo Sabres
249,Don Van Massenhoven,1,Edmonton Oilers
250,Gerard Gauthier,4,Buffalo Sabres
251,Gerard Gauthier,1,Edmonton Oilers
252,Mark Faucette,4,Colorado Avalanche
253,Mark Faucette,2,Washington Capitals
254,Mike Cvik,4,Colorado Avalanche
255,Mike Cvik,2,Washington Capitals
256,Lance Roberts,1,Los Angeles Kings
257,Lance Roberts,1,Philadelphia Flyers
258,Swede Knox,1,Los Angeles Kings
259,Swede Knox,1,Philadelphia Flyers
260,Bill McCreary,1,Anaheim Ducks
261,Bill McCreary,5,Vancouver Canucks
262,Randy Mitton,1,Anaheim Ducks
263,Randy Mitton,5,Vancouver Canucks
264,Jean Morin,2,Calgary Flames
265,Jean Morin,4,Ottawa Senators
266,Stephen Walkom,2,Calgary Flames
267,Stephen Walkom,4,Ottawa Senators
268,Kevin Collins,2,Detroit Red Wings
269,Kevin Collins,4,New Jersey Devils
270,Paul Stewart,2,Detroit Red Wings
271,Paul Stewart,4,New Jersey Devils
272,Ray Scapinello,1,Chicago Blackhawks
273,Ray Scapinello,4,Tampa Bay Lightning
274,Terry Gregson,1,Chicago Blackhawks
275,Terry Gregson,4,Tampa Bay Lightning
276,Dave Jackson,1,Dallas Stars
277,Dave Jackson,1,St. Louis Blues
278,Shane Heyer,1,Dallas Stars
279,Shane Heyer,1,St. Louis Blues
280,Kerry Fraser,3,San Jose Sharks
281,Kerry Fraser,3,Winnipeg Jets (1979)
282,Leon Stickle,3,San Jose Sharks
283,Leon Stickle,3,Winnipeg Jets (1979)
284,Mike McGeough,2,Hartford Whalers
285,Mike McGeough,2,Pittsburgh Penguins
286,Pierre Champoux,2,Hartford Whalers
287,Pierre Champoux,2,Pittsburgh Penguins
288,Bill McCreary,1,Buffalo Sabres
289,Bill McCreary,3,New York Rangers
290,Ron Finn,1,Buffalo Sabres
291,Ron Finn,3,New York Rangers
292,Blaine Angus,0,Montréal Canadiens
293,Blaine Angus,2,New York Islanders
294,Ron Asselstine,0,Montréal Canadiens
295,Ron Asselstine,2,New York Islanders
296,Don Koharski,7,Los Angeles Kings
297,Don Koharski,4,Washington Capitals
298,Gordon Broseker,7,Los Angeles Kings
299,Gordon Broseker,4,Washington Capitals
300,Andy van Hellemond,3,Calgary Flames
301,Andy van Hellemond,4,Toronto Maple Leafs
302,Greg Devorski,3,Calgary Flames
303,Greg Devorski,4,Toronto Maple Leafs
304,Mark Faucette,2,Anaheim Ducks
305,Mark Faucette,4,Philadelphia Flyers
306,Swede Knox,2,Anaheim Ducks
307,Swede Knox,4,Philadelphia Flyers
308,Paul Devorski,3,Los Angeles Kings
309,Paul Devorski,2,Pittsburgh Penguins
310,Ronn Finn,3,Los Angeles Kings
311,Ronn Finn,2,Pittsburgh Penguins
312,Paul Stewart,4,Montréal Canadiens
313,Paul Stewart,3,Toronto Maple Leafs
314,Ron Asselstine,4,Montréal Canadiens
315,Ron Asselstine,3,Toronto Maple Leafs
316,Don Van Massenhoven,4,New Jersey Devils
317,Don Van Massenhoven,1,Ottawa Senators
318,Gordon Broseker,4,New Jersey Devils
319,Gordon Broseker,1,Ottawa Senators
320,Brian Murphy #93,3,Florida Panthers
321,Brian Murphy #93,0,Hartford Whalers
322,Don Koharski #12,3,Florida Panthers
323,Don Koharski #12,0,Hartford Whalers
324,Jackson,2,Boston Bruins
325,Jackson,4,Detroit Red Wings
326,Parker,2,Boston Bruins
327,Parker,4,Detroit Red Wings
328,Kerry Fraser,4,Chicago Blackhawks
329,Kerry Fraser,1,St. Louis Blues
330,Shane Heyer,4,Chicago Blackhawks
331,Shane Heyer,1,St. Louis Blues
332,McCourt,3,Dallas Stars
333,McCourt,3,Tampa Bay Lightning
334,Roberts,3,Dallas Stars
335,Roberts,3,Tampa Bay Lightning
336,Dan Marouelli,6,Edmonton Oilers
337,Dan Marouelli,4,Vancouver Canucks
338,Mike Cvik,6,Edmonton Oilers
339,Mike Cvik,4,Vancouver Canucks
340,Mick McGeough,5,Buffalo Sabres
341,Mick McGeough,2,St. Louis Blues
342,Scott Driscoll,5,Buffalo Sabres
343,Scott Driscoll,2,St. Louis Blues
344,Andy van Hellemond,2,New York Rangers
345,Andy van Hellemond,4,Ottawa Senators
346,Pat Depuzzo,2,New York Rangers
347,Pat Depuzzo,4,Ottawa Senators
348,Kerry Fraser,5,Chicago Blackhawks
349,Kerry Fraser,4,Philadelphia Flyers
350,Shane Heyer,5,Chicago Blackhawks
351,Shane Heyer,4,Philadelphia Flyers
352,Randy Mitton,1,Edmonton Oilers
353,Randy Mitton,1,San Jose Sharks
354,Richard Trottier,1,Edmonton Oilers
355,Richard Trottier,1,San Jose Sharks
356,Jay Sharrers,6,Anaheim Ducks
357,Jay Sharrers,2,Winnipeg Jets (1979)
358,Mark Faucette,6,Anaheim Ducks
359,Mark Faucette,2,Winnipeg Jets (1979)
360,Don van Massenhove,3,Los Angeles Kings
361,Don van Massenhove,6,Montréal Canadiens
362,Pierre Racicot,3,Los Angeles Kings
363,Pierre Racicot,6,Montréal Canadiens
364,Dan Marouelli,1,Anaheim Ducks
365,Dan Marouelli,3,Colorado Avalanche
366,Thor Nelson,1,Anaheim Ducks
367,Thor Nelson,3,Colorado Avalanche
368,Don Koharski,5,New York Rangers
369,Don Koharski,2,Vancouver Canucks
370,Kevin Collins,5,New York Rangers
371,Kevin Collins,2,Vancouver Canucks
372,Bill McCreary,6,Florida Panthers
373,Bill McCreary,1,Toronto Maple Leafs
374,Tim Nowak,6,Florida Panthers
375,Tim Nowak,1,Toronto Maple Leafs
376,Dennis Larue,1,Detroit Red Wings
377,Dennis Larue,2,Ottawa Senators
378,Ron Asselstine,1,Detroit Red Wings
379,Ron Asselstine,2,Ottawa Senators
380,Faucette (11),0,Buffalo Sabres
381,Faucette (11),3,Dallas Stars
382,McCourt (46),0,Buffalo Sabres
383,McCourt (46),3,Dallas Stars
384,Dan Van Massenhoven,2,Hartford Whalers
385,Dan Van Massenhoven,4,St. Louis Blues
386,Don Henderson,2,Hartford Whalers
387,Don Henderson,4,St. Louis Blues
388,Collins,2,Florida Panthers
389,Collins,7,Montréal Canadiens
390,Walkom,2,Florida Panthers
391,Walkom,7,Montréal Canadiens
392,Greg Devorski,2,New Jersey Devils
393,Greg Devorski,4,Vancouver Canucks
394,Mick McGeough,2,New Jersey Devils
395,Mick McGeough,4,Vancouver Canucks
396,Gordon Broseker,1,New York Islanders
397,Gordon Broseker,3,Philadelphia Flyers
398,Van Hellemond,1,New York Islanders
399,Van Hellemond,3,Philadelphia Flyers
400,Mike Cvik,2,Calgary Flames
401,Mike Cvik,3,Colorado Avalanche
402,Richard Trottier,2,Calgary Flames
403,Richard Trottier,3,Colorado Avalanche
404,Bonney (94),1,San Jose Sharks
405,Bonney (94),6,Winnipeg Jets (1979)
406,Shick (16),1,San Jose Sharks
407,Shick (16),6,Winnipeg Jets (1979)
408,Don Koharski,2,Boston Bruins
409,Don Koharski,4,Washington Capitals
410,Pat Dapuzzo,2,Boston Bruins
411,Pat Dapuzzo,4,Washington Capitals
412,Kevin Collins,4,Los Angeles Kings
413,Kevin Collins,5,Ottawa Senators
414,Terry Gregson,4,Los Angeles Kings
415,Terry Gregson,5,Ottawa Senators
416,Bill McCreary,5,New York Islanders
417,Bill McCreary,7,Pittsburgh Penguins
418,Greg Devorski,5,New York Islanders
419,Greg Devorski,7,Pittsburgh Penguins
420,Faucette,4,New York Rangers
421,Faucette,4,Tampa Bay Lightning
422,Stickle,4,New York Rangers
423,Stickle,4,Tampa Bay Lightning
424,Dan Marouelli,1,Chicago Blackhawks
425,Dan Marouelli,2,Toronto Maple Leafs
426,Mark Pare,1,Chicago Blackhawks
427,Mark Pare,2,Toronto Maple Leafs
428,Larue (14),2,Anaheim Ducks
429,Larue (14),5,Dallas Stars
430,Tim Nowak (43),2,Anaheim Ducks
431,Tim Nowak (43),5,Dallas Stars
432,Andy van Hellemond,1,Hartford Whalers
433,Andy van Hellemond,4,Montréal Canadiens
434,Greg Devorski,1,Hartford Whalers
435,Greg Devorski,4,Montréal Canadiens
436,Andy McElman,2,Anaheim Ducks
437,Andy McElman,4,St. Louis Blues
438,Dan Marouelli,2,Anaheim Ducks
439,Dan Marouelli,4,St. Louis Blues
440,Rob Shick,4,Buffalo Sabres
441,Rob Shick,5,Colorado Avalanche
442,Wayne Bonney,4,Buffalo Sabres
443,Wayne Bonney,5,Colorado Avalanche
444,Paul Devorski,0,Calgary Flames
445,Paul Devorski,3,Detroit Red Wings
446,Swede Knox,0,Calgary Flames
447,Swede Knox,3,Detroit Red Wings
448,Mick McGeough,7,Edmonton Oilers
449,Mick McGeough,5,Winnipeg Jets (1979)
450,Randy Mitton,7,Edmonton Oilers
451,Randy Mitton,5,Winnipeg Jets (1979)
452,Bill McCreary,3,Boston Bruins
453,Bill McCreary,0,Hartford Whalers
454,Pat Dapuzzo,3,Boston Bruins
455,Pat Dapuzzo,0,Hartford Whalers
456,Dave Jackson,4,Florida Panthers
457,Dave Jackson,1,Ottawa Senators
458,Jean Morin,4,Florida Panthers
459,Jean Morin,1,Ottawa Senators
460,Champoux,3,Chicago Blackhawks
461,Champoux,5,Montréal Canadiens
462,Gregson,3,Chicago Blackhawks
463,Gregson,5,Montréal Canadiens
464,Don Van Massenhoven,5,New York Islanders
465,Don Van Massenhoven,5,Philadelphia Flyers
466,Ron Asselstine,5,New York Islanders
467,Ron Asselstine,5,Philadelphia Flyers
468,Andy van Hellemond,3,New Jersey Devils
469,Andy van Hellemond,5,Pittsburgh Penguins
470,Mark Pare,3,New Jersey Devils
471,Mark Pare,5,Pittsburgh Penguins
472,Gordon Broseker,2,Tampa Bay Lightning
473,Gordon Broseker,4,Washington Capitals
474,Roberts,2,Tampa Bay Lightning
475,Roberts,4,Washington Capitals
476,Bob Hodges,2,Los Angeles Kings
477,Bob Hodges,2,Toronto Maple Leafs
478,Paul Stewart,2,Los Angeles Kings
479,Paul Stewart,2,Toronto Maple Leafs
480,Devorski,1,Vancouver Canucks
481,Devorski,4,Winnipeg Jets (1979)
482,Lazarowich,1,Vancouver Canucks
483,Lazarowich,4,Winnipeg Jets (1979)
484,Cvik (88),4,Dallas Stars
485,Cvik (88),3,San Jose Sharks
486,Trottier (17),4,Dallas Stars
487,Trottier (17),3,San Jose Sharks
488,Kerry Fraser,3,New York Rangers
489,Kerry Fraser,2,Toronto Maple Leafs
490,Ron Asselstine,3,New York Rangers
491,Ron Asselstine,2,Toronto Maple Leafs
492,Pare,2,Ottawa Senators
493,Pare,5,Philadelphia Flyers
494,Stewart,2,Ottawa Senators
495,Stewart,5,Philadelphia Flyers
496,Dan McCourt,3,Buffalo Sabres
497,Dan McCourt,6,Chicago Blackhawks
498,Steve Walkom,3,Buffalo Sabres
499,Steve Walkom,6,Chicago Blackhawks
500,Don Koharski,1,St. Louis Blues
501,Don Koharski,3,Washington Capitals
502,Tim Nowak,1,St. Louis Blues
503,Tim Nowak,3,Washington Capitals
504,Mike Cvik,7,Anaheim Ducks
505,Mike Cvik,2,Calgary Flames
506,Rob Shick,7,Anaheim Ducks
507,Rob Shick,2,Calgary Flames
508,Nelson,6,Colorado Avalanche
509,Nelson,1,Dallas Stars
510,Walkom,6,Colorado Avalanche
511,Walkom,1,Dallas Stars
512,Dan McCourt,2,Detroit Red Wings
513,Dan McCourt,3,Winnipeg Jets (1979)
514,Mick McGeough,2,Detroit Red Wings
515,Mick McGeough,3,Winnipeg Jets (1979)
516,Richard Trottier,3,San Jose Sharks
517,Richard Trottier,4,Vancouver Canucks
518,Wayne Bonney,3,San Jose Sharks
519,Wayne Bonney,4,Vancouver Canucks
520,Andy van Hellemond,1,Boston Bruins
521,Andy van Hellemond,3,Montréal Canadiens
522,Brian Murphy,1,Boston Bruins
523,Brian Murphy,3,Montréal Canadiens
524,McCreary,2,Philadelphia Flyers
525,McCreary,2,Tampa Bay Lightning
526,Ron Asselstine,2,Philadelphia Flyers
527,Ron Asselstine,2,Tampa Bay Lightning
528,Don Henderson #91,4,Florida Panthers
529,Don Henderson #91,5,New York Islanders
530,Lance Roberts #20,4,Florida Panthers
531,Lance Roberts #20,5,New York Islanders
532,Dave Jackson,2,Edmonton Oilers
533,Dave Jackson,1,New Jersey Devils
534,Swede Knox,2,Edmonton Oilers
535,Swede Knox,1,New Jersey Devils
536,Devorski (10),5,New York Rangers
537,Devorski (10),3,San Jose Sharks
538,Mitton (39),5,New York Rangers
539,Mitton (39),3,San Jose Sharks
540,Kerry Fraser,2,Calgary Flames
541,Kerry Fraser,1,Los Angeles Kings
542,Mike Cvik,2,Calgary Flames
543,Mike Cvik,1,Los Angeles Kings
544,Don Henderson,10,Pittsburgh Penguins
545,Don Henderson,0,Tampa Bay Lightning
546,Don Van Massenhoven,10,Pittsburgh Penguins
547,Don Van Massenhoven,0,Tampa Bay Lightning
548,Dan Marouelli,2,Buffalo Sabres
549,Dan Marouelli,1,Detroit Red Wings
550,Ray Scapinello,2,Buffalo Sabres
551,Ray Scapinello,1,Detroit Red Wings
552,Gordon Broseker,2,Montréal Canadiens
553,Gordon Broseker,5,Washington Capitals
554,Mark Faucette,2,Montréal Canadiens
555,Mark Faucette,5,Washington Capitals
556,Nelson,1,Chicago Blackhawks
557,Nelson,1,Dallas Stars
558,Shick,1,Chicago Blackhawks
559,Shick,1,Dallas Stars
560,Dan McCourt,4,Toronto Maple Leafs
561,Dan McCourt,2,Winnipeg Jets (1979)
562,Don Koharski,4,Toronto Maple Leafs
563,Don Koharski,2,Winnipeg Jets (1979)
564,Mike Cvik,1,Calgary Flames
565,Mike Cvik,6,Colorado Avalanche
566,Paul Devorski,1,Calgary Flames
567,Paul Devorski,6,Colorado Avalanche
568,Dave Jackson,3,Edmonton Oilers
569,Dave Jackson,3,Vancouver Canucks
570,Swede Knox,3,Edmonton Oilers
571,Swede Knox,3,Vancouver Canucks
572,Brad Lazarowich,3,Anaheim Ducks
573,Brad Lazarowich,0,St. Louis Blues
574,Steve Walkom,3,Anaheim Ducks
575,Steve Walkom,0,St. Louis Blues
576,Kevin Collins,5,Boston Bruins
577,Kevin Collins,6,Detroit Red Wings
578,Lance Roberts,5,Boston Bruins
579,Lance Roberts,6,Detroit Red Wings
580,Bill McCreary,0,Hartford Whalers
581,Bill McCreary,5,Ottawa Senators
582,Pierre Champoux,0,Hartford Whalers
583,Pierre Champoux,5,Ottawa Senators
584,Gordon Broseker,2,Florida Panthers
585,Gordon Broseker,1,Philadelphia Flyers
586,McGeough,2,Florida Panthers
587,McGeough,1,Philadelphia Flyers
588,Cvik (88),3,New Jersey Devils
589,Cvik (88),3,San Jose Sharks
590,Larue (14),3,New Jersey Devils
591,Larue (14),3,San Jose Sharks
592,Randy Mitton,5,Los Angeles Kings
593,Randy Mitton,3,New York Rangers
594,Terry Gregson,5,Los Angeles Kings
595,Terry Gregson,3,New York Rangers
596,Mark Faucette,3,Buffalo Sabres
597,Mark Faucette,3,Pittsburgh Penguins
598,Pat Dapuzzo,3,Buffalo Sabres
599,Pat Dapuzzo,3,Pittsburgh Penguins
600,Bill McCreary,3,Florida Panthers
601,Bill McCreary,2,Washington Capitals
602,Gerard Gauthier,3,Florida Panthers
603,Gerard Gauthier,2,Washington Capitals
604,Greg Devorski,3,New York Islanders
605,Greg Devorski,5,Tampa Bay Lightning
606,Paul Stewart,3,New York Islanders
607,Paul Stewart,5,Tampa Bay Lightning
608,Dan McCourt,5,Colorado Avalanche
609,Dan McCourt,2,Winnipeg Jets (1979)
610,Rob Schick,5,Colorado Avalanche
611,Rob Schick,2,Winnipeg Jets (1979)
612,Swede Knox,4,Toronto Maple Leafs
613,Swede Knox,4,Vancouver Canucks
614,Terry Gregson,4,Toronto Maple Leafs
615,Terry Gregson,4,Vancouver Canucks
616,Brad Lazarowich,7,Anaheim Ducks
617,Brad Lazarowich,4,New York Rangers
618,Dave Jackson,7,Anaheim Ducks
619,Dave Jackson,4,New York Rangers
620,Andy van Hellemond,4,Philadelphia Flyers
621,Andy van Hellemond,7,Pittsburgh Penguins
622,Tim Nowak,4,Philadelphia Flyers
623,Tim Nowak,7,Pittsburgh Penguins
624,D. Van Massenhoven,5,Hartford Whalers
625,D. Van Massenhoven,4,Ottawa Senators
626,Scott Driscoll,5,Hartford Whalers
627,Scott Driscoll,4,Ottawa Senators
628,Don Koharski,1,Boston Bruins
629,Don Koharski,4,Montréal Canadiens
630,Ron Asselstine,1,Boston Bruins
631,Ron Asselstine,4,Montréal Canadiens
632,Mike McGeough,2,New York Islanders
633,Mike McGeough,3,Washington Capitals
634,Pierre Champoux,2,New York Islanders
635,Pierre Champoux,3,Washington Capitals
636,B. Hodges,1,Dallas Stars
637,B. Hodges,5,Detroit Red Wings
638,D. Marouellli,1,Dallas Stars
639,D. Marouellli,5,Detroit Red Wings
640,Jean Morin,4,Calgary Flames
641,Jean Morin,4,Vancouver Canucks
642,Rob Shick,4,Calgary Flames
643,Rob Shick,4,Vancouver Canucks
644,Gregson,3,Edmonton Oilers
645,Gregson,3,Toronto Maple Leafs
646,Mike Cvik,3,Edmonton Oilers
647,Mike Cvik,3,Toronto Maple Leafs
648,Mitton,7,San Jose Sharks
