,Ref,Score,Team
82,Mike Hasenfratz,4,New Jersey Devils
83,Mike Hasenfratz,3,New York Rangers
84,Dennis LaRue,3,New Jersey Devils
85,Dennis LaRue,5,New York Rangers
86,Kevin Pollock,3,New Jersey Devils
87,Kevin Pollock,5,New York Rangers
88,Dan Marouelli,3,New Jersey Devils
89,Dan Marouelli,5,New York Rangers
90,Kerry Fraser,3,New Jersey Devils
91,Kerry Fraser,5,New York Rangers
92,Mike Leggo,3,Detroit Red Wings
93,Mike Leggo,1,Nashville Predators
94,Paul Devorski,3,Detroit Red Wings
95,Paul Devorski,1,Nashville Predators
96,Dan Marouelli,4,Detroit Red Wings
97,Dan Marouelli,2,Nashville Predators
98,Kerry Fraser,4,Detroit Red Wings
99,Kerry Fraser,2,Nashville Predators
100,Dennis LaRue,3,Detroit Red Wings
101,Dennis LaRue,5,Nashville Predators
102,Kevin Pollock,3,Detroit Red Wings
103,Kevin Pollock,5,Nashville Predators
104,Bill McCreary,2,Detroit Red Wings
105,Bill McCreary,3,Nashville Predators
106,Greg Kimmerly,2,Detroit Red Wings
107,Greg Kimmerly,3,Nashville Predators
108,Dan O'Halloran,2,Detroit Red Wings
109,Dan O'Halloran,1,Nashville Predators
110,Eric Furlatt,2,Detroit Red Wings
111,Eric Furlatt,1,Nashville Predators
112,Marc Joannette,3,Detroit Red Wings
113,Marc Joannette,0,Nashville Predators
114,Tim Peel,3,Detroit Red Wings
115,Tim Peel,0,Nashville Predators
116,Don Koharski,3,Calgary Flames
117,Don Koharski,2,San Jose Sharks
118,Kelly Sutherland,3,Calgary Flames
119,Kelly Sutherland,2,San Jose Sharks
120,Marc Joannette,0,Calgary Flames
121,Marc Joannette,2,San Jose Sharks
122,Tim Peel,0,Calgary Flames
123,Tim Peel,2,San Jose Sharks
124,Dan O'Halloran,4,Calgary Flames
125,Dan O'Halloran,3,San Jose Sharks
126,Eric Furlatt,4,Calgary Flames
127,Eric Furlatt,3,San Jose Sharks
128,Brad Watson,2,Calgary Flames
129,Brad Watson,3,San Jose Sharks
130,Wes McCauley,2,Calgary Flames
131,Wes McCauley,3,San Jose Sharks
132,Mike Leggo,3,Calgary Flames
133,Mike Leggo,4,San Jose Sharks
134,Paul Devorski,3,Calgary Flames
135,Paul Devorski,4,San Jose Sharks
136,Don VanMassenhoven,2,Calgary Flames
137,Don VanMassenhoven,0,San Jose Sharks
138,Mike Hasenfratz,2,Calgary Flames
139,Mike Hasenfratz,0,San Jose Sharks
140,Brad Watson,3,Calgary Flames
141,Brad Watson,5,San Jose Sharks
142,Dan O'Halloran,3,Calgary Flames
143,Dan O'Halloran,5,San Jose Sharks
144,Don VanMassenhoven,3,Colorado Avalanche
145,Don VanMassenhoven,2,Minnesota Wild
146,Mike Hasenfratz,3,Colorado Avalanche
147,Mike Hasenfratz,2,Minnesota Wild
148,Dan O'Halloran,2,Colorado Avalanche
149,Dan O'Halloran,3,Minnesota Wild
150,Eric Furlatt,2,Colorado Avalanche
151,Eric Furlatt,3,Minnesota Wild
152,Marc Joannette,2,Colorado Avalanche
153,Marc Joannette,3,Minnesota Wild
154,Tim Peel,2,Colorado Avalanche
155,Tim Peel,3,Minnesota Wild
156,Chris Rooney,5,Colorado Avalanche
157,Chris Rooney,1,Minnesota Wild
158,Dave Jackson,5,Colorado Avalanche
159,Dave Jackson,1,Minnesota Wild
160,Brad Watson,3,Colorado Avalanche
161,Brad Watson,2,Minnesota Wild
162,Wes McCauley,3,Colorado Avalanche
163,Wes McCauley,2,Minnesota Wild
164,Mike Leggo,2,Colorado Avalanche
165,Mike Leggo,1,Minnesota Wild
166,Paul Devorski,2,Colorado Avalanche
167,Paul Devorski,1,Minnesota Wild
168,Don Koharski,0,Anaheim Ducks
169,Don Koharski,4,Dallas Stars
170,Kelly Sutherland,0,Anaheim Ducks
171,Kelly Sutherland,4,Dallas Stars
172,Marc Joannette,2,Anaheim Ducks
173,Marc Joannette,5,Dallas Stars
174,Tim Peel,2,Anaheim Ducks
175,Tim Peel,5,Dallas Stars
176,Dan O'Halloran,4,Anaheim Ducks
177,Dan O'Halloran,2,Dallas Stars
178,Eric Furlatt,4,Anaheim Ducks
179,Eric Furlatt,2,Dallas Stars
180,Chris Rooney,1,Anaheim Ducks
181,Chris Rooney,3,Dallas Stars
182,Dave Jackson,1,Anaheim Ducks
183,Dave Jackson,3,Dallas Stars
184,Bill McCreary,5,Anaheim Ducks
185,Bill McCreary,2,Dallas Stars
186,Greg Kimmerly,5,Anaheim Ducks
187,Greg Kimmerly,2,Dallas Stars
188,Mike Leggo,1,Anaheim Ducks
189,Mike Leggo,4,Dallas Stars
190,Paul Devorski,1,Anaheim Ducks
191,Paul Devorski,4,Dallas Stars
192,Don VanMassenhoven,4,Montréal Canadiens
193,Don VanMassenhoven,3,Philadelphia Flyers
194,Mike Hasenfratz,4,Montréal Canadiens
195,Mike Hasenfratz,3,Philadelphia Flyers
196,Mike Leggo,2,Montréal Canadiens
197,Mike Leggo,4,Philadelphia Flyers
198,Paul Devorski,2,Montréal Canadiens
199,Paul Devorski,4,Philadelphia Flyers
200,Brad Watson,2,Montréal Canadiens
201,Brad Watson,3,Philadelphia Flyers
202,Marc Joannette,2,Montréal Canadiens
203,Marc Joannette,3,Philadelphia Flyers
204,Bill McCreary,2,Montréal Canadiens
205,Bill McCreary,4,Philadelphia Flyers
206,Kevin Pollock,2,Montréal Canadiens
207,Kevin Pollock,4,Philadelphia Flyers
208,Don Koharski,4,Montréal Canadiens
209,Don Koharski,6,Philadelphia Flyers
210,Kelly Sutherland,4,Montréal Canadiens
211,Kelly Sutherland,6,Philadelphia Flyers
212,Don Koharski,4,New York Rangers
213,Don Koharski,5,Pittsburgh Penguins
214,Kelly Sutherland,4,New York Rangers
215,Kelly Sutherland,5,Pittsburgh Penguins
216,Dan O'Halloran,0,New York Rangers
217,Dan O'Halloran,2,Pittsburgh Penguins
218,Tim Peel,0,New York Rangers
219,Tim Peel,2,Pittsburgh Penguins
220,Mike Leggo,3,New York Rangers
221,Mike Leggo,5,Pittsburgh Penguins
222,Paul Devorski,3,New York Rangers
223,Paul Devorski,5,Pittsburgh Penguins
224,Bill McCreary,3,New York Rangers
225,Bill McCreary,0,Pittsburgh Penguins
226,Kevin Pollock,3,New York Rangers
227,Kevin Pollock,0,Pittsburgh Penguins
228,Brad Watson,2,New York Rangers
229,Brad Watson,3,Pittsburgh Penguins
230,Marc Joannette,2,New York Rangers
231,Marc Joannette,3,Pittsburgh Penguins
232,Bill McCreary,3,Colorado Avalanche
233,Bill McCreary,4,Detroit Red Wings
234,Kevin Pollock,3,Colorado Avalanche
235,Kevin Pollock,4,Detroit Red Wings
236,Brad Watson,1,Colorado Avalanche
237,Brad Watson,5,Detroit Red Wings
238,Marc Joannette,1,Colorado Avalanche
239,Marc Joannette,5,Detroit Red Wings
240,Don Koharski,3,Colorado Avalanche
241,Don Koharski,4,Detroit Red Wings
242,Kelly Sutherland,3,Colorado Avalanche
243,Kelly Sutherland,4,Detroit Red Wings
244,Don VanMassenhoven,2,Colorado Avalanche
245,Don VanMassenhoven,8,Detroit Red Wings
246,Mike Hasenfratz,2,Colorado Avalanche
247,Mike Hasenfratz,8,Detroit Red Wings
248,Dan O'Halloran,3,Dallas Stars
249,Dan O'Halloran,2,San Jose Sharks
250,Tim Peel,3,Dallas Stars
251,Tim Peel,2,San Jose Sharks
252,Don Koharski,5,Dallas Stars
253,Don Koharski,2,San Jose Sharks
254,Kelly Sutherland,5,Dallas Stars
255,Kelly Sutherland,2,San Jose Sharks
256,Don VanMassenhoven,2,Dallas Stars
257,Don VanMassenhoven,1,San Jose Sharks
258,Mike Hasenfratz,2,Dallas Stars
259,Mike Hasenfratz,1,San Jose Sharks
260,Brad Watson,1,Dallas Stars
261,Brad Watson,2,San Jose Sharks
262,Marc Joannette,1,Dallas Stars
263,Marc Joannette,2,San Jose Sharks
264,Mike Leggo,2,Dallas Stars
265,Mike Leggo,3,San Jose Sharks
266,Paul Devorski,2,Dallas Stars
267,Paul Devorski,3,San Jose Sharks
268,Dan O'Halloran,2,Dallas Stars
269,Dan O'Halloran,1,San Jose Sharks
270,Tim Peel,2,Dallas Stars
271,Tim Peel,1,San Jose Sharks
272,Mike Hasenfratz,2,Philadelphia Flyers
273,Mike Hasenfratz,4,Pittsburgh Penguins
274,Paul Devorski,2,Philadelphia Flyers
275,Paul Devorski,4,Pittsburgh Penguins
276,Dan O'Halloran,2,Philadelphia Flyers
277,Dan O'Halloran,4,Pittsburgh Penguins
278,Kelly Sutherland,2,Philadelphia Flyers
279,Kelly Sutherland,4,Pittsburgh Penguins
280,Bill McCreary,1,Philadelphia Flyers
281,Bill McCreary,4,Pittsburgh Penguins
282,Kevin Pollock,1,Philadelphia Flyers
283,Kevin Pollock,4,Pittsburgh Penguins
284,Brad Watson,4,Philadelphia Flyers
285,Brad Watson,2,Pittsburgh Penguins
286,Marc Joannette,4,Philadelphia Flyers
287,Marc Joannette,2,Pittsburgh Penguins
288,Mike Hasenfratz,0,Philadelphia Flyers
289,Mike Hasenfratz,6,Pittsburgh Penguins
290,Paul Devorski,0,Philadelphia Flyers
291,Paul Devorski,6,Pittsburgh Penguins
292,Bill McCreary,1,Dallas Stars
293,Bill McCreary,4,Detroit Red Wings
294,Kevin Pollock,1,Dallas Stars
295,Kevin Pollock,4,Detroit Red Wings
296,Brad Watson,1,Dallas Stars
297,Brad Watson,2,Detroit Red Wings
298,Marc Joannette,1,Dallas Stars
299,Marc Joannette,2,Detroit Red Wings
300,Mike Hasenfratz,2,Dallas Stars
301,Mike Hasenfratz,5,Detroit Red Wings
302,Paul Devorski,2,Dallas Stars
303,Paul Devorski,5,Detroit Red Wings
304,Dan O'Halloran,3,Dallas Stars
305,Dan O'Halloran,1,Detroit Red Wings
306,Kelly Sutherland,3,Dallas Stars
307,Kelly Sutherland,1,Detroit Red Wings
308,Bill McCreary,2,Dallas Stars
309,Bill McCreary,1,Detroit Red Wings
310,Kevin Pollock,2,Dallas Stars
311,Kevin Pollock,1,Detroit Red Wings
312,Brad Watson,1,Dallas Stars
313,Brad Watson,4,Detroit Red Wings
314,Marc Joannette,1,Dallas Stars
315,Marc Joannette,4,Detroit Red Wings
316,Dan O'Halloran,4,Detroit Red Wings
317,Dan O'Halloran,0,Pittsburgh Penguins
318,Paul Devorski,4,Detroit Red Wings
319,Paul Devorski,0,Pittsburgh Penguins
320,Brad Watson,3,Detroit Red Wings
321,Brad Watson,0,Pittsburgh Penguins
322,Marc Joannette,3,Detroit Red Wings
323,Marc Joannette,0,Pittsburgh Penguins
324,Dan O'Halloran,2,Detroit Red Wings
325,Dan O'Halloran,3,Pittsburgh Penguins
326,Paul Devorski,2,Detroit Red Wings
327,Paul Devorski,3,Pittsburgh Penguins
328,Brad Watson,2,Detroit Red Wings
329,Brad Watson,1,Pittsburgh Penguins
330,Marc Joannette,2,Detroit Red Wings
331,Marc Joannette,1,Pittsburgh Penguins
332,Dan O'Halloran,3,Detroit Red Wings
333,Dan O'Halloran,4,Pittsburgh Penguins
334,Paul Devorski,3,Detroit Red Wings
335,Paul Devorski,4,Pittsburgh Penguins
336,Brad Watson,3,Detroit Red Wings
337,Brad Watson,2,Pittsburgh Penguins
338,Marc Joannette,3,Detroit Red Wings
339,Marc Joannette,2,Pittsburgh Penguins
