,Ref,Team,Wins,Losses,Win %,Goals per Game
2351,Stephane Provost,Vancouver Canucks,1,1,0.5,3.5
2352,Stephane Provost,San Jose Sharks,1,0,1.0,8.0
2353,Stephane Provost,St. Louis Blues,0,0,,
2354,Stephane Provost,Los Angeles Kings,0,0,,
2355,Stephane Provost,Toronto Maple Leafs,2,2,0.5,3.0
2356,Stephane Provost,Hartford Whalers,3,2,0.6,3.8333333333333335
2357,Stephane Provost,Washington Capitals,2,2,0.5,3.0
2358,Stephane Provost,Florida Panthers,6,3,0.6666666666666666,3.2222222222222223
2359,Stephane Provost,New York Islanders,1,2,0.3333333333333333,3.0
2360,Stephane Provost,Montréal Canadiens,1,3,0.25,1.8333333333333333
2361,Stephane Provost,Philadelphia Flyers,1,2,0.3333333333333333,3.333333333333333
2362,Stephane Provost,Quebec Nordiques,0,1,0.0,1.6666666666666667
2363,Stephane Provost,Boston Bruins,3,1,0.75,3.25
2364,Stephane Provost,New Jersey Devils,1,1,0.5,2.5
2365,Stephane Provost,Ottawa Senators,1,6,0.14285714285714285,2.4285714285714284
2366,Stephane Provost,Colorado Avalanche,1,0,1.0,5.0
2367,Stephane Provost,Phoenix Coyotes,0,0,,
2368,Stephane Provost,Carolina Hurricanes,0,0,,4.0
2369,Stephane Provost,Nashville Predators,2,2,0.5,3.0
2370,Stephane Provost,Atlanta Thrashers,0,0,,
2371,Stephane Provost,Minnesota Wild,0,0,,
2372,Stephane Provost,Columbus Blue Jackets,0,0,,
2373,Stephane Provost,Winnipeg Jets,0,0,,
2374,Stephane Provost,Arizona Coyotes,0,0,,
2375,Stephane Provost,Vegas Golden Knights,0,0,,
2376,Lazarowich,Buffalo Sabres,0,0,,
2377,Lazarowich,New York Rangers,0,0,,
2378,Lazarowich,Pittsburgh Penguins,1,0,1.0,7.0
2379,Lazarowich,Tampa Bay Lightning,0,0,,
2380,Lazarowich,Chicago Blackhawks,1,1,0.5,3.0
2381,Lazarowich,Detroit Red Wings,0,0,,
2382,Lazarowich,Calgary Flames,2,0,1.0,4.0
2383,Lazarowich,Winnipeg Jets (1979),1,0,1.0,4.0
2384,Lazarowich,Anaheim Ducks,0,1,0.0,2.0
2385,Lazarowich,Edmonton Oilers,1,1,0.5,4.5
2386,Lazarowich,Dallas Stars,4,3,0.5714285714285714,4.0
2387,Lazarowich,Vancouver Canucks,5,3,0.625,3.4444444444444446
2388,Lazarowich,San Jose Sharks,3,6,0.3333333333333333,1.6666666666666667
2389,Lazarowich,St. Louis Blues,1,1,0.5,2.0
2390,Lazarowich,Los Angeles Kings,1,3,0.25,2.5
2391,Lazarowich,Toronto Maple Leafs,2,1,0.6666666666666666,3.333333333333333
2392,Lazarowich,Hartford Whalers,0,0,,
2393,Lazarowich,Washington Capitals,0,0,,
2394,Lazarowich,Florida Panthers,0,0,,
2395,Lazarowich,New York Islanders,0,0,,
2396,Lazarowich,Montréal Canadiens,0,0,,
2397,Lazarowich,Philadelphia Flyers,0,0,,
2398,Lazarowich,Quebec Nordiques,0,0,,
2399,Lazarowich,Boston Bruins,0,1,0.0,5.0
2400,Lazarowich,New Jersey Devils,1,0,1.0,3.0
2401,Lazarowich,Ottawa Senators,0,0,,
2402,Lazarowich,Colorado Avalanche,1,2,0.3333333333333333,2.6666666666666665
2403,Lazarowich,Phoenix Coyotes,0,1,0.0,2.0
2404,Lazarowich,Carolina Hurricanes,0,0,,
2405,Lazarowich,Nashville Predators,0,0,,
2406,Lazarowich,Atlanta Thrashers,0,0,,
2407,Lazarowich,Minnesota Wild,0,0,,
2408,Lazarowich,Columbus Blue Jackets,0,0,,
2409,Lazarowich,Winnipeg Jets,0,0,,
2410,Lazarowich,Arizona Coyotes,0,0,,
2411,Lazarowich,Vegas Golden Knights,0,0,,
2412,Van Hellemond,Buffalo Sabres,0,1,0.0,2.0
2413,Van Hellemond,New York Rangers,1,0,1.0,4.0
2414,Van Hellemond,Pittsburgh Penguins,0,0,,
2415,Van Hellemond,Tampa Bay Lightning,0,0,,
2416,Van Hellemond,Chicago Blackhawks,0,0,,
2417,Van Hellemond,Detroit Red Wings,4,0,1.0,5.25
2418,Van Hellemond,Calgary Flames,0,1,0.0,1.0
2419,Van Hellemond,Winnipeg Jets (1979),0,0,,
2420,Van Hellemond,Anaheim Ducks,0,0,,
2421,Van Hellemond,Edmonton Oilers,0,2,0.0,1.6666666666666667
2422,Van Hellemond,Dallas Stars,1,2,0.3333333333333333,2.0
2423,Van Hellemond,Vancouver Canucks,0,0,,
2424,Van Hellemond,San Jose Sharks,0,1,0.0,2.0
2425,Van Hellemond,St. Louis Blues,0,1,0.0,2.0
2426,Van Hellemond,Los Angeles Kings,0,0,,
2427,Van Hellemond,Toronto Maple Leafs,1,1,0.5,1.0
2428,Van Hellemond,Hartford Whalers,0,0,,2.0
2429,Van Hellemond,Washington Capitals,0,0,,
2430,Van Hellemond,Florida Panthers,0,0,,
2431,Van Hellemond,New York Islanders,0,1,0.0,1.0
2432,Van Hellemond,Montréal Canadiens,1,0,1.0,3.0
2433,Van Hellemond,Philadelphia Flyers,1,0,1.0,3.0
2434,Van Hellemond,Quebec Nordiques,0,0,,
2435,Van Hellemond,Boston Bruins,0,0,,
2436,Van Hellemond,New Jersey Devils,0,0,,
2437,Van Hellemond,Ottawa Senators,0,0,,
2438,Van Hellemond,Colorado Avalanche,1,0,1.0,4.0
2439,Van Hellemond,Phoenix Coyotes,0,0,,
2440,Van Hellemond,Carolina Hurricanes,0,0,,
2441,Van Hellemond,Nashville Predators,0,0,,
2442,Van Hellemond,Atlanta Thrashers,0,0,,
2443,Van Hellemond,Minnesota Wild,0,0,,
2444,Van Hellemond,Columbus Blue Jackets,0,0,,
2445,Van Hellemond,Winnipeg Jets,0,0,,
2446,Van Hellemond,Arizona Coyotes,0,0,,
2447,Van Hellemond,Vegas Golden Knights,0,0,,
2448,Heyer,Buffalo Sabres,0,1,0.0,4.0
2449,Heyer,New York Rangers,1,0,1.0,3.0
2450,Heyer,Pittsburgh Penguins,0,0,,
2451,Heyer,Tampa Bay Lightning,1,0,1.0,4.0
2452,Heyer,Chicago Blackhawks,0,1,0.0,1.0
2453,Heyer,Detroit Red Wings,1,0,1.0,5.0
2454,Heyer,Calgary Flames,1,1,0.5,2.5
2455,Heyer,Winnipeg Jets (1979),0,0,,
2456,Heyer,Anaheim Ducks,1,0,1.0,4.0
2457,Heyer,Edmonton Oilers,1,2,0.3333333333333333,3.6666666666666665
2458,Heyer,Dallas Stars,1,3,0.25,2.5
2459,Heyer,Vancouver Canucks,1,1,0.5,3.5
2460,Heyer,San Jose Sharks,7,8,0.4666666666666667,3.0
2461,Heyer,St. Louis Blues,2,1,0.6666666666666666,3.0
2462,Heyer,Los Angeles Kings,0,1,0.0,0.0
2463,Heyer,Toronto Maple Leafs,1,0,1.0,4.0
2464,Heyer,Hartford Whalers,1,0,1.0,3.0
2465,Heyer,Washington Capitals,1,0,1.0,4.0
2466,Heyer,Florida Panthers,1,0,1.0,4.5
2467,Heyer,New York Islanders,0,0,,
2468,Heyer,Montréal Canadiens,1,1,0.5,4.5
2469,Heyer,Philadelphia Flyers,0,0,,
2470,Heyer,Quebec Nordiques,0,0,,
2471,Heyer,Boston Bruins,0,0,,6.0
2472,Heyer,New Jersey Devils,0,0,,
2473,Heyer,Ottawa Senators,0,1,0.0,1.0
2474,Heyer,Colorado Avalanche,0,1,0.0,3.0
2475,Heyer,Phoenix Coyotes,0,0,,
2476,Heyer,Carolina Hurricanes,0,0,,
2477,Heyer,Nashville Predators,0,0,,
2478,Heyer,Atlanta Thrashers,0,0,,
2479,Heyer,Minnesota Wild,0,0,,
2480,Heyer,Columbus Blue Jackets,0,0,,
2481,Heyer,Winnipeg Jets,0,0,,
2482,Heyer,Arizona Coyotes,0,0,,
2483,Heyer,Vegas Golden Knights,0,0,,
2484,Walkom,Buffalo Sabres,1,0,1.0,2.0
2485,Walkom,New York Rangers,0,0,,
2486,Walkom,Pittsburgh Penguins,0,0,,
2487,Walkom,Tampa Bay Lightning,1,2,0.3333333333333333,2.333333333333333
2488,Walkom,Chicago Blackhawks,0,1,0.0,1.0
2489,Walkom,Detroit Red Wings,3,0,1.0,4.333333333333333
2490,Walkom,Calgary Flames,1,0,1.0,6.0
2491,Walkom,Winnipeg Jets (1979),0,1,0.0,3.0
2492,Walkom,Anaheim Ducks,0,1,0.0,4.5
2493,Walkom,Edmonton Oilers,0,2,0.0,2.5
2494,Walkom,Dallas Stars,0,4,0.0,2.0
2495,Walkom,Vancouver Canucks,1,0,1.0,5.0
2496,Walkom,San Jose Sharks,3,3,0.5,3.6666666666666665
2497,Walkom,St. Louis Blues,1,1,0.5,3.5
2498,Walkom,Los Angeles Kings,0,1,0.0,0.0
2499,Walkom,Toronto Maple Leafs,1,1,0.5,2.5
2500,Walkom,Hartford Whalers,0,0,,
2501,Walkom,Washington Capitals,2,1,0.6666666666666666,3.333333333333333
2502,Walkom,Florida Panthers,2,1,0.6666666666666666,4.0
2503,Walkom,New York Islanders,0,1,0.0,2.0
2504,Walkom,Montréal Canadiens,4,2,0.6666666666666666,4.285714285714286
2505,Walkom,Philadelphia Flyers,0,0,,
2506,Walkom,Quebec Nordiques,0,1,0.0,4.0
2507,Walkom,Boston Bruins,0,0,,
2508,Walkom,New Jersey Devils,1,0,1.0,3.0
2509,Walkom,Ottawa Senators,0,0,,
2510,Walkom,Colorado Avalanche,2,0,1.0,6.5
2511,Walkom,Phoenix Coyotes,0,0,,
2512,Walkom,Carolina Hurricanes,0,0,,
2513,Walkom,Nashville Predators,0,0,,
2514,Walkom,Atlanta Thrashers,0,0,,
2515,Walkom,Minnesota Wild,0,0,,
2516,Walkom,Columbus Blue Jackets,0,0,,
2517,Walkom,Winnipeg Jets,0,0,,
2518,Walkom,Arizona Coyotes,0,0,,
2519,Walkom,Vegas Golden Knights,0,0,,
2520,Kevin Collins #50,Buffalo Sabres,0,0,,
2521,Kevin Collins #50,New York Rangers,0,0,,
2522,Kevin Collins #50,Pittsburgh Penguins,0,0,,
2523,Kevin Collins #50,Tampa Bay Lightning,0,0,,
2524,Kevin Collins #50,Chicago Blackhawks,0,0,,
2525,Kevin Collins #50,Detroit Red Wings,0,0,,
2526,Kevin Collins #50,Calgary Flames,0,0,,
2527,Kevin Collins #50,Winnipeg Jets (1979),0,0,,
2528,Kevin Collins #50,Anaheim Ducks,0,0,,
2529,Kevin Collins #50,Edmonton Oilers,0,0,,
2530,Kevin Collins #50,Dallas Stars,0,0,,
2531,Kevin Collins #50,Vancouver Canucks,0,0,,
2532,Kevin Collins #50,San Jose Sharks,0,0,,
2533,Kevin Collins #50,St. Louis Blues,0,0,,
2534,Kevin Collins #50,Los Angeles Kings,0,0,,
2535,Kevin Collins #50,Toronto Maple Leafs,0,0,,
2536,Kevin Collins #50,Hartford Whalers,0,0,,
2537,Kevin Collins #50,Washington Capitals,1,0,1.0,5.0
2538,Kevin Collins #50,Florida Panthers,1,2,0.3333333333333333,2.25
2539,Kevin Collins #50,New York Islanders,1,0,1.0,5.0
2540,Kevin Collins #50,Montréal Canadiens,0,0,,1.0
2541,Kevin Collins #50,Philadelphia Flyers,0,0,,
2542,Kevin Collins #50,Quebec Nordiques,0,0,,
2543,Kevin Collins #50,Boston Bruins,0,0,,
2544,Kevin Collins #50,New Jersey Devils,0,0,,
2545,Kevin Collins #50,Ottawa Senators,0,1,0.0,2.0
2546,Kevin Collins #50,Colorado Avalanche,0,0,,
2547,Kevin Collins #50,Phoenix Coyotes,0,0,,
2548,Kevin Collins #50,Carolina Hurricanes,0,0,,
2549,Kevin Collins #50,Nashville Predators,0,0,,
2550,Kevin Collins #50,Atlanta Thrashers,0,0,,
2551,Kevin Collins #50,Minnesota Wild,0,0,,
2552,Kevin Collins #50,Columbus Blue Jackets,0,0,,
2553,Kevin Collins #50,Winnipeg Jets,0,0,,
2554,Kevin Collins #50,Arizona Coyotes,0,0,,
2555,Kevin Collins #50,Vegas Golden Knights,0,0,,
2556,Mick McGeough #19,Buffalo Sabres,0,0,,
2557,Mick McGeough #19,New York Rangers,0,0,,
2558,Mick McGeough #19,Pittsburgh Penguins,0,0,,
2559,Mick McGeough #19,Tampa Bay Lightning,0,0,,
2560,Mick McGeough #19,Chicago Blackhawks,0,0,,
2561,Mick McGeough #19,Detroit Red Wings,0,0,,
2562,Mick McGeough #19,Calgary Flames,0,0,,
2563,Mick McGeough #19,Winnipeg Jets (1979),0,0,,
2564,Mick McGeough #19,Anaheim Ducks,0,0,,
2565,Mick McGeough #19,Edmonton Oilers,0,0,,
2566,Mick McGeough #19,Dallas Stars,0,0,,
2567,Mick McGeough #19,Vancouver Canucks,0,0,,
2568,Mick McGeough #19,San Jose Sharks,0,0,,
2569,Mick McGeough #19,St. Louis Blues,0,0,,
2570,Mick McGeough #19,Los Angeles Kings,0,0,,
2571,Mick McGeough #19,Toronto Maple Leafs,0,0,,
2572,Mick McGeough #19,Hartford Whalers,0,0,,
2573,Mick McGeough #19,Washington Capitals,0,0,,
2574,Mick McGeough #19,Florida Panthers,1,2,0.3333333333333333,2.0
2575,Mick McGeough #19,New York Islanders,2,0,1.0,4.0
2576,Mick McGeough #19,Montréal Canadiens,0,0,,
2577,Mick McGeough #19,Philadelphia Flyers,0,1,0.0,2.0
2578,Mick McGeough #19,Quebec Nordiques,0,0,,
2579,Mick McGeough #19,Boston Bruins,0,0,,
2580,Mick McGeough #19,New Jersey Devils,0,0,,
2581,Mick McGeough #19,Ottawa Senators,0,0,,
2582,Mick McGeough #19,Colorado Avalanche,0,0,,
2583,Mick McGeough #19,Phoenix Coyotes,0,0,,
2584,Mick McGeough #19,Carolina Hurricanes,0,0,,
2585,Mick McGeough #19,Nashville Predators,0,0,,
2586,Mick McGeough #19,Atlanta Thrashers,0,0,,
2587,Mick McGeough #19,Minnesota Wild,0,0,,
2588,Mick McGeough #19,Columbus Blue Jackets,0,0,,
2589,Mick McGeough #19,Winnipeg Jets,0,0,,
2590,Mick McGeough #19,Arizona Coyotes,0,0,,
2591,Mick McGeough #19,Vegas Golden Knights,0,0,,
2592,Mark Vines,Buffalo Sabres,0,0,,
2593,Mark Vines,New York Rangers,0,1,0.0,3.0
2594,Mark Vines,Pittsburgh Penguins,1,0,1.0,4.0
2595,Mark Vines,Tampa Bay Lightning,0,0,,
2596,Mark Vines,Chicago Blackhawks,0,0,,
2597,Mark Vines,Detroit Red Wings,0,0,,
2598,Mark Vines,Calgary Flames,0,1,0.0,2.0
2599,Mark Vines,Winnipeg Jets (1979),0,0,,
2600,Mark Vines,Anaheim Ducks,0,0,,
2601,Mark Vines,Edmonton Oilers,0,0,,
2602,Mark Vines,Dallas Stars,0,0,,
2603,Mark Vines,Vancouver Canucks,0,0,,
2604,Mark Vines,San Jose Sharks,0,0,,
2605,Mark Vines,St. Louis Blues,1,0,1.0,4.0
2606,Mark Vines,Los Angeles Kings,0,0,,
2607,Mark Vines,Toronto Maple Leafs,0,0,,
2608,Mark Vines,Hartford Whalers,0,0,,
2609,Mark Vines,Washington Capitals,0,0,,
2610,Mark Vines,Florida Panthers,0,0,,
2611,Mark Vines,New York Islanders,0,0,,
2612,Mark Vines,Montréal Canadiens,0,0,,
2613,Mark Vines,Philadelphia Flyers,0,0,,
2614,Mark Vines,Quebec Nordiques,0,0,,
2615,Mark Vines,Boston Bruins,0,0,,
2616,Mark Vines,New Jersey Devils,0,0,,
2617,Mark Vines,Ottawa Senators,0,0,,
2618,Mark Vines,Colorado Avalanche,0,0,,
2619,Mark Vines,Phoenix Coyotes,0,0,,
2620,Mark Vines,Carolina Hurricanes,0,0,,
2621,Mark Vines,Nashville Predators,0,0,,
2622,Mark Vines,Atlanta Thrashers,0,0,,
2623,Mark Vines,Minnesota Wild,0,0,,
2624,Mark Vines,Columbus Blue Jackets,0,0,,
2625,Mark Vines,Winnipeg Jets,0,0,,
2626,Mark Vines,Arizona Coyotes,0,0,,
2627,Mark Vines,Vegas Golden Knights,0,0,,
2628,McCreary,Buffalo Sabres,0,1,0.0,2.0
2629,McCreary,New York Rangers,0,0,,
2630,McCreary,Pittsburgh Penguins,0,1,0.0,5.0
2631,McCreary,Tampa Bay Lightning,0,0,,2.0
2632,McCreary,Chicago Blackhawks,1,0,1.0,3.0
2633,McCreary,Detroit Red Wings,3,1,0.75,3.0
2634,McCreary,Calgary Flames,0,0,,
2635,McCreary,Winnipeg Jets (1979),0,0,,
2636,McCreary,Anaheim Ducks,0,0,,1.0
2637,McCreary,Edmonton Oilers,2,1,0.6666666666666666,4.0
2638,McCreary,Dallas Stars,0,3,0.0,2.0
2639,McCreary,Vancouver Canucks,2,0,1.0,4.2
2640,McCreary,San Jose Sharks,0,4,0.0,1.5
2641,McCreary,St. Louis Blues,1,0,1.0,6.0
2642,McCreary,Los Angeles Kings,0,0,,
2643,McCreary,Toronto Maple Leafs,1,0,1.0,3.5
2644,McCreary,Hartford Whalers,0,0,,
2645,McCreary,Washington Capitals,0,0,,
2646,McCreary,Florida Panthers,0,0,,
2647,McCreary,New York Islanders,0,0,,
2648,McCreary,Montréal Canadiens,1,4,0.2,3.2
2649,McCreary,Philadelphia Flyers,2,0,1.0,4.333333333333333
2650,McCreary,Quebec Nordiques,0,0,,
2651,McCreary,Boston Bruins,0,0,,
2652,McCreary,New Jersey Devils,1,0,1.0,4.0
2653,McCreary,Ottawa Senators,0,0,,
2654,McCreary,Colorado Avalanche,1,0,1.0,4.0
2655,McCreary,Phoenix Coyotes,0,0,,
2656,McCreary,Carolina Hurricanes,0,0,,
2657,McCreary,Nashville Predators,0,0,,
2658,McCreary,Atlanta Thrashers,0,0,,
2659,McCreary,Minnesota Wild,0,0,,
2660,McCreary,Columbus Blue Jackets,0,0,,
2661,McCreary,Winnipeg Jets,0,0,,
2662,McCreary,Arizona Coyotes,0,0,,
2663,McCreary,Vegas Golden Knights,0,0,,
2664,G. Gauthier,Buffalo Sabres,0,1,0.0,2.0
2665,G. Gauthier,New York Rangers,0,0,,
2666,G. Gauthier,Pittsburgh Penguins,0,0,,
2667,G. Gauthier,Tampa Bay Lightning,0,0,,
2668,G. Gauthier,Chicago Blackhawks,0,0,,
2669,G. Gauthier,Detroit Red Wings,0,0,,
2670,G. Gauthier,Calgary Flames,0,0,,
2671,G. Gauthier,Winnipeg Jets (1979),0,0,,
2672,G. Gauthier,Anaheim Ducks,0,0,,
2673,G. Gauthier,Edmonton Oilers,0,0,,
2674,G. Gauthier,Dallas Stars,0,0,,
2675,G. Gauthier,Vancouver Canucks,0,0,,
2676,G. Gauthier,San Jose Sharks,0,0,,
2677,G. Gauthier,St. Louis Blues,0,0,,
2678,G. Gauthier,Los Angeles Kings,0,0,,
2679,G. Gauthier,Toronto Maple Leafs,0,0,,
2680,G. Gauthier,Hartford Whalers,0,0,,
2681,G. Gauthier,Washington Capitals,0,0,,
2682,G. Gauthier,Florida Panthers,0,0,,
2683,G. Gauthier,New York Islanders,1,0,1.0,5.0
2684,G. Gauthier,Montréal Canadiens,0,0,,
2685,G. Gauthier,Philadelphia Flyers,1,1,0.5,4.0
2686,G. Gauthier,Quebec Nordiques,0,0,,
2687,G. Gauthier,Boston Bruins,0,0,,
2688,G. Gauthier,New Jersey Devils,0,0,,
2689,G. Gauthier,Ottawa Senators,0,0,,
2690,G. Gauthier,Colorado Avalanche,0,0,,
2691,G. Gauthier,Phoenix Coyotes,0,0,,
2692,G. Gauthier,Carolina Hurricanes,0,0,,
2693,G. Gauthier,Nashville Predators,0,0,,
2694,G. Gauthier,Atlanta Thrashers,0,0,,
2695,G. Gauthier,Minnesota Wild,0,0,,
2696,G. Gauthier,Columbus Blue Jackets,0,0,,
2697,G. Gauthier,Winnipeg Jets,0,0,,
2698,G. Gauthier,Arizona Coyotes,0,0,,
2699,G. Gauthier,Vegas Golden Knights,0,0,,
2700,Tim Nowak,Buffalo Sabres,7,4,0.6363636363636364,2.583333333333333
2701,Tim Nowak,New York Rangers,3,2,0.6,2.5
2702,Tim Nowak,Pittsburgh Penguins,8,3,0.7272727272727273,3.9230769230769234
2703,Tim Nowak,Tampa Bay Lightning,6,6,0.5,2.8571428571428568
2704,Tim Nowak,Chicago Blackhawks,1,1,0.5,3.333333333333333
2705,Tim Nowak,Detroit Red Wings,2,0,1.0,4.0
2706,Tim Nowak,Calgary Flames,0,0,,
2707,Tim Nowak,Winnipeg Jets (1979),0,1,0.0,1.0
2708,Tim Nowak,Anaheim Ducks,1,0,1.0,7.0
2709,Tim Nowak,Edmonton Oilers,0,0,,
2710,Tim Nowak,Dallas Stars,2,1,0.6666666666666666,3.333333333333333
2711,Tim Nowak,Vancouver Canucks,0,0,,
2712,Tim Nowak,San Jose Sharks,0,1,0.0,2.0
2713,Tim Nowak,St. Louis Blues,2,1,0.6666666666666666,2.6
2714,Tim Nowak,Los Angeles Kings,0,3,0.0,1.25
2715,Tim Nowak,Toronto Maple Leafs,0,2,0.0,2.0
2716,Tim Nowak,Hartford Whalers,3,5,0.375,1.4444444444444444
2717,Tim Nowak,Washington Capitals,5,5,0.5,2.272727272727273
2718,Tim Nowak,Florida Panthers,4,10,0.2857142857142857,3.2666666666666666
2719,Tim Nowak,New York Islanders,2,5,0.2857142857142857,3.25
2720,Tim Nowak,Montréal Canadiens,2,1,0.6666666666666666,3.5
2721,Tim Nowak,Philadelphia Flyers,5,2,0.7142857142857143,3.2857142857142856
2722,Tim Nowak,Quebec Nordiques,0,0,,
2723,Tim Nowak,Boston Bruins,4,4,0.5,2.75
2724,Tim Nowak,New Jersey Devils,1,2,0.3333333333333333,3.0
2725,Tim Nowak,Ottawa Senators,2,2,0.5,2.75
2726,Tim Nowak,Colorado Avalanche,1,0,1.0,4.0
2727,Tim Nowak,Phoenix Coyotes,0,2,0.0,2.5
2728,Tim Nowak,Carolina Hurricanes,3,2,0.6,3.4
2729,Tim Nowak,Nashville Predators,3,1,0.75,2.4
2730,Tim Nowak,Atlanta Thrashers,0,1,0.0,1.0
2731,Tim Nowak,Minnesota Wild,0,0,,
2732,Tim Nowak,Columbus Blue Jackets,0,0,,
2733,Tim Nowak,Winnipeg Jets,0,0,,
2734,Tim Nowak,Arizona Coyotes,0,0,,
2735,Tim Nowak,Vegas Golden Knights,0,0,,
2736,Mcgeogh,Buffalo Sabres,0,0,,
2737,Mcgeogh,New York Rangers,0,0,,
2738,Mcgeogh,Pittsburgh Penguins,0,0,,
2739,Mcgeogh,Tampa Bay Lightning,0,0,,
2740,Mcgeogh,Chicago Blackhawks,0,0,,
2741,Mcgeogh,Detroit Red Wings,0,0,,
2742,Mcgeogh,Calgary Flames,0,0,,
2743,Mcgeogh,Winnipeg Jets (1979),0,0,,
2744,Mcgeogh,Anaheim Ducks,0,0,,
2745,Mcgeogh,Edmonton Oilers,0,0,,
2746,Mcgeogh,Dallas Stars,0,1,0.0,1.0
2747,Mcgeogh,Vancouver Canucks,0,0,,
2748,Mcgeogh,San Jose Sharks,1,0,1.0,2.0
2749,Mcgeogh,St. Louis Blues,0,0,,
2750,Mcgeogh,Los Angeles Kings,0,0,,
2751,Mcgeogh,Toronto Maple Leafs,0,0,,
2752,Mcgeogh,Hartford Whalers,0,0,,
2753,Mcgeogh,Washington Capitals,0,0,,
2754,Mcgeogh,Florida Panthers,0,0,,
2755,Mcgeogh,New York Islanders,0,0,,
2756,Mcgeogh,Montréal Canadiens,0,0,,
2757,Mcgeogh,Philadelphia Flyers,0,0,,
2758,Mcgeogh,Quebec Nordiques,0,0,,
2759,Mcgeogh,Boston Bruins,0,0,,
2760,Mcgeogh,New Jersey Devils,0,0,,
2761,Mcgeogh,Ottawa Senators,0,0,,
2762,Mcgeogh,Colorado Avalanche,0,0,,
2763,Mcgeogh,Phoenix Coyotes,0,0,,
2764,Mcgeogh,Carolina Hurricanes,0,0,,
2765,Mcgeogh,Nashville Predators,0,0,,
2766,Mcgeogh,Atlanta Thrashers,0,0,,
2767,Mcgeogh,Minnesota Wild,0,0,,
2768,Mcgeogh,Columbus Blue Jackets,0,0,,
2769,Mcgeogh,Winnipeg Jets,0,0,,
2770,Mcgeogh,Arizona Coyotes,0,0,,
2771,Mcgeogh,Vegas Golden Knights,0,0,,
2772,Blaine Angus,Buffalo Sabres,23,17,0.575,3.113636363636364
2773,Blaine Angus,New York Rangers,15,14,0.5172413793103449,3.060606060606061
2774,Blaine Angus,Pittsburgh Penguins,19,17,0.5277777777777778,3.0540540540540535
2775,Blaine Angus,Tampa Bay Lightning,13,22,0.37142857142857144,2.6341463414634148
2776,Blaine Angus,Chicago Blackhawks,13,7,0.65,3.4347826086956523
2777,Blaine Angus,Detroit Red Wings,17,7,0.7083333333333334,3.7142857142857135
2778,Blaine Angus,Calgary Flames,15,21,0.4166666666666667,2.5789473684210527
2779,Blaine Angus,Winnipeg Jets (1979),0,0,,
2780,Blaine Angus,Anaheim Ducks,17,19,0.4722222222222222,2.75
2781,Blaine Angus,Edmonton Oilers,17,15,0.53125,2.9705882352941178
2782,Blaine Angus,Dallas Stars,20,7,0.7407407407407407,3.3
2783,Blaine Angus,Vancouver Canucks,11,7,0.6111111111111112,3.3809523809523814
2784,Blaine Angus,San Jose Sharks,12,9,0.5714285714285714,3.3181818181818183
2785,Blaine Angus,St. Louis Blues,16,13,0.5517241379310345,3.138888888888889
2786,Blaine Angus,Los Angeles Kings,14,11,0.56,2.769230769230769
2787,Blaine Angus,Toronto Maple Leafs,12,13,0.48,2.4642857142857144
2788,Blaine Angus,Hartford Whalers,2,3,0.4,2.0
2789,Blaine Angus,Washington Capitals,19,24,0.4418604651162791,2.6170212765957452
2790,Blaine Angus,Florida Panthers,18,15,0.5454545454545454,2.9428571428571435
2791,Blaine Angus,New York Islanders,17,21,0.4473684210526316,2.311111111111111
2792,Blaine Angus,Montréal Canadiens,9,18,0.3333333333333333,2.074074074074074
2793,Blaine Angus,Philadelphia Flyers,13,9,0.5909090909090909,2.76
2794,Blaine Angus,Quebec Nordiques,0,0,,2.0
2795,Blaine Angus,Boston Bruins,10,14,0.4166666666666667,2.642857142857143
2796,Blaine Angus,New Jersey Devils,17,16,0.5151515151515151,2.72972972972973
2797,Blaine Angus,Ottawa Senators,17,20,0.4594594594594595,2.8260869565217392
2798,Blaine Angus,Colorado Avalanche,18,9,0.6666666666666666,3.3666666666666667
2799,Blaine Angus,Phoenix Coyotes,13,12,0.52,3.066666666666667
2800,Blaine Angus,Carolina Hurricanes,17,15,0.53125,2.6486486486486487
2801,Blaine Angus,Nashville Predators,10,26,0.2777777777777778,2.3488372093023258
2802,Blaine Angus,Atlanta Thrashers,10,14,0.4166666666666667,3.2258064516129035
2803,Blaine Angus,Minnesota Wild,7,11,0.3888888888888889,2.565217391304348
2804,Blaine Angus,Columbus Blue Jackets,12,17,0.41379310344827586,2.7419354838709675
2805,Blaine Angus,Winnipeg Jets,0,0,,
2806,Blaine Angus,Arizona Coyotes,0,0,,
2807,Blaine Angus,Vegas Golden Knights,0,0,,
2808,Morin,Buffalo Sabres,0,0,,
2809,Morin,New York Rangers,0,1,0.0,1.0
2810,Morin,Pittsburgh Penguins,0,1,0.0,1.0
2811,Morin,Tampa Bay Lightning,1,1,0.5,3.5
2812,Morin,Chicago Blackhawks,0,2,0.0,2.5
2813,Morin,Detroit Red Wings,2,0,1.0,4.333333333333333
2814,Morin,Calgary Flames,0,0,,
2815,Morin,Winnipeg Jets (1979),0,0,,
2816,Morin,Anaheim Ducks,0,1,0.0,1.0
2817,Morin,Edmonton Oilers,0,1,0.0,2.0
2818,Morin,Dallas Stars,2,0,1.0,5.0
2819,Morin,Vancouver Canucks,0,0,,
2820,Morin,San Jose Sharks,0,0,,
2821,Morin,St. Louis Blues,0,0,,
2822,Morin,Los Angeles Kings,0,2,0.0,2.6666666666666665
