,Ref,Score,Team
111,Dan Marouelli,3,Detroit Red Wings
112,Chris Lee,3,Calgary Flames
113,Chris Lee,4,Vancouver Canucks
114,Greg Kimmerly,3,Calgary Flames
115,Greg Kimmerly,4,Vancouver Canucks
116,Kelly Sutherland,3,Boston Bruins
117,Kelly Sutherland,1,Phoenix Coyotes
118,Rob Shick,3,Boston Bruins
119,Rob Shick,1,Phoenix Coyotes
120,Dennis LaRue,3,Los Angeles Kings
121,Dennis LaRue,5,St. Louis Blues
122,Steve Kozari,3,Los Angeles Kings
123,Steve Kozari,5,St. Louis Blues
124,Kelly Sutherland,6,Colorado Avalanche
125,Kelly Sutherland,2,San Jose Sharks
126,Steve Kozari,6,Colorado Avalanche
127,Steve Kozari,2,San Jose Sharks
128,Don Koharski,1,New York Islanders
129,Don Koharski,2,Washington Capitals
130,Ian Walsh,1,New York Islanders
131,Ian Walsh,2,Washington Capitals
132,Dan O'Halloran,2,New Jersey Devils
133,Dan O'Halloran,4,Ottawa Senators
134,Rob Martell,2,New Jersey Devils
135,Rob Martell,4,Ottawa Senators
136,Michael McGeough,4,Detroit Red Wings
137,Michael McGeough,2,Edmonton Oilers
138,Mike Hasenfratz,4,Detroit Red Wings
139,Mike Hasenfratz,2,Edmonton Oilers
140,Brad Meier,1,Nashville Predators
141,Brad Meier,4,St. Louis Blues
142,Dan O'Halloran,1,Nashville Predators
143,Dan O'Halloran,4,St. Louis Blues
144,Dennis LaRue,8,Philadelphia Flyers
145,Dennis LaRue,2,Vancouver Canucks
146,Kelly Sutherland,8,Philadelphia Flyers
147,Kelly Sutherland,2,Vancouver Canucks
148,Frederick L'Ecuyer,1,New York Islanders
149,Frederick L'Ecuyer,8,Toronto Maple Leafs
150,Mike Hasenfratz,1,New York Islanders
151,Mike Hasenfratz,8,Toronto Maple Leafs
152,Dave Jackson,3,Florida Panthers
153,Dave Jackson,0,New Jersey Devils
154,Eric Furlatt,3,Florida Panthers
155,Eric Furlatt,0,New Jersey Devils
156,Dean Warren,3,Nashville Predators
157,Dean Warren,6,Phoenix Coyotes
158,Paul Devorski,3,Nashville Predators
159,Paul Devorski,6,Phoenix Coyotes
160,Marc Joannette,3,New York Rangers
161,Marc Joannette,1,Washington Capitals
162,Rob Martell,3,New York Rangers
163,Rob Martell,1,Washington Capitals
164,Kelly Sutherland,3,Carolina Hurricanes
165,Kelly Sutherland,1,Montréal Canadiens
166,Rob Martell,3,Carolina Hurricanes
167,Rob Martell,1,Montréal Canadiens
168,Dave Jackson,5,Atlanta Thrashers
169,Dave Jackson,6,New Jersey Devils
170,Eric Furlatt,5,Atlanta Thrashers
171,Eric Furlatt,6,New Jersey Devils
172,Don Koharski,7,Calgary Flames
173,Don Koharski,4,Nashville Predators
174,Kevin Pollock,7,Calgary Flames
175,Kevin Pollock,4,Nashville Predators
176,Don VanMassenhoven,1,Edmonton Oilers
177,Don VanMassenhoven,4,Vancouver Canucks
178,Ian Walsh,1,Edmonton Oilers
179,Ian Walsh,4,Vancouver Canucks
180,Dan Marouelli,3,Minnesota Wild
181,Dan Marouelli,2,Phoenix Coyotes
182,Gord Dwyer,3,Minnesota Wild
183,Gord Dwyer,2,Phoenix Coyotes
184,Brad Watson,0,Anaheim Ducks
185,Brad Watson,2,Minnesota Wild
186,Gord Dwyer,0,Anaheim Ducks
187,Gord Dwyer,2,Minnesota Wild
188,Dan Marouelli,4,Detroit Red Wings
189,Dan Marouelli,1,Los Angeles Kings
190,Stephane Auger,4,Detroit Red Wings
191,Stephane Auger,1,Los Angeles Kings
192,Steve Kozari,4,San Jose Sharks
193,Steve Kozari,2,Vancouver Canucks
194,Tim Peel,4,San Jose Sharks
195,Tim Peel,2,Vancouver Canucks
196,Dean Morton,5,New Jersey Devils
197,Dean Morton,4,Pittsburgh Penguins
198,Dennis LaRue,5,New Jersey Devils
199,Dennis LaRue,4,Pittsburgh Penguins
200,Dave Jackson,4,Boston Bruins
201,Dave Jackson,1,Tampa Bay Lightning
202,Kerry Fraser,4,Boston Bruins
203,Kerry Fraser,1,Tampa Bay Lightning
204,Bill McCreary,5,New York Islanders
205,Bill McCreary,2,Washington Capitals
206,Chris Lee,5,New York Islanders
207,Chris Lee,2,Washington Capitals
208,Dean Warren,5,Atlanta Thrashers
209,Dean Warren,3,New York Rangers
210,Justin StPierre,5,Atlanta Thrashers
211,Justin StPierre,3,New York Rangers
212,Dan O'Halloran,0,Buffalo Sabres
213,Dan O'Halloran,3,Columbus Blue Jackets
214,Steve Kozari,0,Buffalo Sabres
215,Steve Kozari,3,Columbus Blue Jackets
216,Tim Peel,4,Los Angeles Kings
217,Tim Peel,2,Vancouver Canucks
218,Tom Kowal,4,Los Angeles Kings
219,Tom Kowal,2,Vancouver Canucks
220,Kevin Pollock,0,Boston Bruins
221,Kevin Pollock,0,New York Rangers
222,Steve Kozari,0,Boston Bruins
223,Steve Kozari,0,New York Rangers
224,Bill McCreary,3,New Jersey Devils
225,Bill McCreary,4,New York Islanders
226,Justin StPierre,3,New Jersey Devils
227,Justin StPierre,4,New York Islanders
228,Dan O'Halloran,2,Pittsburgh Penguins
229,Dan O'Halloran,1,Washington Capitals
230,Mike Hasenfratz,2,Pittsburgh Penguins
231,Mike Hasenfratz,1,Washington Capitals
232,Chris Rooney,3,Minnesota Wild
233,Chris Rooney,1,St. Louis Blues
234,Rob Martell,3,Minnesota Wild
235,Rob Martell,1,St. Louis Blues
236,Eric Furlatt,4,Calgary Flames
237,Eric Furlatt,1,Edmonton Oilers
238,Tim Peel,4,Calgary Flames
239,Tim Peel,1,Edmonton Oilers
240,Chris Rooney,2,Colorado Avalanche
241,Chris Rooney,3,Minnesota Wild
242,Don VanMassenhoven,2,Colorado Avalanche
243,Don VanMassenhoven,3,Minnesota Wild
244,Eric Furlatt,1,Calgary Flames
245,Eric Furlatt,4,San Jose Sharks
246,Tom Kowal,1,Calgary Flames
247,Tom Kowal,4,San Jose Sharks
248,Chris Lee,0,New York Rangers
249,Chris Lee,1,Pittsburgh Penguins
250,Wes McCauley,0,New York Rangers
251,Wes McCauley,1,Pittsburgh Penguins
252,Don Koharski,4,Florida Panthers
253,Don Koharski,3,Philadelphia Flyers
254,Rob Martell,4,Florida Panthers
255,Rob Martell,3,Philadelphia Flyers
256,Bill McCreary,3,Boston Bruins
257,Bill McCreary,1,Chicago Blackhawks
258,Wes McCauley,3,Boston Bruins
259,Wes McCauley,1,Chicago Blackhawks
260,Dan Marouelli,3,Columbus Blue Jackets
261,Dan Marouelli,0,St. Louis Blues
262,Greg Kimmerly,3,Columbus Blue Jackets
263,Greg Kimmerly,0,St. Louis Blues
264,Kerry Fraser,2,Pittsburgh Penguins
265,Kerry Fraser,5,Toronto Maple Leafs
266,Stephane Auger,2,Pittsburgh Penguins
267,Stephane Auger,5,Toronto Maple Leafs
268,Justin StPierre,2,Philadelphia Flyers
269,Justin StPierre,5,Tampa Bay Lightning
270,Kevin Pollock,2,Philadelphia Flyers
271,Kevin Pollock,5,Tampa Bay Lightning
272,Chris Rooney,0,Atlanta Thrashers
273,Chris Rooney,3,Nashville Predators
274,Don VanMassenhoven,0,Atlanta Thrashers
275,Don VanMassenhoven,3,Nashville Predators
276,Dean Warren,1,Dallas Stars
277,Dean Warren,2,Los Angeles Kings
278,Mike Hasenfratz,1,Dallas Stars
279,Mike Hasenfratz,2,Los Angeles Kings
280,Gord Dwyer,3,Vancouver Canucks
281,Gord Dwyer,2,Washington Capitals
282,Kerry Fraser,3,Vancouver Canucks
283,Kerry Fraser,2,Washington Capitals
284,Justin StPierre,4,Buffalo Sabres
285,Justin StPierre,2,Florida Panthers
286,Kevin Pollock,4,Buffalo Sabres
287,Kevin Pollock,2,Florida Panthers
288,Dave Jackson,2,Columbus Blue Jackets
289,Dave Jackson,1,San Jose Sharks
290,Frederick L'Ecuyer,2,Columbus Blue Jackets
291,Frederick L'Ecuyer,1,San Jose Sharks
292,Eric Furlatt,1,New York Rangers
293,Eric Furlatt,4,Toronto Maple Leafs
294,Wes McCauley,1,New York Rangers
295,Wes McCauley,4,Toronto Maple Leafs
296,Dan Marouelli,3,Montréal Canadiens
297,Dan Marouelli,3,Pittsburgh Penguins
298,Tom Kowal,3,Montréal Canadiens
299,Tom Kowal,3,Pittsburgh Penguins
300,Bill McCreary,3,Atlanta Thrashers
301,Bill McCreary,2,Chicago Blackhawks
302,Greg Kimmerly,3,Atlanta Thrashers
303,Greg Kimmerly,2,Chicago Blackhawks
304,Brad Watson,4,St. Louis Blues
305,Brad Watson,3,Washington Capitals
306,Don VanMassenhoven,4,St. Louis Blues
307,Don VanMassenhoven,3,Washington Capitals
308,Dean Warren,1,Edmonton Oilers
309,Dean Warren,4,Los Angeles Kings
310,Marc Joannette,1,Edmonton Oilers
311,Marc Joannette,4,Los Angeles Kings
312,Michael McGeough,3,Detroit Red Wings
313,Michael McGeough,2,Vancouver Canucks
314,Steve Kozari,3,Detroit Red Wings
315,Steve Kozari,2,Vancouver Canucks
316,Dean Warren,2,Minnesota Wild
317,Dean Warren,4,Pittsburgh Penguins
318,Mike Leggo,2,Minnesota Wild
319,Mike Leggo,4,Pittsburgh Penguins
320,Marc Joannette,2,Atlanta Thrashers
321,Marc Joannette,2,Montréal Canadiens
322,Tom Kowal,2,Atlanta Thrashers
323,Tom Kowal,2,Montréal Canadiens
324,Kerry Fraser,2,Phoenix Coyotes
325,Kerry Fraser,1,St. Louis Blues
326,Tim Peel,2,Phoenix Coyotes
327,Tim Peel,1,St. Louis Blues
328,Michael McGeough,5,Calgary Flames
329,Michael McGeough,1,Nashville Predators
330,Steve Kozari,5,Calgary Flames
331,Steve Kozari,1,Nashville Predators
332,Dave Jackson,2,Detroit Red Wings
333,Dave Jackson,1,Edmonton Oilers
334,Gord Dwyer,2,Detroit Red Wings
335,Gord Dwyer,1,Edmonton Oilers
336,Chris Rooney,6,New Jersey Devils
337,Chris Rooney,1,Tampa Bay Lightning
338,Kevin Pollock,6,New Jersey Devils
339,Kevin Pollock,1,Tampa Bay Lightning
340,Brad Watson,2,Carolina Hurricanes
341,Brad Watson,4,Florida Panthers
342,Wes McCauley,2,Carolina Hurricanes
343,Wes McCauley,4,Florida Panthers
344,Don Koharski,5,Chicago Blackhawks
345,Don Koharski,4,Dallas Stars
346,Kerry Fraser,5,Chicago Blackhawks
347,Kerry Fraser,4,Dallas Stars
348,Brad Meier,4,Columbus Blue Jackets
349,Brad Meier,1,Los Angeles Kings
350,Kelly Sutherland,4,Columbus Blue Jackets
351,Kelly Sutherland,1,Los Angeles Kings
352,Chris Rooney,4,Boston Bruins
353,Chris Rooney,3,Buffalo Sabres
354,Eric Furlatt,4,Boston Bruins
355,Eric Furlatt,3,Buffalo Sabres
356,Greg Kimmerly,4,New York Islanders
357,Greg Kimmerly,0,Tampa Bay Lightning
358,Tom Kowal,4,New York Islanders
359,Tom Kowal,0,Tampa Bay Lightning
360,Brian Pochmara,2,New York Rangers
361,Brian Pochmara,0,Washington Capitals
362,Kevin Pollock,2,New York Rangers
363,Kevin Pollock,0,Washington Capitals
364,Chris Lee,5,Montréal Canadiens
365,Chris Lee,2,Philadelphia Flyers
366,Justin StPierre,5,Montréal Canadiens
367,Justin StPierre,2,Philadelphia Flyers
368,Bill McCreary,4,Atlanta Thrashers
369,Bill McCreary,6,Ottawa Senators
370,Dan Marouelli,4,Atlanta Thrashers
371,Dan Marouelli,6,Ottawa Senators
372,Michael McGeough,2,Minnesota Wild
373,Michael McGeough,3,St. Louis Blues
374,Tim Peel,2,Minnesota Wild
375,Tim Peel,3,St. Louis Blues
376,Don Koharski,3,Colorado Avalanche
377,Don Koharski,2,Pittsburgh Penguins
378,Steve Kozari,3,Colorado Avalanche
379,Steve Kozari,2,Pittsburgh Penguins
380,Dave Jackson,1,Calgary Flames
381,Dave Jackson,4,Detroit Red Wings
382,Gord Dwyer,1,Calgary Flames
383,Gord Dwyer,4,Detroit Red Wings
384,Dean Warren,3,Nashville Predators
385,Dean Warren,0,Vancouver Canucks
386,Mike Leggo,3,Nashville Predators
387,Mike Leggo,0,Vancouver Canucks
388,Brad Meier,1,Anaheim Ducks
389,Brad Meier,1,Columbus Blue Jackets
390,Kelly Sutherland,1,Anaheim Ducks
391,Kelly Sutherland,1,Columbus Blue Jackets
392,Justin StPierre,3,New Jersey Devils
393,Justin StPierre,2,Toronto Maple Leafs
394,Tom Kowal,3,New Jersey Devils
395,Tom Kowal,2,Toronto Maple Leafs
396,Eric Furlatt,3,Philadelphia Flyers
397,Eric Furlatt,2,Washington Capitals
398,Greg Kimmerly,3,Philadelphia Flyers
399,Greg Kimmerly,2,Washington Capitals
400,Don VanMassenhoven,2,Buffalo Sabres
401,Don VanMassenhoven,4,Florida Panthers
402,Ian Walsh,2,Buffalo Sabres
403,Ian Walsh,4,Florida Panthers
404,Kerry Fraser,0,Dallas Stars
405,Kerry Fraser,5,Phoenix Coyotes
406,Wes McCauley,0,Dallas Stars
407,Wes McCauley,5,Phoenix Coyotes
408,Dave Jackson,1,Edmonton Oilers
409,Dave Jackson,4,Nashville Predators
410,Gord Dwyer,1,Edmonton Oilers
411,Gord Dwyer,4,Nashville Predators
412,Brad Meier,5,Los Angeles Kings
413,Brad Meier,2,San Jose Sharks
414,Dennis LaRue,5,Los Angeles Kings
415,Dennis LaRue,2,San Jose Sharks
416,Chris Lee,2,Montréal Canadiens
417,Chris Lee,3,Toronto Maple Leafs
418,Paul Devorski,2,Montréal Canadiens
419,Paul Devorski,3,Toronto Maple Leafs
420,Mike Hasenfratz,2,Boston Bruins
421,Mike Hasenfratz,3,Ottawa Senators
422,Stephane Auger,2,Boston Bruins
423,Stephane Auger,3,Ottawa Senators
424,Dan Marouelli,3,New York Islanders
425,Dan Marouelli,2,Pittsburgh Penguins
426,Eric Furlatt,3,New York Islanders
427,Eric Furlatt,2,Pittsburgh Penguins
428,Greg Kimmerly,1,New Jersey Devils
429,Greg Kimmerly,1,New York Rangers
430,Ian Walsh,1,New Jersey Devils
431,Ian Walsh,1,New York Rangers
432,Bill McCreary,4,Carolina Hurricanes
433,Bill McCreary,2,Florida Panthers
434,Tim Peel,4,Carolina Hurricanes
435,Tim Peel,2,Florida Panthers
436,Brad Watson,6,Atlanta Thrashers
437,Brad Watson,4,Tampa Bay Lightning
438,Marc Joannette,6,Atlanta Thrashers
439,Marc Joannette,4,Tampa Bay Lightning
440,Don Koharski,1,Calgary Flames
441,Don Koharski,4,Minnesota Wild
442,Kelly Sutherland,1,Calgary Flames
443,Kelly Sutherland,4,Minnesota Wild
444,Brian Pochmara,3,Chicago Blackhawks
445,Brian Pochmara,2,St. Louis Blues
446,Michael McGeough,3,Chicago Blackhawks
447,Michael McGeough,2,St. Louis Blues
448,Dennis LaRue,5,Anaheim Ducks
449,Dennis LaRue,2,Phoenix Coyotes
450,Steve Kozari,5,Anaheim Ducks
451,Steve Kozari,2,Phoenix Coyotes
452,Dan O'Halloran,3,Colorado Avalanche
453,Dan O'Halloran,4,Vancouver Canucks
454,Rob Martell,3,Colorado Avalanche
455,Rob Martell,4,Vancouver Canucks
456,Kerry Fraser,1,Los Angeles Kings
457,Kerry Fraser,3,San Jose Sharks
458,Wes McCauley,1,Los Angeles Kings
459,Wes McCauley,3,San Jose Sharks
460,Chris Rooney,3,Columbus Blue Jackets
461,Chris Rooney,0,St. Louis Blues
462,Don VanMassenhoven,3,Columbus Blue Jackets
463,Don VanMassenhoven,0,St. Louis Blues
464,Greg Kimmerly,1,Boston Bruins
465,Greg Kimmerly,1,Ottawa Senators
466,Justin StPierre,1,Boston Bruins
467,Justin StPierre,1,Ottawa Senators
468,Dan O'Rourke,2,Chicago Blackhawks
469,Dan O'Rourke,5,Nashville Predators
470,Don Koharski,2,Chicago Blackhawks
471,Don Koharski,5,Nashville Predators
472,Chris Lee,0,New Jersey Devils
473,Chris Lee,5,Pittsburgh Penguins
474,Kerry Fraser,0,New Jersey Devils
475,Kerry Fraser,5,Pittsburgh Penguins
476,Dave Jackson,2,New York Rangers
477,Dave Jackson,0,Philadelphia Flyers
478,Tim Peel,2,New York Rangers
479,Tim Peel,0,Philadelphia Flyers
480,Dan Marouelli,5,Carolina Hurricanes
481,Dan Marouelli,0,Washington Capitals
482,Dan O'Rourke,5,Carolina Hurricanes
483,Dan O'Rourke,0,Washington Capitals
484,Eric Furlatt,0,Buffalo Sabres
485,Eric Furlatt,2,Montréal Canadiens
486,Mike Hasenfratz,0,Buffalo Sabres
487,Mike Hasenfratz,2,Montréal Canadiens
488,Bill McCreary,4,Florida Panthers
489,Bill McCreary,3,Tampa Bay Lightning
490,Marc Joannette,4,Florida Panthers
491,Marc Joannette,3,Tampa Bay Lightning
492,Kevin Pollock,2,Edmonton Oilers
493,Kevin Pollock,5,Minnesota Wild
494,Steve Kozari,2,Edmonton Oilers
495,Steve Kozari,5,Minnesota Wild
496,Dan O'Halloran,1,Calgary Flames
497,Dan O'Halloran,4,Colorado Avalanche
498,Stephane Auger,1,Calgary Flames
499,Stephane Auger,4,Colorado Avalanche
500,Rob Martell,0,Anaheim Ducks
501,Rob Martell,5,Dallas Stars
502,Wes McCauley,0,Anaheim Ducks
503,Wes McCauley,5,Dallas Stars
504,Mike Hasenfratz,3,New York Islanders
505,Mike Hasenfratz,2,New York Rangers
506,Mike Leggo,3,New York Islanders
507,Mike Leggo,2,New York Rangers
508,Ian Walsh,2,Atlanta Thrashers
509,Ian Walsh,1,Washington Capitals
510,Justin StPierre,2,Atlanta Thrashers
511,Justin StPierre,1,Washington Capitals
512,Chris Lee,5,Ottawa Senators
513,Chris Lee,1,Toronto Maple Leafs
514,Tim Peel,5,Ottawa Senators
515,Tim Peel,1,Toronto Maple Leafs
516,Chris Lee,1,Boston Bruins
517,Chris Lee,2,Buffalo Sabres
518,Mike Leggo,1,Boston Bruins
519,Mike Leggo,2,Buffalo Sabres
520,Greg Kimmerly,3,Philadelphia Flyers
521,Greg Kimmerly,1,Pittsburgh Penguins
522,Marc Joannette,3,Philadelphia Flyers
523,Marc Joannette,1,Pittsburgh Penguins
524,Dan Marouelli,1,Florida Panthers
525,Dan Marouelli,3,Tampa Bay Lightning
526,Don Koharski,1,Florida Panthers
527,Don Koharski,3,Tampa Bay Lightning
528,Chris Rooney,2,Detroit Red Wings
529,Chris Rooney,2,Nashville Predators
530,Steve Kozari,2,Detroit Red Wings
531,Steve Kozari,2,Nashville Predators
532,Francois StLaurent,5,Chicago Blackhawks
533,Francois StLaurent,2,Columbus Blue Jackets
534,Kevin Pollock,5,Chicago Blackhawks
535,Kevin Pollock,2,Columbus Blue Jackets
536,Brad Watson,3,Colorado Avalanche
537,Brad Watson,3,Edmonton Oilers
538,Stephane Auger,3,Colorado Avalanche
539,Stephane Auger,3,Edmonton Oilers
540,Eric Furlatt,5,Anaheim Ducks
541,Eric Furlatt,6,Phoenix Coyotes
542,Paul Devorski,5,Anaheim Ducks
543,Paul Devorski,6,Phoenix Coyotes
544,Rob Martell,3,Dallas Stars
545,Rob Martell,1,San Jose Sharks
546,Tom Kowal,3,Dallas Stars
547,Tom Kowal,1,San Jose Sharks
548,Don VanMassenhoven,1,Boston Bruins
549,Don VanMassenhoven,2,Montréal Canadiens
550,Gord Dwyer,1,Boston Bruins
551,Gord Dwyer,2,Montréal Canadiens
552,Mike Hasenfratz,4,New Jersey Devils
553,Mike Hasenfratz,1,Philadelphia Flyers
554,Tim Peel,4,New Jersey Devils
555,Tim Peel,1,Philadelphia Flyers
556,Chris Rooney,4,New York Rangers
557,Chris Rooney,2,Pittsburgh Penguins
558,Mike Leggo,4,New York Rangers
559,Mike Leggo,2,Pittsburgh Penguins
560,Dennis LaRue,1,Carolina Hurricanes
561,Dennis LaRue,5,Tampa Bay Lightning
562,Justin StPierre,1,Carolina Hurricanes
563,Justin StPierre,5,Tampa Bay Lightning
564,Dan O'Halloran,1,Ottawa Senators
565,Dan O'Halloran,4,Washington Capitals
566,Kerry Fraser,1,Ottawa Senators
567,Kerry Fraser,4,Washington Capitals
568,Brad Meier,2,Calgary Flames
569,Brad Meier,3,Vancouver Canucks
570,Dan O'Rourke,2,Calgary Flames
571,Dan O'Rourke,3,Vancouver Canucks
572,Michael McGeough,2,Dallas Stars
573,Michael McGeough,5,Phoenix Coyotes
574,Stephane Auger,2,Dallas Stars
575,Stephane Auger,5,Phoenix Coyotes
576,Dan Marouelli,0,Buffalo Sabres
577,Dan Marouelli,3,Toronto Maple Leafs
578,Don Koharski,0,Buffalo Sabres
579,Don Koharski,3,Toronto Maple Leafs
580,Dennis LaRue,4,Atlanta Thrashers
581,Dennis LaRue,1,Florida Panthers
582,Rob Martell,4,Atlanta Thrashers
583,Rob Martell,1,Florida Panthers
584,Brad Watson,1,Columbus Blue Jackets
585,Brad Watson,4,Detroit Red Wings
586,Marc Joannette,1,Columbus Blue Jackets
587,Marc Joannette,4,Detroit Red Wings
588,Dean Warren,4,Chicago Blackhawks
589,Dean Warren,2,St. Louis Blues
590,Kevin Pollock,4,Chicago Blackhawks
591,Kevin Pollock,2,St. Louis Blues
592,Dan O'Rourke,1,Colorado Avalanche
593,Dan O'Rourke,2,Vancouver Canucks
594,Kelly Sutherland,1,Colorado Avalanche
595,Kelly Sutherland,2,Vancouver Canucks
596,Eric Furlatt,2,Anaheim Ducks
597,Eric Furlatt,2,San Jose Sharks
598,Paul Devorski,2,Anaheim Ducks
599,Paul Devorski,2,San Jose Sharks
600,Dave Jackson,1,Montréal Canadiens
601,Dave Jackson,3,Ottawa Senators
602,Wes McCauley,1,Montréal Canadiens
603,Wes McCauley,3,Ottawa Senators
604,Bill McCreary,2,Boston Bruins
605,Bill McCreary,1,Buffalo Sabres
606,Dan O'Halloran,2,Boston Bruins
607,Dan O'Halloran,1,Buffalo Sabres
608,Don VanMassenhoven,2,New York Rangers
609,Don VanMassenhoven,2,Toronto Maple Leafs
610,Greg Kimmerly,2,New York Rangers
611,Greg Kimmerly,2,Toronto Maple Leafs
612,Gord Dwyer,1,New Jersey Devils
613,Gord Dwyer,2,New York Islanders
614,Mike Leggo,1,New Jersey Devils
615,Mike Leggo,2,New York Islanders
616,Don Koharski,5,Philadelphia Flyers
617,Don Koharski,2,Pittsburgh Penguins
618,Kerry Fraser,5,Philadelphia Flyers
619,Kerry Fraser,2,Pittsburgh Penguins
620,Chris Rooney,5,Tampa Bay Lightning
621,Chris Rooney,2,Washington Capitals
622,Mike Hasenfratz,5,Tampa Bay Lightning
623,Mike Hasenfratz,2,Washington Capitals
624,Dennis LaRue,3,Atlanta Thrashers
625,Dennis LaRue,5,Carolina Hurricanes
626,Michael McGeough,3,Atlanta Thrashers
627,Michael McGeough,5,Carolina Hurricanes
628,Brad Watson,3,Columbus Blue Jackets
629,Brad Watson,3,Nashville Predators
630,Dean Warren,3,Columbus Blue Jackets
631,Dean Warren,3,Nashville Predators
632,Dan O'Rourke,2,Calgary Flames
633,Dan O'Rourke,4,Edmonton Oilers
