code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2003030111,Tampa Bay Lightning,3,New York Islanders,0,Bill McCreary,Tim Peel,Tampa Bay Lightning,New York Islanders
2003030112,Tampa Bay Lightning,0,New York Islanders,3,Paul Devorski,Marc Joannette,New York Islanders,Tampa Bay Lightning
2003030113,New York Islanders,0,Tampa Bay Lightning,3,Michael McGeough,Mike Hasenfratz,Tampa Bay Lightning,New York Islanders
2003030114,New York Islanders,0,Tampa Bay Lightning,3,Tim Peel,Brad Watson,Tampa Bay Lightning,New York Islanders
2003030115,Tampa Bay Lightning,3,New York Islanders,2,Kelly Sutherland,Don Koharski,Tampa Bay Lightning,New York Islanders
2003030121,Boston Bruins,3,Montréal Canadiens,0,Rob Shick,Michael McGeough,Boston Bruins,Montréal Canadiens
2003030122,Boston Bruins,2,Montréal Canadiens,1,Brad Watson,Brad Meier,Boston Bruins,Montréal Canadiens
2003030123,Montréal Canadiens,3,Boston Bruins,2,Kerry Fraser,Kevin Pollock,Montréal Canadiens,Boston Bruins
2003030124,Montréal Canadiens,3,Boston Bruins,4,Michael McGeough,Don VanMassenhoven,Boston Bruins,Montréal Canadiens
2003030125,Boston Bruins,1,Montréal Canadiens,5,Bill McCreary,Tim Peel,Montréal Canadiens,Boston Bruins
2003030126,Montréal Canadiens,5,Boston Bruins,2,Paul Devorski,Dan O'Halloran,Montréal Canadiens,Boston Bruins
2003030127,Boston Bruins,0,Montréal Canadiens,2,Paul Devorski,Stephen Walkom,Montréal Canadiens,Boston Bruins
2003030131,Philadelphia Flyers,3,New Jersey Devils,2,Paul Devorski,Dennis LaRue,Philadelphia Flyers,New Jersey Devils
2003030132,Philadelphia Flyers,3,New Jersey Devils,2,Michael McGeough,Brad Meier,Philadelphia Flyers,New Jersey Devils
2003030133,New Jersey Devils,4,Philadelphia Flyers,2,Brad Watson,Brad Meier,New Jersey Devils,Philadelphia Flyers
