code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1996020001,St. Louis Blues,4,Colorado Avalanche,2,Mark Faucette,Andy McElman,St. Louis Blues,Colorado Avalanche
1996020002,Edmonton Oilers,4,Buffalo Sabres,3,Rob Shick,Swede Knox,Edmonton Oilers,Buffalo Sabres
1996020003,Los Angeles Kings,1,New York Islanders,0,Don Koharski,Shane Heyer,Los Angeles Kings,New York Islanders
1996020004,Boston Bruins,4,New York Rangers,4,Dave Jackson,Kevin Collins,Boston Bruins,New York Rangers
1996020005,Hartford Whalers,1,Phoenix Coyotes,0,Lance Roberts,Brian Murphy,Hartford Whalers,Phoenix Coyotes
1996020006,Pittsburgh Penguins,3,Tampa Bay Lightning,4,Dennis Larue,Mark Pare,Tampa Bay Lightning,Pittsburgh Penguins
1996020007,Montréal Canadiens,3,Ottawa Senators,3,Gregson,Champoux,Montréal Canadiens,Ottawa Senators
1996020008,New Jersey Devils,3,Detroit Red Wings,1,Blaine Angus,Ron Asselstine,New Jersey Devils,Detroit Red Wings
1996020009,Philadelphia Flyers,1,Florida Panthers,3,Bill McCreary,Dan McCourt,Florida Panthers,Philadelphia Flyers
1996020010,Washington Capitals,2,Chicago Blackhawks,5,Don Van Massenhoven,Gordon Broseker,Chicago Blackhawks,Washington Capitals
1996020011,Toronto Maple Leafs,4,Anaheim Ducks,1,Dan Marouelli,Greg Devorski,Toronto Maple Leafs,Anaheim Ducks
1996020012,Dallas Stars,4,Colorado Avalanche,1,Faucette,Schachte,Dallas Stars,Colorado Avalanche
1996020013,Vancouver Canucks,3,Calgary Flames,1,Paul Stewart,Brad Lazarowich,Vancouver Canucks,Calgary Flames
1996020014,San Jose Sharks,2,New York Islanders,2,Don Koharski,Shane Heyer,San Jose Sharks,New York Islanders
1996020015,New York Rangers,2,Florida Panthers,5,Don Van Massenhoven,Ron Asselstine,Florida Panthers,New York Rangers
1996020016,St. Louis Blues,1,Chicago Blackhawks,4,Kerry Fraser,Andy McElman,Chicago Blackhawks,St. Louis Blues
1996020017,Calgary Flames,3,Buffalo Sabres,0,Rob Shick,Mike Cvik,Calgary Flames,Buffalo Sabres
1996020018,Edmonton Oilers,2,Vancouver Canucks,0,Paul Stewart,Swede Knox,Edmonton Oilers,Vancouver Canucks
1996020019,Los Angeles Kings,6,San Jose Sharks,7,Don Koharski,Shane Heyer,San Jose Sharks,Los Angeles Kings
1996020020,Boston Bruins,2,Phoenix Coyotes,5,Dennis Larue,Brian Murphy,Phoenix Coyotes,Boston Bruins
1996020021,Montréal Canadiens,6,Anaheim Ducks,6,Walkom,Devorski,Montréal Canadiens,Anaheim Ducks
1996020022,Philadelphia Flyers,3,New Jersey Devils,1,Paul Devorski,Dan McCourt,Philadelphia Flyers,New Jersey Devils
1996020023,Hartford Whalers,7,Pittsburgh Penguins,3,Paul Devorski,Kevin Collins,Hartford Whalers,Pittsburgh Penguins
1996020024,Florida Panthers,1,New York Rangers,1,Mark Faucette,Gordon Broseker,Florida Panthers,New York Rangers
1996020025,Toronto Maple Leafs,2,Edmonton Oilers,4,Mick McGeough,Lonnie Cameron,Edmonton Oilers,Toronto Maple Leafs
1996020026,Dallas Stars,5,Washington Capitals,3,Fraser,Driscoll,Dallas Stars,Washington Capitals
1996020027,Colorado Avalanche,6,San Jose Sharks,0,Paul Stewart,Wayne Bonney,Colorado Avalanche,San Jose Sharks
1996020028,Ottawa Senators,3,New York Islanders,3,Mick McGeough,Pierre Champoux,Ottawa Senators,New York Islanders
1996020029,Montréal Canadiens,6,Los Angeles Kings,3,Roberts,Devorski,Montréal Canadiens,Los Angeles Kings
