,Ref,Team,Goals per Game
11596,Ian Walsh,Chicago Blackhawks,2.90625
11597,Ian Walsh,Detroit Red Wings,2.8840579710144927
11598,Ian Walsh,Calgary Flames,2.5538461538461537
11599,Ian Walsh,Winnipeg Jets (1979),
11600,Ian Walsh,Anaheim Ducks,2.5303030303030303
11601,Ian Walsh,Edmonton Oilers,2.5396825396825395
11602,Ian Walsh,Dallas Stars,2.6615384615384614
11603,Ian Walsh,Vancouver Canucks,2.6231884057971016
11604,Ian Walsh,San Jose Sharks,2.9384615384615387
11605,Ian Walsh,St. Louis Blues,2.546875
11606,Ian Walsh,Los Angeles Kings,2.5714285714285716
11607,Ian Walsh,Toronto Maple Leafs,2.6666666666666665
11608,Ian Walsh,Hartford Whalers,
11609,Ian Walsh,Washington Capitals,2.902439024390244
11610,Ian Walsh,Florida Panthers,2.5542168674698793
11611,Ian Walsh,New York Islanders,2.8125
11612,Ian Walsh,Montréal Canadiens,2.7333333333333334
11613,Ian Walsh,Philadelphia Flyers,2.8607594936708862
11614,Ian Walsh,Quebec Nordiques,
11615,Ian Walsh,Boston Bruins,2.9833333333333334
11616,Ian Walsh,New Jersey Devils,2.3285714285714287
11617,Ian Walsh,Ottawa Senators,3.0579710144927534
11618,Ian Walsh,Colorado Avalanche,2.4696969696969697
11619,Ian Walsh,Phoenix Coyotes,2.5217391304347827
11620,Ian Walsh,Carolina Hurricanes,2.3421052631578947
11621,Ian Walsh,Nashville Predators,2.972972972972973
11622,Ian Walsh,Atlanta Thrashers,2.772727272727273
11623,Ian Walsh,Minnesota Wild,2.3194444444444446
11624,Ian Walsh,Columbus Blue Jackets,2.4594594594594597
11625,Ian Walsh,Winnipeg Jets,3.0
11626,Ian Walsh,Arizona Coyotes,2.1666666666666665
11627,Ian Walsh,Vegas Golden Knights,3.1666666666666665
11628,Mike Hasenfratz,Buffalo Sabres,3.0256410256410255
11629,Mike Hasenfratz,New York Rangers,2.6222222222222222
11630,Mike Hasenfratz,Pittsburgh Penguins,2.951219512195122
11631,Mike Hasenfratz,Tampa Bay Lightning,2.706896551724138
11632,Mike Hasenfratz,Chicago Blackhawks,2.7872340425531914
11633,Mike Hasenfratz,Detroit Red Wings,3.06
11634,Mike Hasenfratz,Calgary Flames,2.35
11635,Mike Hasenfratz,Winnipeg Jets (1979),
11636,Mike Hasenfratz,Anaheim Ducks,2.3181818181818183
11637,Mike Hasenfratz,Edmonton Oilers,2.5384615384615383
11638,Mike Hasenfratz,Dallas Stars,2.672727272727273
11639,Mike Hasenfratz,Vancouver Canucks,2.53125
11640,Mike Hasenfratz,San Jose Sharks,2.627906976744186
11641,Mike Hasenfratz,St. Louis Blues,2.893617021276596
11642,Mike Hasenfratz,Los Angeles Kings,2.6176470588235294
11643,Mike Hasenfratz,Toronto Maple Leafs,3.142857142857143
11644,Mike Hasenfratz,Hartford Whalers,
11645,Mike Hasenfratz,Washington Capitals,2.9791666666666665
11646,Mike Hasenfratz,Florida Panthers,2.388888888888889
11647,Mike Hasenfratz,New York Islanders,2.588235294117647
11648,Mike Hasenfratz,Montréal Canadiens,2.7419354838709675
11649,Mike Hasenfratz,Philadelphia Flyers,2.588235294117647
11650,Mike Hasenfratz,Quebec Nordiques,
11651,Mike Hasenfratz,Boston Bruins,2.86046511627907
11652,Mike Hasenfratz,New Jersey Devils,2.6875
11653,Mike Hasenfratz,Ottawa Senators,2.9743589743589745
11654,Mike Hasenfratz,Colorado Avalanche,2.840909090909091
11655,Mike Hasenfratz,Phoenix Coyotes,2.576923076923077
11656,Mike Hasenfratz,Carolina Hurricanes,2.547169811320755
11657,Mike Hasenfratz,Nashville Predators,2.6666666666666665
11658,Mike Hasenfratz,Atlanta Thrashers,2.811320754716981
11659,Mike Hasenfratz,Minnesota Wild,2.7115384615384617
11660,Mike Hasenfratz,Columbus Blue Jackets,2.423076923076923
11661,Mike Hasenfratz,Winnipeg Jets,2.9
11662,Mike Hasenfratz,Arizona Coyotes,
11663,Mike Hasenfratz,Vegas Golden Knights,
11664,Dean Morton,Buffalo Sabres,2.5806451612903225
11665,Dean Morton,New York Rangers,2.627450980392157
11666,Dean Morton,Pittsburgh Penguins,2.690909090909091
11667,Dean Morton,Tampa Bay Lightning,2.7169811320754715
11668,Dean Morton,Chicago Blackhawks,2.953488372093023
11669,Dean Morton,Detroit Red Wings,3.36
11670,Dean Morton,Calgary Flames,2.7857142857142856
11671,Dean Morton,Winnipeg Jets (1979),
11672,Dean Morton,Anaheim Ducks,2.851063829787234
11673,Dean Morton,Edmonton Oilers,2.404255319148936
11674,Dean Morton,Dallas Stars,3.2954545454545454
11675,Dean Morton,Vancouver Canucks,2.325
11676,Dean Morton,San Jose Sharks,2.8372093023255816
11677,Dean Morton,St. Louis Blues,3.4761904761904763
11678,Dean Morton,Los Angeles Kings,2.7555555555555555
11679,Dean Morton,Toronto Maple Leafs,2.7719298245614037
11680,Dean Morton,Hartford Whalers,
11681,Dean Morton,Washington Capitals,3.36734693877551
11682,Dean Morton,Florida Panthers,2.9074074074074074
11683,Dean Morton,New York Islanders,2.9682539682539684
11684,Dean Morton,Montréal Canadiens,2.8596491228070176
11685,Dean Morton,Philadelphia Flyers,2.7777777777777777
11686,Dean Morton,Quebec Nordiques,
11687,Dean Morton,Boston Bruins,2.688888888888889
11688,Dean Morton,New Jersey Devils,2.327272727272727
11689,Dean Morton,Ottawa Senators,2.6610169491525424
11690,Dean Morton,Colorado Avalanche,3.0476190476190474
11691,Dean Morton,Phoenix Coyotes,2.75
11692,Dean Morton,Carolina Hurricanes,2.6666666666666665
11693,Dean Morton,Nashville Predators,2.54
11694,Dean Morton,Atlanta Thrashers,2.9615384615384617
11695,Dean Morton,Minnesota Wild,2.6808510638297873
11696,Dean Morton,Columbus Blue Jackets,2.4909090909090907
11697,Dean Morton,Winnipeg Jets,2.9
11698,Dean Morton,Arizona Coyotes,2.933333333333333
11699,Dean Morton,Vegas Golden Knights,4.0
11700,Chris Rooney,Buffalo Sabres,2.824324324324324
11701,Chris Rooney,New York Rangers,2.763888888888889
11702,Chris Rooney,Pittsburgh Penguins,3.1466666666666665
11703,Chris Rooney,Tampa Bay Lightning,3.0823529411764707
11704,Chris Rooney,Chicago Blackhawks,3.046875
11705,Chris Rooney,Detroit Red Wings,3.088235294117647
11706,Chris Rooney,Calgary Flames,2.484848484848485
11707,Chris Rooney,Winnipeg Jets (1979),
11708,Chris Rooney,Anaheim Ducks,3.227272727272727
11709,Chris Rooney,Edmonton Oilers,2.5686274509803924
11710,Chris Rooney,Dallas Stars,2.782051282051282
11711,Chris Rooney,Vancouver Canucks,2.457627118644068
11712,Chris Rooney,San Jose Sharks,3.140625
11713,Chris Rooney,St. Louis Blues,2.5142857142857142
11714,Chris Rooney,Los Angeles Kings,2.3548387096774195
11715,Chris Rooney,Toronto Maple Leafs,2.8767123287671232
11716,Chris Rooney,Hartford Whalers,
11717,Chris Rooney,Washington Capitals,2.8333333333333335
11718,Chris Rooney,Florida Panthers,2.4444444444444446
11719,Chris Rooney,New York Islanders,2.768292682926829
11720,Chris Rooney,Montréal Canadiens,3.0128205128205128
11721,Chris Rooney,Philadelphia Flyers,2.7857142857142856
11722,Chris Rooney,Quebec Nordiques,
11723,Chris Rooney,Boston Bruins,3.1414141414141414
11724,Chris Rooney,New Jersey Devils,2.5135135135135136
11725,Chris Rooney,Ottawa Senators,2.9452054794520546
11726,Chris Rooney,Colorado Avalanche,3.044776119402985
11727,Chris Rooney,Phoenix Coyotes,2.6923076923076925
11728,Chris Rooney,Carolina Hurricanes,2.7733333333333334
11729,Chris Rooney,Nashville Predators,2.6
11730,Chris Rooney,Atlanta Thrashers,2.547169811320755
11731,Chris Rooney,Minnesota Wild,2.3833333333333333
11732,Chris Rooney,Columbus Blue Jackets,2.74025974025974
11733,Chris Rooney,Winnipeg Jets,2.642857142857143
11734,Chris Rooney,Arizona Coyotes,2.5384615384615383
11735,Chris Rooney,Vegas Golden Knights,3.25
11736,Kelly Sutherland,Buffalo Sabres,2.1594202898550723
11737,Kelly Sutherland,New York Rangers,2.6323529411764706
11738,Kelly Sutherland,Pittsburgh Penguins,3.088235294117647
11739,Kelly Sutherland,Tampa Bay Lightning,2.8194444444444446
11740,Kelly Sutherland,Chicago Blackhawks,2.710144927536232
11741,Kelly Sutherland,Detroit Red Wings,2.890625
11742,Kelly Sutherland,Calgary Flames,2.6091954022988504
11743,Kelly Sutherland,Winnipeg Jets (1979),
11744,Kelly Sutherland,Anaheim Ducks,2.616279069767442
11745,Kelly Sutherland,Edmonton Oilers,2.662921348314607
11746,Kelly Sutherland,Dallas Stars,2.8
11747,Kelly Sutherland,Vancouver Canucks,3.0095238095238095
11748,Kelly Sutherland,San Jose Sharks,2.781609195402299
11749,Kelly Sutherland,St. Louis Blues,2.72972972972973
11750,Kelly Sutherland,Los Angeles Kings,2.5463917525773194
11751,Kelly Sutherland,Toronto Maple Leafs,3.0684931506849313
11752,Kelly Sutherland,Hartford Whalers,
11753,Kelly Sutherland,Washington Capitals,2.9529411764705884
11754,Kelly Sutherland,Florida Panthers,2.3934426229508197
11755,Kelly Sutherland,New York Islanders,2.9384615384615387
11756,Kelly Sutherland,Montréal Canadiens,2.564516129032258
11757,Kelly Sutherland,Philadelphia Flyers,2.6065573770491803
11758,Kelly Sutherland,Quebec Nordiques,
11759,Kelly Sutherland,Boston Bruins,2.810810810810811
11760,Kelly Sutherland,New Jersey Devils,2.452054794520548
11761,Kelly Sutherland,Ottawa Senators,2.712121212121212
11762,Kelly Sutherland,Colorado Avalanche,2.5795454545454546
11763,Kelly Sutherland,Phoenix Coyotes,2.292307692307692
11764,Kelly Sutherland,Carolina Hurricanes,2.457627118644068
11765,Kelly Sutherland,Nashville Predators,2.710843373493976
11766,Kelly Sutherland,Atlanta Thrashers,2.9130434782608696
11767,Kelly Sutherland,Minnesota Wild,2.7790697674418605
11768,Kelly Sutherland,Columbus Blue Jackets,2.608695652173913
11769,Kelly Sutherland,Winnipeg Jets,2.774193548387097
11770,Kelly Sutherland,Arizona Coyotes,2.1875
11771,Kelly Sutherland,Vegas Golden Knights,3.2
11772,Harry Dumas,Buffalo Sabres,2.0
11773,Harry Dumas,New York Rangers,2.0
11774,Harry Dumas,Pittsburgh Penguins,3.0
11775,Harry Dumas,Tampa Bay Lightning,2.6666666666666665
11776,Harry Dumas,Chicago Blackhawks,2.0
11777,Harry Dumas,Detroit Red Wings,
11778,Harry Dumas,Calgary Flames,
11779,Harry Dumas,Winnipeg Jets (1979),
11780,Harry Dumas,Anaheim Ducks,3.5
11781,Harry Dumas,Edmonton Oilers,3.0
11782,Harry Dumas,Dallas Stars,3.5
11783,Harry Dumas,Vancouver Canucks,
11784,Harry Dumas,San Jose Sharks,5.0
11785,Harry Dumas,St. Louis Blues,
11786,Harry Dumas,Los Angeles Kings,
11787,Harry Dumas,Toronto Maple Leafs,4.0
11788,Harry Dumas,Hartford Whalers,
11789,Harry Dumas,Washington Capitals,3.5
11790,Harry Dumas,Florida Panthers,1.5
11791,Harry Dumas,New York Islanders,1.0
11792,Harry Dumas,Montréal Canadiens,2.0
11793,Harry Dumas,Philadelphia Flyers,3.0
11794,Harry Dumas,Quebec Nordiques,
11795,Harry Dumas,Boston Bruins,5.666666666666667
11796,Harry Dumas,New Jersey Devils,5.0
11797,Harry Dumas,Ottawa Senators,2.6666666666666665
11798,Harry Dumas,Colorado Avalanche,2.0
11799,Harry Dumas,Phoenix Coyotes,
11800,Harry Dumas,Carolina Hurricanes,1.8
11801,Harry Dumas,Nashville Predators,2.0
11802,Harry Dumas,Atlanta Thrashers,2.0
11803,Harry Dumas,Minnesota Wild,2.0
11804,Harry Dumas,Columbus Blue Jackets,2.3333333333333335
11805,Harry Dumas,Winnipeg Jets,
11806,Harry Dumas,Arizona Coyotes,
11807,Harry Dumas,Vegas Golden Knights,
11808,DEGRACE,Buffalo Sabres,
11809,DEGRACE,New York Rangers,
11810,DEGRACE,Pittsburgh Penguins,
11811,DEGRACE,Tampa Bay Lightning,
11812,DEGRACE,Chicago Blackhawks,
11813,DEGRACE,Detroit Red Wings,
11814,DEGRACE,Calgary Flames,
11815,DEGRACE,Winnipeg Jets (1979),
11816,DEGRACE,Anaheim Ducks,
11817,DEGRACE,Edmonton Oilers,
11818,DEGRACE,Dallas Stars,
11819,DEGRACE,Vancouver Canucks,
11820,DEGRACE,San Jose Sharks,1.0
11821,DEGRACE,St. Louis Blues,
11822,DEGRACE,Los Angeles Kings,
11823,DEGRACE,Toronto Maple Leafs,
11824,DEGRACE,Hartford Whalers,
11825,DEGRACE,Washington Capitals,
11826,DEGRACE,Florida Panthers,
11827,DEGRACE,New York Islanders,
11828,DEGRACE,Montréal Canadiens,
11829,DEGRACE,Philadelphia Flyers,
11830,DEGRACE,Quebec Nordiques,
11831,DEGRACE,Boston Bruins,
11832,DEGRACE,New Jersey Devils,
11833,DEGRACE,Ottawa Senators,
11834,DEGRACE,Colorado Avalanche,
11835,DEGRACE,Phoenix Coyotes,3.0
11836,DEGRACE,Carolina Hurricanes,
11837,DEGRACE,Nashville Predators,
11838,DEGRACE,Atlanta Thrashers,
11839,DEGRACE,Minnesota Wild,
11840,DEGRACE,Columbus Blue Jackets,
11841,DEGRACE,Winnipeg Jets,
11842,DEGRACE,Arizona Coyotes,
11843,DEGRACE,Vegas Golden Knights,
11844,Eric Furlatt,Buffalo Sabres,2.8313253012048194
11845,Eric Furlatt,New York Rangers,2.847058823529412
11846,Eric Furlatt,Pittsburgh Penguins,3.0549450549450547
11847,Eric Furlatt,Tampa Bay Lightning,2.8947368421052633
11848,Eric Furlatt,Chicago Blackhawks,2.736842105263158
11849,Eric Furlatt,Detroit Red Wings,2.73972602739726
11850,Eric Furlatt,Calgary Flames,2.4328358208955225
11851,Eric Furlatt,Winnipeg Jets (1979),
11852,Eric Furlatt,Anaheim Ducks,2.4814814814814814
11853,Eric Furlatt,Edmonton Oilers,2.5161290322580645
11854,Eric Furlatt,Dallas Stars,2.7301587301587302
11855,Eric Furlatt,Vancouver Canucks,2.8524590163934427
11856,Eric Furlatt,San Jose Sharks,2.6769230769230767
11857,Eric Furlatt,St. Louis Blues,2.7195121951219514
11858,Eric Furlatt,Los Angeles Kings,2.5344827586206895
11859,Eric Furlatt,Toronto Maple Leafs,2.88
11860,Eric Furlatt,Hartford Whalers,
11861,Eric Furlatt,Washington Capitals,2.986666666666667
11862,Eric Furlatt,Florida Panthers,2.6440677966101696
11863,Eric Furlatt,New York Islanders,2.740740740740741
11864,Eric Furlatt,Montréal Canadiens,2.8526315789473684
11865,Eric Furlatt,Philadelphia Flyers,3.050632911392405
11866,Eric Furlatt,Quebec Nordiques,
11867,Eric Furlatt,Boston Bruins,2.689189189189189
11868,Eric Furlatt,New Jersey Devils,2.433734939759036
11869,Eric Furlatt,Ottawa Senators,3.1414141414141414
11870,Eric Furlatt,Colorado Avalanche,2.890909090909091
11871,Eric Furlatt,Phoenix Coyotes,2.6923076923076925
11872,Eric Furlatt,Carolina Hurricanes,2.5733333333333333
11873,Eric Furlatt,Nashville Predators,2.819672131147541
11874,Eric Furlatt,Atlanta Thrashers,2.74468085106383
11875,Eric Furlatt,Minnesota Wild,2.942857142857143
11876,Eric Furlatt,Columbus Blue Jackets,2.3972602739726026
11877,Eric Furlatt,Winnipeg Jets,2.3823529411764706
11878,Eric Furlatt,Arizona Coyotes,2.210526315789474
11879,Eric Furlatt,Vegas Golden Knights,2.6666666666666665
11880,BRAD MEIER,Buffalo Sabres,
11881,BRAD MEIER,New York Rangers,
11882,BRAD MEIER,Pittsburgh Penguins,
11883,BRAD MEIER,Tampa Bay Lightning,
11884,BRAD MEIER,Chicago Blackhawks,
11885,BRAD MEIER,Detroit Red Wings,
11886,BRAD MEIER,Calgary Flames,1.0
11887,BRAD MEIER,Winnipeg Jets (1979),
11888,BRAD MEIER,Anaheim Ducks,
11889,BRAD MEIER,Edmonton Oilers,
11890,BRAD MEIER,Dallas Stars,
11891,BRAD MEIER,Vancouver Canucks,
11892,BRAD MEIER,San Jose Sharks,
11893,BRAD MEIER,St. Louis Blues,
11894,BRAD MEIER,Los Angeles Kings,
11895,BRAD MEIER,Toronto Maple Leafs,
11896,BRAD MEIER,Hartford Whalers,
11897,BRAD MEIER,Washington Capitals,
11898,BRAD MEIER,Florida Panthers,
11899,BRAD MEIER,New York Islanders,
11900,BRAD MEIER,Montréal Canadiens,
11901,BRAD MEIER,Philadelphia Flyers,
11902,BRAD MEIER,Quebec Nordiques,
11903,BRAD MEIER,Boston Bruins,
11904,BRAD MEIER,New Jersey Devils,
11905,BRAD MEIER,Ottawa Senators,
11906,BRAD MEIER,Colorado Avalanche,
11907,BRAD MEIER,Phoenix Coyotes,2.0
11908,BRAD MEIER,Carolina Hurricanes,
11909,BRAD MEIER,Nashville Predators,
11910,BRAD MEIER,Atlanta Thrashers,
11911,BRAD MEIER,Minnesota Wild,
11912,BRAD MEIER,Columbus Blue Jackets,
11913,BRAD MEIER,Winnipeg Jets,
11914,BRAD MEIER,Arizona Coyotes,
11915,BRAD MEIER,Vegas Golden Knights,
11916,BILL McCREARY,Buffalo Sabres,
11917,BILL McCREARY,New York Rangers,
11918,BILL McCREARY,Pittsburgh Penguins,
11919,BILL McCREARY,Tampa Bay Lightning,3.0
11920,BILL McCREARY,Chicago Blackhawks,
11921,BILL McCREARY,Detroit Red Wings,
11922,BILL McCREARY,Calgary Flames,
11923,BILL McCREARY,Winnipeg Jets (1979),
11924,BILL McCREARY,Anaheim Ducks,
11925,BILL McCREARY,Edmonton Oilers,
11926,BILL McCREARY,Dallas Stars,
11927,BILL McCREARY,Vancouver Canucks,
11928,BILL McCREARY,San Jose Sharks,4.0
11929,BILL McCREARY,St. Louis Blues,
11930,BILL McCREARY,Los Angeles Kings,
11931,BILL McCREARY,Toronto Maple Leafs,
11932,BILL McCREARY,Hartford Whalers,
11933,BILL McCREARY,Washington Capitals,
11934,BILL McCREARY,Florida Panthers,
11935,BILL McCREARY,New York Islanders,
11936,BILL McCREARY,Montréal Canadiens,
11937,BILL McCREARY,Philadelphia Flyers,
11938,BILL McCREARY,Quebec Nordiques,
11939,BILL McCREARY,Boston Bruins,
11940,BILL McCREARY,New Jersey Devils,
11941,BILL McCREARY,Ottawa Senators,
11942,BILL McCREARY,Colorado Avalanche,
11943,BILL McCREARY,Phoenix Coyotes,
11944,BILL McCREARY,Carolina Hurricanes,
11945,BILL McCREARY,Nashville Predators,
11946,BILL McCREARY,Atlanta Thrashers,
11947,BILL McCREARY,Minnesota Wild,
11948,BILL McCREARY,Columbus Blue Jackets,
11949,BILL McCREARY,Winnipeg Jets,
11950,BILL McCREARY,Arizona Coyotes,
11951,BILL McCREARY,Vegas Golden Knights,
11952,SCOTT ZELKIN,Buffalo Sabres,
11953,SCOTT ZELKIN,New York Rangers,
11954,SCOTT ZELKIN,Pittsburgh Penguins,
11955,SCOTT ZELKIN,Tampa Bay Lightning,3.0
11956,SCOTT ZELKIN,Chicago Blackhawks,
11957,SCOTT ZELKIN,Detroit Red Wings,
11958,SCOTT ZELKIN,Calgary Flames,
11959,SCOTT ZELKIN,Winnipeg Jets (1979),
11960,SCOTT ZELKIN,Anaheim Ducks,
11961,SCOTT ZELKIN,Edmonton Oilers,
11962,SCOTT ZELKIN,Dallas Stars,
11963,SCOTT ZELKIN,Vancouver Canucks,
11964,SCOTT ZELKIN,San Jose Sharks,4.0
11965,SCOTT ZELKIN,St. Louis Blues,
11966,SCOTT ZELKIN,Los Angeles Kings,
11967,SCOTT ZELKIN,Toronto Maple Leafs,
11968,SCOTT ZELKIN,Hartford Whalers,
11969,SCOTT ZELKIN,Washington Capitals,
11970,SCOTT ZELKIN,Florida Panthers,
11971,SCOTT ZELKIN,New York Islanders,
11972,SCOTT ZELKIN,Montréal Canadiens,
11973,SCOTT ZELKIN,Philadelphia Flyers,
11974,SCOTT ZELKIN,Quebec Nordiques,
11975,SCOTT ZELKIN,Boston Bruins,
11976,SCOTT ZELKIN,New Jersey Devils,
11977,SCOTT ZELKIN,Ottawa Senators,
11978,SCOTT ZELKIN,Colorado Avalanche,
11979,SCOTT ZELKIN,Phoenix Coyotes,
11980,SCOTT ZELKIN,Carolina Hurricanes,
11981,SCOTT ZELKIN,Nashville Predators,
11982,SCOTT ZELKIN,Atlanta Thrashers,
11983,SCOTT ZELKIN,Minnesota Wild,
11984,SCOTT ZELKIN,Columbus Blue Jackets,
11985,SCOTT ZELKIN,Winnipeg Jets,
11986,SCOTT ZELKIN,Arizona Coyotes,
11987,SCOTT ZELKIN,Vegas Golden Knights,
11988,WARREN,Buffalo Sabres,
11989,WARREN,New York Rangers,
11990,WARREN,Pittsburgh Penguins,
11991,WARREN,Tampa Bay Lightning,
11992,WARREN,Chicago Blackhawks,
11993,WARREN,Detroit Red Wings,
11994,WARREN,Calgary Flames,
11995,WARREN,Winnipeg Jets (1979),
11996,WARREN,Anaheim Ducks,
11997,WARREN,Edmonton Oilers,3.0
11998,WARREN,Dallas Stars,
11999,WARREN,Vancouver Canucks,
12000,WARREN,San Jose Sharks,
12001,WARREN,St. Louis Blues,
12002,WARREN,Los Angeles Kings,
12003,WARREN,Toronto Maple Leafs,
12004,WARREN,Hartford Whalers,
12005,WARREN,Washington Capitals,
12006,WARREN,Florida Panthers,
12007,WARREN,New York Islanders,
12008,WARREN,Montréal Canadiens,
12009,WARREN,Philadelphia Flyers,
12010,WARREN,Quebec Nordiques,
12011,WARREN,Boston Bruins,
12012,WARREN,New Jersey Devils,
12013,WARREN,Ottawa Senators,
12014,WARREN,Colorado Avalanche,
12015,WARREN,Phoenix Coyotes,
12016,WARREN,Carolina Hurricanes,
12017,WARREN,Nashville Predators,
12018,WARREN,Atlanta Thrashers,
12019,WARREN,Minnesota Wild,3.0
12020,WARREN,Columbus Blue Jackets,
12021,WARREN,Winnipeg Jets,
12022,WARREN,Arizona Coyotes,
12023,WARREN,Vegas Golden Knights,
12024,KELLY SUTHERLAND,Buffalo Sabres,
12025,KELLY SUTHERLAND,New York Rangers,3.0
12026,KELLY SUTHERLAND,Pittsburgh Penguins,
12027,KELLY SUTHERLAND,Tampa Bay Lightning,
12028,KELLY SUTHERLAND,Chicago Blackhawks,
12029,KELLY SUTHERLAND,Detroit Red Wings,
12030,KELLY SUTHERLAND,Calgary Flames,
12031,KELLY SUTHERLAND,Winnipeg Jets (1979),
12032,KELLY SUTHERLAND,Anaheim Ducks,
12033,KELLY SUTHERLAND,Edmonton Oilers,
12034,KELLY SUTHERLAND,Dallas Stars,
12035,KELLY SUTHERLAND,Vancouver Canucks,
12036,KELLY SUTHERLAND,San Jose Sharks,
12037,KELLY SUTHERLAND,St. Louis Blues,
12038,KELLY SUTHERLAND,Los Angeles Kings,
12039,KELLY SUTHERLAND,Toronto Maple Leafs,
12040,KELLY SUTHERLAND,Hartford Whalers,
12041,KELLY SUTHERLAND,Washington Capitals,
12042,KELLY SUTHERLAND,Florida Panthers,
12043,KELLY SUTHERLAND,New York Islanders,
12044,KELLY SUTHERLAND,Montréal Canadiens,2.0
12045,KELLY SUTHERLAND,Philadelphia Flyers,
12046,KELLY SUTHERLAND,Quebec Nordiques,
12047,KELLY SUTHERLAND,Boston Bruins,
12048,KELLY SUTHERLAND,New Jersey Devils,
12049,KELLY SUTHERLAND,Ottawa Senators,
12050,KELLY SUTHERLAND,Colorado Avalanche,
12051,KELLY SUTHERLAND,Phoenix Coyotes,
12052,KELLY SUTHERLAND,Carolina Hurricanes,
12053,KELLY SUTHERLAND,Nashville Predators,
12054,KELLY SUTHERLAND,Atlanta Thrashers,
12055,KELLY SUTHERLAND,Minnesota Wild,
12056,KELLY SUTHERLAND,Columbus Blue Jackets,
12057,KELLY SUTHERLAND,Winnipeg Jets,
12058,KELLY SUTHERLAND,Arizona Coyotes,
12059,KELLY SUTHERLAND,Vegas Golden Knights,
12060,KEVIN MAGUIRE,Buffalo Sabres,
12061,KEVIN MAGUIRE,New York Rangers,
12062,KEVIN MAGUIRE,Pittsburgh Penguins,
12063,KEVIN MAGUIRE,Tampa Bay Lightning,
12064,KEVIN MAGUIRE,Chicago Blackhawks,
12065,KEVIN MAGUIRE,Detroit Red Wings,
12066,KEVIN MAGUIRE,Calgary Flames,
12067,KEVIN MAGUIRE,Winnipeg Jets (1979),
12068,KEVIN MAGUIRE,Anaheim Ducks,
12069,KEVIN MAGUIRE,Edmonton Oilers,1.0
12070,KEVIN MAGUIRE,Dallas Stars,
12071,KEVIN MAGUIRE,Vancouver Canucks,
12072,KEVIN MAGUIRE,San Jose Sharks,
12073,KEVIN MAGUIRE,St. Louis Blues,
12074,KEVIN MAGUIRE,Los Angeles Kings,
12075,KEVIN MAGUIRE,Toronto Maple Leafs,
12076,KEVIN MAGUIRE,Hartford Whalers,
12077,KEVIN MAGUIRE,Washington Capitals,
12078,KEVIN MAGUIRE,Florida Panthers,
12079,KEVIN MAGUIRE,New York Islanders,
12080,KEVIN MAGUIRE,Montréal Canadiens,
12081,KEVIN MAGUIRE,Philadelphia Flyers,
12082,KEVIN MAGUIRE,Quebec Nordiques,
12083,KEVIN MAGUIRE,Boston Bruins,
12084,KEVIN MAGUIRE,New Jersey Devils,
12085,KEVIN MAGUIRE,Ottawa Senators,
12086,KEVIN MAGUIRE,Colorado Avalanche,
12087,KEVIN MAGUIRE,Phoenix Coyotes,
12088,KEVIN MAGUIRE,Carolina Hurricanes,1.0
12089,KEVIN MAGUIRE,Nashville Predators,
12090,KEVIN MAGUIRE,Atlanta Thrashers,
12091,KEVIN MAGUIRE,Minnesota Wild,
12092,KEVIN MAGUIRE,Columbus Blue Jackets,
12093,KEVIN MAGUIRE,Winnipeg Jets,
12094,KEVIN MAGUIRE,Arizona Coyotes,
12095,KEVIN MAGUIRE,Vegas Golden Knights,
12096,Bob Langdon,Buffalo Sabres,3.1666666666666665
12097,Bob Langdon,New York Rangers,2.6666666666666665
12098,Bob Langdon,Pittsburgh Penguins,3.230769230769231
12099,Bob Langdon,Tampa Bay Lightning,2.1666666666666665
12100,Bob Langdon,Chicago Blackhawks,2.8
12101,Bob Langdon,Detroit Red Wings,2.5
12102,Bob Langdon,Calgary Flames,1.6666666666666667
12103,Bob Langdon,Winnipeg Jets (1979),
12104,Bob Langdon,Anaheim Ducks,2.25
12105,Bob Langdon,Edmonton Oilers,3.5
12106,Bob Langdon,Dallas Stars,0.5
12107,Bob Langdon,Vancouver Canucks,4.0
12108,Bob Langdon,San Jose Sharks,3.6666666666666665
12109,Bob Langdon,St. Louis Blues,4.0
12110,Bob Langdon,Los Angeles Kings,3.0
12111,Bob Langdon,Toronto Maple Leafs,5.333333333333333
12112,Bob Langdon,Hartford Whalers,
12113,Bob Langdon,Washington Capitals,2.4545454545454546
12114,Bob Langdon,Florida Panthers,2.2
12115,Bob Langdon,New York Islanders,2.3333333333333335
12116,Bob Langdon,Montréal Canadiens,1.6666666666666667
12117,Bob Langdon,Philadelphia Flyers,3.3333333333333335
12118,Bob Langdon,Quebec Nordiques,
12119,Bob Langdon,Boston Bruins,2.5
12120,Bob Langdon,New Jersey Devils,
12121,Bob Langdon,Ottawa Senators,3.0
12122,Bob Langdon,Colorado Avalanche,
12123,Bob Langdon,Phoenix Coyotes,5.0
12124,Bob Langdon,Carolina Hurricanes,2.75
12125,Bob Langdon,Nashville Predators,3.1666666666666665
12126,Bob Langdon,Atlanta Thrashers,3.0
12127,Bob Langdon,Minnesota Wild,3.25
12128,Bob Langdon,Columbus Blue Jackets,2.3333333333333335
12129,Bob Langdon,Winnipeg Jets,
12130,Bob Langdon,Arizona Coyotes,
12131,Bob Langdon,Vegas Golden Knights,
12132,KEVIN POLLOCK,Buffalo Sabres,
12133,KEVIN POLLOCK,New York Rangers,
