,Ref,Score,Team
73,Francois St-Laurent,4,Toronto Maple Leafs
74,Kevin Pollock,4,Ottawa Senators
75,Kevin Pollock,4,Toronto Maple Leafs
76,Dean Morton,7,Florida Panthers
77,Dean Morton,1,Philadelphia Flyers
78,Gord Dwyer,7,Florida Panthers
79,Gord Dwyer,1,Philadelphia Flyers
80,Dave Jackson,2,Columbus Blue Jackets
81,Dave Jackson,5,New York Rangers
82,Eric Furlatt,2,Columbus Blue Jackets
83,Eric Furlatt,5,New York Rangers
84,Brad Watson,3,New Jersey Devils
85,Brad Watson,5,Washington Capitals
86,Jean Hebert,3,New Jersey Devils
87,Jean Hebert,5,Washington Capitals
88,Rob Martell,3,Carolina Hurricanes
89,Rob Martell,4,Detroit Red Wings
90,Steve Kozari,3,Carolina Hurricanes
91,Steve Kozari,4,Detroit Red Wings
92,Francis Charron,0,Edmonton Oilers
93,Francis Charron,2,Nashville Predators
94,Marc Joannette,0,Edmonton Oilers
95,Marc Joannette,2,Nashville Predators
96,Brad Meier,3,Minnesota Wild
97,Brad Meier,2,St. Louis Blues
98,Graham Skilliter,3,Minnesota Wild
99,Graham Skilliter,2,St. Louis Blues
100,Chris Rooney,4,Chicago Blackhawks
101,Chris Rooney,1,New York Islanders
102,Kyle Rehman,4,Chicago Blackhawks
103,Kyle Rehman,1,New York Islanders
104,Chris Lee,6,Colorado Avalanche
105,Chris Lee,3,Dallas Stars
106,Dan O'Halloran,6,Colorado Avalanche
107,Dan O'Halloran,3,Dallas Stars
108,Ian Walsh,3,Calgary Flames
109,Ian Walsh,2,Vancouver Canucks
110,Mike Leggo,3,Calgary Flames
111,Mike Leggo,2,Vancouver Canucks
112,Brian Pochmara,2,Arizona Coyotes
113,Brian Pochmara,1,Pittsburgh Penguins
114,Tom Kowal,2,Arizona Coyotes
115,Tom Kowal,1,Pittsburgh Penguins
116,Justin St. Pierre ,0,Anaheim Ducks
117,Justin St. Pierre ,2,San Jose Sharks
118,Wes McCauley,0,Anaheim Ducks
119,Wes McCauley,2,San Jose Sharks
120,Thomas John Luxmore,3,Montréal Canadiens
121,Thomas John Luxmore,1,Ottawa Senators
122,Tim Peel,3,Montréal Canadiens
123,Tim Peel,1,Ottawa Senators
124,Dave Jackson,3,Boston Bruins
125,Dave Jackson,6,Tampa Bay Lightning
126,Trevor Hanson,3,Boston Bruins
127,Trevor Hanson,6,Tampa Bay Lightning
128,Eric Furlatt,4,New York Islanders
129,Eric Furlatt,2,Winnipeg Jets
130,Garrett Rank,4,New York Islanders
131,Garrett Rank,2,Winnipeg Jets
132,Francois St-Laurent,4,Buffalo Sabres
133,Francois St-Laurent,2,Columbus Blue Jackets
134,Jean Hebert,4,Buffalo Sabres
135,Jean Hebert,2,Columbus Blue Jackets
136,Brad Watson,0,Florida Panthers
137,Brad Watson,1,Philadelphia Flyers
138,Kyle Rehman,0,Florida Panthers
139,Kyle Rehman,1,Philadelphia Flyers
140,Justin St. Pierre ,1,Anaheim Ducks
141,Justin St. Pierre ,1,Vancouver Canucks
142,Wes McCauley,1,Anaheim Ducks
143,Wes McCauley,1,Vancouver Canucks
144,Dave Jackson,3,Nashville Predators
145,Dave Jackson,1,New Jersey Devils
146,Kevin Pollock,3,Nashville Predators
147,Kevin Pollock,1,New Jersey Devils
148,Jean Hebert,1,New York Rangers
149,Jean Hebert,4,Winnipeg Jets
150,Trevor Hanson,1,New York Rangers
151,Trevor Hanson,4,Winnipeg Jets
152,Brad Watson,3,Montréal Canadiens
153,Brad Watson,2,Pittsburgh Penguins
154,Greg Kimmerly,3,Montréal Canadiens
155,Greg Kimmerly,2,Pittsburgh Penguins
156,Thomas John Luxmore,5,San Jose Sharks
157,Thomas John Luxmore,0,Washington Capitals
158,Tim Peel,5,San Jose Sharks
159,Tim Peel,0,Washington Capitals
160,Dan O'Rourke,1,Carolina Hurricanes
161,Dan O'Rourke,4,Florida Panthers
162,Mark Lemelin,1,Carolina Hurricanes
163,Mark Lemelin,4,Florida Panthers
164,Dan O'Halloran,3,Detroit Red Wings
165,Dan O'Halloran,1,Tampa Bay Lightning
166,Kendrick Nicholson,3,Detroit Red Wings
167,Kendrick Nicholson,1,Tampa Bay Lightning
168,Mike Leggo,4,Dallas Stars
169,Mike Leggo,2,Edmonton Oilers
170,Rob Martell,4,Dallas Stars
171,Rob Martell,2,Edmonton Oilers
172,Brad Meier,3,Calgary Flames
173,Brad Meier,4,St. Louis Blues
174,Tom Kowal,3,Calgary Flames
175,Tom Kowal,4,St. Louis Blues
176,Justin St. Pierre ,0,Los Angeles Kings
177,Justin St. Pierre ,3,Vancouver Canucks
178,Steve Kozari,0,Los Angeles Kings
179,Steve Kozari,3,Vancouver Canucks
180,Francis Charron,3,Columbus Blue Jackets
181,Francis Charron,7,Ottawa Senators
182,Greg Kimmerly,3,Columbus Blue Jackets
183,Greg Kimmerly,7,Ottawa Senators
184,Eric Furlatt,0,Chicago Blackhawks
185,Eric Furlatt,3,Philadelphia Flyers
186,Garrett Rank,0,Chicago Blackhawks
187,Garrett Rank,3,Philadelphia Flyers
188,Mike Leggo,6,Boston Bruins
189,Mike Leggo,2,Colorado Avalanche
190,Rob Martell,6,Boston Bruins
191,Rob Martell,2,Colorado Avalanche
192,Ian Walsh,0,Anaheim Ducks
193,Ian Walsh,4,Arizona Coyotes
194,Steve Kozari,0,Anaheim Ducks
195,Steve Kozari,4,Arizona Coyotes
196,Dave Jackson,3,Nashville Predators
197,Dave Jackson,4,New York Islanders
198,Frederick L'Ecuyer,3,Nashville Predators
199,Frederick L'Ecuyer,4,New York Islanders
200,Dan O'Halloran,0,Ottawa Senators
201,Dan O'Halloran,2,Pittsburgh Penguins
202,Evgeny Romasko,0,Ottawa Senators
203,Evgeny Romasko,2,Pittsburgh Penguins
204,Francois St-Laurent,1,Chicago Blackhawks
205,Francois St-Laurent,4,Washington Capitals
206,Marc Joannette,1,Chicago Blackhawks
207,Marc Joannette,4,Washington Capitals
208,Brad Watson,3,Montréal Canadiens
209,Brad Watson,0,New York Rangers
210,Dean Morton,3,Montréal Canadiens
211,Dean Morton,0,New York Rangers
212,Kevin Pollock,5,Dallas Stars
213,Kevin Pollock,3,Tampa Bay Lightning
214,Thomas John Luxmore,5,Dallas Stars
215,Thomas John Luxmore,3,Tampa Bay Lightning
216,Chris Rooney,2,Buffalo Sabres
217,Chris Rooney,3,Florida Panthers
218,Trevor Hanson,2,Buffalo Sabres
219,Trevor Hanson,3,Florida Panthers
220,Chris Lee,2,Edmonton Oilers
221,Chris Lee,4,St. Louis Blues
222,Kelly Sutherland,2,Edmonton Oilers
223,Kelly Sutherland,4,St. Louis Blues
224,Gord Dwyer,3,Arizona Coyotes
225,Gord Dwyer,4,Minnesota Wild
226,Ian Walsh,3,Arizona Coyotes
227,Ian Walsh,4,Minnesota Wild
228,Dan O'Halloran,1,New Jersey Devils
229,Dan O'Halloran,1,San Jose Sharks
230,Evgeny Romasko,1,New Jersey Devils
231,Evgeny Romasko,1,San Jose Sharks
232,Ghislain Hebert,3,Columbus Blue Jackets
233,Ghislain Hebert,6,Toronto Maple Leafs
234,Justin St. Pierre ,3,Columbus Blue Jackets
235,Justin St. Pierre ,6,Toronto Maple Leafs
236,Brad Meier,5,Carolina Hurricanes
237,Brad Meier,3,Detroit Red Wings
238,Mike Leggo,5,Carolina Hurricanes
239,Mike Leggo,3,Detroit Red Wings
240,Francis Charron,1,Calgary Flames
241,Francis Charron,3,Winnipeg Jets
242,Kelly Sutherland,1,Calgary Flames
243,Kelly Sutherland,3,Winnipeg Jets
244,Chris Lee,4,St. Louis Blues
245,Chris Lee,3,Vancouver Canucks
246,Graham Skilliter,4,St. Louis Blues
247,Graham Skilliter,3,Vancouver Canucks
248,Ian Walsh,0,Anaheim Ducks
249,Ian Walsh,3,Colorado Avalanche
250,Tim Peel,0,Anaheim Ducks
251,Tim Peel,3,Colorado Avalanche
252,Rob Martell,2,Los Angeles Kings
253,Rob Martell,1,Minnesota Wild
254,Steve Kozari,2,Los Angeles Kings
255,Steve Kozari,1,Minnesota Wild
256,Dave Jackson,1,Detroit Red Wings
257,Dave Jackson,4,Montréal Canadiens
258,Marc Joannette,1,Detroit Red Wings
259,Marc Joannette,4,Montréal Canadiens
260,Eric Furlatt,3,Nashville Predators
261,Eric Furlatt,3,Ottawa Senators
262,Wes McCauley,3,Nashville Predators
263,Wes McCauley,3,Ottawa Senators
264,Chris Rooney,1,Buffalo Sabres
265,Chris Rooney,2,Tampa Bay Lightning
266,Frederick L'Ecuyer,1,Buffalo Sabres
267,Frederick L'Ecuyer,2,Tampa Bay Lightning
268,Kevin Pollock,4,Dallas Stars
269,Kevin Pollock,2,Florida Panthers
270,Thomas John Luxmore,4,Dallas Stars
271,Thomas John Luxmore,2,Florida Panthers
272,Ghislain Hebert,2,Pittsburgh Penguins
273,Ghislain Hebert,1,Toronto Maple Leafs
274,Jean Hebert,2,Pittsburgh Penguins
275,Jean Hebert,1,Toronto Maple Leafs
276,Dan O'Halloran,1,Carolina Hurricanes
277,Dan O'Halloran,4,Washington Capitals
278,Dean Morton,1,Carolina Hurricanes
279,Dean Morton,4,Washington Capitals
280,Francois St-Laurent,6,New York Islanders
281,Francois St-Laurent,3,San Jose Sharks
282,Trevor Hanson,6,New York Islanders
283,Trevor Hanson,3,San Jose Sharks
284,Brad Meier,4,Chicago Blackhawks
285,Brad Meier,1,Columbus Blue Jackets
286,Francis Charron,4,Chicago Blackhawks
287,Francis Charron,1,Columbus Blue Jackets
288,Gord Dwyer,2,Calgary Flames
289,Gord Dwyer,5,Edmonton Oilers
290,Greg Kimmerly,2,Calgary Flames
291,Greg Kimmerly,5,Edmonton Oilers
292,Kyle Rehman,3,Arizona Coyotes
293,Kyle Rehman,5,Boston Bruins
294,Tim Peel,3,Arizona Coyotes
295,Tim Peel,5,Boston Bruins
296,Justin St. Pierre ,2,New Jersey Devils
297,Justin St. Pierre ,1,New York Rangers
298,Mike Leggo,2,New Jersey Devils
299,Mike Leggo,1,New York Rangers
300,Dan O'Rourke,4,St. Louis Blues
301,Dan O'Rourke,2,Winnipeg Jets
302,Tom Kowal,4,St. Louis Blues
303,Tom Kowal,2,Winnipeg Jets
304,Graham Skilliter,4,Anaheim Ducks
305,Graham Skilliter,1,Minnesota Wild
306,Rob Martell,4,Anaheim Ducks
307,Rob Martell,1,Minnesota Wild
308,Gord Dwyer,2,Edmonton Oilers
309,Gord Dwyer,1,Vancouver Canucks
310,Kelly Sutherland,2,Edmonton Oilers
311,Kelly Sutherland,1,Vancouver Canucks
312,Kyle Rehman,1,Colorado Avalanche
313,Kyle Rehman,2,Los Angeles Kings
314,Tim Peel,1,Colorado Avalanche
315,Tim Peel,2,Los Angeles Kings
316,Chris Rooney,4,New York Rangers
317,Chris Rooney,0,San Jose Sharks
318,Ghislain Hebert,4,New York Rangers
319,Ghislain Hebert,0,San Jose Sharks
320,Ghislain Hebert,2,Arizona Coyotes
321,Ghislain Hebert,3,New Jersey Devils
322,Marc Joannette,2,Arizona Coyotes
323,Marc Joannette,3,New Jersey Devils
324,Eric Furlatt,2,Dallas Stars
325,Eric Furlatt,1,Philadelphia Flyers
326,Tom Kowal,2,Dallas Stars
327,Tom Kowal,1,Philadelphia Flyers
328,Mike Leggo,2,Florida Panthers
329,Mike Leggo,3,Pittsburgh Penguins
330,Wes McCauley,2,Florida Panthers
331,Wes McCauley,3,Pittsburgh Penguins
332,Dean Morton,0,Columbus Blue Jackets
333,Dean Morton,4,New York Islanders
334,Steve Kozari,0,Columbus Blue Jackets
335,Steve Kozari,4,New York Islanders
336,Brian Pochmara,3,Montréal Canadiens
337,Brian Pochmara,0,St. Louis Blues
338,Chris Rooney,3,Montréal Canadiens
339,Chris Rooney,0,St. Louis Blues
340,Brad Watson,4,Nashville Predators
341,Brad Watson,4,Tampa Bay Lightning
342,Justin St. Pierre ,4,Nashville Predators
343,Justin St. Pierre ,4,Tampa Bay Lightning
344,Dan O'Rourke,2,Calgary Flames
345,Dan O'Rourke,6,Washington Capitals
346,Greg Kimmerly,2,Calgary Flames
347,Greg Kimmerly,6,Washington Capitals
348,Jon McIsaac,1,Buffalo Sabres
349,Jon McIsaac,1,Toronto Maple Leafs
350,Steve Kozari,1,Buffalo Sabres
351,Steve Kozari,1,Toronto Maple Leafs
352,Marc Joannette,4,Boston Bruins
353,Marc Joannette,5,Philadelphia Flyers
354,Thomas John Luxmore,4,Boston Bruins
355,Thomas John Luxmore,5,Philadelphia Flyers
356,Dan O'Rourke,1,Detroit Red Wings
357,Dan O'Rourke,3,Edmonton Oilers
358,Kyle Rehman,1,Detroit Red Wings
359,Kyle Rehman,3,Edmonton Oilers
360,Brad Meier,1,Carolina Hurricanes
361,Brad Meier,0,Colorado Avalanche
362,Gord Dwyer,1,Carolina Hurricanes
363,Gord Dwyer,0,Colorado Avalanche
364,Kevin Pollock,1,Arizona Coyotes
365,Kevin Pollock,4,New York Rangers
366,Thomas John Luxmore,1,Arizona Coyotes
367,Thomas John Luxmore,4,New York Rangers
368,Dean Morton,4,Dallas Stars
369,Dean Morton,1,Pittsburgh Penguins
370,Francis Charron,4,Dallas Stars
371,Francis Charron,1,Pittsburgh Penguins
372,Brian Pochmara,4,New Jersey Devils
373,Brian Pochmara,4,Ottawa Senators
374,Tom Kowal,4,New Jersey Devils
375,Tom Kowal,4,Ottawa Senators
376,Francois St-Laurent,1,Anaheim Ducks
377,Francois St-Laurent,5,Nashville Predators
378,Jean Hebert,1,Anaheim Ducks
379,Jean Hebert,5,Nashville Predators
380,Chris Lee,2,Columbus Blue Jackets
381,Chris Lee,3,Minnesota Wild
382,Greg Kimmerly,2,Columbus Blue Jackets
383,Greg Kimmerly,3,Minnesota Wild
384,Ian Walsh,3,Chicago Blackhawks
385,Ian Walsh,2,Florida Panthers
386,Justin St. Pierre ,3,Chicago Blackhawks
387,Justin St. Pierre ,2,Florida Panthers
388,Dave Jackson,2,Vancouver Canucks
389,Dave Jackson,3,Washington Capitals
390,Kyle Rehman,2,Vancouver Canucks
391,Kyle Rehman,3,Washington Capitals
392,Dan O'Halloran,4,Los Angeles Kings
393,Dan O'Halloran,1,San Jose Sharks
394,Frederick L'Ecuyer,4,Los Angeles Kings
395,Frederick L'Ecuyer,1,San Jose Sharks
396,Brian Pochmara,2,Buffalo Sabres
397,Brian Pochmara,7,Montréal Canadiens
398,Francis Charron,2,Buffalo Sabres
399,Francis Charron,7,Montréal Canadiens
400,Kelly Sutherland,5,Boston Bruins
401,Kelly Sutherland,3,New York Islanders
402,Kevin Pollock,5,Boston Bruins
403,Kevin Pollock,3,New York Islanders
404,Brad Meier,4,Tampa Bay Lightning
405,Brad Meier,3,Winnipeg Jets
406,Ian Walsh,4,Tampa Bay Lightning
407,Ian Walsh,3,Winnipeg Jets
408,Kyle Rehman,3,Calgary Flames
409,Kyle Rehman,2,Detroit Red Wings
410,Rob Martell,3,Calgary Flames
411,Rob Martell,2,Detroit Red Wings
412,Brad Watson,4,Edmonton Oilers
413,Brad Watson,7,Washington Capitals
414,Dave Jackson,4,Edmonton Oilers
415,Dave Jackson,7,Washington Capitals
416,Gord Dwyer,0,Carolina Hurricanes
417,Gord Dwyer,3,Los Angeles Kings
418,Graham Skilliter,0,Carolina Hurricanes
419,Graham Skilliter,3,Los Angeles Kings
420,Jean Hebert,0,Anaheim Ducks
421,Jean Hebert,3,Minnesota Wild
422,Marc Joannette,0,Anaheim Ducks
423,Marc Joannette,3,Minnesota Wild
424,Greg Kimmerly,3,Buffalo Sabres
425,Greg Kimmerly,4,New Jersey Devils
426,Tom Kowal,3,Buffalo Sabres
427,Tom Kowal,4,New Jersey Devils
428,Eric Furlatt,5,Montréal Canadiens
429,Eric Furlatt,3,Toronto Maple Leafs
430,Wes McCauley,5,Montréal Canadiens
431,Wes McCauley,3,Toronto Maple Leafs
432,Chris Lee,4,Arizona Coyotes
433,Chris Lee,1,Ottawa Senators
434,Chris Rooney,4,Arizona Coyotes
435,Chris Rooney,1,Ottawa Senators
436,Brian Pochmara,2,New York Rangers
437,Brian Pochmara,2,Philadelphia Flyers
438,Kelly Sutherland,2,New York Rangers
439,Kelly Sutherland,2,Philadelphia Flyers
440,Justin St. Pierre ,3,New York Islanders
441,Justin St. Pierre ,2,St. Louis Blues
442,Thomas John Luxmore,3,New York Islanders
443,Thomas John Luxmore,2,St. Louis Blues
444,Dean Morton,1,Nashville Predators
445,Dean Morton,2,Pittsburgh Penguins
446,Ghislain Hebert,1,Nashville Predators
447,Ghislain Hebert,2,Pittsburgh Penguins
448,Dan O'Halloran,2,Dallas Stars
449,Dan O'Halloran,6,Florida Panthers
450,Frederick L'Ecuyer,2,Dallas Stars
451,Frederick L'Ecuyer,6,Florida Panthers
452,Brad Meier,1,Chicago Blackhawks
453,Brad Meier,0,Tampa Bay Lightning
454,Tim Peel,1,Chicago Blackhawks
455,Tim Peel,0,Tampa Bay Lightning
456,Francois St-Laurent,3,Colorado Avalanche
457,Francois St-Laurent,4,Columbus Blue Jackets
458,Trevor Hanson,3,Colorado Avalanche
459,Trevor Hanson,4,Columbus Blue Jackets
460,Brad Watson,3,Detroit Red Wings
461,Brad Watson,2,Vancouver Canucks
462,Dan O'Rourke,3,Detroit Red Wings
463,Dan O'Rourke,2,Vancouver Canucks
464,Graham Skilliter,2,Carolina Hurricanes
465,Graham Skilliter,5,San Jose Sharks
466,Mike Leggo,2,Carolina Hurricanes
467,Mike Leggo,5,San Jose Sharks
468,Kyle Rehman,4,Minnesota Wild
469,Kyle Rehman,5,Winnipeg Jets
470,Marc Joannette,4,Minnesota Wild
471,Marc Joannette,5,Winnipeg Jets
472,Furman Furman,1,Calgary Flames
473,Furman Furman,4,New York Rangers
474,Kevin Pollock,1,Calgary Flames
475,Kevin Pollock,4,New York Rangers
476,Dan O'Rourke,2,Edmonton Oilers
477,Dan O'Rourke,3,Los Angeles Kings
478,Rob Martell,2,Edmonton Oilers
479,Rob Martell,3,Los Angeles Kings
480,Chris Lee,0,Calgary Flames
481,Chris Lee,4,New York Islanders
482,Ghislain Hebert,0,Calgary Flames
483,Ghislain Hebert,4,New York Islanders
484,Dean Morton,4,Arizona Coyotes
485,Dean Morton,3,Toronto Maple Leafs
486,Tom Kowal,4,Arizona Coyotes
487,Tom Kowal,3,Toronto Maple Leafs
488,Francois St-Laurent,0,Anaheim Ducks
489,Francois St-Laurent,1,Chicago Blackhawks
490,Trevor Hanson,0,Anaheim Ducks
491,Trevor Hanson,1,Chicago Blackhawks
492,Francis Charron,0,Arizona Coyotes
493,Francis Charron,6,Boston Bruins
494,Wes McCauley,0,Arizona Coyotes
495,Wes McCauley,6,Boston Bruins
496,Frederick L'Ecuyer,3,Columbus Blue Jackets
497,Frederick L'Ecuyer,1,New Jersey Devils
498,Kelly Sutherland,3,Columbus Blue Jackets
499,Kelly Sutherland,1,New Jersey Devils
500,Chris Lee,4,Buffalo Sabres
501,Chris Lee,3,Philadelphia Flyers
502,Ian Walsh,4,Buffalo Sabres
503,Ian Walsh,3,Philadelphia Flyers
504,Dean Morton,3,Carolina Hurricanes
505,Dean Morton,1,Detroit Red Wings
506,Tom Kowal,3,Carolina Hurricanes
507,Tom Kowal,1,Detroit Red Wings
508,Eric Furlatt,1,Colorado Avalanche
509,Eric Furlatt,4,Florida Panthers
510,Steve Kozari,1,Colorado Avalanche
511,Steve Kozari,4,Florida Panthers
512,Kyle Rehman,2,St. Louis Blues
513,Kyle Rehman,0,Tampa Bay Lightning
514,Marc Joannette,2,St. Louis Blues
515,Marc Joannette,0,Tampa Bay Lightning
516,Mike Leggo,3,Edmonton Oilers
517,Mike Leggo,4,Minnesota Wild
518,Trevor Hanson,3,Edmonton Oilers
519,Trevor Hanson,4,Minnesota Wild
520,Dave Jackson,4,Los Angeles Kings
521,Dave Jackson,1,Winnipeg Jets
522,Thomas John Luxmore,4,Los Angeles Kings
523,Thomas John Luxmore,1,Winnipeg Jets
524,Chris Rooney,3,Anaheim Ducks
525,Chris Rooney,4,Dallas Stars
526,Gord Dwyer,3,Anaheim Ducks
527,Gord Dwyer,4,Dallas Stars
528,Brad Meier,1,Montréal Canadiens
529,Brad Meier,5,Vancouver Canucks
530,Rob Martell,1,Montréal Canadiens
531,Rob Martell,5,Vancouver Canucks
532,Dan O'Halloran,4,Calgary Flames
533,Dan O'Halloran,4,Ottawa Senators
534,Francis Charron,4,Calgary Flames
535,Francis Charron,4,Ottawa Senators
536,Frederick L'Ecuyer,3,Pittsburgh Penguins
537,Frederick L'Ecuyer,1,Washington Capitals
538,Ian Walsh,3,Pittsburgh Penguins
539,Ian Walsh,1,Washington Capitals
540,Brad Meier,2,Nashville Predators
541,Brad Meier,1,San Jose Sharks
542,Rob Martell,2,Nashville Predators
543,Rob Martell,1,San Jose Sharks
544,Chris Rooney,3,Carolina Hurricanes
545,Chris Rooney,2,New York Islanders
546,Tim Peel,3,Carolina Hurricanes
547,Tim Peel,2,New York Islanders
548,Frederick L'Ecuyer,4,New Jersey Devils
549,Frederick L'Ecuyer,1,Philadelphia Flyers
550,Wes McCauley,4,New Jersey Devils
551,Wes McCauley,1,Philadelphia Flyers
552,Chris Lee,3,Buffalo Sabres
553,Chris Lee,4,Pittsburgh Penguins
554,Kelly Sutherland,3,Buffalo Sabres
555,Kelly Sutherland,4,Pittsburgh Penguins
556,Eric Furlatt,2,Colorado Avalanche
557,Eric Furlatt,1,Tampa Bay Lightning
558,Justin St. Pierre ,2,Colorado Avalanche
559,Justin St. Pierre ,1,Tampa Bay Lightning
560,Mike Leggo,1,Anaheim Ducks
561,Mike Leggo,2,St. Louis Blues
562,Steve Kozari,1,Anaheim Ducks
563,Steve Kozari,2,St. Louis Blues
564,Dave Jackson,1,Chicago Blackhawks
565,Dave Jackson,3,Winnipeg Jets
566,Graham Skilliter,1,Chicago Blackhawks
567,Graham Skilliter,3,Winnipeg Jets
568,Brian Pochmara,4,Dallas Stars
569,Brian Pochmara,3,Vancouver Canucks
570,Trevor Hanson,4,Dallas Stars
571,Trevor Hanson,3,Vancouver Canucks
572,Jean Hebert,4,Edmonton Oilers
573,Jean Hebert,3,Montréal Canadiens
574,Thomas John Luxmore,4,Edmonton Oilers
575,Thomas John Luxmore,3,Montréal Canadiens
576,Kevin Pollock,3,Buffalo Sabres
577,Kevin Pollock,1,Philadelphia Flyers
578,Tim Peel,3,Buffalo Sabres
579,Tim Peel,1,Philadelphia Flyers
580,Chris Rooney,3,New York Rangers
581,Chris Rooney,1,Toronto Maple Leafs
582,Francis Charron,3,New York Rangers
583,Francis Charron,1,Toronto Maple Leafs
584,Chris Lee,1,Columbus Blue Jackets
585,Chris Lee,2,Washington Capitals
586,Ghislain Hebert,1,Columbus Blue Jackets
587,Ghislain Hebert,2,Washington Capitals
588,Dan O'Halloran,3,Carolina Hurricanes
589,Dan O'Halloran,2,Colorado Avalanche
590,Justin St. Pierre ,3,Carolina Hurricanes
591,Justin St. Pierre ,2,Colorado Avalanche
592,Gord Dwyer,1,Detroit Red Wings
593,Gord Dwyer,3,Ottawa Senators
594,Kelly Sutherland,1,Detroit Red Wings
595,Kelly Sutherland,3,Ottawa Senators
596,Brad Watson,3,Boston Bruins
597,Brad Watson,1,Florida Panthers
598,Eric Furlatt,3,Boston Bruins
599,Eric Furlatt,1,Florida Panthers
600,Dan O'Rourke,4,Chicago Blackhawks
601,Dan O'Rourke,5,Minnesota Wild
602,Ian Walsh,4,Chicago Blackhawks
603,Ian Walsh,5,Minnesota Wild
604,Graham Skilliter,2,Calgary Flames
605,Graham Skilliter,6,Montréal Canadiens
606,Jean Hebert,2,Calgary Flames
607,Jean Hebert,6,Montréal Canadiens
608,Brian Pochmara,3,Arizona Coyotes
609,Brian Pochmara,4,Vancouver Canucks
610,Rob Martell,3,Arizona Coyotes
611,Rob Martell,4,Vancouver Canucks
612,Francois St-Laurent,2,New Jersey Devils
613,Francois St-Laurent,2,New York Islanders
614,Wes McCauley,2,New Jersey Devils
615,Wes McCauley,2,New York Islanders
616,Dave Jackson,5,Dallas Stars
617,Dave Jackson,3,San Jose Sharks
618,Kyle Rehman,5,Dallas Stars
619,Kyle Rehman,3,San Jose Sharks
620,Mike Leggo,4,Los Angeles Kings
621,Mike Leggo,3,Nashville Predators
622,Tom Chmielewski,4,Los Angeles Kings
623,Tom Chmielewski,3,Nashville Predators
624,Thomas John Luxmore,4,Pittsburgh Penguins
