code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
1997030111,New Jersey Devils,1,Ottawa Senators,2,Paul Devorski,Dan Schachte,Ottawa Senators,New Jersey Devils
1997030112,New Jersey Devils,3,Ottawa Senators,1,Paul Stewart,Dan Schachte,New Jersey Devils,Ottawa Senators
1997030113,Ottawa Senators,2,New Jersey Devils,1,Dan Marouelli,Randy Mitton,Ottawa Senators,New Jersey Devils
1997030114,Ottawa Senators,4,New Jersey Devils,3,Michael McGeough,Randy Mitton,Ottawa Senators,New Jersey Devils
1997030115,New Jersey Devils,3,Ottawa Senators,1,Mark Faucette,Shane Heyer,New Jersey Devils,Ottawa Senators
1997030116,Ottawa Senators,3,New Jersey Devils,1,Kerry Fraser,Shane Heyer,Ottawa Senators,New Jersey Devils
1997030121,Pittsburgh Penguins,2,Montréal Canadiens,3,Robbie Shick,Danny McCourt,Montréal Canadiens,Pittsburgh Penguins
1997030122,Pittsburgh Penguins,4,Montréal Canadiens,1,Kerry Fraser,Danny McCourt,Pittsburgh Penguins,Montréal Canadiens
1997030123,Montréal Canadiens,3,Pittsburgh Penguins,1,Terry Gregson,Ray Scapinello,Montréal Canadiens,Pittsburgh Penguins
1997030124,Montréal Canadiens,3,Pittsburgh Penguins,6,Paul Devorski,Ray Scapinello,Pittsburgh Penguins,Montréal Canadiens
1997030125,Pittsburgh Penguins,2,Montréal Canadiens,5,Michael McGeough,Randy Mitton,Montréal Canadiens,Pittsburgh Penguins
1997030126,Montréal Canadiens,3,Pittsburgh Penguins,0,Bill McCreary,Randy Mitton,Montréal Canadiens,Pittsburgh Penguins
1997030131,Philadelphia Flyers,2,Buffalo Sabres,3,BILL McCREARY,Jay Sharrers,Buffalo Sabres,Philadelphia Flyers
1997030132,Philadelphia Flyers,3,Buffalo Sabres,2,Stephen Walkom,Shane Heyer,Philadelphia Flyers,Buffalo Sabres
1997030133,Buffalo Sabres,6,Philadelphia Flyers,1,Robbie Shick,Danny McCourt,Buffalo Sabres,Philadelphia Flyers
1997030134,Buffalo Sabres,4,Philadelphia Flyers,1,Terry Gregson,Danny McCourt,Buffalo Sabres,Philadelphia Flyers
1997030135,Philadelphia Flyers,2,Buffalo Sabres,3,Paul Devorski,Kevin Collins,Buffalo Sabres,Philadelphia Flyers
1997030141,Washington Capitals,3,Boston Bruins,1,Kerry Fraser,Randy Mitton,Washington Capitals,Boston Bruins
1997030142,Washington Capitals,3,Boston Bruins,4,Michael McGeough,Randy Mitton,Boston Bruins,Washington Capitals
1997030143,Boston Bruins,2,Washington Capitals,3,Paul Devorski,Shane Heyer,Washington Capitals,Boston Bruins
1997030144,Boston Bruins,0,Washington Capitals,3,Dan Marouelli,Shane Heyer,Washington Capitals,Boston Bruins
1997030145,Washington Capitals,0,Boston Bruins,4,Robbie Shick,Danny McCourt,Boston Bruins,Washington Capitals
1997030146,Boston Bruins,2,Washington Capitals,3,Don Koharski,Dan McCourt,Washington Capitals,Boston Bruins
1997030151,Dallas Stars,4,San Jose Sharks,1,Stephen Walkom,Brian Murphy,Dallas Stars,San Jose Sharks
1997030152,Dallas Stars,5,San Jose Sharks,2,Don Koharski,Brian Murphy,Dallas Stars,San Jose Sharks
1997030154,San Jose Sharks,1,Dallas Stars,0,BILL McCREARY,Mike Cvik,San Jose Sharks,Dallas Stars
1997030155,Dallas Stars,3,San Jose Sharks,2,Kerry Fraser,Gordon Broseker,Dallas Stars,San Jose Sharks
1997030156,San Jose Sharks,2,Dallas Stars,3,Dan Marouelli,Gordon Broseker,Dallas Stars,San Jose Sharks
1997030161,Colorado Avalanche,2,Edmonton Oilers,3,Dan Marouelli,Jean Morin,Edmonton Oilers,Colorado Avalanche
1997030162,Colorado Avalanche,5,Edmonton Oilers,2,Mark Faucette,Kevin Collins,Colorado Avalanche,Edmonton Oilers
1997030163,Edmonton Oilers,4,Colorado Avalanche,5,Bill McCreary,Gordon Broseker,Colorado Avalanche,Edmonton Oilers
1997030164,Edmonton Oilers,1,Colorado Avalanche,3,Kerry Fraser,Gordon Broseker,Colorado Avalanche,Edmonton Oilers
1997030165,Colorado Avalanche,1,Edmonton Oilers,3,Don Koharski,Dan Schachte,Edmonton Oilers,Colorado Avalanche
1997030166,Edmonton Oilers,2,Colorado Avalanche,0,Stephen Walkom,Dan Schachte,Edmonton Oilers,Colorado Avalanche
