,Coeff_Home,Value
0,home_official_1_win_%_coeff,2.655215520460943
1,home_official_2_win_%_coeff,2.965220134487732
2,away_official_1_win_%_coeff,-2.56469287326741
3,away_official_2_win_%_coeff,-2.823576107780961
4,coeff_home_intercept,-0.2282329854485616
