code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2016030111,Montréal Canadiens,0,New York Rangers,2,Dan O'Halloran,Graham Skilliter,New York Rangers,Montréal Canadiens
2016030112,Montréal Canadiens,4,New York Rangers,3,Ghislain Hebert,Brad Watson,Montréal Canadiens,New York Rangers
2016030113,New York Rangers,1,Montréal Canadiens,3,Dan O'Rourke,Jean Hebert,Montréal Canadiens,New York Rangers
2016030114,New York Rangers,2,Montréal Canadiens,1,Francis Charron,Eric Furlatt,New York Rangers,Montréal Canadiens
2016030115,Montréal Canadiens,2,New York Rangers,3,Jon McIsaac,Gord Dwyer,New York Rangers,Montréal Canadiens
2016030116,New York Rangers,3,Montréal Canadiens,1,Chris Rooney,Eric Furlatt,New York Rangers,Montréal Canadiens
2016030121,Ottawa Senators,1,Boston Bruins,2,Ghislain Hebert,Brad Watson,Boston Bruins,Ottawa Senators
2016030122,Ottawa Senators,4,Boston Bruins,3,Gord Dwyer,Brad Watson,Ottawa Senators,Boston Bruins
2016030123,Boston Bruins,3,Ottawa Senators,4,Tim Peel,Ghislain Hebert,Ottawa Senators,Boston Bruins
2016030124,Boston Bruins,0,Ottawa Senators,1,Graham Skilliter,Kevin Pollock,Ottawa Senators,Boston Bruins
2016030125,Ottawa Senators,2,Boston Bruins,3,Jon McIsaac,Kelly Sutherland,Boston Bruins,Ottawa Senators
2016030126,Boston Bruins,2,Ottawa Senators,3,Dan O'Halloran,Jean Hebert,Ottawa Senators,Boston Bruins
2016030131,Washington Capitals,3,Toronto Maple Leafs,2,Gord Dwyer,Marc Joannette,Washington Capitals,Toronto Maple Leafs
2016030132,Washington Capitals,3,Toronto Maple Leafs,4,Tim Peel,Eric Furlatt,Toronto Maple Leafs,Washington Capitals
2016030133,Toronto Maple Leafs,4,Washington Capitals,3,Garrett Rank,Dan O'Halloran,Toronto Maple Leafs,Washington Capitals
2016030134,Toronto Maple Leafs,4,Washington Capitals,5,Kelly Sutherland,Chris Lee,Washington Capitals,Toronto Maple Leafs
2016030135,Washington Capitals,2,Toronto Maple Leafs,1,Wes McCauley,Brian Pochmara,Washington Capitals,Toronto Maple Leafs
2016030136,Toronto Maple Leafs,1,Washington Capitals,2,Chris Lee,Kevin Pollock,Washington Capitals,Toronto Maple Leafs
