,Ref,Score,Team
143,Terry Gregson,2,Toronto Maple Leafs
144,Shane Heyer,1,Ottawa Senators
145,Shane Heyer,0,San Jose Sharks
146,Stephen Walkom,1,Ottawa Senators
147,Stephen Walkom,0,San Jose Sharks
148,Dan Schachte,3,Montréal Canadiens
149,Dan Schachte,0,Pittsburgh Penguins
150,Paul Devorski,3,Montréal Canadiens
151,Paul Devorski,0,Pittsburgh Penguins
152,Brian Murphy,3,New York Islanders
153,Brian Murphy,6,Washington Capitals
154,Paul Stewart,3,New York Islanders
155,Paul Stewart,6,Washington Capitals
156,Don Koharski,4,New Jersey Devils
157,Don Koharski,1,Philadelphia Flyers
158,Kevin Collins,4,New Jersey Devils
159,Kevin Collins,1,Philadelphia Flyers
160,Bill McCreary,1,Dallas Stars
161,Bill McCreary,3,Detroit Red Wings
162,Danny McCourt,1,Dallas Stars
163,Danny McCourt,3,Detroit Red Wings
164,Robbie Shick,3,Boston Bruins
165,Robbie Shick,2,Phoenix Coyotes
166,Wayne Bonney,3,Boston Bruins
167,Wayne Bonney,2,Phoenix Coyotes
168,Brad Lazarowich,3,Edmonton Oilers
169,Brad Lazarowich,3,New York Rangers
170,Dave Jackson,3,Edmonton Oilers
171,Dave Jackson,3,New York Rangers
172,Dan Schachte,5,Buffalo Sabres
173,Dan Schachte,2,Washington Capitals
174,Paul Devorski,5,Buffalo Sabres
175,Paul Devorski,2,Washington Capitals
176,Don Van Massenhoven,3,Philadelphia Flyers
177,Don Van Massenhoven,1,Pittsburgh Penguins
178,Gordon Broseker,3,Philadelphia Flyers
179,Gordon Broseker,1,Pittsburgh Penguins
180,Jean Morin,1,Chicago Blackhawks
181,Jean Morin,4,Tampa Bay Lightning
182,Kerry Fraser,1,Chicago Blackhawks
183,Kerry Fraser,4,Tampa Bay Lightning
184,Dennis Larue,2,Los Angeles Kings
185,Dennis Larue,3,St. Louis Blues
186,Shane Heyer,2,Los Angeles Kings
187,Shane Heyer,3,St. Louis Blues
188,Brad Lazarowich,3,Colorado Avalanche
189,Brad Lazarowich,2,San Jose Sharks
190,Dave Jackson,3,Colorado Avalanche
191,Dave Jackson,2,San Jose Sharks
192,Dan Marouelli,1,Calgary Flames
193,Dan Marouelli,1,New York Rangers
194,Swede Knox,1,Calgary Flames
195,Swede Knox,1,New York Rangers
196,Baron Parker,2,Toronto Maple Leafs
197,Baron Parker,2,Vancouver Canucks
198,Stephen Walkom,2,Toronto Maple Leafs
199,Stephen Walkom,2,Vancouver Canucks
200,Don Van Massenhoven,2,Carolina Hurricanes
201,Don Van Massenhoven,1,New Jersey Devils
202,Gordon Broseker,2,Carolina Hurricanes
203,Gordon Broseker,1,New Jersey Devils
204,Dan Schachte,3,Detroit Red Wings
205,Dan Schachte,0,Tampa Bay Lightning
206,Don Koharski,3,Detroit Red Wings
207,Don Koharski,0,Tampa Bay Lightning
208,Jean Morin,0,Chicago Blackhawks
209,Jean Morin,7,Dallas Stars
210,Lance Roberts,0,Chicago Blackhawks
211,Lance Roberts,7,Dallas Stars
212,Blaine Angus,1,Anaheim Ducks
213,Blaine Angus,1,Ottawa Senators
214,Mike Cvik,1,Anaheim Ducks
215,Mike Cvik,1,Ottawa Senators
216,Derek Amell,1,Carolina Hurricanes
217,Derek Amell,4,Pittsburgh Penguins
218,TROTTIER,1,Carolina Hurricanes
219,TROTTIER,4,Pittsburgh Penguins
220,Bill McCreary,2,Montréal Canadiens
221,Bill McCreary,6,Philadelphia Flyers
222,Pierre Champoux,2,Montréal Canadiens
223,Pierre Champoux,6,Philadelphia Flyers
224,Brian Murphy,2,Buffalo Sabres
225,Brian Murphy,3,New Jersey Devils
226,Paul Stewart,2,Buffalo Sabres
227,Paul Stewart,3,New Jersey Devils
228,Paul Devorski,1,New York Islanders
229,Paul Devorski,3,Washington Capitals
230,Scott Driscoll,1,New York Islanders
231,Scott Driscoll,3,Washington Capitals
232,Jean Morin,3,Florida Panthers
233,Jean Morin,5,St. Louis Blues
234,Michael McGeough,3,Florida Panthers
235,Michael McGeough,5,St. Louis Blues
236,Brad Lazarowich,3,Colorado Avalanche
237,Brad Lazarowich,3,Phoenix Coyotes
238,Kerry Fraser,3,Colorado Avalanche
239,Kerry Fraser,3,Phoenix Coyotes
240,Stephen Walkom,2,Edmonton Oilers
241,Stephen Walkom,1,Toronto Maple Leafs
242,Swede Knox,2,Edmonton Oilers
243,Swede Knox,1,Toronto Maple Leafs
244,Dan Marouelli,6,New York Rangers
245,Dan Marouelli,3,Vancouver Canucks
246,Wayne Bonney,6,New York Rangers
247,Wayne Bonney,3,Vancouver Canucks
248,Don Henderson,2,Boston Bruins
249,Don Henderson,5,San Jose Sharks
250,Robbie Shick,2,Boston Bruins
251,Robbie Shick,5,San Jose Sharks
252,Shane Heyer,4,Calgary Flames
253,Shane Heyer,4,Detroit Red Wings
254,Terry Gregson,4,Calgary Flames
255,Terry Gregson,4,Detroit Red Wings
256,Dave Jackson,7,Los Angeles Kings
257,Dave Jackson,4,Ottawa Senators
258,Don Henderson,7,Los Angeles Kings
259,Don Henderson,4,Ottawa Senators
260,Ray Scapinello,2,Florida Panthers
261,Ray Scapinello,2,New York Islanders
262,Richard Trottier,2,Florida Panthers
263,Richard Trottier,2,New York Islanders
264,KOHARSKI,1,Carolina Hurricanes
265,KOHARSKI,3,St. Louis Blues
266,Nelson,1,Carolina Hurricanes
267,Nelson,3,St. Louis Blues
268,Baron Parker,1,Chicago Blackhawks
269,Baron Parker,2,Phoenix Coyotes
270,MARK FAUCETTE,1,Chicago Blackhawks
271,MARK FAUCETTE,2,Phoenix Coyotes
272,Kerry Fraser,0,Edmonton Oilers
273,Kerry Fraser,3,Vancouver Canucks
274,Wayne Bonney,0,Edmonton Oilers
275,Wayne Bonney,3,Vancouver Canucks
276,Gibbs,3,Philadelphia Flyers
277,Gibbs,2,San Jose Sharks
278,WALKOM,3,Philadelphia Flyers
279,WALKOM,2,San Jose Sharks
280,DENNIS LARUE,0,Anaheim Ducks
281,DENNIS LARUE,3,Boston Bruins
282,Mike Cvik,0,Anaheim Ducks
283,Mike Cvik,3,Boston Bruins
284,Kevin Collins,0,New York Rangers
285,Kevin Collins,1,Pittsburgh Penguins
286,Michael McGeough,0,New York Rangers
287,Michael McGeough,1,Pittsburgh Penguins
288,Bill McCreary,3,Detroit Red Wings
289,Bill McCreary,2,Toronto Maple Leafs
290,Pierre Champoux,3,Detroit Red Wings
291,Pierre Champoux,2,Toronto Maple Leafs
292,McCourt,4,Calgary Flames
293,McCourt,5,Dallas Stars
294,STEWART,4,Calgary Flames
295,STEWART,5,Dallas Stars
296,Kevin Collins,3,Buffalo Sabres
297,Kevin Collins,3,Carolina Hurricanes
298,Michael McGeough,3,Buffalo Sabres
299,Michael McGeough,3,Carolina Hurricanes
300,Lance Roberts,1,New York Rangers
301,Lance Roberts,5,Ottawa Senators
302,Pierre Champoux,1,New York Rangers
303,Pierre Champoux,5,Ottawa Senators
304,Don Van Massenhoven,1,Montréal Canadiens
305,Don Van Massenhoven,1,Pittsburgh Penguins
306,Jean Morin,1,Montréal Canadiens
307,Jean Morin,1,Pittsburgh Penguins
308,Don Koharski,2,Florida Panthers
309,Don Koharski,1,Tampa Bay Lightning
310,Ray Scapinello,2,Florida Panthers
311,Ray Scapinello,1,Tampa Bay Lightning
312,Dan Marouelli,3,Detroit Red Wings
313,Dan Marouelli,4,Toronto Maple Leafs
314,Scott Driscoll,3,Detroit Red Wings
315,Scott Driscoll,4,Toronto Maple Leafs
316,Terry Gregson,0,Chicago Blackhawks
317,Terry Gregson,2,Washington Capitals
318,Thor Nelson,0,Chicago Blackhawks
319,Thor Nelson,2,Washington Capitals
320,Kerry Fraser,6,Colorado Avalanche
321,Kerry Fraser,2,Edmonton Oilers
322,Swede Knox,6,Colorado Avalanche
323,Swede Knox,2,Edmonton Oilers
324,Dennis Larue,5,Boston Bruins
325,Dennis Larue,3,Los Angeles Kings
326,Wayne Bonney,5,Boston Bruins
327,Wayne Bonney,3,Los Angeles Kings
328,Baron Parker,2,Anaheim Ducks
329,Baron Parker,2,Philadelphia Flyers
330,Mark Faucette,2,Anaheim Ducks
331,Mark Faucette,2,Philadelphia Flyers
332,Danny McCourt,4,Dallas Stars
333,Danny McCourt,0,Florida Panthers
334,Terry Gregson,4,Dallas Stars
335,Terry Gregson,0,Florida Panthers
336,Paul Stewart,5,New York Islanders
337,Paul Stewart,2,San Jose Sharks
338,Shane Heyer,5,New York Islanders
339,Shane Heyer,2,San Jose Sharks
340,Bill McCreary,1,Buffalo Sabres
341,Bill McCreary,5,Montréal Canadiens
342,Gordon Broseker,1,Buffalo Sabres
343,Gordon Broseker,5,Montréal Canadiens
344,Dave Jackson,2,New Jersey Devils
345,Dave Jackson,4,Ottawa Senators
346,Jean Morin,2,New Jersey Devils
347,Jean Morin,4,Ottawa Senators
348,Don Koharski,4,Pittsburgh Penguins
349,Don Koharski,1,Tampa Bay Lightning
350,Ray Scapinello,4,Pittsburgh Penguins
351,Ray Scapinello,1,Tampa Bay Lightning
352,Dan Marouelli,0,Chicago Blackhawks
353,Dan Marouelli,2,St. Louis Blues
354,Scott Driscoll,0,Chicago Blackhawks
355,Scott Driscoll,2,St. Louis Blues
356,Don Henderson,6,Calgary Flames
357,Don Henderson,5,Colorado Avalanche
358,Paul Devorski,6,Calgary Flames
359,Paul Devorski,5,Colorado Avalanche
360,Brad Lazarowich,2,Boston Bruins
361,Brad Lazarowich,0,Vancouver Canucks
362,Paul Stewart,2,Boston Bruins
363,Paul Stewart,0,Vancouver Canucks
364,Jay Sharrers,5,Los Angeles Kings
365,Jay Sharrers,1,Philadelphia Flyers
366,Mark Faucette,5,Los Angeles Kings
367,Mark Faucette,1,Philadelphia Flyers
368,Baron Parker,2,Anaheim Ducks
369,Baron Parker,1,Edmonton Oilers
370,Robbie Shick,2,Anaheim Ducks
371,Robbie Shick,1,Edmonton Oilers
372,Gerry Gauthier,2,Montréal Canadiens
373,Gerry Gauthier,3,Washington Capitals
374,Lance Roberts,2,Montréal Canadiens
375,Lance Roberts,3,Washington Capitals
376,Kevin Collins,5,New Jersey Devils
377,Kevin Collins,0,Tampa Bay Lightning
378,MICK McGeough,5,New Jersey Devils
379,MICK McGeough,0,Tampa Bay Lightning
380,Gordon Broseker,5,Dallas Stars
381,Gordon Broseker,4,Toronto Maple Leafs
382,Stephen Walkom,5,Dallas Stars
383,Stephen Walkom,4,Toronto Maple Leafs
384,Richard Trottier,2,Carolina Hurricanes
385,Richard Trottier,4,Detroit Red Wings
386,Thor Nelson,2,Carolina Hurricanes
387,Thor Nelson,4,Detroit Red Wings
388,Dan O'Halloran,3,New York Rangers
389,Dan O'Halloran,5,St. Louis Blues
390,Danny McCourt,3,New York Rangers
391,Danny McCourt,5,St. Louis Blues
392,Don Van Massenhoven,3,Boston Bruins
393,Don Van Massenhoven,0,Calgary Flames
394,Swede Knox,3,Boston Bruins
395,Swede Knox,0,Calgary Flames
396,Bill McCreary,1,Dallas Stars
397,Bill McCreary,3,Ottawa Senators
398,Gordon Broseker,1,Dallas Stars
399,Gordon Broseker,3,Ottawa Senators
400,Don Koharski,1,Florida Panthers
401,Don Koharski,4,Pittsburgh Penguins
402,Ray Scapinello,1,Florida Panthers
403,Ray Scapinello,4,Pittsburgh Penguins
404,Richard Trottier,2,Buffalo Sabres
405,Richard Trottier,5,Chicago Blackhawks
406,Scott Driscoll,2,Buffalo Sabres
407,Scott Driscoll,5,Chicago Blackhawks
408,Dennis Larue,5,Phoenix Coyotes
409,Dennis Larue,3,San Jose Sharks
410,Wayne Bonney,5,Phoenix Coyotes
411,Wayne Bonney,3,San Jose Sharks
412,Brad Lazarowich,4,Colorado Avalanche
413,Brad Lazarowich,4,Vancouver Canucks
414,Robbie Shick,4,Colorado Avalanche
415,Robbie Shick,4,Vancouver Canucks
416,Baron Parker,3,Edmonton Oilers
417,Baron Parker,2,Los Angeles Kings
418,Paul Devorski,3,Edmonton Oilers
419,Paul Devorski,2,Los Angeles Kings
420,Mark Faucette,2,Anaheim Ducks
421,Mark Faucette,5,New York Islanders
422,Shane Heyer,2,Anaheim Ducks
423,Shane Heyer,5,New York Islanders
424,Kerry Fraser,2,Carolina Hurricanes
425,Kerry Fraser,4,New York Rangers
426,Kevin Collins,2,Carolina Hurricanes
427,Kevin Collins,4,New York Rangers
428,Paul Stewart,3,Detroit Red Wings
429,Paul Stewart,3,St. Louis Blues
430,Thor Nelson,3,Detroit Red Wings
431,Thor Nelson,3,St. Louis Blues
432,Dave Jackson,7,Philadelphia Flyers
433,Dave Jackson,1,Tampa Bay Lightning
434,Pierre Champoux,7,Philadelphia Flyers
435,Pierre Champoux,1,Tampa Bay Lightning
436,Mike Cvik,1,Dallas Stars
437,Mike Cvik,5,Vancouver Canucks
438,Paul Devorski,1,Dallas Stars
439,Paul Devorski,5,Vancouver Canucks
440,Dan O'Halloran,4,Anaheim Ducks
441,Dan O'Halloran,3,Phoenix Coyotes
442,Wayne Bonney,4,Anaheim Ducks
443,Wayne Bonney,3,Phoenix Coyotes
444,Don Henderson,2,Boston Bruins
445,Don Henderson,1,Edmonton Oilers
446,Robbie Shick,2,Boston Bruins
447,Robbie Shick,1,Edmonton Oilers
448,Don Van Massenhoven,3,Los Angeles Kings
449,Don Van Massenhoven,2,New York Islanders
450,Mark Pare,3,Los Angeles Kings
451,Mark Pare,2,New York Islanders
452,Danny McCourt,4,Carolina Hurricanes
453,Danny McCourt,3,St. Louis Blues
454,Stephen Walkom,4,Carolina Hurricanes
455,Stephen Walkom,3,St. Louis Blues
456,Lance Roberts,4,Buffalo Sabres
457,Lance Roberts,1,Calgary Flames
458,Scott Driscoll,4,Buffalo Sabres
459,Scott Driscoll,1,Calgary Flames
460,Dan Marouelli,0,Florida Panthers
461,Dan Marouelli,3,Montréal Canadiens
462,Jean Morin,0,Florida Panthers
463,Jean Morin,3,Montréal Canadiens
464,Dave Jackson,1,Chicago Blackhawks
465,Dave Jackson,0,New York Rangers
466,Pierre Champoux,1,Chicago Blackhawks
467,Pierre Champoux,0,New York Rangers
468,Ray Scapinello,6,Ottawa Senators
469,Ray Scapinello,2,Toronto Maple Leafs
470,Terry Gregson,6,Ottawa Senators
471,Terry Gregson,2,Toronto Maple Leafs
472,Richard Trottier,4,Colorado Avalanche
473,Richard Trottier,3,Washington Capitals
474,Swede Knox,4,Colorado Avalanche
475,Swede Knox,3,Washington Capitals
476,Brad Lazarowich,5,Pittsburgh Penguins
477,Brad Lazarowich,2,San Jose Sharks
478,Dennis Larue,5,Pittsburgh Penguins
479,Dennis Larue,2,San Jose Sharks
480,Dan O'Halloran,1,Anaheim Ducks
481,Dan O'Halloran,4,Detroit Red Wings
482,Mark Pare,1,Anaheim Ducks
483,Mark Pare,4,Detroit Red Wings
484,Dan Marouelli,2,Boston Bruins
485,Dan Marouelli,2,Tampa Bay Lightning
486,Kevin Collins,2,Boston Bruins
487,Kevin Collins,2,Tampa Bay Lightning
488,Jean Morin,2,Florida Panthers
489,Jean Morin,2,Ottawa Senators
490,Paul Stewart,2,Florida Panthers
491,Paul Stewart,2,Ottawa Senators
492,Kerry Fraser,1,Montréal Canadiens
493,Kerry Fraser,2,New Jersey Devils
494,Pierre Champoux,1,Montréal Canadiens
495,Pierre Champoux,2,New Jersey Devils
496,Danny McCourt,3,Calgary Flames
497,Danny McCourt,4,Philadelphia Flyers
498,Mark Faucette,3,Calgary Flames
499,Mark Faucette,4,Philadelphia Flyers
500,Don Van Massenhoven,4,St. Louis Blues
501,Don Van Massenhoven,1,Vancouver Canucks
502,Mike Cvik,4,St. Louis Blues
503,Mike Cvik,1,Vancouver Canucks
504,Brad Lazarowich,3,Phoenix Coyotes
505,Brad Lazarowich,3,Washington Capitals
506,Richard Trottier,3,Phoenix Coyotes
507,Richard Trottier,3,Washington Capitals
508,Bill McCreary,4,Detroit Red Wings
509,Bill McCreary,1,Los Angeles Kings
510,Mark Pare,4,Detroit Red Wings
511,Mark Pare,1,Los Angeles Kings
512,Gordon Broseker,4,New York Rangers
513,Gordon Broseker,3,Tampa Bay Lightning
514,Stephen Walkom,4,New York Rangers
515,Stephen Walkom,3,Tampa Bay Lightning
516,Don Koharski,0,Chicago Blackhawks
517,Don Koharski,2,Dallas Stars
518,Mike Cvik,0,Chicago Blackhawks
519,Mike Cvik,2,Dallas Stars
520,Robbie Shick,3,Carolina Hurricanes
521,Robbie Shick,3,Colorado Avalanche
522,Swede Knox,3,Carolina Hurricanes
523,Swede Knox,3,Colorado Avalanche
524,Blaine Angus,4,Edmonton Oilers
525,Blaine Angus,3,Pittsburgh Penguins
526,Don Henderson,4,Edmonton Oilers
527,Don Henderson,3,Pittsburgh Penguins
528,Kevin Collins,4,Boston Bruins
529,Kevin Collins,5,Florida Panthers
530,Stephen Walkom,4,Boston Bruins
531,Stephen Walkom,5,Florida Panthers
532,Mark Faucette,4,Montréal Canadiens
533,Mark Faucette,2,Ottawa Senators
534,Pierre Champoux,4,Montréal Canadiens
535,Pierre Champoux,2,Ottawa Senators
536,Dave Jackson,4,Anaheim Ducks
537,Dave Jackson,2,New York Islanders
538,Gordon Broseker,4,Anaheim Ducks
539,Gordon Broseker,2,New York Islanders
540,Danny McCourt,3,New Jersey Devils
541,Danny McCourt,4,San Jose Sharks
542,Greg Kimmerly,3,New Jersey Devils
543,Greg Kimmerly,4,San Jose Sharks
544,Ray Scapinello,3,Calgary Flames
545,Ray Scapinello,4,Toronto Maple Leafs
546,Richard Trottier,3,Calgary Flames
547,Richard Trottier,4,Toronto Maple Leafs
548,Lance Roberts,5,St. Louis Blues
549,Lance Roberts,2,Washington Capitals
550,Thor Nelson,5,St. Louis Blues
551,Thor Nelson,2,Washington Capitals
552,Mark Pare,1,Colorado Avalanche
553,Mark Pare,3,Dallas Stars
554,Michael McGeough,1,Colorado Avalanche
555,Michael McGeough,3,Dallas Stars
556,Baron Parker,3,Pittsburgh Penguins
557,Baron Parker,2,Vancouver Canucks
558,Bill McCreary,3,Pittsburgh Penguins
559,Bill McCreary,2,Vancouver Canucks
560,Pat Dapuzzo,3,Anaheim Ducks
561,Pat Dapuzzo,3,New York Rangers
562,Paul Stewart,3,Anaheim Ducks
563,Paul Stewart,3,New York Rangers
564,Scott Driscoll,3,Los Angeles Kings
565,Scott Driscoll,1,Tampa Bay Lightning
566,Terry Gregson,3,Los Angeles Kings
567,Terry Gregson,1,Tampa Bay Lightning
568,Paul Devorski,3,Carolina Hurricanes
569,Paul Devorski,2,Chicago Blackhawks
570,Thor Nelson,3,Carolina Hurricanes
571,Thor Nelson,2,Chicago Blackhawks
572,Blaine Angus,1,Buffalo Sabres
573,Blaine Angus,6,Phoenix Coyotes
574,Jay Sharrers,1,Buffalo Sabres
575,Jay Sharrers,6,Phoenix Coyotes
576,Bill McCreary,5,Detroit Red Wings
577,Bill McCreary,1,Vancouver Canucks
578,Brad Lazarowich,5,Detroit Red Wings
579,Brad Lazarowich,1,Vancouver Canucks
580,Mark Faucette,2,Chicago Blackhawks
581,Mark Faucette,4,Montréal Canadiens
582,Pierre Champoux,2,Chicago Blackhawks
583,Pierre Champoux,4,Montréal Canadiens
584,Pat Dapuzzo,1,New York Islanders
585,Pat Dapuzzo,2,San Jose Sharks
586,Paul Stewart,1,New York Islanders
587,Paul Stewart,2,San Jose Sharks
588,Collins (#50),5,New Jersey Devils
589,Collins (#50),0,Philadelphia Flyers
590,McGeough (#19),5,New Jersey Devils
591,McGeough (#19),0,Philadelphia Flyers
592,Lance Roberts,2,Florida Panthers
593,Lance Roberts,2,Los Angeles Kings
594,Scott Driscoll,2,Florida Panthers
595,Scott Driscoll,2,Los Angeles Kings
596,Jean Morin,2,Anaheim Ducks
597,Jean Morin,2,Toronto Maple Leafs
598,Mark Faucette,2,Anaheim Ducks
599,Mark Faucette,2,Toronto Maple Leafs
600,Paul Devorski,2,Buffalo Sabres
601,Paul Devorski,3,Colorado Avalanche
602,Wayne Bonney,2,Buffalo Sabres
603,Wayne Bonney,3,Colorado Avalanche
604,Bill McCreary,6,Calgary Flames
605,Bill McCreary,3,Pittsburgh Penguins
606,Don Henderson,6,Calgary Flames
607,Don Henderson,3,Pittsburgh Penguins
608,Michael McGeough,2,Montréal Canadiens
609,Michael McGeough,5,New York Islanders
610,Ray Scapinello,2,Montréal Canadiens
611,Ray Scapinello,5,New York Islanders
612,Kevin Collins,2,Philadelphia Flyers
613,Kevin Collins,3,St. Louis Blues
614,Lance Roberts,2,Philadelphia Flyers
615,Lance Roberts,3,St. Louis Blues
616,Danny McCourt,4,Dallas Stars
617,Danny McCourt,3,Washington Capitals
618,Paul Stewart,4,Dallas Stars
619,Paul Stewart,3,Washington Capitals
620,Scott Driscoll,5,Ottawa Senators
621,Scott Driscoll,2,Tampa Bay Lightning
622,Terry Gregson,5,Ottawa Senators
623,Terry Gregson,2,Tampa Bay Lightning
624,Dennis Larue,4,Detroit Red Wings
625,Dennis Larue,3,San Jose Sharks
626,Jean Morin,4,Detroit Red Wings
627,Jean Morin,3,San Jose Sharks
628,Dan Schachte,3,Chicago Blackhawks
629,Dan Schachte,0,Vancouver Canucks
630,Robbie Shick,3,Chicago Blackhawks
631,Robbie Shick,0,Vancouver Canucks
632,Bill McCreary,3,Edmonton Oilers
633,Bill McCreary,2,Phoenix Coyotes
634,Swede Knox,3,Edmonton Oilers
635,Swede Knox,2,Phoenix Coyotes
636,Dave Jackson,3,Anaheim Ducks
637,Dave Jackson,0,Boston Bruins
638,Ray Scapinello,3,Anaheim Ducks
639,Ray Scapinello,0,Boston Bruins
