,Ref,Score,Team
0,Brad Lazarowich,7,Philadelphia Flyers
1,Brad Lazarowich,3,Tampa Bay Lightning
2,Don Koharski,7,Philadelphia Flyers
3,Don Koharski,3,Tampa Bay Lightning
4,Brad Lazarowich,1,Philadelphia Flyers
5,Brad Lazarowich,2,Tampa Bay Lightning
6,Paul Devorski,1,Philadelphia Flyers
7,Paul Devorski,2,Tampa Bay Lightning
8,Rob Shick,4,Philadelphia Flyers
9,Rob Shick,5,Tampa Bay Lightning
10,Wayne Bonney,4,Philadelphia Flyers
11,Wayne Bonney,5,Tampa Bay Lightning
12,Mick McGeough,4,Philadelphia Flyers
13,Mick McGeough,1,Tampa Bay Lightning
14,Wayne Bonney,4,Philadelphia Flyers
15,Wayne Bonney,1,Tampa Bay Lightning
16,Bill McCreary,4,Philadelphia Flyers
17,Bill McCreary,1,Tampa Bay Lightning
18,Kevin Collins,4,Philadelphia Flyers
19,Kevin Collins,1,Tampa Bay Lightning
20,Andy van Hellemond,6,Philadelphia Flyers
21,Andy van Hellemond,1,Tampa Bay Lightning
22,Kevin Collins,6,Philadelphia Flyers
23,Kevin Collins,1,Tampa Bay Lightning
24,Don Koharski,4,Pittsburgh Penguins
25,Don Koharski,6,Washington Capitals
26,Shane Heyer,4,Pittsburgh Penguins
27,Shane Heyer,6,Washington Capitals
28,Mark Faucette,3,Pittsburgh Penguins
29,Mark Faucette,5,Washington Capitals
30,Shane Heyer,3,Pittsburgh Penguins
31,Shane Heyer,5,Washington Capitals
32,Bill McCreary,4,Pittsburgh Penguins
33,Bill McCreary,1,Washington Capitals
34,Bob Hodges,4,Pittsburgh Penguins
35,Bob Hodges,1,Washington Capitals
36,Gauthier,3,Pittsburgh Penguins
37,Gauthier,2,Washington Capitals
38,Marouelli,3,Pittsburgh Penguins
39,Marouelli,2,Washington Capitals
40,Gerard Gauthier,4,Pittsburgh Penguins
41,Gerard Gauthier,1,Washington Capitals
42,Kerry Fraser,4,Pittsburgh Penguins
43,Kerry Fraser,1,Washington Capitals
44,Gordon Broseker,3,Pittsburgh Penguins
45,Gordon Broseker,2,Washington Capitals
46,Terry Gregson,3,Pittsburgh Penguins
47,Terry Gregson,2,Washington Capitals
48,Bob Hodges,3,Montréal Canadiens
49,Bob Hodges,2,New York Rangers
50,Mark Faucette,3,Montréal Canadiens
51,Mark Faucette,2,New York Rangers
52,Bob Hodges,5,Montréal Canadiens
53,Bob Hodges,3,New York Rangers
54,Mike McGeough,5,Montréal Canadiens
55,Mike McGeough,3,New York Rangers
56,Gregson,1,Montréal Canadiens
57,Gregson,2,New York Rangers
58,Mitton,1,Montréal Canadiens
59,Mitton,2,New York Rangers
60,Mitton,3,Montréal Canadiens
61,Mitton,4,New York Rangers
62,Stewart,3,Montréal Canadiens
63,Stewart,4,New York Rangers
64,Gordon Broseker,2,Montréal Canadiens
65,Gordon Broseker,3,New York Rangers
66,Rob Shick,2,Montréal Canadiens
67,Rob Shick,3,New York Rangers
68,Koharski,3,Montréal Canadiens
69,Koharski,5,New York Rangers
70,Wheler,3,Montréal Canadiens
71,Wheler,5,New York Rangers
72,Terry Gregson,3,Boston Bruins
73,Terry Gregson,6,Florida Panthers
74,Wayne Bonney,3,Boston Bruins
75,Wayne Bonney,6,Florida Panthers
76,Rob Shick,2,Boston Bruins
77,Rob Shick,6,Florida Panthers
78,Wayne Bonney,2,Boston Bruins
79,Wayne Bonney,6,Florida Panthers
80,Bob Hodges,2,Boston Bruins
81,Bob Hodges,4,Florida Panthers
82,Kerry Fraser,2,Boston Bruins
83,Kerry Fraser,4,Florida Panthers
84,Andy van Hellemond,6,Boston Bruins
85,Andy van Hellemond,2,Florida Panthers
86,Pierre Champoux,6,Boston Bruins
87,Pierre Champoux,2,Florida Panthers
88,Greg Devorski,3,Boston Bruins
89,Greg Devorski,4,Florida Panthers
90,Paul Devorski,3,Boston Bruins
91,Paul Devorski,4,Florida Panthers
92,Scapinello,4,Detroit Red Wings
93,Scapinello,1,Winnipeg Jets (1979)
94,Vanhellemond,4,Detroit Red Wings
95,Vanhellemond,1,Winnipeg Jets (1979)
96,McCreary,4,Detroit Red Wings
97,McCreary,0,Winnipeg Jets (1979)
98,Scapinello,4,Detroit Red Wings
99,Scapinello,0,Winnipeg Jets (1979)
100,Kevin Collins,1,Detroit Red Wings
101,Kevin Collins,4,Winnipeg Jets (1979)
102,Mark Faucette,1,Detroit Red Wings
103,Mark Faucette,4,Winnipeg Jets (1979)
104,Leon Stickle,6,Detroit Red Wings
105,Leon Stickle,1,Winnipeg Jets (1979)
106,Terry Gregson,6,Detroit Red Wings
107,Terry Gregson,1,Winnipeg Jets (1979)
108,Dan Marouelli,1,Detroit Red Wings
109,Dan Marouelli,3,Winnipeg Jets (1979)
110,Jay Sharrers,1,Detroit Red Wings
111,Jay Sharrers,3,Winnipeg Jets (1979)
112,Randy Mitton,4,Detroit Red Wings
