,Ref,Score,Team
64,Don Van Massenhoven,2,Buffalo Sabres
65,Don Van Massenhoven,1,Philadelphia Flyers
66,Rob Shick,2,Buffalo Sabres
67,Rob Shick,1,Philadelphia Flyers
68,Bill McCreary,4,Buffalo Sabres
69,Bill McCreary,3,Philadelphia Flyers
70,Brad Watson,4,Buffalo Sabres
71,Brad Watson,3,Philadelphia Flyers
72,Kevin Pollock,2,Buffalo Sabres
73,Kevin Pollock,3,Philadelphia Flyers
74,Paul Devorski,2,Buffalo Sabres
75,Paul Devorski,3,Philadelphia Flyers
76,Don Koharski,4,Buffalo Sabres
77,Don Koharski,3,Philadelphia Flyers
78,Stephen Walkom,4,Buffalo Sabres
79,Stephen Walkom,3,Philadelphia Flyers
80,Dave Jackson,1,Buffalo Sabres
81,Dave Jackson,3,Philadelphia Flyers
82,Kerry Fraser,1,Buffalo Sabres
83,Kerry Fraser,3,Philadelphia Flyers
84,Brad Watson,8,Buffalo Sabres
85,Brad Watson,0,Philadelphia Flyers
86,Michael McGeough,8,Buffalo Sabres
87,Michael McGeough,0,Philadelphia Flyers
88,Kevin Pollock,5,Colorado Avalanche
89,Kevin Pollock,4,Vancouver Canucks
90,Paul Devorski,5,Colorado Avalanche
91,Paul Devorski,4,Vancouver Canucks
92,Dave Jackson,2,Colorado Avalanche
93,Dave Jackson,1,Vancouver Canucks
94,Paul Stewart,2,Colorado Avalanche
95,Paul Stewart,1,Vancouver Canucks
96,Mark Faucette,4,Colorado Avalanche
97,Mark Faucette,3,Vancouver Canucks
98,Michael McGeough,4,Colorado Avalanche
99,Michael McGeough,3,Vancouver Canucks
100,Dan Marouelli,5,Colorado Avalanche
101,Dan Marouelli,1,Vancouver Canucks
102,Dean Warren,5,Colorado Avalanche
103,Dean Warren,1,Vancouver Canucks
104,Bill McCreary,5,Detroit Red Wings
105,Bill McCreary,3,Los Angeles Kings
106,Michael McGeough,5,Detroit Red Wings
107,Michael McGeough,3,Los Angeles Kings
108,Rob Shick,4,Detroit Red Wings
109,Rob Shick,0,Los Angeles Kings
110,Stephen Walkom,4,Detroit Red Wings
111,Stephen Walkom,0,Los Angeles Kings
112,Dave Jackson,1,Detroit Red Wings
113,Dave Jackson,2,Los Angeles Kings
114,Paul Stewart,1,Detroit Red Wings
115,Paul Stewart,2,Los Angeles Kings
116,Mark Faucette,3,Detroit Red Wings
117,Mark Faucette,4,Los Angeles Kings
118,Michael McGeough,3,Detroit Red Wings
119,Michael McGeough,4,Los Angeles Kings
120,Kerry Fraser,2,Detroit Red Wings
121,Kerry Fraser,3,Los Angeles Kings
122,Kevin Pollock,2,Detroit Red Wings
123,Kevin Pollock,3,Los Angeles Kings
124,Don Koharski,2,Detroit Red Wings
125,Don Koharski,3,Los Angeles Kings
126,Terry Gregson,2,Detroit Red Wings
127,Terry Gregson,3,Los Angeles Kings
128,Dennis LaRue,2,Dallas Stars
129,Dennis LaRue,1,Edmonton Oilers
130,Kerry Fraser,2,Dallas Stars
131,Kerry Fraser,1,Edmonton Oilers
132,Kerry Fraser,3,Dallas Stars
133,Kerry Fraser,4,Edmonton Oilers
134,Mike Leggo,3,Dallas Stars
135,Mike Leggo,4,Edmonton Oilers
136,Mark Faucette,3,Dallas Stars
137,Mark Faucette,2,Edmonton Oilers
138,Michael McGeough,3,Dallas Stars
139,Michael McGeough,2,Edmonton Oilers
140,Dan Marouelli,1,Dallas Stars
141,Dan Marouelli,2,Edmonton Oilers
142,Terry Gregson,1,Dallas Stars
143,Terry Gregson,2,Edmonton Oilers
144,Don Koharski,4,Dallas Stars
145,Don Koharski,3,Edmonton Oilers
146,Kevin Pollock,4,Dallas Stars
147,Kevin Pollock,3,Edmonton Oilers
148,Bill McCreary,3,Dallas Stars
149,Bill McCreary,1,Edmonton Oilers
150,Stephen Walkom,3,Dallas Stars
151,Stephen Walkom,1,Edmonton Oilers
152,Mark Faucette,1,San Jose Sharks
153,Mark Faucette,3,St. Louis Blues
154,Rob Shick,1,San Jose Sharks
155,Rob Shick,3,St. Louis Blues
156,Kevin Pollock,1,San Jose Sharks
157,Kevin Pollock,0,St. Louis Blues
158,Paul Devorski,1,San Jose Sharks
159,Paul Devorski,0,St. Louis Blues
160,Dennis LaRue,3,San Jose Sharks
161,Dennis LaRue,6,St. Louis Blues
162,Kerry Fraser,3,San Jose Sharks
163,Kerry Fraser,6,St. Louis Blues
164,Kerry Fraser,3,San Jose Sharks
165,Kerry Fraser,2,St. Louis Blues
166,Mike Leggo,3,San Jose Sharks
167,Mike Leggo,2,St. Louis Blues
168,Rob Shick,2,San Jose Sharks
169,Rob Shick,3,St. Louis Blues
170,Stephen Walkom,2,San Jose Sharks
171,Stephen Walkom,3,St. Louis Blues
172,Dan Marouelli,1,San Jose Sharks
173,Dan Marouelli,2,St. Louis Blues
174,Dean Warren,1,San Jose Sharks
175,Dean Warren,2,St. Louis Blues
176,Mark Faucette,0,New Jersey Devils
177,Mark Faucette,2,Toronto Maple Leafs
178,Michael McGeough,0,New Jersey Devils
179,Michael McGeough,2,Toronto Maple Leafs
180,Dan Marouelli,6,New Jersey Devils
181,Dan Marouelli,5,Toronto Maple Leafs
182,Kerry Fraser,6,New Jersey Devils
183,Kerry Fraser,5,Toronto Maple Leafs
184,Rob Shick,3,New Jersey Devils
185,Rob Shick,2,Toronto Maple Leafs
186,Stephen Walkom,3,New Jersey Devils
187,Stephen Walkom,2,Toronto Maple Leafs
188,Don Koharski,1,New Jersey Devils
189,Don Koharski,3,Toronto Maple Leafs
190,Paul Devorski,1,New Jersey Devils
191,Paul Devorski,3,Toronto Maple Leafs
192,Bill McCreary,2,New Jersey Devils
193,Bill McCreary,3,Toronto Maple Leafs
194,Brad Watson,2,New Jersey Devils
195,Brad Watson,3,Toronto Maple Leafs
196,Dan Marouelli,4,New Jersey Devils
197,Dan Marouelli,2,Toronto Maple Leafs
198,Kevin Pollock,4,New Jersey Devils
199,Kevin Pollock,2,Toronto Maple Leafs
200,Bill McCreary,5,New Jersey Devils
201,Bill McCreary,1,Toronto Maple Leafs
202,Stephen Walkom,5,New Jersey Devils
203,Stephen Walkom,1,Toronto Maple Leafs
204,Dean Warren,0,Buffalo Sabres
205,Dean Warren,3,Pittsburgh Penguins
206,Kerry Fraser,0,Buffalo Sabres
207,Kerry Fraser,3,Pittsburgh Penguins
208,Michael McGeough,1,Buffalo Sabres
209,Michael McGeough,3,Pittsburgh Penguins
210,Terry Gregson,1,Buffalo Sabres
211,Terry Gregson,3,Pittsburgh Penguins
212,Mark Faucette,4,Buffalo Sabres
213,Mark Faucette,1,Pittsburgh Penguins
214,Rob Shick,4,Buffalo Sabres
215,Rob Shick,1,Pittsburgh Penguins
216,Don Koharski,5,Buffalo Sabres
217,Don Koharski,2,Pittsburgh Penguins
218,Kevin Pollock,5,Buffalo Sabres
219,Kevin Pollock,2,Pittsburgh Penguins
220,Dan Marouelli,3,Buffalo Sabres
221,Dan Marouelli,2,Pittsburgh Penguins
222,Don Van Massenhoven,3,Buffalo Sabres
223,Don Van Massenhoven,2,Pittsburgh Penguins
224,Bill McCreary,2,Buffalo Sabres
225,Bill McCreary,3,Pittsburgh Penguins
226,Brad Watson,2,Buffalo Sabres
227,Brad Watson,3,Pittsburgh Penguins
228,Don Koharski,2,Buffalo Sabres
229,Don Koharski,3,Pittsburgh Penguins
230,Paul Devorski,2,Buffalo Sabres
231,Paul Devorski,3,Pittsburgh Penguins
232,Kevin Pollock,3,Colorado Avalanche
233,Kevin Pollock,4,Los Angeles Kings
234,Paul Devorski,3,Colorado Avalanche
235,Paul Devorski,4,Los Angeles Kings
236,Don Koharski,2,Colorado Avalanche
237,Don Koharski,0,Los Angeles Kings
238,Paul Devorski,2,Colorado Avalanche
239,Paul Devorski,0,Los Angeles Kings
240,Michael McGeough,4,Colorado Avalanche
241,Michael McGeough,3,Los Angeles Kings
242,Terry Gregson,4,Colorado Avalanche
243,Terry Gregson,3,Los Angeles Kings
244,Bill McCreary,3,Colorado Avalanche
245,Bill McCreary,0,Los Angeles Kings
246,Don Van Massenhoven,3,Colorado Avalanche
247,Don Van Massenhoven,0,Los Angeles Kings
248,Stephen Walkom,0,Colorado Avalanche
249,Stephen Walkom,1,Los Angeles Kings
250,Terry Gregson,0,Colorado Avalanche
251,Terry Gregson,1,Los Angeles Kings
252,Kerry Fraser,0,Colorado Avalanche
253,Kerry Fraser,1,Los Angeles Kings
254,Mark Faucette,0,Colorado Avalanche
255,Mark Faucette,1,Los Angeles Kings
256,Dan Marouelli,5,Colorado Avalanche
257,Dan Marouelli,1,Los Angeles Kings
258,Rob Shick,5,Colorado Avalanche
259,Rob Shick,1,Los Angeles Kings
260,Rob Shick,2,Dallas Stars
261,Rob Shick,4,St. Louis Blues
262,Stephen Walkom,2,Dallas Stars
263,Stephen Walkom,4,St. Louis Blues
264,Bill McCreary,1,Dallas Stars
265,Bill McCreary,2,St. Louis Blues
266,Brad Watson,1,Dallas Stars
267,Brad Watson,2,St. Louis Blues
268,Dan Marouelli,2,Dallas Stars
269,Dan Marouelli,3,St. Louis Blues
270,Dean Warren,2,Dallas Stars
271,Dean Warren,3,St. Louis Blues
272,Kerry Fraser,1,Dallas Stars
273,Kerry Fraser,4,St. Louis Blues
274,Mark Faucette,1,Dallas Stars
275,Mark Faucette,4,St. Louis Blues
276,Brad Watson,3,New Jersey Devils
277,Brad Watson,1,Pittsburgh Penguins
278,Kerry Fraser,3,New Jersey Devils
279,Kerry Fraser,1,Pittsburgh Penguins
280,Kevin Pollock,2,New Jersey Devils
281,Kevin Pollock,4,Pittsburgh Penguins
282,Paul Devorski,2,New Jersey Devils
283,Paul Devorski,4,Pittsburgh Penguins
284,Don Koharski,3,New Jersey Devils
285,Don Koharski,0,Pittsburgh Penguins
286,Rob Shick,3,New Jersey Devils
287,Rob Shick,0,Pittsburgh Penguins
288,Dan Marouelli,5,New Jersey Devils
289,Dan Marouelli,0,Pittsburgh Penguins
290,Stephen Walkom,5,New Jersey Devils
291,Stephen Walkom,0,Pittsburgh Penguins
292,Bill McCreary,4,New Jersey Devils
293,Bill McCreary,2,Pittsburgh Penguins
294,Michael McGeough,4,New Jersey Devils
295,Michael McGeough,2,Pittsburgh Penguins
296,Don Koharski,4,Colorado Avalanche
297,Don Koharski,1,St. Louis Blues
298,Stephen Walkom,4,Colorado Avalanche
299,Stephen Walkom,1,St. Louis Blues
300,Bill McCreary,4,Colorado Avalanche
301,Bill McCreary,2,St. Louis Blues
302,Michael McGeough,4,Colorado Avalanche
303,Michael McGeough,2,St. Louis Blues
304,Brad Watson,3,Colorado Avalanche
305,Brad Watson,4,St. Louis Blues
306,Kerry Fraser,3,Colorado Avalanche
307,Kerry Fraser,4,St. Louis Blues
308,Kevin Pollock,4,Colorado Avalanche
309,Kevin Pollock,3,St. Louis Blues
310,Paul Devorski,4,Colorado Avalanche
311,Paul Devorski,3,St. Louis Blues
312,Dan Marouelli,2,Colorado Avalanche
313,Dan Marouelli,1,St. Louis Blues
314,Rob Shick,2,Colorado Avalanche
315,Rob Shick,1,St. Louis Blues
316,Dan Marouelli,5,Colorado Avalanche
317,Dan Marouelli,0,New Jersey Devils
318,Paul Devorski,5,Colorado Avalanche
319,Paul Devorski,0,New Jersey Devils
320,Bill McCreary,1,Colorado Avalanche
321,Bill McCreary,2,New Jersey Devils
322,Rob Shick,1,Colorado Avalanche
323,Rob Shick,2,New Jersey Devils
324,Dan Marouelli,3,Colorado Avalanche
325,Dan Marouelli,1,New Jersey Devils
326,Kerry Fraser,3,Colorado Avalanche
327,Kerry Fraser,1,New Jersey Devils
328,Bill McCreary,2,Colorado Avalanche
329,Bill McCreary,3,New Jersey Devils
330,Paul Devorski,2,Colorado Avalanche
331,Paul Devorski,3,New Jersey Devils
332,Kerry Fraser,1,Colorado Avalanche
333,Kerry Fraser,4,New Jersey Devils
334,Rob Shick,1,Colorado Avalanche
335,Rob Shick,4,New Jersey Devils
336,Bill McCreary,4,Colorado Avalanche
337,Bill McCreary,0,New Jersey Devils
338,Dan Marouelli,4,Colorado Avalanche
339,Dan Marouelli,0,New Jersey Devils
340,Dan Marouelli,3,Colorado Avalanche
341,Dan Marouelli,1,New Jersey Devils
342,Kerry Fraser,3,Colorado Avalanche
343,Kerry Fraser,1,New Jersey Devils
