code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2016020001,Ottawa Senators,5,Toronto Maple Leafs,4,Wes McCauley,Francis Charron,Ottawa Senators,Toronto Maple Leafs
2016020002,Chicago Blackhawks,2,St. Louis Blues,5,Jon McIsaac,Ian Walsh,St. Louis Blues,Chicago Blackhawks
2016020003,Edmonton Oilers,7,Calgary Flames,4,Brian Pochmara,Kyle Rehman,Edmonton Oilers,Calgary Flames
2016020004,San Jose Sharks,2,Los Angeles Kings,1,Justin St. Pierre ,Graham Skilliter,San Jose Sharks,Los Angeles Kings
2016020005,Buffalo Sabres,1,Montréal Canadiens,4,Dan O'Rourke,Jean Hebert,Montréal Canadiens,Buffalo Sabres
2016020006,New York Rangers,5,New York Islanders,3,Marc Joannette,Kendrick Nicholson,New York Rangers,New York Islanders
2016020007,Pittsburgh Penguins,2,Washington Capitals,2,Dean Morton,Francois St-Laurent,Pittsburgh Penguins,Washington Capitals
2016020008,Columbus Blue Jackets,3,Boston Bruins,6,Garrett Rank,Gord Dwyer,Boston Bruins,Columbus Blue Jackets
2016020009,Tampa Bay Lightning,6,Detroit Red Wings,4,Dave Jackson,Kelly Sutherland,Tampa Bay Lightning,Detroit Red Wings
2016020010,Florida Panthers,2,New Jersey Devils,1,Ghislain Hebert,Kevin Pollock,Florida Panthers,New Jersey Devils
2016020011,St. Louis Blues,3,Minnesota Wild,2,Eric Furlatt,Tom Kowal,St. Louis Blues,Minnesota Wild
2016020012,Winnipeg Jets,5,Carolina Hurricanes,4,Jon McIsaac,Ian Walsh,Winnipeg Jets,Carolina Hurricanes
2016020013,Dallas Stars,4,Anaheim Ducks,2,Thomas John Luxmore,Steve Kozari,Dallas Stars,Anaheim Ducks
2016020014,Nashville Predators,3,Chicago Blackhawks,2,Mike Leggo,Evgeny Romasko,Nashville Predators,Chicago Blackhawks
2016020015,Calgary Flames,3,Edmonton Oilers,5,Brian Pochmara,Brad Watson,Edmonton Oilers,Calgary Flames
2016020016,Los Angeles Kings,2,Philadelphia Flyers,4,Justin St. Pierre ,Graham Skilliter,Philadelphia Flyers,Los Angeles Kings
2016020017,Toronto Maple Leafs,4,Boston Bruins,1,Jean Hebert,Trevor Hanson,Toronto Maple Leafs,Boston Bruins
2016020018,Ottawa Senators,3,Montréal Canadiens,3,Dan O'Halloran,Furman Furman,Ottawa Senators,Montréal Canadiens
2016020019,Tampa Bay Lightning,3,New Jersey Devils,2,Ghislain Hebert,Kevin Pollock,Tampa Bay Lightning,New Jersey Devils
2016020020,Florida Panthers,4,Detroit Red Wings,1,Dave Jackson,Kelly Sutherland,Florida Panthers,Detroit Red Wings
2016020021,Pittsburgh Penguins,3,Anaheim Ducks,2,Marc Joannette,Kendrick Nicholson,Pittsburgh Penguins,Anaheim Ducks
2016020022,Washington Capitals,2,New York Islanders,1,Francis Charron,Dan O'Rourke,Washington Capitals,New York Islanders
2016020023,Columbus Blue Jackets,2,San Jose Sharks,3,Eric Furlatt,Francois St-Laurent,San Jose Sharks,Columbus Blue Jackets
2016020024,Minnesota Wild,4,Winnipeg Jets,3,Gord Dwyer,Dean Morton,Minnesota Wild,Winnipeg Jets
2016020025,St. Louis Blues,3,New York Rangers,2,Mike Leggo,Evgeny Romasko,St. Louis Blues,New York Rangers
2016020026,Chicago Blackhawks,5,Nashville Predators,3,Frederick L'Ecuyer,Tom Kowal,Chicago Blackhawks,Nashville Predators
2016020027,Colorado Avalanche,6,Dallas Stars,5,Ian Walsh,Kyle Rehman,Colorado Avalanche,Dallas Stars
2016020028,Arizona Coyotes,4,Philadelphia Flyers,3,Thomas John Luxmore,Steve Kozari,Arizona Coyotes,Philadelphia Flyers
2016020029,Vancouver Canucks,1,Calgary Flames,1,Jon McIsaac,Chris Lee,Vancouver Canucks,Calgary Flames
2016020030,New York Islanders,3,Anaheim Ducks,2,Francois St-Laurent,Furman Furman,New York Islanders,Anaheim Ducks
2016020031,Edmonton Oilers,2,Buffalo Sabres,6,Tim Peel,Brad Watson,Buffalo Sabres,Edmonton Oilers
2016020032,Vancouver Canucks,4,Carolina Hurricanes,3,Chris Lee,Brad Meier,Vancouver Canucks,Carolina Hurricanes
2016020033,New York Rangers,7,San Jose Sharks,4,Wes McCauley,Tom Kowal,New York Rangers,San Jose Sharks
2016020034,Pittsburgh Penguins,3,Colorado Avalanche,4,Kelly Sutherland,Evgeny Romasko,Colorado Avalanche,Pittsburgh Penguins
2016020035,Detroit Red Wings,5,Ottawa Senators,1,Jean Hebert,Trevor Hanson,Detroit Red Wings,Ottawa Senators
2016020036,Winnipeg Jets,1,Boston Bruins,4,Thomas John Luxmore,Brad Watson,Boston Bruins,Winnipeg Jets
2016020037,New Jersey Devils,2,Anaheim Ducks,1,Frederick L'Ecuyer,Eric Furlatt,New Jersey Devils,Anaheim Ducks
2016020038,New York Islanders,2,San Jose Sharks,3,Marc Joannette,Tom Kowal,San Jose Sharks,New York Islanders
2016020039,Washington Capitals,3,Colorado Avalanche,0,Evgeny Romasko,Steve Kozari,Washington Capitals,Colorado Avalanche
