code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2010020001,Toronto Maple Leafs,3,Montréal Canadiens,2,Paul Devorski,Gord Dwyer,Toronto Maple Leafs,Montréal Canadiens
2010020002,Pittsburgh Penguins,2,Philadelphia Flyers,3,Stephen Walkom,Francois StLaurent,Philadelphia Flyers,Pittsburgh Penguins
2010020003,Minnesota Wild,3,Carolina Hurricanes,4,Tim Peel,Rob Martell,Carolina Hurricanes,Minnesota Wild
2010020004,Colorado Avalanche,4,Chicago Blackhawks,3,Brian Pochmara,Chris Lee,Colorado Avalanche,Chicago Blackhawks
2010020005,Edmonton Oilers,4,Calgary Flames,0,Kelly Sutherland,Ian Walsh,Edmonton Oilers,Calgary Flames
2010020006,Columbus Blue Jackets,2,San Jose Sharks,3,Stephane Auger,Eric Furlatt,San Jose Sharks,Columbus Blue Jackets
2010020007,New Jersey Devils,3,Dallas Stars,4,Don VanMassenhoven,Marc Joannette,Dallas Stars,New Jersey Devils
2010020008,Carolina Hurricanes,1,Minnesota Wild,1,Tim Peel,Rob Martell,Carolina Hurricanes,Minnesota Wild
2010020009,Detroit Red Wings,4,Anaheim Ducks,0,Stephen Walkom,Kyle Rehman,Detroit Red Wings,Anaheim Ducks
2010020010,Ottawa Senators,1,Buffalo Sabres,2,Dan O'Halloran,Frederick L'Ecuyer,Buffalo Sabres,Ottawa Senators
2010020011,Atlanta Thrashers,4,Washington Capitals,2,Wes McCauley,Chris Rooney,Atlanta Thrashers,Washington Capitals
2010020012,Boston Bruins,2,Phoenix Coyotes,5,Mike Leggo,Brad Meier,Phoenix Coyotes,Boston Bruins
2010020013,Buffalo Sabres,3,New York Rangers,6,Greg Kimmerly,Kevin Pollock,New York Rangers,Buffalo Sabres
2010020014,Toronto Maple Leafs,5,Ottawa Senators,1,Bill McCreary,Justin StPierre,Toronto Maple Leafs,Ottawa Senators
2010020015,New York Islanders,4,Dallas Stars,4,Dan O'Rourke,Frederick L'Ecuyer,New York Islanders,Dallas Stars
