Year,Ref,Team,Actual Score
1995,Ray Scapinello,Pittsburgh Penguins,2
1995,Don Koharski,Florida Panthers,1
1995,Don Koharski,Pittsburgh Penguins,2
1995,Ray Scapinello,Florida Panthers,1
1995,Ray Scapinello,Pittsburgh Penguins,2
1995,Gordon Broseker,Florida Panthers,0
1995,Gordon Broseker,Pittsburgh Penguins,3
1995,Mark Faucette,Florida Panthers,0
1995,Mark Faucette,Pittsburgh Penguins,3
1995,Kevin Collins,Florida Panthers,4
1995,Kevin Collins,Pittsburgh Penguins,3
1995,Terry Gregson,Florida Panthers,4
1995,Terry Gregson,Pittsburgh Penguins,3
1995,Don Koharski,Florida Panthers,3
1995,Don Koharski,Pittsburgh Penguins,1
1995,Kevin Collins,Florida Panthers,3
1995,Kevin Collins,Pittsburgh Penguins,1
1995,12. Don Koharski,Colorado Avalanche,3
1995,12. Don Koharski,Detroit Red Wings,2
1995,Gordon Broseker,Colorado Avalanche,3
1995,Gordon Broseker,Detroit Red Wings,2
1995,11. Faucette,Colorado Avalanche,3
1995,11. Faucette,Detroit Red Wings,0
1995,Gordon Broseker,Colorado Avalanche,3
1995,Gordon Broseker,Detroit Red Wings,0
1995,Kevin Collins,Colorado Avalanche,4
1995,Kevin Collins,Detroit Red Wings,6
1995,Terry Gregson,Colorado Avalanche,4
1995,Terry Gregson,Detroit Red Wings,6
1995,Andy van Hellemond,Colorado Avalanche,4
1995,Andy van Hellemond,Detroit Red Wings,2
1995,Kevin Collins,Colorado Avalanche,4
1995,Kevin Collins,Detroit Red Wings,2
1995,2. Fraser,Colorado Avalanche,2
1995,2. Fraser,Detroit Red Wings,5
1995,64. Heyer,Colorado Avalanche,2
1995,64. Heyer,Detroit Red Wings,5
1995,Bill McCreary,Colorado Avalanche,4
1995,Bill McCreary,Detroit Red Wings,1
1995,Ray Scapinello,Colorado Avalanche,4
1995,Ray Scapinello,Detroit Red Wings,1
1995,Bill McCreary,Colorado Avalanche,3
1995,Bill McCreary,Florida Panthers,1
1995,Ray Scapinello,Colorado Avalanche,3
1995,Ray Scapinello,Florida Panthers,1
1995,Don Koharski,Colorado Avalanche,8
1995,Don Koharski,Florida Panthers,1
1995,Kevin Collins,Colorado Avalanche,8
1995,Kevin Collins,Florida Panthers,1
1995,Andy van Hellemond,Colorado Avalanche,3
1995,Andy van Hellemond,Florida Panthers,2
1995,Ray Scapinello,Colorado Avalanche,3
1995,Ray Scapinello,Florida Panthers,2
1995,Bill McCreary,Colorado Avalanche,1
1995,Bill McCreary,Florida Panthers,0
1995,Kevin Collins,Colorado Avalanche,1
1995,Kevin Collins,Florida Panthers,0
1996,Don Koharski,Montréal Canadiens,2
1996,Don Koharski,New Jersey Devils,5
1996,Shane Heyer,Montréal Canadiens,2
1996,Shane Heyer,New Jersey Devils,5
1996,Shane Heyer,Montréal Canadiens,1
1996,Shane Heyer,New Jersey Devils,4
1996,Stephen Walkom,Montréal Canadiens,1
1996,Stephen Walkom,New Jersey Devils,4
1996,Devorski,Montréal Canadiens,4
1996,Devorski,New Jersey Devils,6
1996,Fraser,Montréal Canadiens,4
1996,Fraser,New Jersey Devils,6
1996,Devorski,Montréal Canadiens,4
1996,Devorski,New Jersey Devils,3
1996,McGeough,Montréal Canadiens,4
1996,McGeough,New Jersey Devils,3
1996,Bill McCreary,Montréal Canadiens,0
1996,Bill McCreary,New Jersey Devils,4
1996,Bob Hodges,Montréal Canadiens,0
1996,Bob Hodges,New Jersey Devils,4
1996,Rob Shick,Buffalo Sabres,3
1996,Rob Shick,Ottawa Senators,1
1996,Wayne Bonney,Buffalo Sabres,3
1996,Wayne Bonney,Ottawa Senators,1
1996,Richard Trottier,Buffalo Sabres,1
1996,Richard Trottier,Ottawa Senators,3
1996,Wayne Bonney,Buffalo Sabres,1
1996,Wayne Bonney,Ottawa Senators,3
1996,Dan Schachte,Buffalo Sabres,3
1996,Dan Schachte,Ottawa Senators,2
1996,Kerry Fraser,Buffalo Sabres,3
1996,Kerry Fraser,Ottawa Senators,2
1996,Dan Schachte,Buffalo Sabres,0
1996,Dan Schachte,Ottawa Senators,1
1996,Mick McGeough,Buffalo Sabres,0
1996,Mick McGeough,Ottawa Senators,1
1996,Dan Marouelli,Buffalo Sabres,1
1996,Dan Marouelli,Ottawa Senators,4
1996,Shane Heyer,Buffalo Sabres,1
1996,Shane Heyer,Ottawa Senators,4
1996,Shane Heyer,Buffalo Sabres,3
1996,Shane Heyer,Ottawa Senators,0
1996,Terry Gregson,Buffalo Sabres,3
1996,Terry Gregson,Ottawa Senators,0
1996,Bill McCreary,Buffalo Sabres,3
1996,Bill McCreary,Ottawa Senators,2
1996,Kevin Colilns,Buffalo Sabres,3
1996,Kevin Colilns,Ottawa Senators,2
1996,Dan Marouelli,Philadelphia Flyers,5
1996,Dan Marouelli,Pittsburgh Penguins,1
1996,Dan Schachte,Philadelphia Flyers,5
1996,Dan Schachte,Pittsburgh Penguins,1
1996,Dan Schachte,Philadelphia Flyers,3
1996,Dan Schachte,Pittsburgh Penguins,2
1996,Mick McGeough,Philadelphia Flyers,3
1996,Mick McGeough,Pittsburgh Penguins,2
1996,Rob Schick,Philadelphia Flyers,5
1996,Rob Schick,Pittsburgh Penguins,3
1996,Wayne Bonney,Philadelphia Flyers,5
1996,Wayne Bonney,Pittsburgh Penguins,3
1996,Don Koharski,Philadelphia Flyers,1
1996,Don Koharski,Pittsburgh Penguins,4
1996,Mike Cvik,Philadelphia Flyers,1
1996,Mike Cvik,Pittsburgh Penguins,4
1996,Mark Faucette,Philadelphia Flyers,6
1996,Mark Faucette,Pittsburgh Penguins,3
1996,Ray Scapinello,Philadelphia Flyers,6
1996,Ray Scapinello,Pittsburgh Penguins,3
1996,Bob Hodges,Florida Panthers,3
1996,Bob Hodges,New York Rangers,0
1996,Kerry Fraser,Florida Panthers,3
1996,Kerry Fraser,New York Rangers,0
1996,Don Koharski,Florida Panthers,0
1996,Don Koharski,New York Rangers,3
1996,Greg Devorski,Florida Panthers,0
1996,Greg Devorski,New York Rangers,3
1996,Dan Marouelli,Florida Panthers,3
1996,Dan Marouelli,New York Rangers,4
1996,Shane Heyer,Florida Panthers,3
1996,Shane Heyer,New York Rangers,4
1996,Richard Trottier,Florida Panthers,2
1996,Richard Trottier,New York Rangers,3
1996,Shane Heyer,Florida Panthers,2
1996,Shane Heyer,New York Rangers,3
1996,Gerard Gauthier,Florida Panthers,2
1996,Gerard Gauthier,New York Rangers,3
1996,Paul Devorski,Florida Panthers,2
1996,Paul Devorski,New York Rangers,3
1996,Gordon Broseker,Chicago Blackhawks,0
1996,Gordon Broseker,Colorado Avalanche,6
1996,Mark Faucette,Chicago Blackhawks,0
1996,Mark Faucette,Colorado Avalanche,6
1996,Gordon Broseker,Chicago Blackhawks,1
1996,Gordon Broseker,Colorado Avalanche,3
1996,Paul Devorski,Chicago Blackhawks,1
1996,Paul Devorski,Colorado Avalanche,3
1996,Bil McCreary,Chicago Blackhawks,4
1996,Bil McCreary,Colorado Avalanche,3
1996,Swede Knox,Chicago Blackhawks,4
1996,Swede Knox,Colorado Avalanche,3
1996,Rob Shick,Chicago Blackhawks,6
1996,Rob Shick,Colorado Avalanche,3
1996,Swede Knox,Chicago Blackhawks,6
1996,Swede Knox,Colorado Avalanche,3
1996,Kerry Fraser,Chicago Blackhawks,0
1996,Kerry Fraser,Colorado Avalanche,7
1996,Kevin Collins,Chicago Blackhawks,0
1996,Kevin Collins,Colorado Avalanche,7
1996,Dan Marouelli,Chicago Blackhawks,3
1996,Dan Marouelli,Colorado Avalanche,6
1996,Kevin Collins,Chicago Blackhawks,3
1996,Kevin Collins,Colorado Avalanche,6
1996,Gauthier,Dallas Stars,5
1996,Gauthier,Edmonton Oilers,3
1996,Gregson,Dallas Stars,5
1996,Gregson,Edmonton Oilers,3
1996,Gauthier,Dallas Stars,0
1996,Gauthier,Edmonton Oilers,4
1996,McCreary,Dallas Stars,0
1996,McCreary,Edmonton Oilers,4
1996,Mark Faucette,Dallas Stars,3
1996,Mark Faucette,Edmonton Oilers,4
1996,Ray Scapinello,Dallas Stars,3
1996,Ray Scapinello,Edmonton Oilers,4
1996,Paul Devorski,Dallas Stars,4
1996,Paul Devorski,Edmonton Oilers,3
1996,Ray Scapinello,Dallas Stars,4
1996,Ray Scapinello,Edmonton Oilers,3
1996,McCourt,Dallas Stars,0
1996,McCourt,Edmonton Oilers,1
1996,Walkom,Dallas Stars,0
1996,Walkom,Edmonton Oilers,1
1996,Dan Schachte,Dallas Stars,3
1996,Dan Schachte,Edmonton Oilers,2
1996,Rob Shick,Dallas Stars,3
1996,Rob Shick,Edmonton Oilers,2
1996,Fraser,Dallas Stars,3
1996,Fraser,Edmonton Oilers,4
1996,Scapinello,Dallas Stars,3
1996,Scapinello,Edmonton Oilers,4
1996,Collins,Detroit Red Wings,0
1996,Collins,St. Louis Blues,2
1996,McCreary,Detroit Red Wings,0
1996,McCreary,St. Louis Blues,2
1996,Collins,Detroit Red Wings,2
1996,Collins,St. Louis Blues,1
1996,Shick,Detroit Red Wings,2
1996,Shick,St. Louis Blues,1
1996,Dan Marouelli,Detroit Red Wings,3
1996,Dan Marouelli,St. Louis Blues,2
1996,Gerard Gauthier,Detroit Red Wings,3
1996,Gerard Gauthier,St. Louis Blues,2
1996,Gerard Gauthier,Detroit Red Wings,0
1996,Gerard Gauthier,St. Louis Blues,4
1996,Mark Faucette,Detroit Red Wings,0
1996,Mark Faucette,St. Louis Blues,4
1996,Gregson,Detroit Red Wings,5
1996,Gregson,St. Louis Blues,2
1996,Mike Cvik,Detroit Red Wings,5
1996,Mike Cvik,St. Louis Blues,2
1996,Kerry Fraser,Detroit Red Wings,3
1996,Kerry Fraser,St. Louis Blues,1
1996,Mike Cvik,Detroit Red Wings,3
1996,Mike Cvik,St. Louis Blues,1
1996,Paul Devorski,Anaheim Ducks,4
1996,Paul Devorski,Phoenix Coyotes,2
1996,Scott Driscoll,Anaheim Ducks,4
1996,Scott Driscoll,Phoenix Coyotes,2
1996,Mark Faucette,Anaheim Ducks,4
1996,Mark Faucette,Phoenix Coyotes,2
1996,Scott Driscoll,Anaheim Ducks,4
1996,Scott Driscoll,Phoenix Coyotes,2
1996,Gordon Broseker,Anaheim Ducks,1
1996,Gordon Broseker,Phoenix Coyotes,4
1996,Terry Gregson,Anaheim Ducks,1
1996,Terry Gregson,Phoenix Coyotes,4
1996,Gordon Broseker,Anaheim Ducks,0
1996,Gordon Broseker,Phoenix Coyotes,2
1996,Stephen Walkom,Anaheim Ducks,0
1996,Stephen Walkom,Phoenix Coyotes,2
1996,Bill McCreary,Anaheim Ducks,2
1996,Bill McCreary,Phoenix Coyotes,5
1996,Brad Lazarowich,Anaheim Ducks,2
1996,Brad Lazarowich,Phoenix Coyotes,5
1996,Don Koharski,Anaheim Ducks,3
1996,Don Koharski,Phoenix Coyotes,2
1996,Swede Knox,Anaheim Ducks,3
1996,Swede Knox,Phoenix Coyotes,2
1996,Dan Marouelli,Anaheim Ducks,3
1996,Dan Marouelli,Phoenix Coyotes,0
1996,Gerard Gauthier,Anaheim Ducks,3
1996,Gerard Gauthier,Phoenix Coyotes,0
1996,Gordon Broseker,New Jersey Devils,2
1996,Gordon Broseker,New York Rangers,0
1996,Terry Gregson,New Jersey Devils,2
1996,Terry Gregson,New York Rangers,0
1996,Gordon Broseker,New Jersey Devils,0
1996,Gordon Broseker,New York Rangers,2
1996,Rob Shick,New Jersey Devils,0
1996,Rob Shick,New York Rangers,2
1996,Kerry Fraser,New Jersey Devils,2
1996,Kerry Fraser,New York Rangers,3
1996,Shane Heyer,New Jersey Devils,2
1996,Shane Heyer,New York Rangers,3
1996,Mark Faucette,New Jersey Devils,0
1996,Mark Faucette,New York Rangers,3
1996,Wayne Bonney,New Jersey Devils,0
1996,Wayne Bonney,New York Rangers,3
1996,Don Koharski,New Jersey Devils,1
1996,Don Koharski,New York Rangers,2
1996,Shane Heyer,New Jersey Devils,1
1996,Shane Heyer,New York Rangers,2
1996,Don Koharski,Buffalo Sabres,3
1996,Don Koharski,Philadelphia Flyers,5
1996,Wayne Bonney,Buffalo Sabres,3
1996,Wayne Bonney,Philadelphia Flyers,5
1996,Paul Devorski,Buffalo Sabres,1
1996,Paul Devorski,Philadelphia Flyers,2
1996,Wayne Bonney,Buffalo Sabres,1
1996,Wayne Bonney,Philadelphia Flyers,2
1996,Shane Heyer,Buffalo Sabres,1
1996,Shane Heyer,Philadelphia Flyers,4
1996,Terry Gregson,Buffalo Sabres,1
1996,Terry Gregson,Philadelphia Flyers,4
1996,Rob Shick,Buffalo Sabres,5
1996,Rob Shick,Philadelphia Flyers,4
1996,Shane Heyer,Buffalo Sabres,5
1996,Shane Heyer,Philadelphia Flyers,4
1996,Bill McCreary,Buffalo Sabres,3
1996,Bill McCreary,Philadelphia Flyers,6
1996,Gerard Gauthier,Buffalo Sabres,3
1996,Gerard Gauthier,Philadelphia Flyers,6
1996,Dan Marouelli,Colorado Avalanche,5
1996,Dan Marouelli,Edmonton Oilers,1
1996,Gerard Gauthier,Colorado Avalanche,5
1996,Gerard Gauthier,Edmonton Oilers,1
1996,Gerard Gauthier,Colorado Avalanche,4
1996,Gerard Gauthier,Edmonton Oilers,1
1996,Mark Faucette,Colorado Avalanche,4
1996,Mark Faucette,Edmonton Oilers,1
1996,Dan Schachte,Colorado Avalanche,3
1996,Dan Schachte,Edmonton Oilers,4
1996,Don Koharski,Colorado Avalanche,3
1996,Don Koharski,Edmonton Oilers,4
1996,Dan Schachte,Colorado Avalanche,3
1996,Dan Schachte,Edmonton Oilers,2
1996,Paul Devorski,Colorado Avalanche,3
1996,Paul Devorski,Edmonton Oilers,2
1996,Gordon Broseker,Colorado Avalanche,4
1996,Gordon Broseker,Edmonton Oilers,3
1996,Kerry Fraser,Colorado Avalanche,4
1996,Kerry Fraser,Edmonton Oilers,3
1996,Faucette,Anaheim Ducks,1
1996,Faucette,Detroit Red Wings,2
1996,Scapinello,Anaheim Ducks,1
1996,Scapinello,Detroit Red Wings,2
1996,Dan Marouelli,Anaheim Ducks,2
1996,Dan Marouelli,Detroit Red Wings,3
1996,Ray Scapinello,Anaheim Ducks,2
1996,Ray Scapinello,Detroit Red Wings,3
1996,Bill McCreary,Anaheim Ducks,3
1996,Bill McCreary,Detroit Red Wings,5
1996,Gerard Gauthier,Anaheim Ducks,3
1996,Gerard Gauthier,Detroit Red Wings,5
1996,Gerard Gauthier,Anaheim Ducks,2
1996,Gerard Gauthier,Detroit Red Wings,3
1996,Kerry Fraser,Anaheim Ducks,2
1996,Kerry Fraser,Detroit Red Wings,3
1996,Dan Marouelli,New York Rangers,1
1996,Dan Marouelli,Philadelphia Flyers,3
1996,Ray Scapinello,New York Rangers,1
1996,Ray Scapinello,Philadelphia Flyers,3
1996,Paul Devorski,New York Rangers,5
1996,Paul Devorski,Philadelphia Flyers,4
1996,Ray Scapinello,New York Rangers,5
1996,Ray Scapinello,Philadelphia Flyers,4
1996,Bill McCreary,New York Rangers,3
1996,Bill McCreary,Philadelphia Flyers,6
1996,Kevin Collins,New York Rangers,3
1996,Kevin Collins,Philadelphia Flyers,6
1996,Kerry Fraser,New York Rangers,2
1996,Kerry Fraser,Philadelphia Flyers,3
1996,Kevin Collins,New York Rangers,2
1996,Kevin Collins,Philadelphia Flyers,3
1996,Terry Gregson,New York Rangers,2
1996,Terry Gregson,Philadelphia Flyers,4
1996,Wayne Bonney,New York Rangers,2
1996,Wayne Bonney,Philadelphia Flyers,4
1996,Gregson,Colorado Avalanche,2
1996,Gregson,Detroit Red Wings,1
1996,Wayne Bonney,Colorado Avalanche,2
1996,Wayne Bonney,Detroit Red Wings,1
1996,Koharski,Colorado Avalanche,2
1996,Koharski,Detroit Red Wings,4
1996,Wayne Bonney,Colorado Avalanche,2
1996,Wayne Bonney,Detroit Red Wings,4
1996,Fraser,Colorado Avalanche,1
1996,Fraser,Detroit Red Wings,2
1996,Gordon Broseker,Colorado Avalanche,1
1996,Gordon Broseker,Detroit Red Wings,2
1996,Gordon Broseker,Colorado Avalanche,0
1996,Gordon Broseker,Detroit Red Wings,6
1996,Paul Devorski,Colorado Avalanche,0
1996,Paul Devorski,Detroit Red Wings,6
1996,Dan Marouelli,Colorado Avalanche,6
1996,Dan Marouelli,Detroit Red Wings,0
1996,Ray Scapinello,Colorado Avalanche,6
1996,Ray Scapinello,Detroit Red Wings,0
1996,Collins,Colorado Avalanche,1
1996,Collins,Detroit Red Wings,3
1996,McCreary,Colorado Avalanche,1
1996,McCreary,Detroit Red Wings,3
1996,Bill McCreary,Detroit Red Wings,4
1996,Bill McCreary,Philadelphia Flyers,2
1996,Ray Scapinello,Detroit Red Wings,4
1996,Ray Scapinello,Philadelphia Flyers,2
1996,Terry Gregson,Detroit Red Wings,4
1996,Terry Gregson,Philadelphia Flyers,2
1996,Wayne Bonney,Detroit Red Wings,4
1996,Wayne Bonney,Philadelphia Flyers,2
1996,Fraser,Detroit Red Wings,6
1996,Fraser,Philadelphia Flyers,1
1996,Schachte,Detroit Red Wings,6
1996,Schachte,Philadelphia Flyers,1
1996,Bill McCreary,Detroit Red Wings,2
1996,Bill McCreary,Philadelphia Flyers,1
1996,Wayne Bonney,Detroit Red Wings,2
1996,Wayne Bonney,Philadelphia Flyers,1
1997,Dan Schachte,New Jersey Devils,1
1997,Dan Schachte,Ottawa Senators,2
1997,Paul Devorski,New Jersey Devils,1
1997,Paul Devorski,Ottawa Senators,2
1997,Dan Schachte,New Jersey Devils,3
1997,Dan Schachte,Ottawa Senators,1
1997,Paul Stewart,New Jersey Devils,3
1997,Paul Stewart,Ottawa Senators,1
1997,Dan Marouelli,New Jersey Devils,1
1997,Dan Marouelli,Ottawa Senators,2
1997,Randy Mitton,New Jersey Devils,1
1997,Randy Mitton,Ottawa Senators,2
1997,Michael McGeough,New Jersey Devils,3
1997,Michael McGeough,Ottawa Senators,4
1997,Randy Mitton,New Jersey Devils,3
1997,Randy Mitton,Ottawa Senators,4
1997,Mark Faucette,New Jersey Devils,3
1997,Mark Faucette,Ottawa Senators,1
1997,Shane Heyer,New Jersey Devils,3
1997,Shane Heyer,Ottawa Senators,1
1997,Kerry Fraser,New Jersey Devils,1
1997,Kerry Fraser,Ottawa Senators,3
1997,Shane Heyer,New Jersey Devils,1
1997,Shane Heyer,Ottawa Senators,3
1997,Danny McCourt,Montréal Canadiens,3
1997,Danny McCourt,Pittsburgh Penguins,2
1997,Robbie Shick,Montréal Canadiens,3
1997,Robbie Shick,Pittsburgh Penguins,2
1997,Danny McCourt,Montréal Canadiens,1
1997,Danny McCourt,Pittsburgh Penguins,4
1997,Kerry Fraser,Montréal Canadiens,1
1997,Kerry Fraser,Pittsburgh Penguins,4
1997,Ray Scapinello,Montréal Canadiens,3
1997,Ray Scapinello,Pittsburgh Penguins,1
1997,Terry Gregson,Montréal Canadiens,3
1997,Terry Gregson,Pittsburgh Penguins,1
1997,Paul Devorski,Montréal Canadiens,3
1997,Paul Devorski,Pittsburgh Penguins,6
1997,Ray Scapinello,Montréal Canadiens,3
1997,Ray Scapinello,Pittsburgh Penguins,6
1997,Michael McGeough,Montréal Canadiens,5
1997,Michael McGeough,Pittsburgh Penguins,2
1997,Randy Mitton,Montréal Canadiens,5
1997,Randy Mitton,Pittsburgh Penguins,2
1997,Bill McCreary,Montréal Canadiens,3
1997,Bill McCreary,Pittsburgh Penguins,0
1997,Randy Mitton,Montréal Canadiens,3
1997,Randy Mitton,Pittsburgh Penguins,0
1997,BILL McCREARY,Buffalo Sabres,3
1997,BILL McCREARY,Philadelphia Flyers,2
1997,Jay Sharrers,Buffalo Sabres,3
1997,Jay Sharrers,Philadelphia Flyers,2
1997,Shane Heyer,Buffalo Sabres,2
1997,Shane Heyer,Philadelphia Flyers,3
1997,Stephen Walkom,Buffalo Sabres,2
1997,Stephen Walkom,Philadelphia Flyers,3
1997,Danny McCourt,Buffalo Sabres,6
1997,Danny McCourt,Philadelphia Flyers,1
1997,Robbie Shick,Buffalo Sabres,6
1997,Robbie Shick,Philadelphia Flyers,1
1997,Danny McCourt,Buffalo Sabres,4
1997,Danny McCourt,Philadelphia Flyers,1
1997,Terry Gregson,Buffalo Sabres,4
1997,Terry Gregson,Philadelphia Flyers,1
1997,Kevin Collins,Buffalo Sabres,3
1997,Kevin Collins,Philadelphia Flyers,2
1997,Paul Devorski,Buffalo Sabres,3
1997,Paul Devorski,Philadelphia Flyers,2
1997,Kerry Fraser,Boston Bruins,1
1997,Kerry Fraser,Washington Capitals,3
1997,Randy Mitton,Boston Bruins,1
1997,Randy Mitton,Washington Capitals,3
1997,Michael McGeough,Boston Bruins,4
1997,Michael McGeough,Washington Capitals,3
1997,Randy Mitton,Boston Bruins,4
1997,Randy Mitton,Washington Capitals,3
1997,Paul Devorski,Boston Bruins,2
1997,Paul Devorski,Washington Capitals,3
1997,Shane Heyer,Boston Bruins,2
1997,Shane Heyer,Washington Capitals,3
1997,Dan Marouelli,Boston Bruins,0
1997,Dan Marouelli,Washington Capitals,3
1997,Shane Heyer,Boston Bruins,0
1997,Shane Heyer,Washington Capitals,3
1997,Danny McCourt,Boston Bruins,4
1997,Danny McCourt,Washington Capitals,0
1997,Robbie Shick,Boston Bruins,4
1997,Robbie Shick,Washington Capitals,0
1997,Dan McCourt,Boston Bruins,2
1997,Dan McCourt,Washington Capitals,3
1997,Don Koharski,Boston Bruins,2
1997,Don Koharski,Washington Capitals,3
1997,Brian Murphy,Dallas Stars,4
1997,Brian Murphy,San Jose Sharks,1
1997,Stephen Walkom,Dallas Stars,4
1997,Stephen Walkom,San Jose Sharks,1
1997,Brian Murphy,Dallas Stars,5
1997,Brian Murphy,San Jose Sharks,2
1997,Don Koharski,Dallas Stars,5
1997,Don Koharski,San Jose Sharks,2
1997,BILL McCREARY,Dallas Stars,0
1997,BILL McCREARY,San Jose Sharks,1
1997,Mike Cvik,Dallas Stars,0
1997,Mike Cvik,San Jose Sharks,1
1997,Gordon Broseker,Dallas Stars,3
1997,Gordon Broseker,San Jose Sharks,2
1997,Kerry Fraser,Dallas Stars,3
1997,Kerry Fraser,San Jose Sharks,2
1997,Dan Marouelli,Dallas Stars,3
1997,Dan Marouelli,San Jose Sharks,2
1997,Gordon Broseker,Dallas Stars,3
1997,Gordon Broseker,San Jose Sharks,2
1997,Dan Marouelli,Colorado Avalanche,2
1997,Dan Marouelli,Edmonton Oilers,3
1997,Jean Morin,Colorado Avalanche,2
1997,Jean Morin,Edmonton Oilers,3
1997,Kevin Collins,Colorado Avalanche,5
1997,Kevin Collins,Edmonton Oilers,2
1997,Mark Faucette,Colorado Avalanche,5
1997,Mark Faucette,Edmonton Oilers,2
1997,Bill McCreary,Colorado Avalanche,5
1997,Bill McCreary,Edmonton Oilers,4
1997,Gordon Broseker,Colorado Avalanche,5
1997,Gordon Broseker,Edmonton Oilers,4
1997,Gordon Broseker,Colorado Avalanche,3
1997,Gordon Broseker,Edmonton Oilers,1
1997,Kerry Fraser,Colorado Avalanche,3
1997,Kerry Fraser,Edmonton Oilers,1
1997,Dan Schachte,Colorado Avalanche,1
1997,Dan Schachte,Edmonton Oilers,3
1997,Don Koharski,Colorado Avalanche,1
1997,Don Koharski,Edmonton Oilers,3
1997,Dan Schachte,Colorado Avalanche,0
1997,Dan Schachte,Edmonton Oilers,2
1997,Stephen Walkom,Colorado Avalanche,0
1997,Stephen Walkom,Edmonton Oilers,2
1997,Bill McCreary,Colorado Avalanche,0
1997,Bill McCreary,Edmonton Oilers,4
1997,Ray Scapinello,Colorado Avalanche,0
1997,Ray Scapinello,Edmonton Oilers,4
1997,Mark Faucette,Detroit Red Wings,6
1997,Mark Faucette,Phoenix Coyotes,3
1997,Mike Cvik,Detroit Red Wings,6
1997,Mike Cvik,Phoenix Coyotes,3
1997,Dan Marouelli,Detroit Red Wings,4
1997,Dan Marouelli,Phoenix Coyotes,7
1997,Swede Knox,Detroit Red Wings,4
1997,Swede Knox,Phoenix Coyotes,7
1997,Brian Murphy,Detroit Red Wings,2
1997,Brian Murphy,Phoenix Coyotes,3
1997,Don Koharski,Detroit Red Wings,2
1997,Don Koharski,Phoenix Coyotes,3
1997,Brian Murphy,Detroit Red Wings,4
1997,Brian Murphy,Phoenix Coyotes,2
1997,Paul Stewart,Detroit Red Wings,4
1997,Paul Stewart,Phoenix Coyotes,2
1997,Bill McCreary,Detroit Red Wings,3
1997,Bill McCreary,Phoenix Coyotes,1
1997,Ray Scapinello,Detroit Red Wings,3
1997,Ray Scapinello,Phoenix Coyotes,1
1997,Ray Scapinello,Detroit Red Wings,5
1997,Ray Scapinello,Phoenix Coyotes,2
1997,Terry Gregson,Detroit Red Wings,5
1997,Terry Gregson,Phoenix Coyotes,2
1997,Ray Scapinello,Los Angeles Kings,3
1997,Ray Scapinello,St. Louis Blues,8
1997,Terry Gregson,Los Angeles Kings,3
1997,Terry Gregson,St. Louis Blues,8
1997,Ray Scapinello,Los Angeles Kings,1
1997,Ray Scapinello,St. Louis Blues,2
1997,Robbie Shick,Los Angeles Kings,1
1997,Robbie Shick,St. Louis Blues,2
1997,Don Koharski,Los Angeles Kings,3
1997,Don Koharski,St. Louis Blues,4
1997,Kevin Collins,Los Angeles Kings,3
1997,Kevin Collins,St. Louis Blues,4
1997,Kevin Collins,Los Angeles Kings,1
1997,Kevin Collins,St. Louis Blues,2
1997,Stephen Walkom,Los Angeles Kings,1
1997,Stephen Walkom,St. Louis Blues,2
1997,Kevin Collins,Ottawa Senators,2
1997,Kevin Collins,Washington Capitals,4
1997,Mark Faucette,Ottawa Senators,2
1997,Mark Faucette,Washington Capitals,4
1997,Kevin Collins,Ottawa Senators,1
1997,Kevin Collins,Washington Capitals,6
1997,Paul Devorski,Ottawa Senators,1
1997,Paul Devorski,Washington Capitals,6
1997,Brian Murphy,Ottawa Senators,4
