,Ref,Score,Team
0,Dan O'Halloran,2,Colorado Avalanche
1,Dan O'Halloran,2,Dallas Stars
2,Mark Faucette,2,Colorado Avalanche
3,Mark Faucette,2,Dallas Stars
4,Bill McCreary,4,Boston Bruins
5,Bill McCreary,4,Ottawa Senators
6,Paul Stewart,4,Boston Bruins
7,Paul Stewart,4,Ottawa Senators
8,Don Van Massenhoven,4,Buffalo Sabres
9,Don Van Massenhoven,2,Chicago Blackhawks
10,Rob Martell,4,Buffalo Sabres
11,Rob Martell,2,Chicago Blackhawks
12,Brian Murphy,6,Philadelphia Flyers
13,Brian Murphy,3,Vancouver Canucks
14,Kerry Fraser,6,Philadelphia Flyers
15,Kerry Fraser,3,Vancouver Canucks
16,Dave Jackson,3,Calgary Flames
17,Dave Jackson,4,Detroit Red Wings
18,Kevin Pollock,3,Calgary Flames
19,Kevin Pollock,4,Detroit Red Wings
20,Brad Watson,4,Phoenix Coyotes
21,Brad Watson,1,St. Louis Blues
22,Rob Shick,4,Phoenix Coyotes
23,Rob Shick,1,St. Louis Blues
24,Dan Marouelli,4,Montréal Canadiens
25,Dan Marouelli,8,New Jersey Devils
26,Richard Trottier,4,Montréal Canadiens
27,Richard Trottier,8,New Jersey Devils
28,Paul Devorski,4,Los Angeles Kings
29,Paul Devorski,1,Washington Capitals
30,Tom Kowal,4,Los Angeles Kings
31,Tom Kowal,1,Washington Capitals
32,Conrad Hache,3,New York Islanders
33,Conrad Hache,3,Tampa Bay Lightning
34,Mark Faucette,3,New York Islanders
35,Mark Faucette,3,Tampa Bay Lightning
36,Blaine Angus,3,Florida Panthers
37,Blaine Angus,4,Vancouver Canucks
38,Stephen Walkom,3,Florida Panthers
39,Stephen Walkom,4,Vancouver Canucks
40,Brad Meier,1,Detroit Red Wings
41,Brad Meier,2,Edmonton Oilers
42,Dave Jackson,1,Detroit Red Wings
43,Dave Jackson,2,Edmonton Oilers
44,Brad Watson,3,Anaheim Ducks
45,Brad Watson,1,Minnesota Wild
46,Shane Heyer,3,Anaheim Ducks
47,Shane Heyer,1,Minnesota Wild
48,Michael McGeough,1,San Jose Sharks
49,Michael McGeough,4,St. Louis Blues
50,Scott Zelkin,1,San Jose Sharks
51,Scott Zelkin,4,St. Louis Blues
52,Kerry Fraser,5,Buffalo Sabres
53,Kerry Fraser,3,Los Angeles Kings
54,Kevin Maguire,5,Buffalo Sabres
55,Kevin Maguire,3,Los Angeles Kings
56,Bill McCreary,0,Montréal Canadiens
57,Bill McCreary,2,Toronto Maple Leafs
58,Lance Roberts,0,Montréal Canadiens
59,Lance Roberts,2,Toronto Maple Leafs
60,Bernard Degrace,1,Dallas Stars
61,Bernard Degrace,3,Ottawa Senators
62,Terry Gregson,1,Dallas Stars
63,Terry Gregson,3,Ottawa Senators
64,Dan Marouelli,5,Boston Bruins
65,Dan Marouelli,1,Philadelphia Flyers
66,Richard Trottier,5,Boston Bruins
67,Richard Trottier,1,Philadelphia Flyers
68,LARUE,3,Nashville Predators
69,LARUE,1,Pittsburgh Penguins
70,LEGGO,3,Nashville Predators
71,LEGGO,1,Pittsburgh Penguins
72,Dean Warren,3,Carolina Hurricanes
73,Dean Warren,3,Washington Capitals
74,Stephen Walkom,3,Carolina Hurricanes
75,Stephen Walkom,3,Washington Capitals
76,Conrad Hache,1,Atlanta Thrashers
77,Conrad Hache,2,New York Rangers
78,Dan O'Halloran,1,Atlanta Thrashers
79,Dan O'Halloran,2,New York Rangers
80,Greg Kimmerly,5,Chicago Blackhawks
81,Greg Kimmerly,3,Columbus Blue Jackets
82,Tim Peel,5,Chicago Blackhawks
83,Tim Peel,3,Columbus Blue Jackets
84,Dave Jackson,1,Colorado Avalanche
85,Dave Jackson,1,Edmonton Oilers
86,Kevin Pollock,1,Colorado Avalanche
87,Kevin Pollock,1,Edmonton Oilers
88,Michael McGeough,1,Minnesota Wild
89,Michael McGeough,4,Phoenix Coyotes
90,Scott Zelkin,1,Minnesota Wild
91,Scott Zelkin,4,Phoenix Coyotes
92,Blaine Angus,4,Tampa Bay Lightning
93,Blaine Angus,5,Vancouver Canucks
94,Dan O'Halloran,4,Tampa Bay Lightning
95,Dan O'Halloran,5,Vancouver Canucks
96,LARUE,1,Nashville Predators
97,LARUE,3,Pittsburgh Penguins
98,LEGGO,1,Nashville Predators
99,LEGGO,3,Pittsburgh Penguins
100,Rob Shick,1,Anaheim Ducks
101,Rob Shick,5,St. Louis Blues
102,Scott Zelkin,1,Anaheim Ducks
103,Scott Zelkin,5,St. Louis Blues
104,Bernard Degrace,4,Boston Bruins
105,Bernard Degrace,2,Florida Panthers
106,Terry Gregson,4,Boston Bruins
