code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2007020001,Los Angeles Kings,4,Anaheim Ducks,1,Dave Jackson,Michael McGeough,Los Angeles Kings,Anaheim Ducks
2007020002,Anaheim Ducks,4,Los Angeles Kings,1,Dave Jackson,Michael McGeough,Anaheim Ducks,Los Angeles Kings
2007020004,Detroit Red Wings,2,Anaheim Ducks,2,Chris Rooney,Bill McCreary,Detroit Red Wings,Anaheim Ducks
2007020006,Colorado Avalanche,4,Dallas Stars,3,Dennis LaRue,Steve Kozari,Colorado Avalanche,Dallas Stars
2007020007,New York Rangers,5,Florida Panthers,2,Kerry Fraser,Gord Dwyer,New York Rangers,Florida Panthers
2007020008,Ottawa Senators,3,Toronto Maple Leafs,2,Chris Rooney,Eric Furlatt,Ottawa Senators,Toronto Maple Leafs
2007020009,Tampa Bay Lightning,3,New Jersey Devils,1,Wes McCauley,Brad Watson,Tampa Bay Lightning,New Jersey Devils
2007020010,Nashville Predators,4,Colorado Avalanche,0,Ian Walsh,Kevin Pollock,Nashville Predators,Colorado Avalanche
2007020012,Calgary Flames,2,Philadelphia Flyers,3,Paul Devorski,Stephane Auger,Philadelphia Flyers,Calgary Flames
2007020013,Edmonton Oilers,2,San Jose Sharks,2,Greg Kimmerly,Chris Lee,Edmonton Oilers,San Jose Sharks
2007020014,Phoenix Coyotes,3,St. Louis Blues,2,Dennis LaRue,Steve Kozari,Phoenix Coyotes,St. Louis Blues
2007020015,Carolina Hurricanes,4,Pittsburgh Penguins,1,Don Koharski,Tim Peel,Carolina Hurricanes,Pittsburgh Penguins
2007020016,Columbus Blue Jackets,4,Anaheim Ducks,0,Ian Walsh,Kevin Pollock,Columbus Blue Jackets,Anaheim Ducks
2007020017,Buffalo Sabres,4,New York Islanders,6,Dean Warren,Justin StPierre,New York Islanders,Buffalo Sabres
2007020018,Atlanta Thrashers,1,Washington Capitals,3,Wes McCauley,Brad Watson,Washington Capitals,Atlanta Thrashers
2007020019,Dallas Stars,4,Boston Bruins,1,Kelly Sutherland,Rob Shick,Dallas Stars,Boston Bruins
2007020020,Vancouver Canucks,1,San Jose Sharks,3,Paul Devorski,Stephane Auger,San Jose Sharks,Vancouver Canucks
2007020021,Edmonton Oilers,5,Philadelphia Flyers,3,Paul Devorski,Stephane Auger,Edmonton Oilers,Philadelphia Flyers
2007020022,Toronto Maple Leafs,4,Montréal Canadiens,3,Bill McCreary,Rob Martell,Toronto Maple Leafs,Montréal Canadiens
2007020023,Ottawa Senators,2,New York Rangers,0,Dean Warren,Justin StPierre,Ottawa Senators,New York Rangers
2007020024,New York Islanders,3,Buffalo Sabres,2,Don Koharski,Dan O'Halloran,New York Islanders,Buffalo Sabres
2007020025,Washington Capitals,2,Carolina Hurricanes,0,Don VanMassenhoven,Eric Furlatt,Washington Capitals,Carolina Hurricanes
2007020026,Florida Panthers,1,New Jersey Devils,4,Mike Hasenfratz,Gord Dwyer,New Jersey Devils,Florida Panthers
2007020027,Pittsburgh Penguins,5,Anaheim Ducks,4,Dave Jackson,Tim Peel,Pittsburgh Penguins,Anaheim Ducks
2007020028,Tampa Bay Lightning,5,Atlanta Thrashers,2,Wes McCauley,Brad Watson,Tampa Bay Lightning,Atlanta Thrashers
2007020029,Nashville Predators,5,Dallas Stars,1,Marc Joannette,Tom Kowal,Nashville Predators,Dallas Stars
2007020030,Minnesota Wild,3,Columbus Blue Jackets,2,Michael McGeough,Brad Meier,Minnesota Wild,Columbus Blue Jackets
2007020031,Chicago Blackhawks,3,Detroit Red Wings,3,Chris Rooney,Dan Marouelli,Chicago Blackhawks,Detroit Red Wings
2007020032,Calgary Flames,3,Vancouver Canucks,4,Greg Kimmerly,Chris Lee,Vancouver Canucks,Calgary Flames
2007020033,Phoenix Coyotes,1,Boston Bruins,3,Kelly Sutherland,Rob Shick,Boston Bruins,Phoenix Coyotes
2007020034,Los Angeles Kings,3,St. Louis Blues,5,Dennis LaRue,Steve Kozari,St. Louis Blues,Los Angeles Kings
2007020035,Colorado Avalanche,6,San Jose Sharks,2,Kelly Sutherland,Steve Kozari,Colorado Avalanche,San Jose Sharks
2007020036,New York Islanders,1,Washington Capitals,2,Don Koharski,Ian Walsh,Washington Capitals,New York Islanders
2007020037,Ottawa Senators,4,New Jersey Devils,2,Dan O'Halloran,Rob Martell,Ottawa Senators,New Jersey Devils
2007020038,Detroit Red Wings,4,Edmonton Oilers,2,Michael McGeough,Mike Hasenfratz,Detroit Red Wings,Edmonton Oilers
2007020048,St. Louis Blues,4,Nashville Predators,1,Dan O'Halloran,Brad Meier,St. Louis Blues,Nashville Predators
2007020050,Vancouver Canucks,2,Philadelphia Flyers,8,Kelly Sutherland,Dennis LaRue,Philadelphia Flyers,Vancouver Canucks
2007020053,Toronto Maple Leafs,8,New York Islanders,1,Frederick L'Ecuyer,Mike Hasenfratz,Toronto Maple Leafs,New York Islanders
2007020055,Florida Panthers,3,New Jersey Devils,0,Dave Jackson,Eric Furlatt,Florida Panthers,New Jersey Devils
2007020056,Nashville Predators,3,Phoenix Coyotes,6,Paul Devorski,Dean Warren,Phoenix Coyotes,Nashville Predators
2007020057,New York Rangers,3,Washington Capitals,1,Marc Joannette,Rob Martell,New York Rangers,Washington Capitals
2007020065,Montréal Canadiens,1,Carolina Hurricanes,3,Kelly Sutherland,Rob Martell,Carolina Hurricanes,Montréal Canadiens
2007020068,Atlanta Thrashers,5,New Jersey Devils,6,Dave Jackson,Eric Furlatt,New Jersey Devils,Atlanta Thrashers
2007020070,Nashville Predators,4,Calgary Flames,7,Don Koharski,Kevin Pollock,Calgary Flames,Nashville Predators
2007020073,Vancouver Canucks,4,Edmonton Oilers,1,Don VanMassenhoven,Ian Walsh,Vancouver Canucks,Edmonton Oilers
2007020074,Phoenix Coyotes,2,Minnesota Wild,3,Dan Marouelli,Gord Dwyer,Minnesota Wild,Phoenix Coyotes
2007020076,Anaheim Ducks,0,Minnesota Wild,2,Brad Watson,Gord Dwyer,Minnesota Wild,Anaheim Ducks
2007020077,Los Angeles Kings,1,Detroit Red Wings,4,Dan Marouelli,Stephane Auger,Detroit Red Wings,Los Angeles Kings
2007020079,Vancouver Canucks,2,San Jose Sharks,4,Tim Peel,Steve Kozari,San Jose Sharks,Vancouver Canucks
2007020086,Pittsburgh Penguins,4,New Jersey Devils,5,Dennis LaRue,Dean Morton,New Jersey Devils,Pittsburgh Penguins
2007020089,Boston Bruins,4,Tampa Bay Lightning,1,Kerry Fraser,Dave Jackson,Boston Bruins,Tampa Bay Lightning
2007020091,Washington Capitals,2,New York Islanders,5,Bill McCreary,Chris Lee,New York Islanders,Washington Capitals
2007020092,Atlanta Thrashers,5,New York Rangers,3,Dean Warren,Justin StPierre,Atlanta Thrashers,New York Rangers
2007020098,Buffalo Sabres,0,Columbus Blue Jackets,3,Dan O'Halloran,Steve Kozari,Columbus Blue Jackets,Buffalo Sabres
2007020101,Vancouver Canucks,2,Los Angeles Kings,4,Tim Peel,Tom Kowal,Los Angeles Kings,Vancouver Canucks
2007020102,Boston Bruins,0,New York Rangers,0,Kevin Pollock,Steve Kozari,Boston Bruins,New York Rangers
2007020106,New York Islanders,4,New Jersey Devils,3,Bill McCreary,Justin StPierre,New York Islanders,New Jersey Devils
2007020108,Washington Capitals,1,Pittsburgh Penguins,2,Dan O'Halloran,Mike Hasenfratz,Pittsburgh Penguins,Washington Capitals
2007020111,St. Louis Blues,1,Minnesota Wild,3,Chris Rooney,Rob Martell,Minnesota Wild,St. Louis Blues
2007020112,Calgary Flames,4,Edmonton Oilers,1,Tim Peel,Eric Furlatt,Calgary Flames,Edmonton Oilers
2007020116,Minnesota Wild,3,Colorado Avalanche,2,Chris Rooney,Don VanMassenhoven,Minnesota Wild,Colorado Avalanche
2007020119,Calgary Flames,1,San Jose Sharks,4,Eric Furlatt,Tom Kowal,San Jose Sharks,Calgary Flames
2007020120,Pittsburgh Penguins,1,New York Rangers,0,Wes McCauley,Chris Lee,Pittsburgh Penguins,New York Rangers
2007020128,Florida Panthers,4,Philadelphia Flyers,3,Don Koharski,Rob Martell,Florida Panthers,Philadelphia Flyers
2007020131,Boston Bruins,3,Chicago Blackhawks,1,Wes McCauley,Bill McCreary,Boston Bruins,Chicago Blackhawks
2007020133,Columbus Blue Jackets,3,St. Louis Blues,0,Dan Marouelli,Greg Kimmerly,Columbus Blue Jackets,St. Louis Blues
2007020134,Pittsburgh Penguins,2,Toronto Maple Leafs,5,Kerry Fraser,Stephane Auger,Toronto Maple Leafs,Pittsburgh Penguins
2007020135,Tampa Bay Lightning,5,Philadelphia Flyers,2,Kevin Pollock,Justin StPierre,Tampa Bay Lightning,Philadelphia Flyers
2007020136,Nashville Predators,3,Atlanta Thrashers,0,Chris Rooney,Don VanMassenhoven,Nashville Predators,Atlanta Thrashers
2007020139,Los Angeles Kings,2,Dallas Stars,1,Mike Hasenfratz,Dean Warren,Los Angeles Kings,Dallas Stars
2007020140,Washington Capitals,2,Vancouver Canucks,3,Kerry Fraser,Gord Dwyer,Vancouver Canucks,Washington Capitals
2007020142,Florida Panthers,2,Buffalo Sabres,4,Kevin Pollock,Justin StPierre,Buffalo Sabres,Florida Panthers
2007020145,Columbus Blue Jackets,2,San Jose Sharks,1,Dave Jackson,Frederick L'Ecuyer,Columbus Blue Jackets,San Jose Sharks
2007020149,New York Rangers,1,Toronto Maple Leafs,4,Wes McCauley,Eric Furlatt,Toronto Maple Leafs,New York Rangers
2007020150,Pittsburgh Penguins,3,Montréal Canadiens,3,Dan Marouelli,Tom Kowal,Pittsburgh Penguins,Montréal Canadiens
2007020153,Chicago Blackhawks,2,Atlanta Thrashers,3,Bill McCreary,Greg Kimmerly,Atlanta Thrashers,Chicago Blackhawks
2007020154,St. Louis Blues,4,Washington Capitals,3,Don VanMassenhoven,Brad Watson,St. Louis Blues,Washington Capitals
2007020156,Los Angeles Kings,4,Edmonton Oilers,1,Marc Joannette,Dean Warren,Los Angeles Kings,Edmonton Oilers
2007020159,Vancouver Canucks,2,Detroit Red Wings,3,Michael McGeough,Steve Kozari,Detroit Red Wings,Vancouver Canucks
2007020163,Minnesota Wild,2,Pittsburgh Penguins,4,Mike Leggo,Dean Warren,Pittsburgh Penguins,Minnesota Wild
2007020164,Montréal Canadiens,2,Atlanta Thrashers,2,Marc Joannette,Tom Kowal,Montréal Canadiens,Atlanta Thrashers
2007020165,St. Louis Blues,1,Phoenix Coyotes,2,Kerry Fraser,Tim Peel,Phoenix Coyotes,St. Louis Blues
2007020166,Calgary Flames,5,Nashville Predators,1,Michael McGeough,Steve Kozari,Calgary Flames,Nashville Predators
