code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2005020001,Boston Bruins,1,Montréal Canadiens,2,Chris Rooney,Dave Jackson,Montréal Canadiens,Boston Bruins
2005020003,Philadelphia Flyers,3,New York Rangers,5,Kerry Fraser,Blaine Angus,New York Rangers,Philadelphia Flyers
2005020004,Washington Capitals,3,Columbus Blue Jackets,2,Paul Devorski,Ian Walsh,Washington Capitals,Columbus Blue Jackets
2005020005,Florida Panthers,2,Atlanta Thrashers,0,Brad Watson,Rob Martell,Florida Panthers,Atlanta Thrashers
2005020006,Toronto Maple Leafs,2,Ottawa Senators,2,Stephane Auger,Don VanMassenhoven,Toronto Maple Leafs,Ottawa Senators
2005020007,New Jersey Devils,5,Pittsburgh Penguins,1,Bill McCreary,Craig Spada,New Jersey Devils,Pittsburgh Penguins
2005020008,Tampa Bay Lightning,5,Carolina Hurricanes,2,Wes McCauley,Don Koharski,Tampa Bay Lightning,Carolina Hurricanes
2005020009,Detroit Red Wings,5,St. Louis Blues,1,Dan O'Rourke,Dan O'Halloran,Detroit Red Wings,St. Louis Blues
2005020010,Nashville Predators,3,San Jose Sharks,2,Mike Hasenfratz,Shane Heyer,Nashville Predators,San Jose Sharks
2005020011,Chicago Blackhawks,3,Anaheim Ducks,5,Tim Peel,Dean Warren,Anaheim Ducks,Chicago Blackhawks
2005020012,Minnesota Wild,6,Calgary Flames,3,Dan Marouelli,Greg Kimmerly,Minnesota Wild,Calgary Flames
2005020014,Edmonton Oilers,4,Colorado Avalanche,3,Michael McGeough,Brad Meier,Edmonton Oilers,Colorado Avalanche
2005020015,Vancouver Canucks,3,Phoenix Coyotes,2,Kelly Sutherland,Rob Shick,Vancouver Canucks,Phoenix Coyotes
2005020016,New York Rangers,3,Montréal Canadiens,4,Bill McCreary,Craig Spada,Montréal Canadiens,New York Rangers
2005020017,St. Louis Blues,3,Detroit Red Wings,4,Marc Joannette,Chris Lee,Detroit Red Wings,St. Louis Blues
2005020018,Los Angeles Kings,3,Phoenix Coyotes,2,Dennis LaRue,Rob Shick,Los Angeles Kings,Phoenix Coyotes
2005020019,Philadelphia Flyers,5,New Jersey Devils,2,Blaine Angus,Eric Furlatt,Philadelphia Flyers,New Jersey Devils
2005020020,Washington Capitals,3,Atlanta Thrashers,7,Chris Rooney,Dave Jackson,Atlanta Thrashers,Washington Capitals
2005020021,Carolina Hurricanes,2,Pittsburgh Penguins,2,Paul Devorski,Ian Walsh,Carolina Hurricanes,Pittsburgh Penguins
2005020022,Columbus Blue Jackets,1,Calgary Flames,3,Dan Marouelli,Greg Kimmerly,Calgary Flames,Columbus Blue Jackets
2005020023,Florida Panthers,2,Tampa Bay Lightning,0,Wes McCauley,Don Koharski,Florida Panthers,Tampa Bay Lightning
2005020024,Buffalo Sabres,4,Boston Bruins,1,Tim Peel,Dean Warren,Buffalo Sabres,Boston Bruins
2005020025,Chicago Blackhawks,6,San Jose Sharks,3,Dan O'Rourke,Dan O'Halloran,Chicago Blackhawks,San Jose Sharks
2005020026,Toronto Maple Leafs,4,Montréal Canadiens,5,Tim Peel,Kevin Pollock,Montréal Canadiens,Toronto Maple Leafs
2005020027,Ottawa Senators,5,Buffalo Sabres,0,Bill McCreary,Craig Spada,Ottawa Senators,Buffalo Sabres
2005020028,New York Islanders,3,Carolina Hurricanes,2,Kerry Fraser,Mike Leggo,New York Islanders,Carolina Hurricanes
2005020029,Atlanta Thrashers,8,Washington Capitals,1,Mike Hasenfratz,Shane Heyer,Atlanta Thrashers,Washington Capitals
2005020030,New Jersey Devils,3,New York Rangers,2,Don VanMassenhoven,Tom Kowal,New Jersey Devils,New York Rangers
2005020031,Pittsburgh Penguins,6,Boston Bruins,7,Eric Furlatt,Dean Warren,Boston Bruins,Pittsburgh Penguins
2005020032,Tampa Bay Lightning,2,Florida Panthers,1,Brad Watson,Rob Martell,Tampa Bay Lightning,Florida Panthers
2005020033,St. Louis Blues,6,San Jose Sharks,7,Michael McGeough,Brad Meier,San Jose Sharks,St. Louis Blues
2005020034,Nashville Predators,2,Anaheim Ducks,2,Paul Devorski,Ian Walsh,Nashville Predators,Anaheim Ducks
2005020035,Dallas Stars,2,Colorado Avalanche,3,Wes McCauley,Don Koharski,Colorado Avalanche,Dallas Stars
2005020036,Edmonton Oilers,3,Vancouver Canucks,3,Marc Joannette,Chris Lee,Edmonton Oilers,Vancouver Canucks
2005020037,Phoenix Coyotes,2,Minnesota Wild,1,Dennis LaRue,Rob Shick,Phoenix Coyotes,Minnesota Wild
2005020038,Detroit Red Wings,6,Calgary Flames,3,Dan Marouelli,Greg Kimmerly,Detroit Red Wings,Calgary Flames
2005020039,Chicago Blackhawks,2,Columbus Blue Jackets,3,Dan O'Rourke,Dan O'Halloran,Columbus Blue Jackets,Chicago Blackhawks
2005020040,Los Angeles Kings,2,Minnesota Wild,1,Kelly Sutherland,Rob Shick,Los Angeles Kings,Minnesota Wild
2005020041,New York Islanders,1,Florida Panthers,3,Stephane Auger,Don VanMassenhoven,Florida Panthers,New York Islanders
2005020042,Washington Capitals,3,New York Rangers,2,Paul Devorski,Ian Walsh,Washington Capitals,New York Rangers
2005020043,Buffalo Sabres,3,Pittsburgh Penguins,2,Kerry Fraser,Blaine Angus,Buffalo Sabres,Pittsburgh Penguins
2005020044,Ottawa Senators,5,Toronto Maple Leafs,5,Tom Kowal,Kevin Pollock,Ottawa Senators,Toronto Maple Leafs
2005020045,Tampa Bay Lightning,2,Boston Bruins,4,Brad Watson,Rob Martell,Boston Bruins,Tampa Bay Lightning
2005020046,Colorado Avalanche,7,Calgary Flames,3,Mike Hasenfratz,Shane Heyer,Colorado Avalanche,Calgary Flames
2005020047,Anaheim Ducks,2,Edmonton Oilers,4,Wes McCauley,Don Koharski,Edmonton Oilers,Anaheim Ducks
2005020048,Toronto Maple Leafs,4,Philadelphia Flyers,2,Kerry Fraser,Eric Furlatt,Toronto Maple Leafs,Philadelphia Flyers
2005020049,Montréal Canadiens,2,Ottawa Senators,4,Chris Rooney,Dave Jackson,Ottawa Senators,Montréal Canadiens
2005020050,Detroit Red Wings,2,Vancouver Canucks,4,Michael McGeough,Brad Meier,Vancouver Canucks,Detroit Red Wings
2005020051,St. Louis Blues,4,Chicago Blackhawks,1,Michael McGeough,Brad Meier,St. Louis Blues,Chicago Blackhawks
2005020052,Dallas Stars,3,Phoenix Coyotes,2,Mike Hasenfratz,Shane Heyer,Dallas Stars,Phoenix Coyotes
2005020053,Los Angeles Kings,3,Edmonton Oilers,1,Mike Leggo,Kelly Sutherland,Los Angeles Kings,Edmonton Oilers
2005020054,Carolina Hurricanes,7,Washington Capitals,2,Wes McCauley,Don Koharski,Carolina Hurricanes,Washington Capitals
2005020055,Atlanta Thrashers,0,Montréal Canadiens,2,Dan O'Rourke,Dan O'Halloran,Montréal Canadiens,Atlanta Thrashers
2005020056,Minnesota Wild,6,Vancouver Canucks,0,Tim Peel,Dean Warren,Minnesota Wild,Vancouver Canucks
2005020057,Colorado Avalanche,4,Nashville Predators,5,Brad Watson,Rob Martell,Nashville Predators,Colorado Avalanche
2005020058,San Jose Sharks,4,Columbus Blue Jackets,1,Mike Leggo,Kelly Sutherland,San Jose Sharks,Columbus Blue Jackets
2005020059,New York Rangers,4,New Jersey Devils,1,Kerry Fraser,Eric Furlatt,New York Rangers,New Jersey Devils
2005020060,Washington Capitals,3,New York Islanders,5,Blaine Angus,Tom Kowal,New York Islanders,Washington Capitals
2005020061,Florida Panthers,2,Boston Bruins,5,Bill McCreary,Craig Spada,Boston Bruins,Florida Panthers
2005020062,Tampa Bay Lightning,3,Buffalo Sabres,3,Mike Hasenfratz,Shane Heyer,Tampa Bay Lightning,Buffalo Sabres
2005020063,Calgary Flames,2,Dallas Stars,3,Michael McGeough,Brad Meier,Dallas Stars,Calgary Flames
2005020064,Phoenix Coyotes,4,Nashville Predators,4,Brad Watson,Rob Martell,Phoenix Coyotes,Nashville Predators
2005020065,Los Angeles Kings,2,Detroit Red Wings,5,Mike Leggo,Dennis LaRue,Detroit Red Wings,Los Angeles Kings
2005020066,Philadelphia Flyers,6,Pittsburgh Penguins,5,Paul Devorski,Ian Walsh,Philadelphia Flyers,Pittsburgh Penguins
2005020067,Atlanta Thrashers,1,Toronto Maple Leafs,9,Dan O'Rourke,Dan O'Halloran,Toronto Maple Leafs,Atlanta Thrashers
2005020068,Minnesota Wild,3,Vancouver Canucks,5,Tim Peel,Dean Warren,Vancouver Canucks,Minnesota Wild
2005020069,Colorado Avalanche,2,Chicago Blackhawks,2,Chris Rooney,Dave Jackson,Colorado Avalanche,Chicago Blackhawks
2005020070,Edmonton Oilers,2,Dallas Stars,3,Kelly Sutherland,Rob Shick,Dallas Stars,Edmonton Oilers
