,Ref,Score,Team
134,Paul Devorski,2,Colorado Avalanche
135,Paul Devorski,4,Minnesota Wild
136,Dave Jackson,3,Colorado Avalanche
137,Dave Jackson,2,Minnesota Wild
138,Don Koharski,3,Colorado Avalanche
139,Don Koharski,2,Minnesota Wild
140,Rob Shick,3,Colorado Avalanche
141,Rob Shick,0,Minnesota Wild
142,Stephen Walkom,3,Colorado Avalanche
143,Stephen Walkom,0,Minnesota Wild
144,Kevin Pollock,3,Colorado Avalanche
145,Kevin Pollock,1,Minnesota Wild
146,Michael McGeough,3,Colorado Avalanche
147,Michael McGeough,1,Minnesota Wild
148,Bill McCreary,2,Colorado Avalanche
149,Bill McCreary,3,Minnesota Wild
150,Don Van Massenhoven,2,Colorado Avalanche
151,Don Van Massenhoven,3,Minnesota Wild
152,Kerry Fraser,2,Colorado Avalanche
153,Kerry Fraser,3,Minnesota Wild
154,Kevin Pollock,2,Colorado Avalanche
155,Kevin Pollock,3,Minnesota Wild
156,Brad Watson,2,Colorado Avalanche
157,Brad Watson,3,Minnesota Wild
158,Kerry Fraser,2,Colorado Avalanche
159,Kerry Fraser,3,Minnesota Wild
160,Dan Marouelli,6,St. Louis Blues
161,Dan Marouelli,0,Vancouver Canucks
162,Dean Warren,6,St. Louis Blues
163,Dean Warren,0,Vancouver Canucks
164,Dan Marouelli,1,St. Louis Blues
165,Dan Marouelli,2,Vancouver Canucks
166,Rob Shick,1,St. Louis Blues
167,Rob Shick,2,Vancouver Canucks
168,Don Koharski,3,St. Louis Blues
169,Don Koharski,1,Vancouver Canucks
170,Stephane Auger,3,St. Louis Blues
171,Stephane Auger,1,Vancouver Canucks
172,Don Van Massenhoven,4,St. Louis Blues
173,Don Van Massenhoven,1,Vancouver Canucks
174,Marc Joannette,4,St. Louis Blues
175,Marc Joannette,1,Vancouver Canucks
176,Kerry Fraser,3,St. Louis Blues
177,Kerry Fraser,5,Vancouver Canucks
178,Kevin Pollock,3,St. Louis Blues
179,Kevin Pollock,5,Vancouver Canucks
180,Bill McCreary,3,St. Louis Blues
181,Bill McCreary,4,Vancouver Canucks
182,Brad Watson,3,St. Louis Blues
183,Brad Watson,4,Vancouver Canucks
184,Bill McCreary,1,St. Louis Blues
185,Bill McCreary,4,Vancouver Canucks
186,Stephen Walkom,1,St. Louis Blues
187,Stephen Walkom,4,Vancouver Canucks
188,Bill McCreary,4,Ottawa Senators
189,Bill McCreary,2,Philadelphia Flyers
190,Kevin Pollock,4,Ottawa Senators
191,Kevin Pollock,2,Philadelphia Flyers
192,Paul Devorski,0,Ottawa Senators
193,Paul Devorski,2,Philadelphia Flyers
194,Stephen Walkom,0,Ottawa Senators
195,Stephen Walkom,2,Philadelphia Flyers
196,Don Van Massenhoven,3,Ottawa Senators
197,Don Van Massenhoven,2,Philadelphia Flyers
198,Stephen Walkom,3,Ottawa Senators
199,Stephen Walkom,2,Philadelphia Flyers
200,Brad Watson,0,Ottawa Senators
201,Brad Watson,1,Philadelphia Flyers
202,Kerry Fraser,0,Ottawa Senators
203,Kerry Fraser,1,Philadelphia Flyers
204,Dan Marouelli,5,Ottawa Senators
205,Dan Marouelli,2,Philadelphia Flyers
206,Don Koharski,5,Ottawa Senators
207,Don Koharski,2,Philadelphia Flyers
208,Bill McCreary,5,Ottawa Senators
209,Bill McCreary,1,Philadelphia Flyers
210,Kevin Pollock,5,Ottawa Senators
211,Kevin Pollock,1,Philadelphia Flyers
212,Don Koharski,3,New Jersey Devils
213,Don Koharski,0,Tampa Bay Lightning
214,Stephane Auger,3,New Jersey Devils
215,Stephane Auger,0,Tampa Bay Lightning
216,Don Van Massenhoven,3,New Jersey Devils
217,Don Van Massenhoven,2,Tampa Bay Lightning
218,Kerry Fraser,3,New Jersey Devils
219,Kerry Fraser,2,Tampa Bay Lightning
220,Dan Marouelli,3,New Jersey Devils
221,Dan Marouelli,4,Tampa Bay Lightning
222,Marc Joannette,3,New Jersey Devils
223,Marc Joannette,4,Tampa Bay Lightning
224,Kevin Pollock,3,New Jersey Devils
225,Kevin Pollock,1,Tampa Bay Lightning
226,Paul Devorski,3,New Jersey Devils
227,Paul Devorski,1,Tampa Bay Lightning
228,Brad Watson,2,New Jersey Devils
229,Brad Watson,1,Tampa Bay Lightning
230,Stephen Walkom,2,New Jersey Devils
231,Stephen Walkom,1,Tampa Bay Lightning
232,Michael McGeough,4,Anaheim Ducks
233,Michael McGeough,3,Dallas Stars
234,Stephen Walkom,4,Anaheim Ducks
235,Stephen Walkom,3,Dallas Stars
236,Brad Watson,3,Anaheim Ducks
237,Brad Watson,2,Dallas Stars
238,Don Koharski,3,Anaheim Ducks
239,Don Koharski,2,Dallas Stars
240,Bill McCreary,1,Anaheim Ducks
241,Bill McCreary,2,Dallas Stars
242,Kevin Pollock,1,Anaheim Ducks
243,Kevin Pollock,2,Dallas Stars
244,Bill McCreary,1,Anaheim Ducks
245,Bill McCreary,0,Dallas Stars
246,Dean Warren,1,Anaheim Ducks
247,Dean Warren,0,Dallas Stars
248,Kerry Fraser,1,Anaheim Ducks
249,Kerry Fraser,4,Dallas Stars
250,Marc Joannette,1,Anaheim Ducks
251,Marc Joannette,4,Dallas Stars
252,Dan Marouelli,4,Anaheim Ducks
253,Dan Marouelli,3,Dallas Stars
254,Paul Devorski,4,Anaheim Ducks
255,Paul Devorski,3,Dallas Stars
256,Dan Marouelli,3,Minnesota Wild
257,Dan Marouelli,4,Vancouver Canucks
258,Marc Joannette,3,Minnesota Wild
259,Marc Joannette,4,Vancouver Canucks
260,Dean Warren,3,Minnesota Wild
261,Dean Warren,2,Vancouver Canucks
262,Michael McGeough,3,Minnesota Wild
263,Michael McGeough,2,Vancouver Canucks
264,Don Koharski,2,Minnesota Wild
265,Don Koharski,3,Vancouver Canucks
266,Stephane Auger,2,Minnesota Wild
267,Stephane Auger,3,Vancouver Canucks
268,Kevin Pollock,2,Minnesota Wild
269,Kevin Pollock,3,Vancouver Canucks
270,Paul Devorski,2,Minnesota Wild
271,Paul Devorski,3,Vancouver Canucks
272,Don Van Massenhoven,7,Minnesota Wild
273,Don Van Massenhoven,2,Vancouver Canucks
274,Kerry Fraser,7,Minnesota Wild
275,Kerry Fraser,2,Vancouver Canucks
276,Paul Devorski,5,Minnesota Wild
277,Paul Devorski,1,Vancouver Canucks
278,Stephen Walkom,5,Minnesota Wild
279,Stephen Walkom,1,Vancouver Canucks
280,Bill McCreary,4,Minnesota Wild
281,Bill McCreary,2,Vancouver Canucks
282,Kevin Pollock,4,Minnesota Wild
283,Kevin Pollock,2,Vancouver Canucks
284,Dan Marouelli,2,New Jersey Devils
285,Dan Marouelli,3,Ottawa Senators
286,Marc Joannette,2,New Jersey Devils
287,Marc Joannette,3,Ottawa Senators
288,Bill McCreary,4,New Jersey Devils
289,Bill McCreary,1,Ottawa Senators
290,Kevin Pollock,4,New Jersey Devils
291,Kevin Pollock,1,Ottawa Senators
292,Brad Watson,1,New Jersey Devils
293,Brad Watson,0,Ottawa Senators
294,Kerry Fraser,1,New Jersey Devils
295,Kerry Fraser,0,Ottawa Senators
296,Don Koharski,5,New Jersey Devils
297,Don Koharski,2,Ottawa Senators
298,Stephen Walkom,5,New Jersey Devils
299,Stephen Walkom,2,Ottawa Senators
300,Kevin Pollock,1,New Jersey Devils
301,Kevin Pollock,3,Ottawa Senators
302,Paul Devorski,1,New Jersey Devils
303,Paul Devorski,3,Ottawa Senators
304,Bill McCreary,1,New Jersey Devils
305,Bill McCreary,2,Ottawa Senators
306,Dan Marouelli,1,New Jersey Devils
307,Dan Marouelli,2,Ottawa Senators
308,Bill McCreary,3,New Jersey Devils
309,Bill McCreary,2,Ottawa Senators
310,Paul Devorski,3,New Jersey Devils
311,Paul Devorski,2,Ottawa Senators
312,Brad Watson,1,Anaheim Ducks
313,Brad Watson,0,Minnesota Wild
314,Don Koharski,1,Anaheim Ducks
315,Don Koharski,0,Minnesota Wild
316,Paul Devorski,2,Anaheim Ducks
317,Paul Devorski,0,Minnesota Wild
318,Stephen Walkom,2,Anaheim Ducks
319,Stephen Walkom,0,Minnesota Wild
320,Dan Marouelli,4,Anaheim Ducks
321,Dan Marouelli,0,Minnesota Wild
322,Marc Joannette,4,Anaheim Ducks
323,Marc Joannette,0,Minnesota Wild
324,Bill McCreary,2,Anaheim Ducks
325,Bill McCreary,1,Minnesota Wild
326,Kevin Pollock,2,Anaheim Ducks
327,Kevin Pollock,1,Minnesota Wild
328,Brad Watson,0,Anaheim Ducks
329,Brad Watson,3,New Jersey Devils
330,DAN Marouelli,0,Anaheim Ducks
331,DAN Marouelli,3,New Jersey Devils
332,Bill McCreary,0,Anaheim Ducks
333,Bill McCreary,3,New Jersey Devils
334,Paul Devorski,0,Anaheim Ducks
335,Paul Devorski,3,New Jersey Devils
336,Bill McCreary,3,Anaheim Ducks
337,Bill McCreary,2,New Jersey Devils
338,Dan Marouelli,3,Anaheim Ducks
339,Dan Marouelli,2,New Jersey Devils
340,Brad Watson,1,Anaheim Ducks
341,Brad Watson,0,New Jersey Devils
342,Dan Marouelli,1,Anaheim Ducks
343,Dan Marouelli,0,New Jersey Devils
344,Bill McCreary,3,Anaheim Ducks
345,Bill McCreary,6,New Jersey Devils
346,Paul Devorski,3,Anaheim Ducks
347,Paul Devorski,6,New Jersey Devils
348,Brad Watson,5,Anaheim Ducks
349,Brad Watson,2,New Jersey Devils
350,Dan Marouelli,5,Anaheim Ducks
351,Dan Marouelli,2,New Jersey Devils
352,Bill McCreary,0,Anaheim Ducks
353,Bill McCreary,3,New Jersey Devils
354,Dan Marouelli,0,Anaheim Ducks
355,Dan Marouelli,3,New Jersey Devils
