code,away_outcome,away_score,away_team,home_outcome,home_score,home_team,official_1,official_2
2007020517,1,4,St. Louis Blues,0,1,Boston Bruins,Kerry Fraser,Stephane Auger
2007020518,1,4,Chicago Blackhawks,0,3,Ottawa Senators,Greg Kimmerly,Marc Joannette
2007020519,0,2,Washington Capitals,1,3,New York Islanders,Bill McCreary,Dan O'Halloran
2007020520,0,5,Buffalo Sabres,0,5,Philadelphia Flyers,Eric Furlatt,Kevin Pollock
2007020521,0,2,Montréal Canadiens,0,2,Atlanta Thrashers,Chris Rooney,Don Koharski
2007020522,1,2,Toronto Maple Leafs,0,1,Florida Panthers,Dan O'Rourke,Don VanMassenhoven
2007020523,1,4,Carolina Hurricanes,0,1,Tampa Bay Lightning,Tim Peel,Rob Martell
2007020524,0,3,Los Angeles Kings,1,4,Nashville Predators,Michael McGeough,Dean Warren
2007020525,1,4,Detroit Red Wings,0,1,Minnesota Wild,Dennis LaRue,Chris Lee
2007020526,0,1,Vancouver Canucks,0,1,Phoenix Coyotes,Dan Marouelli,Dave Jackson
2007020527,1,5,Anaheim Ducks,0,2,San Jose Sharks,Mike Leggo,Rob Shick
2007020528,0,2,Boston Bruins,1,4,Pittsburgh Penguins,Paul Devorski,Ian Walsh
2007020529,1,3,Nashville Predators,0,1,Columbus Blue Jackets,Don Koharski,Justin StPierre
2007020530,1,3,Atlanta Thrashers,0,2,St. Louis Blues,Dennis LaRue,Tim Peel
2007020531,1,3,Ottawa Senators,0,1,New York Rangers,Kerry Fraser,Wes McCauley
2007020532,0,2,Edmonton Oilers,1,3,Chicago Blackhawks,Mike Hasenfratz,Steve Kozari
2007020533,0,1,Vancouver Canucks,1,3,Colorado Avalanche,Kelly Sutherland,Brad Watson
2007020534,1,1,New Jersey Devils,0,0,Calgary Flames,Tom Kowal,Brad Meier
2007020535,0,1,Montréal Canadiens,1,4,Dallas Stars,Michael McGeough,Gord Dwyer
2007020536,1,5,Ottawa Senators,0,3,Buffalo Sabres,Bill McCreary,Kevin Pollock
2007020537,0,3,Toronto Maple Leafs,1,4,New York Islanders,Chris Rooney,Don VanMassenhoven
2007020538,0,2,Carolina Hurricanes,1,4,New York Rangers,Marc Joannette,Dean Warren
2007020539,0,2,Tampa Bay Lightning,1,3,Washington Capitals,Rob Martell,Ian Walsh
2007020540,0,0,Atlanta Thrashers,1,2,Columbus Blue Jackets,Greg Kimmerly,Justin StPierre
2007020541,0,2,Nashville Predators,1,5,Chicago Blackhawks,Dan O'Halloran,Stephane Auger
2007020542,1,5,Detroit Red Wings,0,0,St. Louis Blues,Tim Peel,Gord Dwyer
2007020543,0,3,Minnesota Wild,1,8,Dallas Stars,Dan O'Rourke,Chris Lee
2007020544,1,3,San Jose Sharks,0,2,Los Angeles Kings,Mike Leggo,Rob Shick
2007020545,0,1,Toronto Maple Leafs,1,4,Philadelphia Flyers,Wes McCauley,Marc Joannette
2007020546,1,5,Florida Panthers,0,3,Atlanta Thrashers,Mike Hasenfratz,Gord Dwyer
2007020547,0,2,New York Islanders,1,5,Ottawa Senators,Dave Jackson,Paul Devorski
2007020548,0,3,Washington Capitals,1,4,Pittsburgh Penguins,Dan Marouelli,Stephane Auger
2007020549,1,5,Montréal Canadiens,0,2,Tampa Bay Lightning,Kerry Fraser,Don Koharski
2007020550,0,3,Columbus Blue Jackets,1,4,Nashville Predators,Dan O'Halloran,Eric Furlatt
2007020551,1,4,Detroit Red Wings,0,2,Colorado Avalanche,Dan O'Rourke,Dennis LaRue
2007020552,1,2,Anaheim Ducks,0,1,Edmonton Oilers,Tom Kowal,Steve Kozari
2007020553,1,3,Minnesota Wild,0,2,Phoenix Coyotes,Brad Watson,Brad Meier
2007020554,0,3,Calgary Flames,1,5,Vancouver Canucks,Kelly Sutherland,Michael McGeough
2007020555,0,1,Buffalo Sabres,0,1,New Jersey Devils,Marc Joannette,Rob Martell
2007020556,0,3,Boston Bruins,1,4,Carolina Hurricanes,Dan Marouelli,Stephane Auger
2007020557,1,5,Montréal Canadiens,0,1,Florida Panthers,Kerry Fraser,Chris Lee
2007020558,1,1,San Jose Sharks,0,0,St. Louis Blues,Greg Kimmerly,Justin StPierre
2007020559,1,4,Philadelphia Flyers,0,2,Tampa Bay Lightning,Mike Hasenfratz,Gord Dwyer
2007020560,1,3,Los Angeles Kings,0,1,Colorado Avalanche,Mike Leggo,Don Koharski
2007020561,1,6,New York Rangers,0,1,Toronto Maple Leafs,Bill McCreary,Paul Devorski
2007020562,1,8,Washington Capitals,0,6,Ottawa Senators,Chris Rooney,Dave Jackson
2007020563,0,2,New Jersey Devils,1,5,New York Islanders,Dan Marouelli,Kevin Pollock
2007020564,0,0,Boston Bruins,1,5,Atlanta Thrashers,Rob Martell,Eric Furlatt
2007020565,0,1,Carolina Hurricanes,1,4,Columbus Blue Jackets,Dan O'Rourke,Ian Walsh
2007020566,0,0,Buffalo Sabres,1,2,Pittsburgh Penguins,Don VanMassenhoven,Justin StPierre
2007020567,1,5,San Jose Sharks,0,2,Nashville Predators,Kelly Sutherland,Chris Lee
2007020568,0,4,Edmonton Oilers,1,5,Minnesota Wild,Wes McCauley,Tim Peel
2007020569,0,4,St. Louis Blues,0,4,Dallas Stars,Brad Watson,Brad Meier
2007020570,1,4,Detroit Red Wings,0,2,Phoenix Coyotes,Dennis LaRue,Rob Shick
2007020571,0,3,Anaheim Ducks,1,5,Calgary Flames,Tom Kowal,Steve Kozari
2007020572,1,1,Philadelphia Flyers,0,0,Florida Panthers,Kerry Fraser,Eric Furlatt
2007020573,0,3,Montréal Canadiens,1,4,New York Rangers,Rob Martell,Kevin Pollock
2007020574,1,3,Los Angeles Kings,0,2,Chicago Blackhawks,Greg Kimmerly,Ian Walsh
2007020575,0,1,Anaheim Ducks,1,2,Vancouver Canucks,Mike Leggo,Michael McGeough
2007020576,0,2,Atlanta Thrashers,1,5,Boston Bruins,Chris Rooney,Kelly Sutherland
2007020577,0,2,Edmonton Oilers,1,4,Columbus Blue Jackets,Dennis LaRue,Tim Peel
2007020578,1,2,St. Louis Blues,0,0,Detroit Red Wings,Paul Devorski,Dan O'Halloran
2007020579,1,3,San Jose Sharks,0,2,Minnesota Wild,Dan O'Rourke,Greg Kimmerly
2007020580,1,4,New York Islanders,0,1,Carolina Hurricanes,Chris Lee,Brad Meier
2007020581,0,3,Colorado Avalanche,0,3,Phoenix Coyotes,Don Koharski,Tom Kowal
2007020582,1,1,Nashville Predators,0,0,Dallas Stars,Mike Hasenfratz,Steve Kozari
2007020583,0,1,Vancouver Canucks,1,2,Calgary Flames,Bill McCreary,Rob Shick
2007020584,0,1,Pittsburgh Penguins,0,1,Buffalo Sabres,Don VanMassenhoven,Marc Joannette
2007020585,0,3,Ottawa Senators,1,6,Washington Capitals,Kelly Sutherland,Dean Warren
2007020586,0,3,Tampa Bay Lightning,0,3,Toronto Maple Leafs,Dave Jackson,Stephane Auger
2007020587,0,2,Chicago Blackhawks,1,9,Los Angeles Kings,Tom Kowal,Kevin Pollock
2007020588,0,2,Florida Panthers,1,3,New Jersey Devils,Chris Lee,Dean Warren
2007020589,1,5,Atlanta Thrashers,0,4,Carolina Hurricanes,Brad Meier,Francois StLaurent
2007020590,0,1,Dallas Stars,1,4,Detroit Red Wings,Mike Leggo,Tim Peel
2007020591,1,3,Edmonton Oilers,0,2,St. Louis Blues,Chris Rooney,Dan O'Rourke
2007020592,1,5,Phoenix Coyotes,0,2,Colorado Avalanche,Mike Hasenfratz,Steve Kozari
2007020593,0,3,New York Rangers,1,4,Calgary Flames,Bill McCreary,Rob Shick
2007020594,0,1,Columbus Blue Jackets,1,2,Anaheim Ducks,Dan O'Halloran,Brad Watson
2007020595,0,0,Washington Capitals,1,2,Boston Bruins,Wes McCauley,Don VanMassenhoven
2007020596,1,4,Florida Panthers,0,3,New York Islanders,Kelly Sutherland,Gord Dwyer
2007020597,0,3,Tampa Bay Lightning,1,6,Montréal Canadiens,Dave Jackson,Eric Furlatt
2007020598,0,2,Toronto Maple Leafs,1,6,Pittsburgh Penguins,Marc Joannette,Chris Lee
2007020599,0,2,Edmonton Oilers,1,5,Nashville Predators,Chris Rooney,Dan Marouelli
2007020600,0,3,Dallas Stars,1,6,Minnesota Wild,Mike Leggo,Stephane Auger
2007020601,0,2,Chicago Blackhawks,1,4,Phoenix Coyotes,Mike Hasenfratz,Steve Kozari
2007020602,0,0,New York Rangers,1,3,Vancouver Canucks,Bill McCreary,Rob Shick
2007020603,1,4,Columbus Blue Jackets,0,3,Los Angeles Kings,Brad Watson,Tom Kowal
2007020604,1,3,Calgary Flames,0,2,San Jose Sharks,Dan O'Halloran,Kevin Pollock
2007020605,0,0,Philadelphia Flyers,1,3,New Jersey Devils,Kerry Fraser,Marc Joannette
2007020606,1,5,Ottawa Senators,0,3,Buffalo Sabres,Chris Lee,Ian Walsh
2007020607,1,4,Carolina Hurricanes,0,3,Atlanta Thrashers,Dan Marouelli,Justin StPierre
2007020608,0,1,Chicago Blackhawks,1,2,Anaheim Ducks,Dan O'Halloran,Kevin Pollock
2007020609,1,5,Washington Capitals,0,4,Montréal Canadiens,Chris Rooney,Dean Warren
2007020610,1,3,Detroit Red Wings,0,0,Dallas Stars,Don Koharski,Eric Furlatt
2007020611,0,3,New Jersey Devils,1,4,Boston Bruins,Dan O'Rourke,Ian Walsh
2007020612,1,3,Philadelphia Flyers,0,2,Toronto Maple Leafs,Mike Leggo,Gord Dwyer
2007020613,0,3,Tampa Bay Lightning,1,4,Ottawa Senators,Kelly Sutherland,Don VanMassenhoven
2007020614,0,0,Florida Panthers,1,3,Pittsburgh Penguins,Wes McCauley,Dennis LaRue
2007020615,0,1,Minnesota Wild,1,4,Nashville Predators,Dan Marouelli,Mike Hasenfratz
2007020616,0,0,Carolina Hurricanes,1,1,St. Louis Blues,Bill McCreary,Justin StPierre
2007020617,0,1,New York Islanders,1,2,Colorado Avalanche,Stephane Auger,Rob Shick
2007020618,0,2,Anaheim Ducks,0,2,Phoenix Coyotes,Michael McGeough,Rob Martell
2007020619,0,2,New York Rangers,0,2,Edmonton Oilers,Dave Jackson,Greg Kimmerly
2007020620,1,6,Calgary Flames,0,4,Los Angeles Kings,Brad Watson,Kevin Pollock
2007020621,0,2,Columbus Blue Jackets,1,3,San Jose Sharks,Paul Devorski,Tom Kowal
2007020622,0,2,Buffalo Sabres,1,5,Atlanta Thrashers,Dan O'Halloran,Tim Peel
2007020623,1,3,Detroit Red Wings,0,1,Chicago Blackhawks,Mike Leggo,Don Koharski
2007020624,0,1,Minnesota Wild,1,3,Dallas Stars,Stephane Auger,Rob Shick
2007020625,0,0,New York Islanders,1,4,Edmonton Oilers,Dave Jackson,Greg Kimmerly
2007020626,0,2,Nashville Predators,1,5,Anaheim Ducks,Paul Devorski,Rob Martell
2007020627,1,1,Carolina Hurricanes,0,0,Boston Bruins,Don Koharski,Mike Hasenfratz
2007020628,0,1,Buffalo Sabres,0,1,New Jersey Devils,Dennis LaRue,Steve Kozari
2007020629,1,5,Tampa Bay Lightning,0,3,New York Rangers,Dan O'Halloran,Tim Peel
2007020630,1,4,Philadelphia Flyers,0,1,Atlanta Thrashers,Stephane Auger,Rob Shick
2007020631,0,3,Chicago Blackhawks,1,4,Montréal Canadiens,Bill McCreary,Marc Joannette
2007020632,1,3,Pittsburgh Penguins,0,1,Florida Panthers,Michael McGeough,Justin StPierre
2007020633,0,0,Colorado Avalanche,1,1,Detroit Red Wings,Don VanMassenhoven,Dean Warren
2007020634,0,1,Columbus Blue Jackets,1,6,St. Louis Blues,Wes McCauley,Eric Furlatt
2007020635,1,3,Phoenix Coyotes,0,1,Calgary Flames,Dave Jackson,Greg Kimmerly
2007020636,0,2,New York Islanders,0,2,Vancouver Canucks,Kerry Fraser,Brad Meier
2007020637,1,7,Nashville Predators,0,0,Los Angeles Kings,Paul Devorski,Rob Martell
2007020638,0,1,Colorado Avalanche,1,2,Washington Capitals,Tim Peel,Steve Kozari
2007020639,1,3,Dallas Stars,0,1,Chicago Blackhawks,Dan O'Rourke,Dean Warren
2007020640,0,0,Toronto Maple Leafs,1,5,Anaheim Ducks,Chris Rooney,Chris Lee
2007020641,1,5,Montréal Canadiens,0,2,Boston Bruins,Dan Marouelli,Dennis LaRue
2007020642,1,6,Philadelphia Flyers,0,2,New York Rangers,Brad Watson,Steve Kozari
2007020643,1,4,New Jersey Devils,0,1,Carolina Hurricanes,Dan O'Halloran,Don VanMassenhoven
2007020644,0,2,Florida Panthers,0,2,Atlanta Thrashers,Don Koharski,Ian Walsh
2007020645,0,2,Buffalo Sabres,0,2,Ottawa Senators,Mike Hasenfratz,Gord Dwyer
2007020646,1,4,Pittsburgh Penguins,0,1,Tampa Bay Lightning,Michael McGeough,Justin StPierre
2007020647,0,5,Minnesota Wild,0,5,Detroit Red Wings,Wes McCauley,Eric Furlatt
2007020648,0,2,Dallas Stars,1,4,St. Louis Blues,Dave Jackson,Rob Martell
2007020649,0,2,Phoenix Coyotes,1,5,Edmonton Oilers,Kerry Fraser,Brad Meier
2007020650,0,2,Toronto Maple Leafs,1,5,Los Angeles Kings,Chris Rooney,Rob Shick
2007020651,0,1,Vancouver Canucks,1,3,San Jose Sharks,Paul Devorski,Chris Lee
2007020652,0,4,St. Louis Blues,1,6,Columbus Blue Jackets,Bill McCreary,Dean Warren
2007020653,1,5,Minnesota Wild,0,2,Chicago Blackhawks,Dave Jackson,Tim Peel
2007020654,0,4,New York Islanders,0,4,Calgary Flames,Kerry Fraser,Brad Meier
2007020655,1,4,Phoenix Coyotes,0,3,Vancouver Canucks,Mike Leggo,Dan O'Rourke
2007020656,1,4,Boston Bruins,0,3,Philadelphia Flyers,Tom Kowal,Kevin Pollock
2007020657,0,3,Dallas Stars,0,3,Los Angeles Kings,Paul Devorski,Chris Lee
2007020658,0,2,New Jersey Devils,0,2,Buffalo Sabres,Dennis LaRue,Brad Watson
2007020659,0,2,Detroit Red Wings,1,3,Ottawa Senators,Greg Kimmerly,Mike Hasenfratz
2007020660,0,1,Montréal Canadiens,1,4,New York Rangers,Dan Marouelli,Gord Dwyer
2007020661,1,5,Colorado Avalanche,0,4,Carolina Hurricanes,Chris Rooney,Bill McCreary
2007020662,0,2,Pittsburgh Penguins,0,2,Atlanta Thrashers,Eric Furlatt,Ian Walsh
2007020663,1,5,Tampa Bay Lightning,0,3,Florida Panthers,Michael McGeough,Justin StPierre
2007020664,0,1,Nashville Predators,0,1,Columbus Blue Jackets,Stephane Auger,Don VanMassenhoven
2007020665,0,2,Toronto Maple Leafs,1,3,San Jose Sharks,Rob Shick,Marc Joannette
2007020666,1,6,Philadelphia Flyers,0,4,Washington Capitals,Tom Kowal,Kevin Pollock
2007020667,0,3,Colorado Avalanche,0,3,Florida Panthers,Eric Furlatt,Ian Walsh
2007020668,0,3,Vancouver Canucks,0,3,St. Louis Blues,Don VanMassenhoven,Dean Warren
2007020669,0,1,Phoenix Coyotes,1,4,Minnesota Wild,Kerry Fraser,Francois StLaurent
2007020670,1,3,New York Islanders,0,1,Ottawa Senators,Dan Marouelli,Brad Watson
2007020671,0,2,Chicago Blackhawks,0,2,Nashville Predators,Dave Jackson,Stephane Auger
2007020672,0,1,Calgary Flames,1,2,Edmonton Oilers,Mike Leggo,Dan O'Rourke
2007020673,0,3,San Jose Sharks,1,4,Anaheim Ducks,Marc Joannette,Chris Lee
2007020674,0,1,New York Rangers,1,4,Pittsburgh Penguins,Bill McCreary,Don Koharski
2007020675,1,3,Montréal Canadiens,0,1,New York Islanders,Wes McCauley,Tom Kowal
2007020676,0,2,Ottawa Senators,1,4,Washington Capitals,Chris Rooney,Dan O'Halloran
2007020677,0,2,Vancouver Canucks,1,3,Columbus Blue Jackets,Ian Walsh,Brad Meier
2007020678,0,4,Carolina Hurricanes,1,5,Toronto Maple Leafs,Brad Watson,Kevin Pollock
2007020679,1,3,Colorado Avalanche,0,0,Tampa Bay Lightning,Frederick L'Ecuyer,Don VanMassenhoven
2007020680,1,5,Atlanta Thrashers,0,1,Detroit Red Wings,Rob Martell,Steve Kozari
2007020681,0,0,Calgary Flames,1,3,Nashville Predators,Greg Kimmerly,Gord Dwyer
2007020682,1,3,Los Angeles Kings,0,1,Edmonton Oilers,Mike Leggo,Dan O'Rourke
2007020683,0,3,San Jose Sharks,1,5,Phoenix Coyotes,Tim Peel,Brian Pochmara
2007020684,0,2,Dallas Stars,1,4,Anaheim Ducks,Rob Shick,Marc Joannette
2007020685,1,3,New York Islanders,0,1,New Jersey Devils,Paul Devorski,Tom Kowal
2007020686,0,1,Buffalo Sabres,1,2,New York Rangers,Wes McCauley,Bill McCreary
2007020687,0,3,Florida Panthers,1,5,Philadelphia Flyers,Dan O'Halloran,Rob Martell
2007020688,0,2,Calgary Flames,0,2,Minnesota Wild,Chris Lee,Justin StPierre
2007020689,0,1,St. Louis Blues,1,6,Chicago Blackhawks,Kelly Sutherland,Brad Meier
2007020690,0,2,Toronto Maple Leafs,0,2,Boston Bruins,Tom Kowal,Steve Kozari
2007020691,0,4,Edmonton Oilers,0,4,Washington Capitals,Paul Devorski,Brad Watson
2007020692,0,2,Montréal Canadiens,0,2,Atlanta Thrashers,Dave Jackson,Gord Dwyer
2007020693,0,1,Carolina Hurricanes,1,5,Ottawa Senators,Eric Furlatt,Ian Walsh
2007020694,0,2,Vancouver Canucks,0,2,Detroit Red Wings,Dan Marouelli,Stephane Auger
2007020695,1,2,Anaheim Ducks,0,1,Nashville Predators,Frederick L'Ecuyer,Don VanMassenhoven
2007020696,1,4,Columbus Blue Jackets,0,3,Phoenix Coyotes,Rob Shick,Marc Joannette
2007020697,1,4,Dallas Stars,0,2,San Jose Sharks,Greg Kimmerly,Michael McGeough
2007020698,1,2,Florida Panthers,0,1,New Jersey Devils,Dan O'Halloran,Mike Hasenfratz
2007020699,0,2,Edmonton Oilers,1,7,Carolina Hurricanes,Wes McCauley,Gord Dwyer
2007020700,0,1,Atlanta Thrashers,1,10,Buffalo Sabres,Kerry Fraser,Rob Martell
2007020701,1,3,Tampa Bay Lightning,0,0,Pittsburgh Penguins,Kelly Sutherland,Brad Meier
2007020702,1,4,Anaheim Ducks,0,2,Minnesota Wild,Dan Marouelli,Kevin Pollock
2007020703,0,1,Chicago Blackhawks,0,1,Colorado Avalanche,Don Koharski,Justin StPierre
2007020704,0,1,Los Angeles Kings,1,6,Calgary Flames,Dennis LaRue,Dean Warren
2007020705,0,3,New York Rangers,0,3,Boston Bruins,Paul Devorski,Steve Kozari
2007020706,0,1,Columbus Blue Jackets,1,3,Dallas Stars,Mike Leggo,Dave Jackson
2007020707,0,2,Buffalo Sabres,1,4,Toronto Maple Leafs,Dan O'Halloran,Eric Furlatt
2007020708,1,2,Pittsburgh Penguins,0,0,Montréal Canadiens,Dan O'Rourke,Ian Walsh
2007020709,1,2,Tampa Bay Lightning,0,0,Ottawa Senators,Bill McCreary,Tim Peel
2007020710,1,5,Philadelphia Flyers,0,3,New York Islanders,Kelly Sutherland,Mike Hasenfratz
2007020711,0,3,Florida Panthers,1,5,Washington Capitals,Rob Martell,Brad Meier
2007020712,1,5,Nashville Predators,0,2,St. Louis Blues,Rob Shick,Chris Lee
2007020713,0,1,Chicago Blackhawks,0,1,Phoenix Coyotes,Greg Kimmerly,Marc Joannette
2007020714,1,4,Los Angeles Kings,0,3,Vancouver Canucks,Dennis LaRue,Dean Warren
2007020715,1,6,Detroit Red Wings,0,3,San Jose Sharks,Don Koharski,Justin StPierre
2007020716,1,3,Boston Bruins,0,1,New York Rangers,Paul Devorski,Stephane Auger
2007020717,0,2,Anaheim Ducks,1,5,Dallas Stars,Kevin Pollock,Gord Dwyer
2007020718,1,4,Edmonton Oilers,0,2,Atlanta Thrashers,Rob Shick,Chris Lee
2007020719,0,2,Toronto Maple Leafs,1,3,New Jersey Devils,Dan O'Rourke,Eric Furlatt
2007020720,0,1,Ottawa Senators,1,6,Philadelphia Flyers,Tim Peel,Brad Meier
2007020721,0,1,Columbus Blue Jackets,1,3,Colorado Avalanche,Wes McCauley,Dan Marouelli
2007020722,1,3,Carolina Hurricanes,0,2,New York Islanders,Stephane Auger,Rob Martell
2007020723,0,2,Buffalo Sabres,1,6,Phoenix Coyotes,Don Koharski,Justin StPierre
2007020724,0,3,St. Louis Blues,1,6,Nashville Predators,Mike Leggo,Chris Rooney
2007020725,0,5,Washington Capitals,0,5,Pittsburgh Penguins,Mike Hasenfratz,Steve Kozari
2007020726,1,4,Minnesota Wild,0,2,Vancouver Canucks,Marc Joannette,Tom Kowal
2007020727,0,0,Atlanta Thrashers,1,4,New York Rangers,Kerry Fraser,Don VanMassenhoven
2007020728,1,7,New Jersey Devils,0,3,Philadelphia Flyers,Dan O'Rourke,Eric Furlatt
2007020729,1,6,New York Islanders,0,3,Carolina Hurricanes,Mike Hasenfratz,Steve Kozari
2007020730,0,2,Boston Bruins,1,8,Montréal Canadiens,Greg Kimmerly,Brad Meier
2007020731,0,3,Edmonton Oilers,1,4,Tampa Bay Lightning,Michael McGeough,Kyle Rehman
2007020732,0,3,Ottawa Senators,1,5,Florida Panthers,Mike Leggo,Rob Shick
2007020733,1,4,Columbus Blue Jackets,0,2,Dallas Stars,Chris Rooney,Kevin Pollock
2007020734,1,4,Nashville Predators,0,0,Colorado Avalanche,Dennis LaRue,Brad Watson
2007020735,0,1,Minnesota Wild,1,2,Calgary Flames,Dean Warren,Francois StLaurent
2007020736,1,3,Detroit Red Wings,0,0,Los Angeles Kings,Wes McCauley,Dan Marouelli
2007020737,0,2,Chicago Blackhawks,1,3,San Jose Sharks,Don Koharski,Gord Dwyer
2007020738,0,2,Washington Capitals,1,3,Toronto Maple Leafs,Bill McCreary,Marc Joannette
2007020739,0,2,St. Louis Blues,0,2,Vancouver Canucks,Kelly Sutherland,Francois StLaurent
2007020740,1,2,Detroit Red Wings,0,1,Anaheim Ducks,Wes McCauley,Dan Marouelli
2007020741,0,1,New York Islanders,1,4,Boston Bruins,Don VanMassenhoven,Justin StPierre
2007020742,1,4,Montréal Canadiens,0,3,New Jersey Devils,Paul Devorski,Steve Kozari
2007020743,0,1,Atlanta Thrashers,0,1,New York Rangers,Eric Furlatt,Brian Pochmara
2007020744,0,3,Pittsburgh Penguins,1,4,Philadelphia Flyers,Dan O'Halloran,Greg Kimmerly
2007020745,0,1,Toronto Maple Leafs,1,2,Washington Capitals,Kerry Fraser,Dave Jackson
2007020746,1,8,Ottawa Senators,0,4,Tampa Bay Lightning,Mike Leggo,Rob Martell
2007020747,0,3,Edmonton Oilers,0,3,Florida Panthers,Rob Shick,Mike Hasenfratz
2007020748,1,1,Columbus Blue Jackets,0,0,Chicago Blackhawks,Tim Peel,Brad Watson
2007020749,1,2,Buffalo Sabres,0,1,Dallas Stars,Michael McGeough,Kyle Rehman
2007020750,1,3,Minnesota Wild,0,2,Colorado Avalanche,Chris Lee,Kevin Pollock
2007020751,0,3,Nashville Predators,1,4,Phoenix Coyotes,Dan O'Rourke,Dennis LaRue
2007020752,0,1,Anaheim Ducks,1,3,Los Angeles Kings,Don Koharski,Gord Dwyer
2007020753,0,1,St. Louis Blues,1,4,San Jose Sharks,Dan Marouelli,Ian Walsh
2007020754,0,1,Nashville Predators,1,3,Boston Bruins,Chris Rooney,Rob Martell
2007020755,1,4,Pittsburgh Penguins,0,2,New Jersey Devils,Bill McCreary,Dean Warren
2007020756,1,5,Ottawa Senators,0,2,New York Islanders,Marc Joannette,Chris Lee
2007020757,0,2,Los Angeles Kings,1,3,Philadelphia Flyers,Kerry Fraser,Ian Walsh
2007020758,0,1,New York Rangers,1,3,Carolina Hurricanes,Wes McCauley,Mike Hasenfratz
2007020759,1,4,Phoenix Coyotes,0,2,Columbus Blue Jackets,Tim Peel,Tom Kowal
2007020760,1,3,St. Louis Blues,0,2,Toronto Maple Leafs,Don VanMassenhoven,Kevin Pollock
2007020761,0,0,Washington Capitals,1,4,Montréal Canadiens,Eric Furlatt,Justin StPierre
2007020762,1,4,Buffalo Sabres,0,2,Tampa Bay Lightning,Dan O'Rourke,Stephane Auger
2007020763,1,3,San Jose Sharks,0,0,Edmonton Oilers,Kelly Sutherland,Brad Meier
2007020764,1,4,Dallas Stars,0,3,Vancouver Canucks,Dennis LaRue,Steve Kozari
2007020765,0,1,Pittsburgh Penguins,1,4,Atlanta Thrashers,Wes McCauley,Paul Devorski
2007020766,1,1,Buffalo Sabres,0,0,Florida Panthers,Dan O'Rourke,Stephane Auger
2007020767,0,2,Phoenix Coyotes,1,3,Detroit Red Wings,Dave Jackson,Tom Kowal
2007020768,0,1,Anaheim Ducks,1,5,Minnesota Wild,Greg Kimmerly,Michael McGeough
2007020769,0,3,Chicago Blackhawks,1,6,Colorado Avalanche,Rob Shick,Brad Watson
2007020770,0,4,San Jose Sharks,1,5,Calgary Flames,Dennis LaRue,Steve Kozari
2007020771,1,3,Los Angeles Kings,0,1,New York Islanders,Dan O'Halloran,Rob Martell
2007020772,1,4,New York Rangers,0,0,Philadelphia Flyers,Dan Marouelli,Marc Joannette
2007020773,0,4,Montréal Canadiens,1,5,Washington Capitals,Don VanMassenhoven,Dean Warren
2007020774,0,2,Toronto Maple Leafs,1,3,Carolina Hurricanes,Mike Leggo,Don Koharski
2007020775,1,4,Boston Bruins,0,1,Ottawa Senators,Chris Lee,Justin StPierre
2007020776,0,3,Vancouver Canucks,1,4,Tampa Bay Lightning,Dan O'Rourke,Stephane Auger
2007020777,0,2,Columbus Blue Jackets,1,4,Nashville Predators,Mike Hasenfratz,Gord Dwyer
2007020778,1,3,New York Rangers,0,1,New Jersey Devils,Tim Peel,Kevin Pollock
2007020779,0,4,Buffalo Sabres,0,4,Atlanta Thrashers,Mike Leggo,Tom Kowal
2007020780,0,3,Vancouver Canucks,0,3,Florida Panthers,Wes McCauley,Paul Devorski
2007020781,0,0,Colorado Avalanche,1,2,Detroit Red Wings,Greg Kimmerly,Michael McGeough
2007020782,0,0,Anaheim Ducks,0,0,St. Louis Blues,Dave Jackson,Gord Dwyer
2007020783,1,4,Dallas Stars,0,1,Edmonton Oilers,Brad Watson,Steve Kozari
2007020784,0,1,New York Islanders,1,4,Montréal Canadiens,Chris Lee,Ian Walsh
2007020785,1,3,Detroit Red Wings,0,1,Boston Bruins,Marc Joannette,Mike Hasenfratz
2007020786,0,2,Ottawa Senators,1,4,Toronto Maple Leafs,Dan Marouelli,Bill McCreary
2007020787,0,3,Los Angeles Kings,1,6,New Jersey Devils,Dan O'Halloran,Rob Martell
2007020788,0,0,Anaheim Ducks,1,3,Philadelphia Flyers,Kevin Pollock,Dean Warren
2007020789,1,2,Atlanta Thrashers,0,0,Washington Capitals,Tim Peel,Justin StPierre
2007020790,1,4,Minnesota Wild,0,1,Columbus Blue Jackets,Dave Jackson,Greg Kimmerly
2007020791,0,1,Carolina Hurricanes,1,4,Pittsburgh Penguins,Michael McGeough,Gord Dwyer
2007020792,1,3,Florida Panthers,0,2,Tampa Bay Lightning,Paul Devorski,Tom Kowal
2007020793,0,2,Phoenix Coyotes,1,3,Nashville Predators,Don Koharski,Stephane Auger
2007020794,1,6,Colorado Avalanche,0,4,St. Louis Blues,Kerry Fraser,Dan O'Rourke
2007020795,1,2,Dallas Stars,0,1,Calgary Flames,Brad Watson,Brad Meier
2007020796,0,2,Chicago Blackhawks,0,2,San Jose Sharks,Chris Rooney,Eric Furlatt
2007020797,1,5,New York Rangers,0,3,Montréal Canadiens,Mike Leggo,Chris Lee
2007020798,0,3,Pittsburgh Penguins,1,4,New Jersey Devils,Kerry Fraser,Don Koharski
2007020799,1,4,Phoenix Coyotes,0,3,Colorado Avalanche,Chris Rooney,Eric Furlatt
2007020800,0,0,Calgary Flames,1,5,Edmonton Oilers,Rob Shick,Brad Watson
