code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2011020001,Boston Bruins,1,Philadelphia Flyers,2,Chris Rooney,Steve Kozari,Philadelphia Flyers,Boston Bruins
2011020002,Toronto Maple Leafs,2,Montréal Canadiens,0,Dan O'Halloran,Ian Walsh,Toronto Maple Leafs,Montréal Canadiens
2011020003,Vancouver Canucks,3,Pittsburgh Penguins,3,Brad Watson,Kyle Rehman,Vancouver Canucks,Pittsburgh Penguins
2011020004,Carolina Hurricanes,1,Tampa Bay Lightning,5,Dave Jackson,Greg Kimmerly,Tampa Bay Lightning,Carolina Hurricanes
2011020005,Detroit Red Wings,5,Ottawa Senators,3,Paul Devorski,Rob Martell,Detroit Red Wings,Ottawa Senators
2011020006,Columbus Blue Jackets,2,Nashville Predators,3,Stephane Auger,Stephen Walkom,Nashville Predators,Columbus Blue Jackets
2011020007,Buffalo Sabres,4,Anaheim Ducks,1,Kelly Sutherland,Chris Lee,Buffalo Sabres,Anaheim Ducks
2011020008,Dallas Stars,2,Chicago Blackhawks,1,Mike Hasenfratz,Mike Leggo,Dallas Stars,Chicago Blackhawks
2011020009,Los Angeles Kings,3,New York Rangers,2,Marc Joannette,Kevin Pollock,Los Angeles Kings,New York Rangers
2011020010,Boston Bruins,4,Tampa Bay Lightning,1,Ghislain Hebert,Eric Furlatt,Boston Bruins,Tampa Bay Lightning
2011020011,Toronto Maple Leafs,6,Ottawa Senators,5,Chris Rooney,Paul Devorski,Toronto Maple Leafs,Ottawa Senators
2011020012,New Jersey Devils,0,Philadelphia Flyers,3,Dave Jackson,Ian Walsh,Philadelphia Flyers,New Jersey Devils
2011020013,Washington Capitals,4,Carolina Hurricanes,3,Dan O'Rourke,Dean Morton,Washington Capitals,Carolina Hurricanes
2011020014,New York Islanders,0,Florida Panthers,2,Wes McCauley,Don VanMassenhoven,Florida Panthers,New York Islanders
2011020015,St. Louis Blues,2,Nashville Predators,4,Justin StPierre,Steve Kozari,Nashville Predators,St. Louis Blues
2011020016,Minnesota Wild,4,Columbus Blue Jackets,2,Tom Kowal,Kyle Rehman,Minnesota Wild,Columbus Blue Jackets
2011020017,Chicago Blackhawks,5,Dallas Stars,2,Dan O'Halloran,Frederick L'Ecuyer,Chicago Blackhawks,Dallas Stars
2011020018,Colorado Avalanche,0,Detroit Red Wings,3,Dennis LaRue,Gord Dwyer,Detroit Red Wings,Colorado Avalanche
2011020019,Calgary Flames,3,Pittsburgh Penguins,5,Brian Pochmara,Tim Peel,Pittsburgh Penguins,Calgary Flames
2011020020,Anaheim Ducks,1,New York Rangers,1,Kelly Sutherland,Kevin Pollock,Anaheim Ducks,New York Rangers
2011020021,San Jose Sharks,6,Phoenix Coyotes,3,Brad Watson,Francois StLaurent,San Jose Sharks,Phoenix Coyotes
2011020022,Los Angeles Kings,2,Buffalo Sabres,4,Marc Joannette,Chris Lee,Buffalo Sabres,Los Angeles Kings
2011020023,Winnipeg Jets,1,Montréal Canadiens,5,Rob Martell,Brad Meier,Montréal Canadiens,Winnipeg Jets
2011020024,Edmonton Oilers,1,Pittsburgh Penguins,1,Brian Pochmara,Tim Peel,Edmonton Oilers,Pittsburgh Penguins
2011020025,Boston Bruins,0,Colorado Avalanche,1,Dave Jackson,Justin StPierre,Colorado Avalanche,Boston Bruins
2011020026,New Jersey Devils,4,Carolina Hurricanes,2,Wes McCauley,Frederick L'Ecuyer,New Jersey Devils,Carolina Hurricanes
2011020027,New York Islanders,2,Minnesota Wild,1,Dan O'Rourke,Ian Walsh,New York Islanders,Minnesota Wild
2011020028,St. Louis Blues,5,Calgary Flames,2,Gord Dwyer,Stephen Walkom,St. Louis Blues,Calgary Flames
2011020029,Washington Capitals,5,Tampa Bay Lightning,5,Chris Rooney,Dean Morton,Washington Capitals,Tampa Bay Lightning
2011020030,Columbus Blue Jackets,2,Vancouver Canucks,3,Paul Devorski,Marcus Vinnerborg,Vancouver Canucks,Columbus Blue Jackets
2011020031,Dallas Stars,1,Phoenix Coyotes,1,Dennis LaRue,Francois StLaurent,Dallas Stars,Phoenix Coyotes
2011020032,Pittsburgh Penguins,4,Florida Panthers,2,Chris Rooney,Marcus Vinnerborg,Pittsburgh Penguins,Florida Panthers
2011020033,Ottawa Senators,3,Minnesota Wild,3,Stephane Auger,Don VanMassenhoven,Ottawa Senators,Minnesota Wild
2011020034,Columbus Blue Jackets,2,Colorado Avalanche,2,Frederick L'Ecuyer,Tom Kowal,Columbus Blue Jackets,Colorado Avalanche
2011020035,Philadelphia Flyers,5,Vancouver Canucks,4,Mike Hasenfratz,Greg Kimmerly,Philadelphia Flyers,Vancouver Canucks
2011020036,Carolina Hurricanes,3,Boston Bruins,2,Mike Leggo,Francois StLaurent,Carolina Hurricanes,Boston Bruins
2011020037,New Jersey Devils,1,Los Angeles Kings,1,Kelly Sutherland,David Banfield,New Jersey Devils,Los Angeles Kings
2011020038,New York Islanders,5,Tampa Bay Lightning,1,Stephen Walkom,Tom Kowal,New York Islanders,Tampa Bay Lightning
2011020039,Pittsburgh Penguins,2,Washington Capitals,3,Dan O'Rourke,Greg Kimmerly,Washington Capitals,Pittsburgh Penguins
2011020040,Montréal Canadiens,1,Calgary Flames,4,Marc Joannette,Dean Morton,Calgary Flames,Montréal Canadiens
2011020041,Ottawa Senators,1,Colorado Avalanche,7,Ghislain Hebert,Eric Furlatt,Colorado Avalanche,Ottawa Senators
2011020042,Detroit Red Wings,2,Vancouver Canucks,0,Wes McCauley,Dan O'Halloran,Detroit Red Wings,Vancouver Canucks
2011020043,Nashville Predators,2,Phoenix Coyotes,5,Mike Leggo,Rob Martell,Phoenix Coyotes,Nashville Predators
2011020044,Minnesota Wild,1,Edmonton Oilers,1,Frederick L'Ecuyer,Chris Lee,Minnesota Wild,Edmonton Oilers
2011020045,Chicago Blackhawks,4,Winnipeg Jets,3,Brian Pochmara,Steve Kozari,Chicago Blackhawks,Winnipeg Jets
2011020046,Dallas Stars,3,St. Louis Blues,2,Brad Meier,Kyle Rehman,Dallas Stars,St. Louis Blues
2011020047,Buffalo Sabres,3,Carolina Hurricanes,4,Don VanMassenhoven,Ghislain Hebert,Carolina Hurricanes,Buffalo Sabres
2011020048,Anaheim Ducks,1,San Jose Sharks,0,Dennis LaRue,Gord Dwyer,Anaheim Ducks,San Jose Sharks
