,Ref,Score,Team
106,Chris Rooney,1,New Jersey Devils
107,Chris Rooney,3,Pittsburgh Penguins
108,Dan O'Halloran,6,New York Islanders
109,Dan O'Halloran,4,New York Rangers
110,Gord Dwyer,6,New York Islanders
111,Gord Dwyer,4,New York Rangers
112,Dave Jackson,1,Anaheim Ducks
113,Dave Jackson,5,St. Louis Blues
114,Francois StLaurent,1,Anaheim Ducks
115,Francois StLaurent,5,St. Louis Blues
116,Bill McCreary,3,Buffalo Sabres
117,Bill McCreary,4,Chicago Blackhawks
118,Kyle Rehman,3,Buffalo Sabres
119,Kyle Rehman,4,Chicago Blackhawks
120,Chris Lee,2,Colorado Avalanche
121,Chris Lee,4,Philadelphia Flyers
122,Steve Kozari,2,Colorado Avalanche
123,Steve Kozari,4,Philadelphia Flyers
124,Dan O'Rourke,2,Ottawa Senators
125,Dan O'Rourke,3,Washington Capitals
126,Dennis LaRue,2,Ottawa Senators
127,Dennis LaRue,3,Washington Capitals
128,Brad Watson,1,Florida Panthers
129,Brad Watson,2,Vancouver Canucks
130,Ian Walsh,1,Florida Panthers
131,Ian Walsh,2,Vancouver Canucks
132,Bill McCreary,4,Colorado Avalanche
133,Bill McCreary,4,Detroit Red Wings
134,Kyle Rehman,4,Colorado Avalanche
135,Kyle Rehman,4,Detroit Red Wings
136,Justin StPierre,1,Atlanta Thrashers
137,Justin StPierre,3,Los Angeles Kings
138,Stephen Walkom,1,Atlanta Thrashers
139,Stephen Walkom,3,Los Angeles Kings
140,Dave Jackson,0,Buffalo Sabres
141,Dave Jackson,1,New Jersey Devils
142,Dean Morton,0,Buffalo Sabres
143,Dean Morton,1,New Jersey Devils
144,Greg Kimmerly,1,New York Islanders
145,Greg Kimmerly,2,Washington Capitals
146,Kevin Pollock,1,New York Islanders
147,Kevin Pollock,2,Washington Capitals
148,Don VanMassenhoven,3,Montréal Canadiens
149,Don VanMassenhoven,4,Tampa Bay Lightning
150,Steve Kozari,3,Montréal Canadiens
151,Steve Kozari,4,Tampa Bay Lightning
152,Dan O'Rourke,3,Pittsburgh Penguins
153,Dan O'Rourke,4,Toronto Maple Leafs
154,Tom Kowal,3,Pittsburgh Penguins
155,Tom Kowal,4,Toronto Maple Leafs
156,Dennis LaRue,2,Chicago Blackhawks
157,Dennis LaRue,3,Nashville Predators
158,Marc Joannette,2,Chicago Blackhawks
159,Marc Joannette,3,Nashville Predators
160,Justin StPierre,4,Anaheim Ducks
161,Justin StPierre,3,Vancouver Canucks
162,Stephen Walkom,4,Anaheim Ducks
163,Stephen Walkom,3,Vancouver Canucks
164,David Banfield,2,Philadelphia Flyers
165,David Banfield,3,Tampa Bay Lightning
166,Kevin Pollock,2,Philadelphia Flyers
167,Kevin Pollock,3,Tampa Bay Lightning
168,Don VanMassenhoven,2,Carolina Hurricanes
169,Don VanMassenhoven,3,Ottawa Senators
170,Francis Charron,2,Carolina Hurricanes
171,Francis Charron,3,Ottawa Senators
172,Dan O'Halloran,4,Nashville Predators
173,Dan O'Halloran,3,St. Louis Blues
174,Tom Kowal,4,Nashville Predators
175,Tom Kowal,3,St. Louis Blues
176,Ghislain Hebert,2,Edmonton Oilers
177,Ghislain Hebert,4,Minnesota Wild
178,Marc Joannette,2,Edmonton Oilers
179,Marc Joannette,4,Minnesota Wild
180,Rob Martell,4,Dallas Stars
181,Rob Martell,1,Detroit Red Wings
182,Tim Peel,4,Dallas Stars
183,Tim Peel,1,Detroit Red Wings
184,Kyle Rehman,0,Calgary Flames
185,Kyle Rehman,3,Florida Panthers
186,Wes McCauley,0,Calgary Flames
187,Wes McCauley,3,Florida Panthers
188,Dan O'Rourke,3,Colorado Avalanche
189,Dan O'Rourke,2,New Jersey Devils
190,Stephane Auger,3,Colorado Avalanche
191,Stephane Auger,2,New Jersey Devils
192,Chris Rooney,3,New York Rangers
193,Chris Rooney,4,Toronto Maple Leafs
194,Francois StLaurent,3,New York Rangers
195,Francois StLaurent,4,Toronto Maple Leafs
196,Dennis LaRue,2,New York Islanders
197,Dennis LaRue,3,Pittsburgh Penguins
198,Frederick L'Ecuyer,2,New York Islanders
199,Frederick L'Ecuyer,3,Pittsburgh Penguins
200,Greg Kimmerly,5,Chicago Blackhawks
201,Greg Kimmerly,2,Columbus Blue Jackets
202,Kelly Sutherland,5,Chicago Blackhawks
203,Kelly Sutherland,2,Columbus Blue Jackets
204,Brian Pochmara,1,Buffalo Sabres
205,Brian Pochmara,2,Montréal Canadiens
206,Paul Devorski,1,Buffalo Sabres
207,Paul Devorski,2,Montréal Canadiens
208,Justin StPierre,4,Anaheim Ducks
209,Justin StPierre,4,Atlanta Thrashers
210,Mike Leggo,4,Anaheim Ducks
211,Mike Leggo,4,Atlanta Thrashers
212,Chris Lee,4,Los Angeles Kings
213,Chris Lee,1,Vancouver Canucks
214,Stephen Walkom,4,Los Angeles Kings
215,Stephen Walkom,1,Vancouver Canucks
216,Dave Jackson,4,Montréal Canadiens
217,Dave Jackson,3,Ottawa Senators
218,Marc Joannette,4,Montréal Canadiens
219,Marc Joannette,3,Ottawa Senators
220,Brian Pochmara,4,Boston Bruins
221,Brian Pochmara,1,New Jersey Devils
222,Dan O'Rourke,4,Boston Bruins
223,Dan O'Rourke,1,New Jersey Devils
224,Don VanMassenhoven,2,Colorado Avalanche
225,Don VanMassenhoven,5,New York Islanders
226,Stephane Auger,2,Colorado Avalanche
227,Stephane Auger,5,New York Islanders
228,Frederick L'Ecuyer,1,Philadelphia Flyers
229,Frederick L'Ecuyer,5,Pittsburgh Penguins
230,Paul Devorski,1,Philadelphia Flyers
231,Paul Devorski,5,Pittsburgh Penguins
232,Eric Furlatt,6,Florida Panthers
233,Eric Furlatt,0,Tampa Bay Lightning
234,Tom Kowal,6,Florida Panthers
235,Tom Kowal,0,Tampa Bay Lightning
236,Brad Meier,2,Nashville Predators
237,Brad Meier,3,Washington Capitals
238,Greg Kimmerly,2,Nashville Predators
239,Greg Kimmerly,3,Washington Capitals
240,Dean Morton,3,Columbus Blue Jackets
241,Dean Morton,2,Minnesota Wild
242,Kelly Sutherland,3,Columbus Blue Jackets
243,Kelly Sutherland,2,Minnesota Wild
244,Dan O'Halloran,2,Dallas Stars
245,Dan O'Halloran,2,St. Louis Blues
246,Kevin Pollock,2,Dallas Stars
247,Kevin Pollock,2,St. Louis Blues
248,Steve Kozari,3,Buffalo Sabres
249,Steve Kozari,4,Chicago Blackhawks
250,Tim Peel,3,Buffalo Sabres
251,Tim Peel,4,Chicago Blackhawks
252,Brad Watson,2,Detroit Red Wings
253,Brad Watson,1,Phoenix Coyotes
254,Gord Dwyer,2,Detroit Red Wings
255,Gord Dwyer,1,Phoenix Coyotes
256,Bill McCreary,5,Calgary Flames
257,Bill McCreary,3,Edmonton Oilers
258,Wes McCauley,5,Calgary Flames
259,Wes McCauley,3,Edmonton Oilers
260,Chris Lee,4,Atlanta Thrashers
261,Chris Lee,2,San Jose Sharks
262,Rob Martell,4,Atlanta Thrashers
263,Rob Martell,2,San Jose Sharks
264,Brad Watson,3,Anaheim Ducks
265,Brad Watson,2,Phoenix Coyotes
266,Gord Dwyer,3,Anaheim Ducks
267,Gord Dwyer,2,Phoenix Coyotes
268,Bill McCreary,1,Carolina Hurricanes
269,Bill McCreary,5,Vancouver Canucks
270,Wes McCauley,1,Carolina Hurricanes
271,Wes McCauley,5,Vancouver Canucks
272,Brian Pochmara,2,New York Islanders
273,Brian Pochmara,1,Toronto Maple Leafs
274,Don VanMassenhoven,2,New York Islanders
275,Don VanMassenhoven,1,Toronto Maple Leafs
276,Chris Ciamaga,3,Colorado Avalanche
277,Chris Ciamaga,1,New York Rangers
278,Kelly Sutherland,3,Colorado Avalanche
279,Kelly Sutherland,1,New York Rangers
280,Tim Peel,2,Ottawa Senators
281,Tim Peel,5,Pittsburgh Penguins
282,Tom Kowal,2,Ottawa Senators
283,Tom Kowal,5,Pittsburgh Penguins
284,Brad Meier,4,Dallas Stars
285,Brad Meier,5,Tampa Bay Lightning
286,Eric Furlatt,4,Dallas Stars
287,Eric Furlatt,5,Tampa Bay Lightning
288,Greg Kimmerly,3,Chicago Blackhawks
289,Greg Kimmerly,2,St. Louis Blues
290,Mike Leggo,3,Chicago Blackhawks
291,Mike Leggo,2,St. Louis Blues
292,David Banfield,3,Boston Bruins
293,David Banfield,1,Washington Capitals
294,Paul Devorski,3,Boston Bruins
295,Paul Devorski,1,Washington Capitals
296,Gord Dwyer,1,Calgary Flames
297,Gord Dwyer,0,Nashville Predators
298,Marc Joannette,1,Calgary Flames
299,Marc Joannette,0,Nashville Predators
300,Chris Lee,6,Minnesota Wild
301,Chris Lee,2,Vancouver Canucks
302,Mike Leggo,6,Minnesota Wild
303,Mike Leggo,2,Vancouver Canucks
304,Bill McCreary,5,Carolina Hurricanes
305,Bill McCreary,2,San Jose Sharks
306,Steve Kozari,5,Carolina Hurricanes
307,Steve Kozari,2,San Jose Sharks
308,Brad Meier,1,Atlanta Thrashers
309,Brad Meier,4,Buffalo Sabres
310,Eric Furlatt,1,Atlanta Thrashers
311,Eric Furlatt,4,Buffalo Sabres
312,Chris Rooney,1,Anaheim Ducks
313,Chris Rooney,3,Columbus Blue Jackets
314,Francois StLaurent,1,Anaheim Ducks
315,Francois StLaurent,3,Columbus Blue Jackets
316,Brad Watson,1,Chicago Blackhawks
317,Brad Watson,1,Vancouver Canucks
318,David Banfield,1,Chicago Blackhawks
319,David Banfield,1,Vancouver Canucks
320,Bill McCreary,3,Carolina Hurricanes
321,Bill McCreary,4,Los Angeles Kings
322,Kyle Rehman,3,Carolina Hurricanes
323,Kyle Rehman,4,Los Angeles Kings
324,Frederick L'Ecuyer,4,Boston Bruins
325,Frederick L'Ecuyer,1,Washington Capitals
326,Wes McCauley,4,Boston Bruins
327,Wes McCauley,1,Washington Capitals
328,Dennis LaRue,2,New York Rangers
329,Dennis LaRue,1,Toronto Maple Leafs
330,Greg Kimmerly,2,New York Rangers
331,Greg Kimmerly,1,Toronto Maple Leafs
332,Chris Rooney,3,Anaheim Ducks
333,Chris Rooney,2,Philadelphia Flyers
334,Dean Morton,3,Anaheim Ducks
335,Dean Morton,2,Philadelphia Flyers
336,Chris Lee,2,Calgary Flames
337,Chris Lee,4,Detroit Red Wings
338,Kevin Pollock,2,Calgary Flames
339,Kevin Pollock,4,Detroit Red Wings
340,Stephane Auger,0,Montréal Canadiens
341,Stephane Auger,3,New Jersey Devils
342,Stephen Walkom,0,Montréal Canadiens
343,Stephen Walkom,3,New Jersey Devils
344,Brad Meier,3,New York Islanders
345,Brad Meier,2,Tampa Bay Lightning
346,Rob Martell,3,New York Islanders
347,Rob Martell,2,Tampa Bay Lightning
348,Dan O'Rourke,4,Dallas Stars
349,Dan O'Rourke,1,Florida Panthers
350,Marc Joannette,4,Dallas Stars
351,Marc Joannette,1,Florida Panthers
352,Ian Walsh,3,Nashville Predators
353,Ian Walsh,4,Pittsburgh Penguins
354,Mike Leggo,3,Nashville Predators
355,Mike Leggo,4,Pittsburgh Penguins
356,Paul Devorski,2,Colorado Avalanche
357,Paul Devorski,4,San Jose Sharks
358,Steve Kozari,2,Colorado Avalanche
359,Steve Kozari,4,San Jose Sharks
360,Dave Jackson,2,Edmonton Oilers
361,Dave Jackson,4,Minnesota Wild
362,Justin StPierre,2,Edmonton Oilers
363,Justin StPierre,4,Minnesota Wild
364,Bill McCreary,2,Los Angeles Kings
365,Bill McCreary,4,Phoenix Coyotes
366,Kyle Rehman,2,Los Angeles Kings
367,Kyle Rehman,4,Phoenix Coyotes
368,Brian Pochmara,6,Calgary Flames
369,Brian Pochmara,2,Columbus Blue Jackets
370,Don VanMassenhoven,6,Calgary Flames
371,Don VanMassenhoven,2,Columbus Blue Jackets
372,Dennis LaRue,2,Buffalo Sabres
373,Dennis LaRue,4,Ottawa Senators
374,Gord Dwyer,2,Buffalo Sabres
375,Gord Dwyer,4,Ottawa Senators
376,Brad Watson,2,Atlanta Thrashers
377,Brad Watson,5,Tampa Bay Lightning
378,Dean Morton,2,Atlanta Thrashers
379,Dean Morton,5,Tampa Bay Lightning
380,Eric Furlatt,2,Chicago Blackhawks
381,Eric Furlatt,4,St. Louis Blues
382,Mike Leggo,2,Chicago Blackhawks
383,Mike Leggo,4,St. Louis Blues
384,Dave Jackson,1,Minnesota Wild
385,Dave Jackson,5,Vancouver Canucks
386,Justin StPierre,1,Minnesota Wild
387,Justin StPierre,5,Vancouver Canucks
388,Chris Rooney,2,Boston Bruins
389,Chris Rooney,3,New York Rangers
390,Stephane Auger,2,Boston Bruins
391,Stephane Auger,3,New York Rangers
392,Kevin Pollock,3,Montréal Canadiens
393,Kevin Pollock,0,Ottawa Senators
394,Stephen Walkom,3,Montréal Canadiens
395,Stephen Walkom,0,Ottawa Senators
396,Dennis LaRue,6,Buffalo Sabres
397,Dennis LaRue,1,New Jersey Devils
398,Gord Dwyer,6,Buffalo Sabres
399,Gord Dwyer,1,New Jersey Devils
400,Brad Watson,5,Philadelphia Flyers
401,Brad Watson,2,Toronto Maple Leafs
402,Rob Martell,5,Philadelphia Flyers
403,Rob Martell,2,Toronto Maple Leafs
404,Brian Pochmara,3,Atlanta Thrashers
405,Brian Pochmara,4,Washington Capitals
406,Kelly Sutherland,3,Atlanta Thrashers
407,Kelly Sutherland,4,Washington Capitals
408,Dean Morton,4,Florida Panthers
409,Dean Morton,3,New York Islanders
410,Marc Joannette,4,Florida Panthers
411,Marc Joannette,3,New York Islanders
412,Dan O'Halloran,4,Anaheim Ducks
413,Dan O'Halloran,5,Detroit Red Wings
414,Frederick L'Ecuyer,4,Anaheim Ducks
415,Frederick L'Ecuyer,5,Detroit Red Wings
416,Eric Furlatt,0,Pittsburgh Penguins
417,Eric Furlatt,1,St. Louis Blues
418,Tim Peel,0,Pittsburgh Penguins
419,Tim Peel,1,St. Louis Blues
420,Ian Walsh,0,Dallas Stars
421,Ian Walsh,1,Nashville Predators
422,Steve Kozari,0,Dallas Stars
423,Steve Kozari,1,Nashville Predators
424,Brad Meier,2,Chicago Blackhawks
425,Brad Meier,3,Columbus Blue Jackets
426,Francois StLaurent,2,Chicago Blackhawks
427,Francois StLaurent,3,Columbus Blue Jackets
428,Dan O'Rourke,4,Colorado Avalanche
429,Dan O'Rourke,6,Los Angeles Kings
430,Paul Devorski,4,Colorado Avalanche
431,Paul Devorski,6,Los Angeles Kings
432,Chris Lee,4,Carolina Hurricanes
433,Chris Lee,3,Phoenix Coyotes
434,Wes McCauley,4,Carolina Hurricanes
435,Wes McCauley,3,Phoenix Coyotes
436,Kyle Rehman,1,Edmonton Oilers
437,Kyle Rehman,6,San Jose Sharks
438,Tom Kowal,1,Edmonton Oilers
439,Tom Kowal,6,San Jose Sharks
440,Don VanMassenhoven,4,Nashville Predators
441,Don VanMassenhoven,3,Tampa Bay Lightning
442,Mike Leggo,4,Nashville Predators
443,Mike Leggo,3,Tampa Bay Lightning
444,Frederick L'Ecuyer,1,New Jersey Devils
445,Frederick L'Ecuyer,3,New York Rangers
446,Stephen Walkom,1,New Jersey Devils
447,Stephen Walkom,3,New York Rangers
448,Dave Jackson,4,Calgary Flames
449,Dave Jackson,0,San Jose Sharks
450,Justin StPierre,4,Calgary Flames
451,Justin StPierre,0,San Jose Sharks
452,Brad Watson,2,Columbus Blue Jackets
453,Brad Watson,1,Philadelphia Flyers
454,Marc Joannette,2,Columbus Blue Jackets
455,Marc Joannette,1,Philadelphia Flyers
456,Dennis LaRue,3,Montréal Canadiens
457,Dennis LaRue,2,Phoenix Coyotes
458,Rob Martell,3,Montréal Canadiens
459,Rob Martell,2,Phoenix Coyotes
460,Francois StLaurent,2,Los Angeles Kings
461,Francois StLaurent,2,Minnesota Wild
462,Wes McCauley,2,Los Angeles Kings
463,Wes McCauley,2,Minnesota Wild
464,Francis Charron,1,Florida Panthers
465,Francis Charron,3,Toronto Maple Leafs
466,Stephen Walkom,1,Florida Panthers
467,Stephen Walkom,3,Toronto Maple Leafs
468,Ian Walsh,3,Buffalo Sabres
469,Ian Walsh,6,Philadelphia Flyers
470,Marc Joannette,3,Buffalo Sabres
471,Marc Joannette,6,Philadelphia Flyers
472,Chris Rooney,5,Ottawa Senators
473,Chris Rooney,2,Phoenix Coyotes
474,Dean Morton,5,Ottawa Senators
475,Dean Morton,2,Phoenix Coyotes
476,Brad Meier,4,Calgary Flames
477,Brad Meier,4,Edmonton Oilers
478,Dave Jackson,4,Calgary Flames
479,Dave Jackson,4,Edmonton Oilers
480,Chris Ciamaga,5,Anaheim Ducks
481,Chris Ciamaga,2,Dallas Stars
482,Kelly Sutherland,5,Anaheim Ducks
483,Kelly Sutherland,2,Dallas Stars
484,Dan O'Halloran,3,Colorado Avalanche
485,Dan O'Halloran,4,Vancouver Canucks
486,Justin StPierre,3,Colorado Avalanche
487,Justin StPierre,4,Vancouver Canucks
488,Stephane Auger,6,Atlanta Thrashers
489,Stephane Auger,4,New York Rangers
490,Tim Peel,6,Atlanta Thrashers
491,Tim Peel,4,New York Rangers
492,Brad Watson,0,Carolina Hurricanes
493,Brad Watson,3,Washington Capitals
494,Francois StLaurent,0,Carolina Hurricanes
495,Francois StLaurent,3,Washington Capitals
496,Eric Furlatt,5,Montréal Canadiens
497,Eric Furlatt,3,New York Islanders
498,Francis Charron,5,Montréal Canadiens
499,Francis Charron,3,New York Islanders
500,Brian Pochmara,3,Pittsburgh Penguins
501,Brian Pochmara,5,Tampa Bay Lightning
502,Dan O'Rourke,3,Pittsburgh Penguins
503,Dan O'Rourke,5,Tampa Bay Lightning
504,Rob Martell,3,Chicago Blackhawks
505,Rob Martell,1,Los Angeles Kings
506,Wes McCauley,3,Chicago Blackhawks
507,Wes McCauley,1,Los Angeles Kings
508,Kevin Pollock,2,New Jersey Devils
509,Kevin Pollock,5,San Jose Sharks
510,Tom Kowal,2,New Jersey Devils
511,Tom Kowal,5,San Jose Sharks
512,Dave Jackson,2,Boston Bruins
513,Dave Jackson,0,Toronto Maple Leafs
514,Greg Kimmerly,2,Boston Bruins
515,Greg Kimmerly,0,Toronto Maple Leafs
516,David Banfield,2,Detroit Red Wings
517,David Banfield,4,Phoenix Coyotes
518,Don VanMassenhoven,2,Detroit Red Wings
519,Don VanMassenhoven,4,Phoenix Coyotes
520,Steve Kozari,2,Columbus Blue Jackets
521,Steve Kozari,2,Edmonton Oilers
522,Wes McCauley,2,Columbus Blue Jackets
523,Wes McCauley,2,Edmonton Oilers
524,Stephen Walkom,3,Florida Panthers
525,Stephen Walkom,5,Ottawa Senators
526,Tim Peel,3,Florida Panthers
527,Tim Peel,5,Ottawa Senators
528,Ghislain Hebert,0,Nashville Predators
529,Ghislain Hebert,3,St. Louis Blues
530,Kelly Sutherland,0,Nashville Predators
531,Kelly Sutherland,3,St. Louis Blues
532,Bill McCreary,2,Minnesota Wild
533,Bill McCreary,1,Washington Capitals
534,Kyle Rehman,2,Minnesota Wild
535,Kyle Rehman,1,Washington Capitals
536,Brad Meier,2,Dallas Stars
537,Brad Meier,5,Los Angeles Kings
538,Frederick L'Ecuyer,2,Dallas Stars
539,Frederick L'Ecuyer,5,Los Angeles Kings
540,Dan O'Halloran,5,Calgary Flames
541,Dan O'Halloran,6,Colorado Avalanche
542,Justin StPierre,5,Calgary Flames
543,Justin StPierre,6,Colorado Avalanche
544,Chris Lee,3,Montréal Canadiens
545,Chris Lee,1,New York Islanders
546,Greg Kimmerly,3,Montréal Canadiens
547,Greg Kimmerly,1,New York Islanders
548,Dean Morton,4,Carolina Hurricanes
549,Dean Morton,3,New York Rangers
550,Eric Furlatt,4,Carolina Hurricanes
551,Eric Furlatt,3,New York Rangers
552,Paul Devorski,3,Philadelphia Flyers
553,Paul Devorski,2,Pittsburgh Penguins
554,Rob Martell,3,Philadelphia Flyers
555,Rob Martell,2,Pittsburgh Penguins
556,Ian Walsh,4,Atlanta Thrashers
557,Ian Walsh,3,Buffalo Sabres
558,Steve Kozari,4,Atlanta Thrashers
559,Steve Kozari,3,Buffalo Sabres
560,Bill McCreary,4,Chicago Blackhawks
561,Bill McCreary,7,Edmonton Oilers
562,Stephane Auger,4,Chicago Blackhawks
563,Stephane Auger,7,Edmonton Oilers
564,Kevin Pollock,1,Anaheim Ducks
565,Kevin Pollock,2,New Jersey Devils
566,Tom Kowal,1,Anaheim Ducks
567,Tom Kowal,2,New Jersey Devils
568,Paul Devorski,2,New York Rangers
569,Paul Devorski,0,Toronto Maple Leafs
570,Tim Peel,2,New York Rangers
571,Tim Peel,0,Toronto Maple Leafs
572,Dave Jackson,3,Florida Panthers
573,Dave Jackson,1,Montréal Canadiens
574,Rob Martell,3,Florida Panthers
575,Rob Martell,1,Montréal Canadiens
576,Chris Lee,4,Boston Bruins
577,Chris Lee,0,Ottawa Senators
578,Marc Joannette,4,Boston Bruins
579,Marc Joannette,0,Ottawa Senators
580,Dean Morton,1,New York Islanders
581,Dean Morton,6,Philadelphia Flyers
582,Don VanMassenhoven,1,New York Islanders
583,Don VanMassenhoven,6,Philadelphia Flyers
584,Eric Furlatt,0,Carolina Hurricanes
585,Eric Furlatt,3,Pittsburgh Penguins
586,Greg Kimmerly,0,Carolina Hurricanes
587,Greg Kimmerly,3,Pittsburgh Penguins
588,Brian Pochmara,5,Detroit Red Wings
589,Brian Pochmara,2,Nashville Predators
590,Chris Rooney,5,Detroit Red Wings
591,Chris Rooney,2,Nashville Predators
592,Ian Walsh,3,Atlanta Thrashers
593,Ian Walsh,3,St. Louis Blues
594,Steve Kozari,3,Atlanta Thrashers
595,Steve Kozari,3,St. Louis Blues
596,Dan O'Halloran,3,Chicago Blackhawks
597,Dan O'Halloran,1,Minnesota Wild
598,Gord Dwyer,3,Chicago Blackhawks
599,Gord Dwyer,1,Minnesota Wild
600,Kelly Sutherland,0,Buffalo Sabres
601,Kelly Sutherland,4,Dallas Stars
602,Stephane Auger,0,Buffalo Sabres
603,Stephane Auger,4,Dallas Stars
604,Brad Watson,5,Colorado Avalanche
605,Brad Watson,1,Columbus Blue Jackets
606,Kyle Rehman,5,Colorado Avalanche
607,Kyle Rehman,1,Columbus Blue Jackets
608,Kevin Pollock,0,Phoenix Coyotes
609,Kevin Pollock,3,Tampa Bay Lightning
610,Tom Kowal,0,Phoenix Coyotes
611,Tom Kowal,3,Tampa Bay Lightning
612,Dennis LaRue,2,Calgary Flames
613,Dennis LaRue,7,Washington Capitals
614,Francois StLaurent,2,Calgary Flames
615,Francois StLaurent,7,Washington Capitals
616,Frederick L'Ecuyer,3,Los Angeles Kings
617,Frederick L'Ecuyer,1,New Jersey Devils
618,Mike Leggo,3,Los Angeles Kings
619,Mike Leggo,1,New Jersey Devils
620,Brad Meier,2,Anaheim Ducks
621,Brad Meier,5,San Jose Sharks
622,Dan O'Rourke,2,Anaheim Ducks
623,Dan O'Rourke,5,San Jose Sharks
624,Chris Lee,2,Chicago Blackhawks
625,Chris Lee,3,New York Rangers
626,Stephen Walkom,2,Chicago Blackhawks
627,Stephen Walkom,3,New York Rangers
628,Kevin Pollock,2,Carolina Hurricanes
