,Ref,Score,Team
97,Eric Furlatt,4,Tampa Bay Lightning
98,Marc Joannette,2,Pittsburgh Penguins
99,Marc Joannette,4,Tampa Bay Lightning
100,Brad Watson,0,Pittsburgh Penguins
101,Brad Watson,1,Tampa Bay Lightning
102,Dan O'Halloran,0,Pittsburgh Penguins
103,Dan O'Halloran,1,Tampa Bay Lightning
104,Francois StLaurent,0,Chicago Blackhawks
105,Francois StLaurent,2,Vancouver Canucks
106,Marc Joannette,0,Chicago Blackhawks
107,Marc Joannette,2,Vancouver Canucks
108,Ian Walsh,3,Chicago Blackhawks
109,Ian Walsh,4,Vancouver Canucks
110,Stephen Walkom,3,Chicago Blackhawks
111,Stephen Walkom,4,Vancouver Canucks
112,Brad Watson,2,Chicago Blackhawks
113,Brad Watson,3,Vancouver Canucks
114,Greg Kimmerly,2,Chicago Blackhawks
115,Greg Kimmerly,3,Vancouver Canucks
116,Brad Meier,7,Chicago Blackhawks
117,Brad Meier,2,Vancouver Canucks
118,Dan O'Rourke,7,Chicago Blackhawks
119,Dan O'Rourke,2,Vancouver Canucks
120,Eric Furlatt,5,Chicago Blackhawks
121,Eric Furlatt,0,Vancouver Canucks
122,Tim Peel,5,Chicago Blackhawks
123,Tim Peel,0,Vancouver Canucks
124,Kelly Sutherland,4,Chicago Blackhawks
125,Kelly Sutherland,3,Vancouver Canucks
126,Wes McCauley,4,Chicago Blackhawks
127,Wes McCauley,3,Vancouver Canucks
128,Paul Devorski,1,Chicago Blackhawks
129,Paul Devorski,2,Vancouver Canucks
130,Steve Kozari,1,Chicago Blackhawks
131,Steve Kozari,2,Vancouver Canucks
132,Brad Watson,2,Los Angeles Kings
133,Brad Watson,3,San Jose Sharks
134,Greg Kimmerly,2,Los Angeles Kings
135,Greg Kimmerly,3,San Jose Sharks
136,Chris Lee,4,Los Angeles Kings
137,Chris Lee,0,San Jose Sharks
138,Kevin Pollock,4,Los Angeles Kings
139,Kevin Pollock,0,San Jose Sharks
140,Eric Furlatt,5,Los Angeles Kings
141,Eric Furlatt,6,San Jose Sharks
142,Wes McCauley,5,Los Angeles Kings
143,Wes McCauley,6,San Jose Sharks
144,Dennis LaRue,3,Los Angeles Kings
145,Dennis LaRue,6,San Jose Sharks
146,Kelly Sutherland,3,Los Angeles Kings
147,Kelly Sutherland,6,San Jose Sharks
148,Marc Joannette,3,Los Angeles Kings
149,Marc Joannette,1,San Jose Sharks
150,Tim Peel,3,Los Angeles Kings
151,Tim Peel,1,San Jose Sharks
152,Brian Pochmara,3,Los Angeles Kings
153,Brian Pochmara,4,San Jose Sharks
154,Dan O'Halloran,3,Los Angeles Kings
155,Dan O'Halloran,4,San Jose Sharks
156,Paul Devorski,4,Detroit Red Wings
157,Paul Devorski,2,Phoenix Coyotes
158,Steve Kozari,4,Detroit Red Wings
159,Steve Kozari,2,Phoenix Coyotes
160,Dennis LaRue,4,Detroit Red Wings
161,Dennis LaRue,3,Phoenix Coyotes
162,Kelly Sutherland,4,Detroit Red Wings
163,Kelly Sutherland,3,Phoenix Coyotes
164,Chris Lee,4,Detroit Red Wings
165,Chris Lee,2,Phoenix Coyotes
166,Kevin Pollock,4,Detroit Red Wings
167,Kevin Pollock,2,Phoenix Coyotes
168,Brad Watson,6,Detroit Red Wings
169,Brad Watson,3,Phoenix Coyotes
170,Greg Kimmerly,6,Detroit Red Wings
171,Greg Kimmerly,3,Phoenix Coyotes
172,Chris Lee,1,Anaheim Ducks
173,Chris Lee,4,Nashville Predators
174,Kevin Pollock,1,Anaheim Ducks
175,Kevin Pollock,4,Nashville Predators
176,Francois StLaurent,5,Anaheim Ducks
177,Francois StLaurent,3,Nashville Predators
178,Marc Joannette,5,Anaheim Ducks
179,Marc Joannette,3,Nashville Predators
180,Ian Walsh,3,Anaheim Ducks
181,Ian Walsh,4,Nashville Predators
182,Stephen Walkom,3,Anaheim Ducks
183,Stephen Walkom,4,Nashville Predators
184,Brian Pochmara,6,Anaheim Ducks
185,Brian Pochmara,3,Nashville Predators
186,Dan O'Halloran,6,Anaheim Ducks
187,Dan O'Halloran,3,Nashville Predators
188,Kelly Sutherland,3,Anaheim Ducks
189,Kelly Sutherland,4,Nashville Predators
190,Wes McCauley,3,Anaheim Ducks
191,Wes McCauley,4,Nashville Predators
192,Paul Devorski,2,Anaheim Ducks
193,Paul Devorski,4,Nashville Predators
194,Steve Kozari,2,Anaheim Ducks
195,Steve Kozari,4,Nashville Predators
196,Kelly Sutherland,4,Tampa Bay Lightning
197,Kelly Sutherland,2,Washington Capitals
198,Kevin Pollock,4,Tampa Bay Lightning
199,Kevin Pollock,2,Washington Capitals
200,Chris Lee,3,Tampa Bay Lightning
201,Chris Lee,2,Washington Capitals
202,Tim Peel,3,Tampa Bay Lightning
203,Tim Peel,2,Washington Capitals
204,Dan O'Rourke,4,Tampa Bay Lightning
205,Dan O'Rourke,3,Washington Capitals
206,Paul Devorski,4,Tampa Bay Lightning
207,Paul Devorski,3,Washington Capitals
208,Stephen Walkom,5,Tampa Bay Lightning
209,Stephen Walkom,3,Washington Capitals
210,Steve Kozari,5,Tampa Bay Lightning
211,Steve Kozari,3,Washington Capitals
212,Dan O'Rourke,7,Boston Bruins
213,Dan O'Rourke,3,Philadelphia Flyers
214,Paul Devorski,7,Boston Bruins
215,Paul Devorski,3,Philadelphia Flyers
216,Eric Furlatt,3,Boston Bruins
217,Eric Furlatt,2,Philadelphia Flyers
218,Marc Joannette,3,Boston Bruins
219,Marc Joannette,2,Philadelphia Flyers
220,Brad Watson,5,Boston Bruins
221,Brad Watson,1,Philadelphia Flyers
222,Dan O'Halloran,5,Boston Bruins
223,Dan O'Halloran,1,Philadelphia Flyers
224,Stephen Walkom,5,Boston Bruins
225,Stephen Walkom,1,Philadelphia Flyers
226,Steve Kozari,5,Boston Bruins
227,Steve Kozari,1,Philadelphia Flyers
228,Eric Furlatt,0,Nashville Predators
229,Eric Furlatt,1,Vancouver Canucks
230,Marc Joannette,0,Nashville Predators
231,Marc Joannette,1,Vancouver Canucks
232,Brad Watson,2,Nashville Predators
233,Brad Watson,1,Vancouver Canucks
234,Dan O'Halloran,2,Nashville Predators
235,Dan O'Halloran,1,Vancouver Canucks
236,Chris Lee,2,Nashville Predators
237,Chris Lee,3,Vancouver Canucks
238,Tim Peel,2,Nashville Predators
239,Tim Peel,3,Vancouver Canucks
240,Kelly Sutherland,2,Nashville Predators
241,Kelly Sutherland,4,Vancouver Canucks
242,Kevin Pollock,2,Nashville Predators
243,Kevin Pollock,4,Vancouver Canucks
244,Dan O'Rourke,4,Nashville Predators
245,Dan O'Rourke,3,Vancouver Canucks
246,Paul Devorski,4,Nashville Predators
247,Paul Devorski,3,Vancouver Canucks
248,Stephen Walkom,1,Nashville Predators
249,Stephen Walkom,2,Vancouver Canucks
250,Steve Kozari,1,Nashville Predators
251,Steve Kozari,2,Vancouver Canucks
252,Stephen Walkom,1,Detroit Red Wings
253,Stephen Walkom,2,San Jose Sharks
254,Steve Kozari,1,Detroit Red Wings
255,Steve Kozari,2,San Jose Sharks
256,Kelly Sutherland,1,Detroit Red Wings
257,Kelly Sutherland,2,San Jose Sharks
258,Kevin Pollock,1,Detroit Red Wings
259,Kevin Pollock,2,San Jose Sharks
260,Eric Furlatt,3,Detroit Red Wings
261,Eric Furlatt,4,San Jose Sharks
262,Marc Joannette,3,Detroit Red Wings
263,Marc Joannette,4,San Jose Sharks
264,Brad Watson,4,Detroit Red Wings
265,Brad Watson,3,San Jose Sharks
266,Dan O'Halloran,4,Detroit Red Wings
267,Dan O'Halloran,3,San Jose Sharks
268,Chris Lee,4,Detroit Red Wings
269,Chris Lee,3,San Jose Sharks
270,Tim Peel,4,Detroit Red Wings
271,Tim Peel,3,San Jose Sharks
272,Dan O'Rourke,3,Detroit Red Wings
273,Dan O'Rourke,1,San Jose Sharks
274,Paul Devorski,3,Detroit Red Wings
275,Paul Devorski,1,San Jose Sharks
276,Dan O'Halloran,2,Detroit Red Wings
277,Dan O'Halloran,3,San Jose Sharks
278,Kelly Sutherland,2,Detroit Red Wings
279,Kelly Sutherland,3,San Jose Sharks
280,Brad Watson,2,Boston Bruins
281,Brad Watson,5,Tampa Bay Lightning
282,Dan O'Rourke,2,Boston Bruins
283,Dan O'Rourke,5,Tampa Bay Lightning
284,Eric Furlatt,6,Boston Bruins
285,Eric Furlatt,5,Tampa Bay Lightning
286,Kelly Sutherland,6,Boston Bruins
287,Kelly Sutherland,5,Tampa Bay Lightning
288,Stephen Walkom,2,Boston Bruins
289,Stephen Walkom,0,Tampa Bay Lightning
290,Steve Kozari,2,Boston Bruins
291,Steve Kozari,0,Tampa Bay Lightning
292,Dan O'Halloran,3,Boston Bruins
293,Dan O'Halloran,5,Tampa Bay Lightning
294,Tim Peel,3,Boston Bruins
295,Tim Peel,5,Tampa Bay Lightning
296,Brad Watson,3,Boston Bruins
297,Brad Watson,1,Tampa Bay Lightning
298,Dan O'Rourke,3,Boston Bruins
299,Dan O'Rourke,1,Tampa Bay Lightning
300,Eric Furlatt,4,Boston Bruins
301,Eric Furlatt,5,Tampa Bay Lightning
302,Kelly Sutherland,4,Boston Bruins
303,Kelly Sutherland,5,Tampa Bay Lightning
304,Dan O'Halloran,1,Boston Bruins
305,Dan O'Halloran,0,Tampa Bay Lightning
306,Stephen Walkom,1,Boston Bruins
307,Stephen Walkom,0,Tampa Bay Lightning
308,Stephen Walkom,2,San Jose Sharks
309,Stephen Walkom,3,Vancouver Canucks
310,Steve Kozari,2,San Jose Sharks
311,Steve Kozari,3,Vancouver Canucks
312,Dan O'Halloran,3,San Jose Sharks
313,Dan O'Halloran,7,Vancouver Canucks
314,Tim Peel,3,San Jose Sharks
315,Tim Peel,7,Vancouver Canucks
316,Brad Watson,4,San Jose Sharks
317,Brad Watson,3,Vancouver Canucks
318,Dan O'Rourke,4,San Jose Sharks
319,Dan O'Rourke,3,Vancouver Canucks
320,Eric Furlatt,2,San Jose Sharks
321,Eric Furlatt,4,Vancouver Canucks
322,Kelly Sutherland,2,San Jose Sharks
323,Kelly Sutherland,4,Vancouver Canucks
324,Stephen Walkom,2,San Jose Sharks
325,Stephen Walkom,3,Vancouver Canucks
326,Steve Kozari,2,San Jose Sharks
327,Steve Kozari,3,Vancouver Canucks
328,Dan O'Rourke,0,Boston Bruins
329,Dan O'Rourke,1,Vancouver Canucks
330,Stephen Walkom,0,Boston Bruins
331,Stephen Walkom,1,Vancouver Canucks
332,Dan O'Halloran,2,Boston Bruins
333,Dan O'Halloran,3,Vancouver Canucks
334,Kelly Sutherland,2,Boston Bruins
335,Kelly Sutherland,3,Vancouver Canucks
336,Dan O'Rourke,8,Boston Bruins
337,Dan O'Rourke,1,Vancouver Canucks
338,Stephen Walkom,8,Boston Bruins
339,Stephen Walkom,1,Vancouver Canucks
340,Dan O'Halloran,4,Boston Bruins
341,Dan O'Halloran,0,Vancouver Canucks
342,Kelly Sutherland,4,Boston Bruins
343,Kelly Sutherland,0,Vancouver Canucks
344,Dan O'Rourke,0,Boston Bruins
345,Dan O'Rourke,1,Vancouver Canucks
346,Stephen Walkom,0,Boston Bruins
347,Stephen Walkom,1,Vancouver Canucks
348,Dan O'Halloran,5,Boston Bruins
349,Dan O'Halloran,2,Vancouver Canucks
350,Kelly Sutherland,5,Boston Bruins
351,Kelly Sutherland,2,Vancouver Canucks
352,Dan O'Halloran,4,Boston Bruins
353,Dan O'Halloran,0,Vancouver Canucks
354,Stephen Walkom,4,Boston Bruins
355,Stephen Walkom,0,Vancouver Canucks
