,Coeff_Away,Value
0,home_official_1_win_%_coeff,-2.8160547906298725
1,home_official_2_win_%_coeff,-2.9593579852755476
2,away_official_1_win_%_coeff,2.9432981800579032
3,away_official_2_win_%_coeff,3.352348129389113
4,coeff_away_intercept,-0.7482634275959077
