,Ref,Score,Team
47,Kerry Fraser,3,San Jose Sharks
48,Greg Kimmerly,4,Montréal Canadiens
49,Greg Kimmerly,1,New York Rangers
50,Mike Leggo,4,Montréal Canadiens
51,Mike Leggo,1,New York Rangers
52,Stephane Auger,3,Atlanta Thrashers
53,Stephane Auger,5,Carolina Hurricanes
54,Stephen Walkom,3,Atlanta Thrashers
55,Stephen Walkom,5,Carolina Hurricanes
56,Don Koharski,4,Nashville Predators
57,Don Koharski,5,Washington Capitals
58,Scott Zelkin,4,Nashville Predators
59,Scott Zelkin,5,Washington Capitals
60,Jay Sharrers,1,Boston Bruins
61,Jay Sharrers,5,Minnesota Wild
62,Terry Gregson,1,Boston Bruins
63,Terry Gregson,5,Minnesota Wild
64,Dan O'Halloran,2,Anaheim Ducks
65,Dan O'Halloran,4,Dallas Stars
66,Mark Faucette,2,Anaheim Ducks
67,Mark Faucette,4,Dallas Stars
68,Don Koharski,2,Ottawa Senators
69,Don Koharski,1,Toronto Maple Leafs
70,Paul Devorski,2,Ottawa Senators
71,Paul Devorski,1,Toronto Maple Leafs
72,Dave Jackson,6,Buffalo Sabres
73,Dave Jackson,1,Montréal Canadiens
74,Dennis LaRue,6,Buffalo Sabres
75,Dennis LaRue,1,Montréal Canadiens
76,Greg Kimmerly,1,New York Islanders
77,Greg Kimmerly,2,Washington Capitals
78,Mike Leggo,1,New York Islanders
79,Mike Leggo,2,Washington Capitals
80,Blaine Angus,4,Atlanta Thrashers
81,Blaine Angus,5,Florida Panthers
82,Tim Peel,4,Atlanta Thrashers
83,Tim Peel,5,Florida Panthers
84,Eric Furlatt,2,Columbus Blue Jackets
85,Eric Furlatt,3,New Jersey Devils
86,Kevin Pollock,2,Columbus Blue Jackets
87,Kevin Pollock,3,New Jersey Devils
88,Paul Stewart,0,New York Rangers
89,Paul Stewart,6,Pittsburgh Penguins
90,Rob Martell,0,New York Rangers
91,Rob Martell,6,Pittsburgh Penguins
92,Don Van Massenhoven,1,Carolina Hurricanes
93,Don Van Massenhoven,5,Tampa Bay Lightning
94,Marc Joannette,1,Carolina Hurricanes
95,Marc Joannette,5,Tampa Bay Lightning
96,Dan O'Halloran,2,Minnesota Wild
97,Dan O'Halloran,2,St. Louis Blues
98,Mark Faucette,2,Minnesota Wild
99,Mark Faucette,2,St. Louis Blues
100,Chris Lee,3,Edmonton Oilers
101,Chris Lee,2,Nashville Predators
102,Dan Marouelli,3,Edmonton Oilers
103,Dan Marouelli,2,Nashville Predators
104,Bill McCreary,4,Calgary Flames
105,Bill McCreary,5,Philadelphia Flyers
106,Chris Rooney,4,Calgary Flames
107,Chris Rooney,5,Philadelphia Flyers
108,Dean Warren,3,San Jose Sharks
109,Dean Warren,5,Vancouver Canucks
110,Rob Shick,3,San Jose Sharks
111,Rob Shick,5,Vancouver Canucks
112,Brad Meier,5,Dallas Stars
113,Brad Meier,2,Phoenix Coyotes
114,Kelly Sutherland,5,Dallas Stars
115,Kelly Sutherland,2,Phoenix Coyotes
116,Michael McGeough,2,Detroit Red Wings
117,Michael McGeough,3,Los Angeles Kings
118,Shane Heyer,2,Detroit Red Wings
119,Shane Heyer,3,Los Angeles Kings
120,Paul Stewart,0,Buffalo Sabres
121,Paul Stewart,3,Chicago Blackhawks
122,Terry Gregson,0,Buffalo Sabres
123,Terry Gregson,3,Chicago Blackhawks
124,Kelly Sutherland,2,Anaheim Ducks
125,Kelly Sutherland,4,Detroit Red Wings
126,Kerry Fraser,2,Anaheim Ducks
127,Kerry Fraser,4,Detroit Red Wings
128,Mike Hasenfratz,2,Columbus Blue Jackets
129,Mike Hasenfratz,4,Phoenix Coyotes
130,Tim Peel,2,Columbus Blue Jackets
131,Tim Peel,4,Phoenix Coyotes
132,Brad Watson,5,Pittsburgh Penguins
133,Brad Watson,4,Toronto Maple Leafs
134,Mike Leggo,5,Pittsburgh Penguins
135,Mike Leggo,4,Toronto Maple Leafs
136,Bill McCreary,2,Boston Bruins
137,Bill McCreary,1,Colorado Avalanche
138,Chris Rooney,2,Boston Bruins
139,Chris Rooney,1,Colorado Avalanche
140,Dean Warren,3,Calgary Flames
141,Dean Warren,2,Vancouver Canucks
142,Paul Devorski,3,Calgary Flames
143,Paul Devorski,2,Vancouver Canucks
144,Don Van Massenhoven,2,Ottawa Senators
145,Don Van Massenhoven,1,Phoenix Coyotes
146,Paul Stewart,2,Ottawa Senators
147,Paul Stewart,1,Phoenix Coyotes
148,Dennis LaRue,3,Nashville Predators
149,Dennis LaRue,4,New York Islanders
150,Mike Leggo,3,Nashville Predators
151,Mike Leggo,4,New York Islanders
152,Dan Marouelli,5,New York Rangers
153,Dan Marouelli,4,Toronto Maple Leafs
154,Eric Furlatt,5,New York Rangers
155,Eric Furlatt,4,Toronto Maple Leafs
156,Don Koharski,2,Montréal Canadiens
157,Don Koharski,6,Philadelphia Flyers
158,Stephane Auger,2,Montréal Canadiens
159,Stephane Auger,6,Philadelphia Flyers
160,Mark Faucette,1,Carolina Hurricanes
161,Mark Faucette,2,St. Louis Blues
162,Scott Zelkin,1,Carolina Hurricanes
163,Scott Zelkin,2,St. Louis Blues
164,Dan O'Halloran,1,Florida Panthers
165,Dan O'Halloran,4,Minnesota Wild
166,Rob Martell,1,Florida Panthers
167,Rob Martell,4,Minnesota Wild
168,Blaine Angus,3,Dallas Stars
169,Blaine Angus,0,Edmonton Oilers
170,Marc Joannette,3,Dallas Stars
171,Marc Joannette,0,Edmonton Oilers
172,Dennis LaRue,2,Atlanta Thrashers
173,Dennis LaRue,3,Pittsburgh Penguins
174,Jay Sharrers,2,Atlanta Thrashers
175,Jay Sharrers,3,Pittsburgh Penguins
176,Paul Devorski,6,Boston Bruins
177,Paul Devorski,3,Vancouver Canucks
178,Shane Heyer,6,Boston Bruins
179,Shane Heyer,3,Vancouver Canucks
180,Dean Warren,2,Anaheim Ducks
181,Dean Warren,4,Los Angeles Kings
182,Rob Shick,2,Anaheim Ducks
183,Rob Shick,4,Los Angeles Kings
184,Stephane Auger,4,Buffalo Sabres
185,Stephane Auger,4,New York Rangers
186,Terry Gregson,4,Buffalo Sabres
187,Terry Gregson,4,New York Rangers
188,Kerry Fraser,3,New York Islanders
189,Kerry Fraser,3,Philadelphia Flyers
190,Mike Hasenfratz,3,New York Islanders
191,Mike Hasenfratz,3,Philadelphia Flyers
192,Chris Lee,1,Carolina Hurricanes
193,Chris Lee,2,Washington Capitals
194,Dan Marouelli,1,Carolina Hurricanes
195,Dan Marouelli,2,Washington Capitals
196,Bill McCreary,3,Phoenix Coyotes
197,Bill McCreary,5,Toronto Maple Leafs
198,Eric Furlatt,3,Phoenix Coyotes
199,Eric Furlatt,5,Toronto Maple Leafs
200,Brad Watson,2,Detroit Red Wings
201,Brad Watson,3,Montréal Canadiens
202,Scott Zelkin,2,Detroit Red Wings
203,Scott Zelkin,3,Montréal Canadiens
204,Blaine Angus,1,Columbus Blue Jackets
205,Blaine Angus,7,St. Louis Blues
206,Marc Joannette,1,Columbus Blue Jackets
207,Marc Joannette,7,St. Louis Blues
208,Dan O'Halloran,1,Dallas Stars
209,Dan O'Halloran,3,Minnesota Wild
210,Mark Faucette,1,Dallas Stars
211,Mark Faucette,3,Minnesota Wild
212,Don Koharski,4,Chicago Blackhawks
213,Don Koharski,1,Florida Panthers
214,Ian Walsh,4,Chicago Blackhawks
215,Ian Walsh,1,Florida Panthers
216,Kevin Pollock,3,Boston Bruins
217,Kevin Pollock,3,Calgary Flames
218,Shane Heyer,3,Boston Bruins
219,Shane Heyer,3,Calgary Flames
220,Brad Meier,4,Colorado Avalanche
221,Brad Meier,1,Los Angeles Kings
222,Paul Devorski,4,Colorado Avalanche
223,Paul Devorski,1,Los Angeles Kings
224,Dean Warren,3,Edmonton Oilers
225,Dean Warren,4,San Jose Sharks
226,Michael McGeough,3,Edmonton Oilers
227,Michael McGeough,4,San Jose Sharks
228,Mike Hasenfratz,2,Nashville Predators
229,Mike Hasenfratz,3,New Jersey Devils
230,Mike Leggo,2,Nashville Predators
231,Mike Leggo,3,New Jersey Devils
232,Blaine Angus,5,Atlanta Thrashers
233,Blaine Angus,8,Tampa Bay Lightning
234,Greg Kimmerly,5,Atlanta Thrashers
235,Greg Kimmerly,8,Tampa Bay Lightning
236,Brad Meier,2,Anaheim Ducks
237,Brad Meier,2,Vancouver Canucks
238,Michael McGeough,2,Anaheim Ducks
239,Michael McGeough,2,Vancouver Canucks
240,Ian Walsh,3,Philadelphia Flyers
241,Ian Walsh,1,Washington Capitals
242,Stephen Walkom,3,Philadelphia Flyers
243,Stephen Walkom,1,Washington Capitals
244,Bill McCreary,2,Buffalo Sabres
245,Bill McCreary,3,Phoenix Coyotes
246,Tim Peel,2,Buffalo Sabres
247,Tim Peel,3,Phoenix Coyotes
248,Marc Joannette,2,Montréal Canadiens
249,Marc Joannette,2,Toronto Maple Leafs
250,Terry Gregson,2,Montréal Canadiens
251,Terry Gregson,2,Toronto Maple Leafs
252,Mike Leggo,2,Nashville Predators
253,Mike Leggo,2,New York Rangers
254,Paul Stewart,2,Nashville Predators
255,Paul Stewart,2,New York Rangers
256,Dan Marouelli,3,Carolina Hurricanes
257,Dan Marouelli,1,New Jersey Devils
258,Dennis LaRue,3,Carolina Hurricanes
259,Dennis LaRue,1,New Jersey Devils
260,Dave Jackson,4,Atlanta Thrashers
261,Dave Jackson,5,New York Islanders
262,Greg Kimmerly,4,Atlanta Thrashers
263,Greg Kimmerly,5,New York Islanders
264,Dan O'Halloran,4,Columbus Blue Jackets
265,Dan O'Halloran,1,Florida Panthers
266,Jay Sharrers,4,Columbus Blue Jackets
267,Jay Sharrers,1,Florida Panthers
268,Brad Watson,3,Pittsburgh Penguins
269,Brad Watson,3,Tampa Bay Lightning
270,Stephane Auger,3,Pittsburgh Penguins
271,Stephane Auger,3,Tampa Bay Lightning
272,Don Koharski,3,Dallas Stars
273,Don Koharski,5,St. Louis Blues
274,Scott Zelkin,3,Dallas Stars
275,Scott Zelkin,5,St. Louis Blues
276,Kelly Sutherland,5,Detroit Red Wings
277,Kelly Sutherland,3,Minnesota Wild
278,Mark Faucette,5,Detroit Red Wings
279,Mark Faucette,3,Minnesota Wild
280,Don Van Massenhoven,5,Calgary Flames
281,Don Van Massenhoven,2,Chicago Blackhawks
282,Rob Martell,5,Calgary Flames
283,Rob Martell,2,Chicago Blackhawks
284,Dean Warren,4,Boston Bruins
285,Dean Warren,3,Edmonton Oilers
286,Kevin Pollock,4,Boston Bruins
287,Kevin Pollock,3,Edmonton Oilers
288,Michael McGeough,2,Los Angeles Kings
289,Michael McGeough,2,Vancouver Canucks
290,Rob Shick,2,Los Angeles Kings
291,Rob Shick,2,Vancouver Canucks
292,Paul Devorski,3,Colorado Avalanche
293,Paul Devorski,1,San Jose Sharks
294,Shane Heyer,3,Colorado Avalanche
295,Shane Heyer,1,San Jose Sharks
296,Blaine Angus,5,Dallas Stars
297,Blaine Angus,2,Washington Capitals
298,Dave Jackson,5,Dallas Stars
299,Dave Jackson,2,Washington Capitals
300,Rob Shick,3,Anaheim Ducks
301,Rob Shick,2,Colorado Avalanche
302,Shane Heyer,3,Anaheim Ducks
303,Shane Heyer,2,Colorado Avalanche
304,Dan Marouelli,2,New York Rangers
305,Dan Marouelli,4,Tampa Bay Lightning
306,Dennis LaRue,2,New York Rangers
307,Dennis LaRue,4,Tampa Bay Lightning
308,Terry Gregson,4,Boston Bruins
309,Terry Gregson,1,Toronto Maple Leafs
310,Tim Peel,4,Boston Bruins
311,Tim Peel,1,Toronto Maple Leafs
312,Greg Kimmerly,2,Atlanta Thrashers
313,Greg Kimmerly,3,Florida Panthers
314,Mark Faucette,2,Atlanta Thrashers
315,Mark Faucette,3,Florida Panthers
316,Stephane Auger,0,Calgary Flames
317,Stephane Auger,4,Detroit Red Wings
318,Stephen Walkom,0,Calgary Flames
319,Stephen Walkom,4,Detroit Red Wings
320,Kevin Pollock,2,San Jose Sharks
321,Kevin Pollock,5,Vancouver Canucks
322,Paul Devorski,2,San Jose Sharks
323,Paul Devorski,5,Vancouver Canucks
324,Don Van Massenhoven,2,Buffalo Sabres
325,Don Van Massenhoven,1,Philadelphia Flyers
326,Scott Zelkin,2,Buffalo Sabres
327,Scott Zelkin,1,Philadelphia Flyers
328,Chris Rooney,4,Carolina Hurricanes
329,Chris Rooney,1,New York Islanders
330,Kerry Fraser,4,Carolina Hurricanes
331,Kerry Fraser,1,New York Islanders
332,Dennis LaRue,3,Montréal Canadiens
333,Dennis LaRue,3,Pittsburgh Penguins
334,Tim Peel,3,Montréal Canadiens
335,Tim Peel,3,Pittsburgh Penguins
336,Dave Jackson,1,Nashville Predators
337,Dave Jackson,2,Phoenix Coyotes
338,Mike Hasenfratz,1,Nashville Predators
339,Mike Hasenfratz,2,Phoenix Coyotes
340,Don Koharski,3,Calgary Flames
341,Don Koharski,4,Minnesota Wild
342,Eric Furlatt,3,Calgary Flames
343,Eric Furlatt,4,Minnesota Wild
344,Kelly Sutherland,3,Colorado Avalanche
345,Kelly Sutherland,3,Edmonton Oilers
346,Paul Devorski,3,Colorado Avalanche
347,Paul Devorski,3,Edmonton Oilers
348,Blaine Angus,1,Carolina Hurricanes
349,Blaine Angus,4,Ottawa Senators
350,Dan O'Halloran,1,Carolina Hurricanes
351,Dan O'Halloran,4,Ottawa Senators
352,Chris Rooney,1,New York Rangers
353,Chris Rooney,2,Washington Capitals
354,Kerry Fraser,1,New York Rangers
355,Kerry Fraser,2,Washington Capitals
356,Bob Langdon,2,Columbus Blue Jackets
357,Bob Langdon,2,Tampa Bay Lightning
358,Don Koharski,2,Columbus Blue Jackets
359,Don Koharski,2,Tampa Bay Lightning
360,Chris Lee,4,Florida Panthers
361,Chris Lee,1,Toronto Maple Leafs
362,Stephen Walkom,4,Florida Panthers
363,Stephen Walkom,1,Toronto Maple Leafs
364,Dave Jackson,1,Atlanta Thrashers
365,Dave Jackson,2,New Jersey Devils
366,Eric Furlatt,1,Atlanta Thrashers
367,Eric Furlatt,2,New Jersey Devils
368,Marc Joannette,3,Detroit Red Wings
369,Marc Joannette,3,Los Angeles Kings
370,Michael McGeough,3,Detroit Red Wings
371,Michael McGeough,3,Los Angeles Kings
372,Dean Warren,2,Boston Bruins
373,Dean Warren,2,Ottawa Senators
374,Kerry Fraser,2,Boston Bruins
375,Kerry Fraser,2,Ottawa Senators
376,Brad Meier,3,Florida Panthers
377,Brad Meier,5,New York Islanders
378,Paul Stewart,3,Florida Panthers
379,Paul Stewart,5,New York Islanders
380,Mark Faucette,2,Montréal Canadiens
381,Mark Faucette,6,Philadelphia Flyers
382,Rob Martell,2,Montréal Canadiens
383,Rob Martell,6,Philadelphia Flyers
384,Greg Kimmerly,1,Nashville Predators
385,Greg Kimmerly,2,San Jose Sharks
386,Scott Zelkin,1,Nashville Predators
387,Scott Zelkin,2,San Jose Sharks
388,Marc Joannette,2,Chicago Blackhawks
389,Marc Joannette,3,Minnesota Wild
390,Mike Hasenfratz,2,Chicago Blackhawks
391,Mike Hasenfratz,3,Minnesota Wild
392,Kelly Sutherland,3,Calgary Flames
393,Kelly Sutherland,3,Dallas Stars
394,Terry Gregson,3,Calgary Flames
395,Terry Gregson,3,Dallas Stars
396,Bill McCreary,1,Edmonton Oilers
397,Bill McCreary,2,St. Louis Blues
398,Brad Watson,1,Edmonton Oilers
399,Brad Watson,2,St. Louis Blues
400,Kevin Pollock,2,Anaheim Ducks
401,Kevin Pollock,2,Vancouver Canucks
402,Paul Devorski,2,Anaheim Ducks
403,Paul Devorski,2,Vancouver Canucks
404,Rob Shick,3,Colorado Avalanche
405,Rob Shick,2,Phoenix Coyotes
406,Shane Heyer,3,Colorado Avalanche
407,Shane Heyer,2,Phoenix Coyotes
408,Chris Lee,1,Buffalo Sabres
409,Chris Lee,2,New Jersey Devils
410,Michael McGeough,1,Buffalo Sabres
411,Michael McGeough,2,New Jersey Devils
412,Brad Meier,6,Los Angeles Kings
413,Brad Meier,2,New York Rangers
414,Mark Faucette,6,Los Angeles Kings
415,Mark Faucette,2,New York Rangers
416,Blaine Angus,4,Columbus Blue Jackets
417,Blaine Angus,5,San Jose Sharks
418,Tim Peel,4,Columbus Blue Jackets
419,Tim Peel,5,San Jose Sharks
420,Greg Kimmerly,3,Tampa Bay Lightning
421,Greg Kimmerly,2,Washington Capitals
422,Stephane Auger,3,Tampa Bay Lightning
423,Stephane Auger,2,Washington Capitals
424,Don Van Massenhoven,7,Detroit Red Wings
425,Don Van Massenhoven,3,Pittsburgh Penguins
426,Scott Zelkin,7,Detroit Red Wings
427,Scott Zelkin,3,Pittsburgh Penguins
428,Chris Lee,3,Atlanta Thrashers
429,Chris Lee,4,Boston Bruins
430,Stephen Walkom,3,Atlanta Thrashers
431,Stephen Walkom,4,Boston Bruins
432,Michael McGeough,4,New York Rangers
433,Michael McGeough,3,Toronto Maple Leafs
434,Paul Devorski,4,New York Rangers
435,Paul Devorski,3,Toronto Maple Leafs
436,Dan Marouelli,5,Montréal Canadiens
437,Dan Marouelli,3,Ottawa Senators
438,Eric Furlatt,5,Montréal Canadiens
439,Eric Furlatt,3,Ottawa Senators
440,Dave Jackson,2,New York Islanders
441,Dave Jackson,6,Philadelphia Flyers
442,Dean Warren,2,New York Islanders
443,Dean Warren,6,Philadelphia Flyers
444,Dan O'Halloran,3,Carolina Hurricanes
445,Dan O'Halloran,3,Chicago Blackhawks
446,Rob Martell,3,Carolina Hurricanes
447,Rob Martell,3,Chicago Blackhawks
448,Mark Faucette,5,New Jersey Devils
449,Mark Faucette,1,Tampa Bay Lightning
450,Paul Stewart,5,New Jersey Devils
451,Paul Stewart,1,Tampa Bay Lightning
452,Blaine Angus,2,Buffalo Sabres
453,Blaine Angus,5,Pittsburgh Penguins
454,Don Van Massenhoven,2,Buffalo Sabres
455,Don Van Massenhoven,5,Pittsburgh Penguins
456,Shane Heyer,1,Florida Panthers
457,Shane Heyer,1,Washington Capitals
458,Stephane Auger,1,Florida Panthers
459,Stephane Auger,1,Washington Capitals
460,Marc Joannette,1,Detroit Red Wings
461,Marc Joannette,3,Nashville Predators
462,Rob Shick,1,Detroit Red Wings
463,Rob Shick,3,Nashville Predators
464,Brad Watson,3,Anaheim Ducks
465,Brad Watson,4,Edmonton Oilers
466,Mike Hasenfratz,3,Anaheim Ducks
467,Mike Hasenfratz,4,Edmonton Oilers
468,Bill McCreary,3,Calgary Flames
469,Bill McCreary,4,St. Louis Blues
470,Kevin Pollock,3,Calgary Flames
471,Kevin Pollock,4,St. Louis Blues
472,Kelly Sutherland,4,Dallas Stars
473,Kelly Sutherland,1,Vancouver Canucks
474,Terry Gregson,4,Dallas Stars
475,Terry Gregson,1,Vancouver Canucks
476,Dennis LaRue,6,Minnesota Wild
477,Dennis LaRue,1,Phoenix Coyotes
478,Mike Leggo,6,Minnesota Wild
479,Mike Leggo,1,Phoenix Coyotes
480,Don Van Massenhoven,5,Columbus Blue Jackets
481,Don Van Massenhoven,1,Los Angeles Kings
482,Marc Joannette,5,Columbus Blue Jackets
483,Marc Joannette,1,Los Angeles Kings
484,Don Koharski,3,Chicago Blackhawks
485,Don Koharski,2,San Jose Sharks
486,Tim Peel,3,Chicago Blackhawks
487,Tim Peel,2,San Jose Sharks
488,Dennis LaRue,3,Colorado Avalanche
489,Dennis LaRue,3,Minnesota Wild
490,Mike Leggo,3,Colorado Avalanche
491,Mike Leggo,3,Minnesota Wild
492,Dave Jackson,3,New York Rangers
493,Dave Jackson,2,Phoenix Coyotes
494,Paul Stewart,3,New York Rangers
495,Paul Stewart,2,Phoenix Coyotes
496,Dean Warren,2,Anaheim Ducks
497,Dean Warren,5,Toronto Maple Leafs
498,Michael McGeough,2,Anaheim Ducks
499,Michael McGeough,5,Toronto Maple Leafs
500,Chris Lee,3,Pittsburgh Penguins
501,Chris Lee,2,Washington Capitals
502,Dan Marouelli,3,Pittsburgh Penguins
503,Dan Marouelli,2,Washington Capitals
504,Rob Shick,1,Florida Panthers
505,Rob Shick,6,Tampa Bay Lightning
506,Shane Heyer,1,Florida Panthers
507,Shane Heyer,6,Tampa Bay Lightning
508,Bill McCreary,4,Dallas Stars
509,Bill McCreary,3,Edmonton Oilers
510,Mike Hasenfratz,4,Dallas Stars
511,Mike Hasenfratz,3,Edmonton Oilers
512,Chris Rooney,2,New York Islanders
513,Chris Rooney,3,Phoenix Coyotes
514,Paul Stewart,2,New York Islanders
515,Paul Stewart,3,Phoenix Coyotes
516,Blaine Angus,1,Ottawa Senators
517,Blaine Angus,2,Philadelphia Flyers
518,Kerry Fraser,1,Ottawa Senators
519,Kerry Fraser,2,Philadelphia Flyers
520,Don Van Massenhoven,2,Anaheim Ducks
521,Don Van Massenhoven,2,Montréal Canadiens
522,Greg Kimmerly,2,Anaheim Ducks
523,Greg Kimmerly,2,Montréal Canadiens
524,Dan Marouelli,2,Carolina Hurricanes
525,Dan Marouelli,1,New Jersey Devils
526,Stephen Walkom,2,Carolina Hurricanes
527,Stephen Walkom,1,New Jersey Devils
528,Ian Walsh,0,Atlanta Thrashers
529,Ian Walsh,4,Los Angeles Kings
530,Stephane Auger,0,Atlanta Thrashers
531,Stephane Auger,4,Los Angeles Kings
532,Marc Joannette,3,Detroit Red Wings
533,Marc Joannette,2,San Jose Sharks
534,Mark Faucette,3,Detroit Red Wings
535,Mark Faucette,2,San Jose Sharks
536,Don Koharski,2,Colorado Avalanche
537,Don Koharski,3,Minnesota Wild
538,Harry Dumas,2,Colorado Avalanche
539,Harry Dumas,3,Minnesota Wild
540,Dan O'Halloran,3,Chicago Blackhawks
541,Dan O'Halloran,2,Columbus Blue Jackets
542,Rob Martell,3,Chicago Blackhawks
543,Rob Martell,2,Columbus Blue Jackets
544,Dean Morton,1,Buffalo Sabres
545,Dean Morton,1,Vancouver Canucks
546,Terry Gregson,1,Buffalo Sabres
547,Terry Gregson,1,Vancouver Canucks
548,Bob Langdon,1,Ottawa Senators
549,Bob Langdon,4,Pittsburgh Penguins
550,Michael McGeough,1,Ottawa Senators
551,Michael McGeough,4,Pittsburgh Penguins
552,Scott Zelkin,7,Boston Bruins
553,Scott Zelkin,2,Washington Capitals
554,Stephen Walkom,7,Boston Bruins
555,Stephen Walkom,2,Washington Capitals
556,Chris Lee,4,Carolina Hurricanes
557,Chris Lee,2,New York Islanders
558,Kerry Fraser,4,Carolina Hurricanes
559,Kerry Fraser,2,New York Islanders
560,Ian Walsh,0,New York Rangers
561,Ian Walsh,3,Tampa Bay Lightning
562,Rob Shick,0,New York Rangers
563,Rob Shick,3,Tampa Bay Lightning
564,Don Koharski,0,Nashville Predators
565,Don Koharski,7,St. Louis Blues
566,Eric Furlatt,0,Nashville Predators
567,Eric Furlatt,7,St. Louis Blues
568,Mike Hasenfratz,2,Dallas Stars
569,Mike Hasenfratz,3,Florida Panthers
570,Shane Heyer,2,Dallas Stars
571,Shane Heyer,3,Florida Panthers
572,Bob Langdon,4,Anaheim Ducks
573,Bob Langdon,1,Boston Bruins
574,Paul Stewart,4,Anaheim Ducks
575,Paul Stewart,1,Boston Bruins
576,Blaine Angus,3,Atlanta Thrashers
577,Blaine Angus,3,Toronto Maple Leafs
578,Greg Kimmerly,3,Atlanta Thrashers
579,Greg Kimmerly,3,Toronto Maple Leafs
580,Bill McCreary,6,Philadelphia Flyers
581,Bill McCreary,2,Phoenix Coyotes
582,Mark Faucette,6,Philadelphia Flyers
583,Mark Faucette,2,Phoenix Coyotes
584,Brad Watson,2,Minnesota Wild
585,Brad Watson,1,San Jose Sharks
586,Tim Peel,2,Minnesota Wild
587,Tim Peel,1,San Jose Sharks
588,Kevin Pollock,2,Chicago Blackhawks
589,Kevin Pollock,1,Los Angeles Kings
590,Mike Leggo,2,Chicago Blackhawks
591,Mike Leggo,1,Los Angeles Kings
592,Kelly Sutherland,0,Buffalo Sabres
593,Kelly Sutherland,3,Calgary Flames
594,Terry Gregson,0,Buffalo Sabres
595,Terry Gregson,3,Calgary Flames
596,Dave Jackson,5,Colorado Avalanche
597,Dave Jackson,1,Vancouver Canucks
598,Dean Morton,5,Colorado Avalanche
599,Dean Morton,1,Vancouver Canucks
600,Don Van Massenhoven,2,Tampa Bay Lightning
601,Don Van Massenhoven,3,Washington Capitals
602,Stephane Auger,2,Tampa Bay Lightning
603,Stephane Auger,3,Washington Capitals
604,Dean Warren,2,Carolina Hurricanes
605,Dean Warren,2,Montréal Canadiens
606,Michael McGeough,2,Carolina Hurricanes
607,Michael McGeough,2,Montréal Canadiens
608,Dan O'Halloran,4,Columbus Blue Jackets
609,Dan O'Halloran,2,Dallas Stars
610,Eric Furlatt,4,Columbus Blue Jackets
611,Eric Furlatt,2,Dallas Stars
612,Dave Jackson,1,Buffalo Sabres
613,Dave Jackson,1,Edmonton Oilers
614,Kelly Sutherland,1,Buffalo Sabres
615,Kelly Sutherland,1,Edmonton Oilers
616,Kerry Fraser,1,Chicago Blackhawks
617,Kerry Fraser,5,New Jersey Devils
618,Mike Leggo,1,Chicago Blackhawks
619,Mike Leggo,5,New Jersey Devils
620,Chris Rooney,3,Boston Bruins
621,Chris Rooney,2,New York Rangers
622,Paul Stewart,3,Boston Bruins
623,Paul Stewart,2,New York Rangers
624,Brad Watson,5,Montréal Canadiens
625,Brad Watson,2,Toronto Maple Leafs
626,Don Koharski,5,Montréal Canadiens
627,Don Koharski,2,Toronto Maple Leafs
628,Rob Martell,2,Detroit Red Wings
629,Rob Martell,5,Ottawa Senators
630,Stephen Walkom,2,Detroit Red Wings
631,Stephen Walkom,5,Ottawa Senators
632,Don Van Massenhoven,1,New York Islanders
633,Don Van Massenhoven,6,St. Louis Blues
634,Scott Zelkin,1,New York Islanders
