,Ref,Score,Team
0,Dan Schachte,1,New Jersey Devils
1,Dan Schachte,2,Ottawa Senators
2,Paul Devorski,1,New Jersey Devils
3,Paul Devorski,2,Ottawa Senators
4,Dan Schachte,3,New Jersey Devils
5,Dan Schachte,1,Ottawa Senators
6,Paul Stewart,3,New Jersey Devils
7,Paul Stewart,1,Ottawa Senators
8,Dan Marouelli,1,New Jersey Devils
9,Dan Marouelli,2,Ottawa Senators
10,Randy Mitton,1,New Jersey Devils
11,Randy Mitton,2,Ottawa Senators
12,Michael McGeough,3,New Jersey Devils
13,Michael McGeough,4,Ottawa Senators
14,Randy Mitton,3,New Jersey Devils
15,Randy Mitton,4,Ottawa Senators
16,Mark Faucette,3,New Jersey Devils
17,Mark Faucette,1,Ottawa Senators
18,Shane Heyer,3,New Jersey Devils
19,Shane Heyer,1,Ottawa Senators
20,Kerry Fraser,1,New Jersey Devils
21,Kerry Fraser,3,Ottawa Senators
22,Shane Heyer,1,New Jersey Devils
23,Shane Heyer,3,Ottawa Senators
24,Danny McCourt,3,Montréal Canadiens
25,Danny McCourt,2,Pittsburgh Penguins
26,Robbie Shick,3,Montréal Canadiens
27,Robbie Shick,2,Pittsburgh Penguins
28,Danny McCourt,1,Montréal Canadiens
29,Danny McCourt,4,Pittsburgh Penguins
30,Kerry Fraser,1,Montréal Canadiens
31,Kerry Fraser,4,Pittsburgh Penguins
32,Ray Scapinello,3,Montréal Canadiens
33,Ray Scapinello,1,Pittsburgh Penguins
34,Terry Gregson,3,Montréal Canadiens
35,Terry Gregson,1,Pittsburgh Penguins
36,Paul Devorski,3,Montréal Canadiens
37,Paul Devorski,6,Pittsburgh Penguins
38,Ray Scapinello,3,Montréal Canadiens
39,Ray Scapinello,6,Pittsburgh Penguins
40,Michael McGeough,5,Montréal Canadiens
41,Michael McGeough,2,Pittsburgh Penguins
42,Randy Mitton,5,Montréal Canadiens
43,Randy Mitton,2,Pittsburgh Penguins
44,Bill McCreary,3,Montréal Canadiens
45,Bill McCreary,0,Pittsburgh Penguins
46,Randy Mitton,3,Montréal Canadiens
47,Randy Mitton,0,Pittsburgh Penguins
48,BILL McCREARY,3,Buffalo Sabres
49,BILL McCREARY,2,Philadelphia Flyers
50,Jay Sharrers,3,Buffalo Sabres
51,Jay Sharrers,2,Philadelphia Flyers
52,Shane Heyer,2,Buffalo Sabres
53,Shane Heyer,3,Philadelphia Flyers
54,Stephen Walkom,2,Buffalo Sabres
55,Stephen Walkom,3,Philadelphia Flyers
56,Danny McCourt,6,Buffalo Sabres
57,Danny McCourt,1,Philadelphia Flyers
58,Robbie Shick,6,Buffalo Sabres
59,Robbie Shick,1,Philadelphia Flyers
60,Danny McCourt,4,Buffalo Sabres
61,Danny McCourt,1,Philadelphia Flyers
62,Terry Gregson,4,Buffalo Sabres
63,Terry Gregson,1,Philadelphia Flyers
64,Kevin Collins,3,Buffalo Sabres
65,Kevin Collins,2,Philadelphia Flyers
66,Paul Devorski,3,Buffalo Sabres
67,Paul Devorski,2,Philadelphia Flyers
68,Kerry Fraser,1,Boston Bruins
69,Kerry Fraser,3,Washington Capitals
70,Randy Mitton,1,Boston Bruins
71,Randy Mitton,3,Washington Capitals
72,Michael McGeough,4,Boston Bruins
73,Michael McGeough,3,Washington Capitals
74,Randy Mitton,4,Boston Bruins
75,Randy Mitton,3,Washington Capitals
76,Paul Devorski,2,Boston Bruins
77,Paul Devorski,3,Washington Capitals
78,Shane Heyer,2,Boston Bruins
79,Shane Heyer,3,Washington Capitals
80,Dan Marouelli,0,Boston Bruins
81,Dan Marouelli,3,Washington Capitals
82,Shane Heyer,0,Boston Bruins
83,Shane Heyer,3,Washington Capitals
84,Danny McCourt,4,Boston Bruins
85,Danny McCourt,0,Washington Capitals
86,Robbie Shick,4,Boston Bruins
87,Robbie Shick,0,Washington Capitals
88,Dan McCourt,2,Boston Bruins
89,Dan McCourt,3,Washington Capitals
90,Don Koharski,2,Boston Bruins
91,Don Koharski,3,Washington Capitals
92,Brian Murphy,4,Dallas Stars
93,Brian Murphy,1,San Jose Sharks
94,Stephen Walkom,4,Dallas Stars
95,Stephen Walkom,1,San Jose Sharks
96,Brian Murphy,5,Dallas Stars
97,Brian Murphy,2,San Jose Sharks
98,Don Koharski,5,Dallas Stars
99,Don Koharski,2,San Jose Sharks
100,BILL McCREARY,0,Dallas Stars
101,BILL McCREARY,1,San Jose Sharks
102,Mike Cvik,0,Dallas Stars
103,Mike Cvik,1,San Jose Sharks
