code,home_team,home_score,away_team,away_score,official_1,official_2,winner,loser
2013030111,Boston Bruins,0,Detroit Red Wings,1,Francis Charron,Paul Devorski,Detroit Red Wings,Boston Bruins
2013030112,Boston Bruins,4,Detroit Red Wings,1,Chris Lee,Francois St-Laurent,Boston Bruins,Detroit Red Wings
2013030113,Detroit Red Wings,0,Boston Bruins,3,Marc Joannette,Kevin Pollock,Boston Bruins,Detroit Red Wings
2013030114,Detroit Red Wings,2,Boston Bruins,3,Justin St. Pierre ,Brad Watson,Boston Bruins,Detroit Red Wings
2013030115,Boston Bruins,4,Detroit Red Wings,2,Dean Morton,Steve Kozari,Boston Bruins,Detroit Red Wings
2013030121,Tampa Bay Lightning,4,Montréal Canadiens,5,Dan O'Halloran,Gord Dwyer,Montréal Canadiens,Tampa Bay Lightning
2013030122,Tampa Bay Lightning,1,Montréal Canadiens,4,Chris Rooney,Tim Peel,Montréal Canadiens,Tampa Bay Lightning
2013030123,Montréal Canadiens,3,Tampa Bay Lightning,2,Francis Charron,Paul Devorski,Montréal Canadiens,Tampa Bay Lightning
2013030124,Montréal Canadiens,4,Tampa Bay Lightning,3,Chris Lee,Francois St-Laurent,Montréal Canadiens,Tampa Bay Lightning
2013030131,Pittsburgh Penguins,4,Columbus Blue Jackets,3,Wes McCauley,Eric Furlatt,Pittsburgh Penguins,Columbus Blue Jackets
2013030132,Pittsburgh Penguins,3,Columbus Blue Jackets,4,Dave Jackson,Dan O'Rourke,Columbus Blue Jackets,Pittsburgh Penguins
2013030133,Columbus Blue Jackets,3,Pittsburgh Penguins,4,Dean Morton,Steve Kozari,Pittsburgh Penguins,Columbus Blue Jackets
2013030134,Columbus Blue Jackets,4,Pittsburgh Penguins,3,Dan O'Halloran,Gord Dwyer,Columbus Blue Jackets,Pittsburgh Penguins
2013030135,Pittsburgh Penguins,3,Columbus Blue Jackets,1,Chris Rooney,Tim Peel,Pittsburgh Penguins,Columbus Blue Jackets
2013030136,Columbus Blue Jackets,3,Pittsburgh Penguins,4,Marc Joannette,Kevin Pollock,Pittsburgh Penguins,Columbus Blue Jackets
2013030141,New York Rangers,4,Philadelphia Flyers,1,Dave Jackson,Dan O'Rourke,New York Rangers,Philadelphia Flyers
2013030142,New York Rangers,2,Philadelphia Flyers,4,Wes McCauley,Eric Furlatt,Philadelphia Flyers,New York Rangers
2013030143,Philadelphia Flyers,1,New York Rangers,4,Francis Charron,Paul Devorski,New York Rangers,Philadelphia Flyers
2013030144,Philadelphia Flyers,2,New York Rangers,1,Dan O'Halloran,Gord Dwyer,Philadelphia Flyers,New York Rangers
2013030145,New York Rangers,4,Philadelphia Flyers,2,Justin St. Pierre ,Brad Watson,New York Rangers,Philadelphia Flyers
2013030146,Philadelphia Flyers,5,New York Rangers,2,Dean Morton,Steve Kozari,Philadelphia Flyers,New York Rangers
2013030147,New York Rangers,2,Philadelphia Flyers,1,Chris Rooney,Tim Peel,New York Rangers,Philadelphia Flyers
2013030151,Colorado Avalanche,5,Minnesota Wild,4,Dean Morton,Steve Kozari,Colorado Avalanche,Minnesota Wild
2013030152,Colorado Avalanche,4,Minnesota Wild,2,Marc Joannette,Kevin Pollock,Colorado Avalanche,Minnesota Wild
2013030153,Minnesota Wild,1,Colorado Avalanche,0,Justin St. Pierre ,Brad Watson,Minnesota Wild,Colorado Avalanche
2013030154,Minnesota Wild,2,Colorado Avalanche,1,Chris Rooney,Tim Peel,Minnesota Wild,Colorado Avalanche
2013030155,Colorado Avalanche,4,Minnesota Wild,3,Kelly Sutherland,Brad Meier,Colorado Avalanche,Minnesota Wild
2013030156,Minnesota Wild,5,Colorado Avalanche,2,Paul Devorski,Gord Dwyer,Minnesota Wild,Colorado Avalanche
2013030157,Colorado Avalanche,4,Minnesota Wild,5,Wes McCauley,Eric Furlatt,Minnesota Wild,Colorado Avalanche
2013030161,St. Louis Blues,4,Chicago Blackhawks,3,Marc Joannette,Kevin Pollock,St. Louis Blues,Chicago Blackhawks
2013030162,St. Louis Blues,4,Chicago Blackhawks,3,Kelly Sutherland,Brad Meier,St. Louis Blues,Chicago Blackhawks
2013030163,Chicago Blackhawks,2,St. Louis Blues,0,Dave Jackson,Dan O'Rourke,Chicago Blackhawks,St. Louis Blues
2013030164,Chicago Blackhawks,4,St. Louis Blues,3,Wes McCauley,Eric Furlatt,Chicago Blackhawks,St. Louis Blues
2013030165,St. Louis Blues,2,Chicago Blackhawks,3,Chris Lee,Francois St-Laurent,Chicago Blackhawks,St. Louis Blues
2013030166,Chicago Blackhawks,5,St. Louis Blues,1,Dan O'Halloran,Gord Dwyer,Chicago Blackhawks,St. Louis Blues
2013030171,Anaheim Ducks,4,Dallas Stars,3,Chris Lee,Francois St-Laurent,Anaheim Ducks,Dallas Stars
2013030172,Anaheim Ducks,3,Dallas Stars,2,Justin St. Pierre ,Brad Watson,Anaheim Ducks,Dallas Stars
2013030173,Dallas Stars,3,Anaheim Ducks,0,Kelly Sutherland,Brad Meier,Dallas Stars,Anaheim Ducks
