,Ref,Score,Team
232,Dan Marouelli,2,Colorado Avalanche
233,Dan Marouelli,0,Detroit Red Wings
234,Rob Shick,2,Colorado Avalanche
235,Rob Shick,0,Detroit Red Wings
236,Don Van Massenhoven,3,Colorado Avalanche
237,Don Van Massenhoven,1,Detroit Red Wings
238,Mark Faucette,3,Colorado Avalanche
239,Mark Faucette,1,Detroit Red Wings
240,Paul Devorski,1,Colorado Avalanche
241,Paul Devorski,3,Detroit Red Wings
242,Stephan Walkom,1,Colorado Avalanche
243,Stephan Walkom,3,Detroit Red Wings
244,Dave Jackson,3,Colorado Avalanche
245,Dave Jackson,2,Detroit Red Wings
246,Kerry Fraser,3,Colorado Avalanche
247,Kerry Fraser,2,Detroit Red Wings
248,Don Koharski,4,Colorado Avalanche
249,Don Koharski,2,Detroit Red Wings
250,Michael McGeough,4,Colorado Avalanche
251,Michael McGeough,2,Detroit Red Wings
252,Don Koharski,4,New Jersey Devils
253,Don Koharski,1,Philadelphia Flyers
254,Robbie Shick,4,New Jersey Devils
255,Robbie Shick,1,Philadelphia Flyers
256,Dan Marouelli,3,New Jersey Devils
257,Dan Marouelli,4,Philadelphia Flyers
258,Paul Devorski,3,New Jersey Devils
259,Paul Devorski,4,Philadelphia Flyers
260,Mark Faucette,2,New Jersey Devils
261,Mark Faucette,4,Philadelphia Flyers
262,Terry Gregson,2,New Jersey Devils
263,Terry Gregson,4,Philadelphia Flyers
264,Kerry Fraser,1,New Jersey Devils
265,Kerry Fraser,3,Philadelphia Flyers
266,Stephen Walkom,1,New Jersey Devils
267,Stephen Walkom,3,Philadelphia Flyers
268,Bill McCreary  #7,4,New Jersey Devils
269,Bill McCreary  #7,1,Philadelphia Flyers
270,Don Van Massenhoven,4,New Jersey Devils
271,Don Van Massenhoven,1,Philadelphia Flyers
272,Dan Marouelli,2,New Jersey Devils
273,Dan Marouelli,1,Philadelphia Flyers
274,Mark Faucette,2,New Jersey Devils
275,Mark Faucette,1,Philadelphia Flyers
276,Dan Marouelli,2,New Jersey Devils
277,Dan Marouelli,1,Philadelphia Flyers
278,Don Koharski,2,New Jersey Devils
279,Don Koharski,1,Philadelphia Flyers
280,Mark Faucette,2,Colorado Avalanche
281,Mark Faucette,0,Dallas Stars
282,Terry Gregson,2,Colorado Avalanche
283,Terry Gregson,0,Dallas Stars
284,Kerry Fraser,2,Colorado Avalanche
285,Kerry Fraser,3,Dallas Stars
286,Stephen Walkom,2,Colorado Avalanche
287,Stephen Walkom,3,Dallas Stars
288,Bill McCreary,2,Colorado Avalanche
289,Bill McCreary,0,Dallas Stars
290,Don Van Massenhoven,2,Colorado Avalanche
291,Don Van Massenhoven,0,Dallas Stars
292,Dan Marouelli,1,Colorado Avalanche
293,Dan Marouelli,4,Dallas Stars
294,Paul Devorski,1,Colorado Avalanche
295,Paul Devorski,4,Dallas Stars
296,Don Koharski,2,Colorado Avalanche
297,Don Koharski,3,Dallas Stars
298,Robbie Shick,2,Colorado Avalanche
299,Robbie Shick,3,Dallas Stars
300,Kerry Fraser,2,Colorado Avalanche
301,Kerry Fraser,1,Dallas Stars
302,Terry Gregson,2,Colorado Avalanche
303,Terry Gregson,1,Dallas Stars
304,Bill McCreary,2,Colorado Avalanche
305,Bill McCreary,3,Dallas Stars
306,Terry Gregson,2,Colorado Avalanche
307,Terry Gregson,3,Dallas Stars
308,Bill McCreary,3,Dallas Stars
309,Bill McCreary,7,New Jersey Devils
310,Don Koharski,3,Dallas Stars
311,Don Koharski,7,New Jersey Devils
312,Dan Marouelli,2,Dallas Stars
313,Dan Marouelli,1,New Jersey Devils
314,Kerry Fraser,2,Dallas Stars
315,Kerry Fraser,1,New Jersey Devils
316,Don Koharski,1,Dallas Stars
317,Don Koharski,2,New Jersey Devils
318,Terry Gregson,1,Dallas Stars
319,Terry Gregson,2,New Jersey Devils
320,Bill McCreary,1,Dallas Stars
321,Bill McCreary,3,New Jersey Devils
322,Kerry Fraser,1,Dallas Stars
323,Kerry Fraser,3,New Jersey Devils
324,Dan Marouelli,1,Dallas Stars
325,Dan Marouelli,0,New Jersey Devils
326,Don Koharski,1,Dallas Stars
327,Don Koharski,0,New Jersey Devils
328,Bill McCreary,1,Dallas Stars
329,Bill McCreary,2,New Jersey Devils
330,Terry Gregson,1,Dallas Stars
331,Terry Gregson,2,New Jersey Devils
